Date,PGNX_Open_average,PGNX_Open_max,PGNX_Open_min,PGNX_Open_volatility,PGNX_Open_change,PGNX_High_average,PGNX_High_max,PGNX_High_min,PGNX_High_volatility,PGNX_High_change,PGNX_Low_average,PGNX_Low_max,PGNX_Low_min,PGNX_Low_volatility,PGNX_Low_change,PGNX_Close_average,PGNX_Close_max,PGNX_Close_min,PGNX_Close_volatility,PGNX_Close_change,PGNX_Volume_average,PGNX_Volume_max,PGNX_Volume_min,PGNX_Volume_volatility,PGNX_Volume_change
2018-01-14,6.205,6.39,6.09,0.2999999999999998,-0.29000000000000004,6.31,6.41,6.26,0.15000000000000036,-0.11000000000000032,6.0525,6.08,6.01,0.07000000000000028,0.07000000000000028,6.1575,6.27,6.04,0.22999999999999954,0.22999999999999954,906169,1303566,599942,703624,391649
2018-01-21,6.606,6.75,6.47,0.28000000000000025,0.28000000000000025,6.688,6.75,6.52,0.23000000000000043,0.23000000000000043,6.4399999999999995,6.59,6.18,0.41000000000000014,0.3200000000000003,6.594,6.71,6.52,0.1900000000000004,0.03000000000000025,923275,1107567,632367,475200,-475200
2018-01-28,6.078,6.52,5.44,1.0799999999999992,-1.0799999999999992,6.148,6.67,5.51,1.1600000000000001,-1.1600000000000001,5.792,6.36,5.27,1.0900000000000007,-1.0900000000000007,5.88,6.49,5.41,1.08,-1.08,1248095,1795907,668950,1126957,581827
2018-02-04,5.352,5.55,5.03,0.5199999999999996,0.1200000000000001,5.582,5.74,5.43,0.3100000000000005,0.0,5.142,5.32,5.01,0.3100000000000005,-0.019999999999999574,5.356,5.54,5.11,0.4299999999999997,0.3099999999999996,1402688,2083949,962494,1121455,-65791
2018-02-11,5.608,5.85,5.45,0.39999999999999947,0.39999999999999947,5.766,6.07,5.54,0.5300000000000002,0.5300000000000002,5.5040000000000004,5.81,5.29,0.5199999999999996,0.5199999999999996,5.7,5.97,5.47,0.5,0.5,835610,1034891,694826,340065,85529
2018-02-18,5.9825,6.09,5.88,0.20999999999999996,0.13999999999999968,6.1125,6.18,6.07,0.10999999999999943,0.05999999999999961,5.865,5.99,5.71,0.28000000000000025,0.07000000000000028,6.015000000000001,6.16,5.84,0.3200000000000003,0.16999999999999993,1448844,1862419,955607,906812,-243486
2018-02-25,6.522,6.72,6.18,0.54,0.3799999999999999,6.774,6.92,6.57,0.34999999999999964,0.16999999999999993,6.386,6.53,6.07,0.45999999999999996,0.4299999999999997,6.642,6.71,6.51,0.20000000000000018,0.1800000000000006,1616516,2060132,1450155,609977,-84357
2018-03-04,7.326,8.27,6.72,1.5499999999999998,1.5499999999999998,7.678,8.47,7.17,1.3000000000000007,1.1000000000000005,7.17,7.84,6.71,1.13,1.13,7.578,8.32,7.08,1.2400000000000002,1.0199999999999996,2321373,5444956,1085309,4359647,1007196
2018-03-11,8.218,8.35,8.13,0.21999999999999886,0.17999999999999972,8.494,8.62,8.39,0.22999999999999865,-0.1399999999999988,8.122,8.25,8.05,0.1999999999999993,0.1899999999999995,8.26,8.44,8.13,0.3099999999999987,0.28999999999999915,1593248,1773166,1193776,579390,-114517
2018-03-18,8.102,8.38,7.2,1.1800000000000006,-1.1800000000000006,8.362,8.63,7.86,0.7700000000000005,-0.6499999999999995,7.9479999999999995,8.27,7.06,1.21,-1.0100000000000007,8.16,8.36,7.54,0.8199999999999994,-0.7299999999999995,1969108,4752447,1036120,3716327,3457635
2018-03-25,7.3775,7.45,7.28,0.16999999999999993,-0.03000000000000025,7.535,7.61,7.42,0.1900000000000004,-0.040000000000000036,7.165,7.3,6.96,0.33999999999999986,0.33999999999999986,7.3675,7.46,7.3,0.16000000000000014,0.1200000000000001,1476436,2212523,990765,1221758,-1219875
2018-04-01,7.3,7.54,7.08,0.45999999999999996,-0.21999999999999975,7.412,7.56,7.24,0.3199999999999994,-0.20000000000000018,7.07,7.24,6.98,0.2599999999999998,-0.07999999999999918,7.238,7.51,7.09,0.41999999999999993,-0.020000000000000462,1371553,1682534,991418,691116,-691116
2018-04-08,7.26,7.4,7.17,0.23000000000000043,0.20999999999999996,7.388,7.48,7.27,0.21000000000000085,0.14000000000000057,7.176,7.25,7.09,0.16000000000000014,0.16000000000000014,7.258,7.34,7.15,0.1899999999999995,0.16999999999999993,736683,922919,588645,334274,-81453
2018-04-15,7.21,7.37,7.0,0.3700000000000001,-0.34999999999999964,7.318,7.45,7.1,0.35000000000000053,-0.3000000000000007,7.066,7.21,6.87,0.33999999999999986,-0.2599999999999998,7.156,7.33,7.0,0.33000000000000007,-0.2599999999999998,736244,921570,516810,404760,-158795
2018-04-22,7.006,7.13,6.94,0.1899999999999995,-0.05999999999999961,7.082,7.16,7.0,0.16000000000000014,-0.15000000000000036,6.876,6.98,6.76,0.22000000000000064,-0.22000000000000064,6.954,7.09,6.84,0.25,-0.25,770402,959291,605655,353636,69495
2018-04-29,6.6659999999999995,6.84,6.55,0.29000000000000004,-0.21999999999999975,6.802,6.89,6.63,0.2599999999999998,-0.009999999999999787,6.538,6.6,6.48,0.11999999999999922,0.10999999999999943,6.654,6.81,6.51,0.2999999999999998,0.2999999999999998,789257,1217733,567388,650345,-506422
2018-05-06,7.146,7.47,6.86,0.6099999999999994,0.6099999999999994,7.418,7.9,7.01,0.8900000000000006,0.5700000000000003,7.038,7.36,6.83,0.5300000000000002,0.5,7.232,7.5,6.93,0.5700000000000003,0.4900000000000002,1229249,1780326,725182,1055144,523815
2018-05-13,7.402,7.52,7.31,0.20999999999999996,-0.17000000000000082,7.47,7.57,7.31,0.2600000000000007,-0.2600000000000007,7.296,7.41,7.12,0.29000000000000004,-0.29000000000000004,7.372,7.52,7.23,0.28999999999999915,-0.20999999999999996,1150554,1572034,873616,698418,450813
2018-05-20,7.498,7.64,7.33,0.3099999999999996,0.20999999999999996,7.646,7.71,7.56,0.15000000000000036,-0.07000000000000028,7.426,7.47,7.33,0.13999999999999968,0.08999999999999986,7.528,7.62,7.49,0.1299999999999999,0.019999999999999574,1064401,1562499,493727,1068772,-1068772
2018-05-27,7.58,7.65,7.5,0.15000000000000036,0.07000000000000028,7.7675,8.19,7.61,0.5799999999999992,0.5699999999999994,7.5175,7.59,7.45,0.13999999999999968,0.13999999999999968,7.6725,7.99,7.49,0.5,0.5,1258504,2077137,905756,1171381,1025958
2018-06-03,8.518,8.88,8.03,0.8500000000000014,0.7000000000000011,8.812,9.12,8.39,0.7299999999999986,0.5199999999999996,8.44,8.67,7.97,0.7000000000000002,0.6499999999999995,8.656,8.84,8.35,0.4900000000000002,0.3800000000000008,1335022,1741354,739975,1001379,-936280
2018-06-10,8.831999999999999,9.02,8.7,0.3200000000000003,0.120000000000001,8.974,9.1,8.87,0.23000000000000043,-0.030000000000001137,8.719999999999999,8.77,8.62,0.15000000000000036,-0.08000000000000007,8.828,8.99,8.7,0.2900000000000009,-0.08999999999999986,1392134,2376595,1013894,1362701,1362701
2018-06-17,8.546000000000001,8.64,8.45,0.19000000000000128,-0.16999999999999993,8.614,8.68,8.5,0.17999999999999972,-0.17999999999999972,8.396,8.51,8.31,0.1999999999999993,-0.09999999999999964,8.526,8.63,8.47,0.16000000000000014,-0.009999999999999787,1264693,1966486,675068,1291418,606932
2018-06-24,8.286,8.46,8.14,0.3200000000000003,-0.3200000000000003,8.426,8.51,8.2,0.3100000000000005,-0.2900000000000009,8.008,8.14,7.82,0.3200000000000003,-0.10999999999999943,8.17,8.42,8.04,0.3800000000000008,-0.09000000000000163,1075081,1415132,886478,528654,-470005
2018-07-01,8.254999999999999,8.42,8.02,0.40000000000000036,0.40000000000000036,8.385,8.57,8.12,0.45000000000000107,0.45000000000000107,8.1625,8.34,7.95,0.3899999999999997,0.3899999999999997,8.344999999999999,8.5,8.12,0.3800000000000008,0.3800000000000008,749264,959332,583516,375816,32963
2018-07-08,8.438,8.58,8.34,0.2400000000000002,-0.16999999999999993,8.496,8.61,8.4,0.20999999999999908,-0.20999999999999908,8.288,8.38,8.23,0.15000000000000036,-0.11000000000000121,8.376,8.48,8.32,0.16000000000000014,-0.16000000000000014,776797,826671,641483,185188,159599
2018-07-15,8.299999999999999,8.35,8.19,0.16000000000000014,0.0,8.384,8.48,8.31,0.16999999999999993,0.07000000000000028,8.138,8.27,7.92,0.34999999999999964,-0.03999999999999915,8.304,8.39,8.22,0.16999999999999993,-0.09999999999999964,870413,1208167,594038,614129,-210016
2018-07-22,7.787999999999999,8.28,7.35,0.9299999999999997,-0.6399999999999997,7.88,8.35,7.54,0.8099999999999996,-0.6699999999999999,7.41,7.82,7.13,0.6900000000000004,-0.5200000000000005,7.598,7.96,7.32,0.6399999999999997,-0.2999999999999998,1488888,1835094,1244208,590886,566368
2018-07-29,7.926,8.46,7.65,0.8100000000000005,0.8100000000000005,8.476,9.29,7.9,1.3899999999999988,0.9799999999999986,7.678,8.43,7.36,1.0699999999999994,1.0099999999999998,8.334,9.18,7.76,1.42,0.8699999999999992,3506670,8790771,1736096,7054675,1472257
