Date,TCO_stock_Open_average,TCO_stock_Open_max,TCO_stock_Open_min,TCO_stock_Open_volatility,TCO_stock_Open_change,TCO_stock_High_average,TCO_stock_High_max,TCO_stock_High_min,TCO_stock_High_volatility,TCO_stock_High_change,TCO_stock_Low_average,TCO_stock_Low_max,TCO_stock_Low_min,TCO_stock_Low_volatility,TCO_stock_Low_change,TCO_stock_Close_average,TCO_stock_Close_max,TCO_stock_Close_min,TCO_stock_Close_volatility,TCO_stock_Close_change,TCO_stock_Volume_average,TCO_stock_Volume_max,TCO_stock_Volume_min,TCO_stock_Volume_volatility,TCO_stock_Volume_change
2018-01-14,61.9075,62.53,61.41,1.1200000000000045,-0.6000000000000014,62.465,63.38,62.08,1.3000000000000043,-1.2800000000000011,61.2275,61.41,61.03,0.37999999999999545,0.37999999999999545,61.705,62.06,61.05,1.0100000000000051,1.0100000000000051,768290,980581,568129,412452,244517
2018-01-21,63.254,63.97,61.87,2.1000000000000014,2.1000000000000014,63.864,64.44,62.77,1.6699999999999946,1.4499999999999957,62.746,63.17,61.81,1.3599999999999994,1.3599999999999994,63.536,63.78,62.74,1.0399999999999991,1.0300000000000011,1055890,1610184,697785,912399,-632206
2018-01-28,62.07,63.74,59.85,3.8900000000000006,-3.8900000000000006,62.584,63.87,60.42,3.4499999999999957,-3.4499999999999957,60.838,62.47,58.88,3.5899999999999963,-3.5899999999999963,61.332,63.44,59.38,4.059999999999995,-4.059999999999995,684727,767645,554343,213302,-134313
2018-02-04,56.848,59.03,55.87,3.1600000000000037,-2.5600000000000023,58.15,59.9,56.87,3.030000000000001,-0.7199999999999989,55.656,56.83,54.88,1.9499999999999957,-1.4299999999999997,56.604,58.24,54.97,3.270000000000003,1.3599999999999994,1155284,1622609,698831,923778,480369
2018-02-11,59.04,60.11,58.28,1.8299999999999983,1.4200000000000017,59.924,61.21,59.02,2.1899999999999977,2.1899999999999977,58.14,60.11,56.31,3.799999999999997,3.799999999999997,59.522,60.74,58.6,2.1400000000000006,2.1400000000000006,757298,991782,617212,374570,-374570
2018-02-18,60.5025,61.08,59.4,1.6799999999999997,-0.4299999999999997,61.370000000000005,61.84,61.16,0.6800000000000068,-0.6700000000000017,59.792500000000004,60.82,59.03,1.7899999999999991,-0.8999999999999986,60.34,61.09,59.13,1.9600000000000009,-0.2700000000000031,632499,1078140,442240,635900,-607207
2018-02-25,59.946,62.02,58.39,3.6300000000000026,-2.020000000000003,60.884,62.8,59.61,3.1899999999999977,-1.4899999999999949,58.678,60.45,58.16,2.2900000000000063,-2.1400000000000006,59.58,61.81,58.46,3.3500000000000014,-1.9400000000000048,886332,1228131,497084,731047,73792
2018-03-04,58.936,59.64,57.78,1.8599999999999994,-1.5799999999999983,59.492000000000004,60.52,57.78,2.740000000000002,-2.740000000000002,58.04,59.28,56.58,2.700000000000003,-2.700000000000003,58.488,59.9,57.2,2.6999999999999957,-2.2099999999999937,588771,751558,482894,268664,49249
2018-03-11,57.468,57.95,57.0,0.9500000000000028,-0.09000000000000341,58.034,58.58,57.61,0.9699999999999989,-0.29999999999999716,57.074,57.28,56.85,0.4299999999999997,-0.240000000000002,57.64,58.28,57.07,1.2100000000000009,-0.3200000000000003,682272,1063213,363175,700038,-450547
2018-03-18,56.59,57.28,55.98,1.3000000000000043,-0.9399999999999977,57.164,57.62,56.85,0.769999999999996,-0.37000000000000455,56.096,56.56,55.9,0.6600000000000037,-0.5900000000000034,56.378,56.91,56.03,0.8799999999999955,-0.8799999999999955,378491,506841,262136,244705,-34578
2018-03-25,56.807500000000005,57.77,55.95,1.8200000000000003,1.1000000000000014,57.6225,58.17,56.87,1.3000000000000043,0.8400000000000034,55.79,56.57,54.9,1.6700000000000017,0.5900000000000034,56.927499999999995,57.79,55.79,2.0,-0.3100000000000023,606231,684950,487648,197302,82420
2018-04-01,57.620000000000005,58.77,56.63,2.1400000000000006,1.9500000000000028,58.57,59.46,57.64,1.8200000000000003,1.8200000000000003,56.986000000000004,58.2,55.89,2.3100000000000023,1.8299999999999983,57.902,58.9,56.38,2.519999999999996,1.519999999999996,603155,794947,356225,438722,378280
2018-04-08,57.778,58.11,56.92,1.1899999999999977,-1.1400000000000006,58.11,58.75,57.12,1.6300000000000026,-1.0800000000000054,57.012,57.68,56.24,1.4399999999999977,-1.0300000000000011,57.564,58.25,56.93,1.3200000000000003,-0.2700000000000031,410247,503166,353555,149611,-130352
2018-04-15,57.348,58.07,56.12,1.9500000000000028,-1.1200000000000045,57.848,58.49,57.0,1.490000000000002,-0.7199999999999989,56.352,57.56,54.82,2.740000000000002,-2.1899999999999977,56.782,57.87,54.95,2.9199999999999946,-2.529999999999994,527822,964060,291929,672131,541101
2018-04-22,54.08,54.99,53.49,1.5,-0.6099999999999994,54.576,55.55,53.82,1.7299999999999969,0.4899999999999949,53.312,53.8,52.94,0.8599999999999994,0.30999999999999517,53.998,55.1,53.33,1.7700000000000031,1.259999999999998,834231,1291926,578687,713239,713239
2018-04-29,55.992000000000004,56.31,55.31,1.0,1.0,56.714,57.11,56.42,0.6899999999999977,0.6899999999999977,55.410000000000004,56.27,54.52,1.75,1.75,56.362,56.75,55.98,0.7700000000000031,0.7700000000000031,593624,772646,339611,433035,-325579
2018-05-06,56.532,57.05,55.99,1.0599999999999952,-0.8500000000000014,56.95,57.71,56.46,1.25,-1.25,56.014,56.65,55.57,1.0799999999999983,-1.0799999999999983,56.268,57.11,55.73,1.3800000000000026,-1.3800000000000026,431532,508595,345726,162869,162869
2018-05-13,53.398,55.84,52.18,3.6600000000000037,-3.6600000000000037,53.832,56.39,52.61,3.780000000000001,-3.780000000000001,52.182,52.76,51.76,1.0,-0.39000000000000057,52.61,53.24,51.87,1.3700000000000045,-1.3700000000000045,1002015,2004106,595269,1408837,-1064876
2018-05-20,52.75,53.3,52.15,1.1499999999999986,1.1499999999999986,53.296,53.85,52.45,1.3999999999999986,1.3999999999999986,52.112,52.96,50.65,2.3100000000000023,2.3100000000000023,52.972,53.54,52.31,1.2299999999999969,1.2299999999999969,580554,735029,471766,263263,141990
2018-05-27,54.135,54.71,53.32,1.3900000000000006,1.3599999999999994,54.9525,55.32,54.25,1.0700000000000003,0.9200000000000017,53.58,54.29,53.02,1.269999999999996,1.269999999999996,54.47,54.75,53.9,0.8500000000000014,0.740000000000002,758611,1326378,477616,848762,169295
2018-06-03,55.882,56.69,54.95,1.7399999999999949,1.7399999999999949,56.496,57.09,55.62,1.470000000000006,1.3400000000000034,55.688,56.29,54.83,1.4600000000000009,1.4600000000000009,56.194,56.84,55.46,1.3800000000000026,1.1099999999999994,618643,758843,481633,277210,-163962
2018-06-10,56.52,57.4,56.03,1.3699999999999974,-0.37999999999999545,57.076,57.79,56.52,1.269999999999996,-0.07000000000000028,56.0,56.28,55.62,0.6600000000000037,-0.3100000000000023,56.496,57.35,55.82,1.5300000000000011,-0.4100000000000037,749743,929736,337894,591842,571510
2018-06-17,57.208,59.41,55.93,3.479999999999997,3.479999999999997,58.46,60.97,56.63,4.339999999999996,4.339999999999996,57.034,59.41,55.53,3.8799999999999955,3.8799999999999955,58.196,60.81,56.45,4.359999999999999,4.359999999999999,749040,1205726,513620,692106,692106
2018-06-24,59.98,60.84,59.05,1.7900000000000063,-1.7900000000000063,60.2,61.02,59.15,1.8700000000000045,-1.8700000000000045,59.106,59.92,58.33,1.5900000000000034,-1.1000000000000014,59.548,60.35,58.76,1.5900000000000034,-1.5900000000000034,686620,980417,520418,459999,126023
2018-07-01,59.042500000000004,59.92,58.39,1.5300000000000011,1.2700000000000031,59.685,60.43,59.02,1.4099999999999966,1.4099999999999966,58.6125,59.68,57.89,1.7899999999999991,1.7899999999999991,59.3425,60.01,58.52,1.4899999999999949,1.4899999999999949,549579,734627,349120,385507,-251226
2018-07-08,60.004,60.25,59.65,0.6000000000000014,0.14000000000000057,60.242,60.38,60.14,0.240000000000002,0.240000000000002,59.502,59.66,59.38,0.27999999999999403,-0.14999999999999858,59.83,60.08,59.48,0.6000000000000014,-0.36000000000000654,476753,667748,322246,345502,-160830
