Date,IQ 50 Percent Hedged FTSE International_etf_Open_average,IQ 50 Percent Hedged FTSE International_etf_Open_max,IQ 50 Percent Hedged FTSE International_etf_Open_min,IQ 50 Percent Hedged FTSE International_etf_Open_volatility,IQ 50 Percent Hedged FTSE International_etf_Open_change,IQ 50 Percent Hedged FTSE International_etf_High_average,IQ 50 Percent Hedged FTSE International_etf_High_max,IQ 50 Percent Hedged FTSE International_etf_High_min,IQ 50 Percent Hedged FTSE International_etf_High_volatility,IQ 50 Percent Hedged FTSE International_etf_High_change,IQ 50 Percent Hedged FTSE International_etf_Low_average,IQ 50 Percent Hedged FTSE International_etf_Low_max,IQ 50 Percent Hedged FTSE International_etf_Low_min,IQ 50 Percent Hedged FTSE International_etf_Low_volatility,IQ 50 Percent Hedged FTSE International_etf_Low_change,IQ 50 Percent Hedged FTSE International_etf_Close_average,IQ 50 Percent Hedged FTSE International_etf_Close_max,IQ 50 Percent Hedged FTSE International_etf_Close_min,IQ 50 Percent Hedged FTSE International_etf_Close_volatility,IQ 50 Percent Hedged FTSE International_etf_Close_change
2018-01-14,22.59,22.59,22.59,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2018-01-21,22.67,22.67,22.67,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2018-01-28,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2018-02-04,20.91,20.91,20.91,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2018-02-11,21.43,21.43,21.43,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.53,21.53,21.53,0.0,0.0
2018-02-18,21.39,21.39,21.39,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.53,21.53,21.53,0.0,0.0
2018-02-25,20.89,20.89,20.89,0.0,0.0,21.01,21.01,21.01,0.0,0.0,20.83,20.83,20.83,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2018-03-04,21.33,21.33,21.33,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2018-03-11,21.39,21.39,21.39,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.39,21.39,21.39,0.0,0.0
2018-03-18,20.7,20.7,20.7,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2018-03-25,21.06,21.06,21.06,0.0,0.0,21.1,21.1,21.1,0.0,0.0,20.95,20.95,20.95,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2018-04-01,21.05,21.05,21.05,0.0,0.0,21.1,21.1,21.1,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2018-04-08,21.28,21.28,21.28,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2018-04-15,21.56,21.56,21.56,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2018-04-22,21.56,21.56,21.56,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2018-04-29,21.54,21.54,21.54,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.57,21.57,21.57,0.0,0.0
2018-05-06,21.85,21.85,21.85,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2018-05-13,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2018-05-20,21.64,21.64,21.64,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2018-05-27,21.45,21.45,21.45,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2018-06-03,21.63,21.63,21.63,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2018-06-10,21.51,21.51,21.51,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2018-06-17,21.11,21.11,21.11,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2018-06-24,20.8,20.8,20.8,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2018-07-01,20.76,20.76,20.76,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2018-07-08,20.93,20.93,20.93,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2018-07-15,21.02,21.02,21.02,0.0,0.0,21.1,21.1,21.1,0.0,0.0,20.99,20.99,20.99,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2018-07-22,21.38,21.38,21.38,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2018-07-29,20.99,20.99,20.99,0.0,0.0,21.11,21.11,21.11,0.0,0.0,20.99,20.99,20.99,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2018-08-05,20.88,20.88,20.88,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2018-08-12,20.56,20.56,20.56,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.66,20.66,20.66,0.0,0.0
2018-08-19,20.89,20.89,20.89,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2018-08-26,20.94,20.94,20.94,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.86,20.86,20.86,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2018-09-02,20.39,20.39,20.39,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2018-09-09,20.78,20.78,20.78,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2018-09-16,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2018-09-23,21.16,21.16,21.16,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.08,21.08,21.08,0.0,0.0
2018-09-30,20.65,20.65,20.65,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2018-10-07,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2018-10-14,19.72,19.72,19.72,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2018-10-21,19.11,19.11,19.11,0.0,0.0,19.3,19.3,19.3,0.0,0.0,18.95,18.95,18.95,0.0,0.0,19.12,19.12,19.12,0.0,0.0
2018-10-28,19.93,19.93,19.93,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2018-11-04,19.78,19.78,19.78,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2018-11-11,19.54,19.54,19.54,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.6,19.6,19.6,0.0,0.0
2018-11-18,19.24,19.24,19.24,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.22,19.22,19.22,0.0,0.0
2018-11-25,19.53,19.53,19.53,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2018-12-02,19.14,19.14,19.14,0.0,0.0,19.25,19.25,19.25,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2018-12-09,19.0,19.0,19.0,0.0,0.0,19.02,19.02,19.02,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.93,18.93,18.93,0.0,0.0
2018-12-16,18.3,18.3,18.3,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.04,18.04,18.04,0.0,0.0
2018-12-23,18.22,18.22,18.22,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2018-12-30,18.28,18.28,18.28,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2019-01-06,18.77,18.77,18.77,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0
2019-01-13,19.18,19.18,19.18,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.28,19.28,19.28,0.0,0.0
