Date,IQ 50 Percent Hedged FTSE International_etf_Open_average,IQ 50 Percent Hedged FTSE International_etf_Open_max,IQ 50 Percent Hedged FTSE International_etf_Open_min,IQ 50 Percent Hedged FTSE International_etf_Open_volatility,IQ 50 Percent Hedged FTSE International_etf_Open_change,IQ 50 Percent Hedged FTSE International_etf_High_average,IQ 50 Percent Hedged FTSE International_etf_High_max,IQ 50 Percent Hedged FTSE International_etf_High_min,IQ 50 Percent Hedged FTSE International_etf_High_volatility,IQ 50 Percent Hedged FTSE International_etf_High_change,IQ 50 Percent Hedged FTSE International_etf_Low_average,IQ 50 Percent Hedged FTSE International_etf_Low_max,IQ 50 Percent Hedged FTSE International_etf_Low_min,IQ 50 Percent Hedged FTSE International_etf_Low_volatility,IQ 50 Percent Hedged FTSE International_etf_Low_change,IQ 50 Percent Hedged FTSE International_etf_Close_average,IQ 50 Percent Hedged FTSE International_etf_Close_max,IQ 50 Percent Hedged FTSE International_etf_Close_min,IQ 50 Percent Hedged FTSE International_etf_Close_volatility,IQ 50 Percent Hedged FTSE International_etf_Close_change
2019-01-20,19.25,19.25,19.25,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.24,19.24,19.24,0.0,0.0
2019-01-27,19.34,19.34,19.34,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2019-02-03,19.27,19.27,19.27,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2019-02-10,19.69,19.69,19.69,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2019-02-17,19.88,19.88,19.88,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2019-02-24,20.06,20.06,20.06,0.0,0.0,20.07,20.07,20.07,0.0,0.0,19.93,19.93,19.93,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2019-03-03,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2019-03-10,20.19,20.19,20.19,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2019-03-17,20.1,20.1,20.1,0.0,0.0,20.11,20.11,20.11,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2019-03-24,19.99,19.99,19.99,0.0,0.0,20.04,20.04,20.04,0.0,0.0,19.95,19.95,19.95,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2019-03-31,20.47,20.47,20.47,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2019-04-07,20.54,20.54,20.54,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2019-04-14,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2019-04-21,20.53,20.53,20.53,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2019-04-28,20.55,20.55,20.55,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2019-05-05,19.98,19.98,19.98,0.0,0.0,20.15,20.15,20.15,0.0,0.0,19.88,19.88,19.88,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-05-12,20.05,20.05,20.05,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2019-05-19,20.04,20.04,20.04,0.0,0.0,20.09,20.09,20.09,0.0,0.0,19.93,19.93,19.93,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-05-26,19.58,19.58,19.58,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2019-06-02,20.1,20.1,20.1,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2019-06-09,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2019-06-16,20.51,20.51,20.51,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2019-06-23,20.35,20.35,20.35,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2019-06-30,20.74,20.74,20.74,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2019-07-07,20.45,20.45,20.45,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2019-07-14,20.39,20.39,20.39,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2019-07-21,20.43,20.43,20.43,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2019-07-28,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2019-08-04,19.63,19.63,19.63,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.6,19.6,19.6,0.0,0.0
2019-08-11,19.24,19.24,19.24,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.39,19.39,19.39,0.0,0.0
2019-08-18,19.5,19.5,19.5,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.28,19.28,19.28,0.0,0.0
2019-08-25,19.72,19.72,19.72,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2019-09-01,20.19,20.19,20.19,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-09-08,20.51,20.51,20.51,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2019-09-15,20.53,20.53,20.53,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2019-09-22,20.32,20.32,20.32,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2019-09-29,19.91,19.91,19.91,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.97,19.97,19.97,0.0,0.0
2019-10-06,20.44,20.44,20.44,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2019-10-13,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-10-20,20.79,20.79,20.79,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.81,20.81,20.81,0.0,0.0
2019-10-27,20.93,20.93,20.93,0.0,0.0,21.15,21.15,21.15,0.0,0.0,20.93,20.93,20.93,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2019-11-03,21.3,21.3,21.3,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2019-11-10,21.19,21.19,21.19,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2019-11-17,21.22,21.22,21.22,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2019-11-24,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2019-12-01,21.43,21.43,21.43,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2019-12-08,21.68,21.68,21.68,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2019-12-15,21.99,21.99,21.99,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.87,21.87,21.87,0.0,0.0
2019-12-22,21.97,21.97,21.97,0.0,0.0,22.07,22.07,22.07,0.0,0.0,21.96,21.96,21.96,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-12-29,21.74,21.74,21.74,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.73,21.73,21.73,0.0,0.0
