Date,iPath Pure Beta Crude Oil Exp 18 Apr 2041_Open_average,iPath Pure Beta Crude Oil Exp 18 Apr 2041_Open_max,iPath Pure Beta Crude Oil Exp 18 Apr 2041_Open_min,iPath Pure Beta Crude Oil Exp 18 Apr 2041_Open_volatility,iPath Pure Beta Crude Oil Exp 18 Apr 2041_Open_change,iPath Pure Beta Crude Oil Exp 18 Apr 2041_High_average,iPath Pure Beta Crude Oil Exp 18 Apr 2041_High_max,iPath Pure Beta Crude Oil Exp 18 Apr 2041_High_min,iPath Pure Beta Crude Oil Exp 18 Apr 2041_High_volatility,iPath Pure Beta Crude Oil Exp 18 Apr 2041_High_change,iPath Pure Beta Crude Oil Exp 18 Apr 2041_Low_average,iPath Pure Beta Crude Oil Exp 18 Apr 2041_Low_max,iPath Pure Beta Crude Oil Exp 18 Apr 2041_Low_min,iPath Pure Beta Crude Oil Exp 18 Apr 2041_Low_volatility,iPath Pure Beta Crude Oil Exp 18 Apr 2041_Low_change,iPath Pure Beta Crude Oil Exp 18 Apr 2041_Close_average,iPath Pure Beta Crude Oil Exp 18 Apr 2041_Close_max,iPath Pure Beta Crude Oil Exp 18 Apr 2041_Close_min,iPath Pure Beta Crude Oil Exp 18 Apr 2041_Close_volatility,iPath Pure Beta Crude Oil Exp 18 Apr 2041_Close_change
2018-01-14,18.7,18.7,18.7,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.73,18.73,18.73,0.0,0.0
2018-01-21,19.19,19.19,19.19,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.19,19.19,19.19,0.0,0.0
2018-01-28,18.61,18.61,18.61,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.61,18.61,18.61,0.0,0.0
2018-02-04,17.27,17.27,17.27,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2018-02-11,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0
2018-02-18,18.77,18.77,18.77,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2018-02-25,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0
2018-03-04,18.23,18.23,18.23,0.0,0.0,18.23,18.23,18.23,0.0,0.0,18.23,18.23,18.23,0.0,0.0,18.23,18.23,18.23,0.0,0.0
2018-03-11,18.24,18.24,18.24,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.24,18.24,18.24,0.0,0.0
2018-03-18,19.49,19.49,19.49,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2018-03-25,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0
2018-04-01,18.92,18.92,18.92,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.54,18.54,18.54,0.0,0.0
2018-04-08,19.69,19.69,19.69,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2018-04-15,20.04,20.04,20.04,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2018-04-22,20.39,20.39,20.39,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2018-04-29,21.04,21.04,21.04,0.0,0.0,21.15,21.15,21.15,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2018-05-06,21.29,21.29,21.29,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2018-05-13,21.59,21.59,21.59,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2018-05-20,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2018-05-27,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2018-06-03,19.99,19.99,19.99,0.0,0.0,20.02,20.02,20.02,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2018-06-10,19.83,19.83,19.83,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.83,19.83,19.83,0.0,0.0
2018-06-17,20.2,20.2,20.2,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2018-06-24,20.97,20.97,20.97,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2018-07-01,21.23,21.23,21.23,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2018-07-08,20.48,20.48,20.48,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2018-07-15,20.62,20.62,20.62,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2018-07-22,21.19,21.19,21.19,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2018-07-29,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2018-08-05,20.42,20.42,20.42,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2018-08-12,20.08,20.08,20.08,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.08,20.08,20.08,0.0,0.0
2018-08-19,21.22,21.22,21.22,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2018-08-26,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2018-09-02,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0
