Date,ProShares UltraPro Russell2000_etf_Open_average,ProShares UltraPro Russell2000_etf_Open_max,ProShares UltraPro Russell2000_etf_Open_min,ProShares UltraPro Russell2000_etf_Open_volatility,ProShares UltraPro Russell2000_etf_Open_change,ProShares UltraPro Russell2000_etf_High_average,ProShares UltraPro Russell2000_etf_High_max,ProShares UltraPro Russell2000_etf_High_min,ProShares UltraPro Russell2000_etf_High_volatility,ProShares UltraPro Russell2000_etf_High_change,ProShares UltraPro Russell2000_etf_Low_average,ProShares UltraPro Russell2000_etf_Low_max,ProShares UltraPro Russell2000_etf_Low_min,ProShares UltraPro Russell2000_etf_Low_volatility,ProShares UltraPro Russell2000_etf_Low_change,ProShares UltraPro Russell2000_etf_Close_average,ProShares UltraPro Russell2000_etf_Close_max,ProShares UltraPro Russell2000_etf_Close_min,ProShares UltraPro Russell2000_etf_Close_volatility,ProShares UltraPro Russell2000_etf_Close_change
2018-08-05,102.8,102.8,102.8,0.0,0.0,105.68,105.68,105.68,0.0,0.0,102.71,102.71,102.71,0.0,0.0,103.73,103.73,103.73,0.0,0.0
2018-08-12,103.28,103.28,103.28,0.0,0.0,105.17,105.17,105.17,0.0,0.0,102.4,102.4,102.4,0.0,0.0,104.95,104.95,104.95,0.0,0.0
2018-08-19,110.06,110.06,110.06,0.0,0.0,111.34,111.34,111.34,0.0,0.0,109.97,109.97,109.97,0.0,0.0,110.94,110.94,110.94,0.0,0.0
2018-08-26,111.48,111.48,111.48,0.0,0.0,114.27,114.27,114.27,0.0,0.0,111.48,111.48,111.48,0.0,0.0,113.67,113.67,113.67,0.0,0.0
2018-09-02,108.13,108.13,108.13,0.0,0.0,110.24,110.24,110.24,0.0,0.0,107.39,107.39,107.39,0.0,0.0,108.49,108.49,108.49,0.0,0.0
2018-09-09,108.98,108.98,108.98,0.0,0.0,111.1,111.1,111.1,0.0,0.0,108.52,108.52,108.52,0.0,0.0,110.16,110.16,110.16,0.0,0.0
2018-09-16,110.59,110.59,110.59,0.0,0.0,110.75,110.75,110.75,0.0,0.0,107.82,107.82,107.82,0.0,0.0,107.96,107.96,107.96,0.0,0.0
2018-09-23,103.35,103.35,103.35,0.0,0.0,106.04,106.04,106.04,0.0,0.0,103.35,103.35,103.35,0.0,0.0,105.36,105.36,105.36,0.0,0.0
2018-09-30,96.18,96.18,96.18,0.0,0.0,96.96,96.96,96.96,0.0,0.0,90.95,90.95,90.95,0.0,0.0,93.48,93.48,93.48,0.0,0.0
2018-10-07,82.11,82.11,82.11,0.0,0.0,82.33,82.33,82.33,0.0,0.0,76.53,76.53,76.53,0.0,0.0,79.06,79.06,79.06,0.0,0.0
2018-10-14,81.72,81.72,81.72,0.0,0.0,82.94,82.94,82.94,0.0,0.0,77.34,77.34,77.34,0.0,0.0,78.24,78.24,78.24,0.0,0.0
2018-10-21,69.17,69.17,69.17,0.0,0.0,71.78,71.78,71.78,0.0,0.0,65.1,65.1,65.1,0.0,0.0,69.02,69.02,69.02,0.0,0.0
2018-10-28,78.45,78.45,78.45,0.0,0.0,79.67,79.67,79.67,0.0,0.0,76.01,76.01,76.01,0.0,0.0,78.2,78.2,78.2,0.0,0.0
2018-11-04,81.14,81.14,81.14,0.0,0.0,81.19,81.19,81.19,0.0,0.0,76.42,76.42,76.42,0.0,0.0,78.26,78.26,78.26,0.0,0.0
2018-11-11,72.86,72.86,72.86,0.0,0.0,75.25,75.25,75.25,0.0,0.0,72.02,72.02,72.02,0.0,0.0,74.75,74.75,74.75,0.0,0.0
2018-11-18,67.17,67.17,67.17,0.0,0.0,70.59,70.59,70.59,0.0,0.0,67.17,67.17,67.17,0.0,0.0,68.7,68.7,68.7,0.0,0.0
2018-11-25,73.38,73.38,73.38,0.0,0.0,75.48,75.48,75.48,0.0,0.0,72.94,72.94,72.94,0.0,0.0,75.08,75.08,75.08,0.0,0.0
2018-12-02,66.75,66.75,66.75,0.0,0.0,68.29,68.29,68.29,0.0,0.0,61.54,61.54,61.54,0.0,0.0,62.59,62.59,62.59,0.0,0.0
2018-12-09,59.42,59.42,59.42,0.0,0.0,61.41,61.41,61.41,0.0,0.0,57.42,57.42,57.42,0.0,0.0,58.09,58.09,58.09,0.0,0.0
2018-12-16,48.71,48.71,48.71,0.0,0.0,49.28,49.28,49.28,0.0,0.0,43.85,43.85,43.85,0.0,0.0,44.19,44.19,44.19,0.0,0.0
2018-12-23,47.99,47.99,47.99,0.0,0.0,50.76,50.76,50.76,0.0,0.0,47.1,47.1,47.1,0.0,0.0,48.53,48.53,48.53,0.0,0.0
2018-12-30,49.57,49.57,49.57,0.0,0.0,53.48,53.48,53.48,0.0,0.0,49.44,49.44,49.44,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2019-01-06,59.96,59.96,59.96,0.0,0.0,61.15,61.15,61.15,0.0,0.0,59.55,59.55,59.55,0.0,0.0,60.89,60.89,60.89,0.0,0.0
2019-01-13,64.35,64.35,64.35,0.0,0.0,66.07,66.07,66.07,0.0,0.0,63.73,63.73,63.73,0.0,0.0,65.46,65.46,65.46,0.0,0.0
2019-01-20,64.25,64.25,64.25,0.0,0.0,65.5,65.5,65.5,0.0,0.0,64.02,64.02,64.02,0.0,0.0,65.21,65.21,65.21,0.0,0.0
2019-01-27,67.82,67.82,67.82,0.0,0.0,68.21,68.21,68.21,0.0,0.0,66.73,66.73,66.73,0.0,0.0,67.64,67.64,67.64,0.0,0.0
2019-02-03,67.16,67.16,67.16,0.0,0.0,68.32,68.32,68.32,0.0,0.0,66.52,66.52,66.52,0.0,0.0,68.32,68.32,68.32,0.0,0.0
2019-02-10,75.12,75.12,75.12,0.0,0.0,77.24,77.24,77.24,0.0,0.0,74.5,74.5,74.5,0.0,0.0,77.2,77.2,77.2,0.0,0.0
2019-02-17,78.69,78.69,78.69,0.0,0.0,80.16,80.16,80.16,0.0,0.0,78.51,78.51,78.51,0.0,0.0,80.02,80.02,80.02,0.0,0.0
2019-02-24,79.58,79.58,79.58,0.0,0.0,80.15,80.15,80.15,0.0,0.0,77.79,77.79,77.79,0.0,0.0,80.02,80.02,80.02,0.0,0.0
2019-03-03,69.06,69.06,69.06,0.0,0.0,70.29,70.29,70.29,0.0,0.0,68.75,68.75,68.75,0.0,0.0,70.2,70.2,70.2,0.0,0.0
2019-03-10,74.08,74.08,74.08,0.0,0.0,76.04,76.04,76.04,0.0,0.0,73.83,73.83,73.83,0.0,0.0,74.48,74.48,74.48,0.0,0.0
2019-03-17,74.07,74.07,74.07,0.0,0.0,74.47,74.47,74.47,0.0,0.0,67.28,67.28,67.28,0.0,0.0,67.37,67.37,67.37,0.0,0.0
2019-03-24,72.84,72.84,72.84,0.0,0.0,73.21,73.21,73.21,0.0,0.0,70.6,70.6,70.6,0.0,0.0,72.03,72.03,72.03,0.0,0.0
2019-03-31,76.5,76.5,76.5,0.0,0.0,78.19,78.19,78.19,0.0,0.0,76.35,76.35,76.35,0.0,0.0,78.08,78.08,78.08,0.0,0.0
2019-04-07,78.98,78.98,78.98,0.0,0.0,79.03,79.03,79.03,0.0,0.0,77.52,77.52,77.52,0.0,0.0,78.37,78.37,78.37,0.0,0.0
2019-04-14,75.91,75.91,75.91,0.0,0.0,76.14,76.14,76.14,0.0,0.0,73.81,73.81,73.81,0.0,0.0,75.27,75.27,75.27,0.0,0.0
2019-04-21,76.94,76.94,76.94,0.0,0.0,79.18,79.18,79.18,0.0,0.0,76.21,76.21,76.21,0.0,0.0,78.94,78.94,78.94,0.0,0.0
2019-04-28,78.84,78.84,78.84,0.0,0.0,82.25,82.25,82.25,0.0,0.0,78.67,78.67,78.67,0.0,0.0,82.08,82.08,82.08,0.0,0.0
2019-05-05,74.5,74.5,74.5,0.0,0.0,76.29,76.29,76.29,0.0,0.0,71.79,71.79,71.79,0.0,0.0,75.95,75.95,75.95,0.0,0.0
2019-05-12,71.65,71.65,71.65,0.0,0.0,73.67,73.67,73.67,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.32,70.32,70.32,0.0,0.0
2019-05-19,66.64,66.64,66.64,0.0,0.0,67.52,67.52,67.52,0.0,0.0,66.05,66.05,66.05,0.0,0.0,67.16,67.16,67.16,0.0,0.0
2019-05-26,61.1,61.1,61.1,0.0,0.0,61.96,61.96,61.96,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.9,60.9,60.9,0.0,0.0
2019-06-02,66.28,66.28,66.28,0.0,0.0,67.76,67.76,67.76,0.0,0.0,65.9,65.9,65.9,0.0,0.0,66.92,66.92,66.92,0.0,0.0
2019-06-09,69.57,69.57,69.57,0.0,0.0,69.63,69.63,69.63,0.0,0.0,67.98,67.98,67.98,0.0,0.0,68.05,68.05,68.05,0.0,0.0
2019-06-16,73.2,73.2,73.2,0.0,0.0,73.2,73.2,73.2,0.0,0.0,71.12,71.12,71.12,0.0,0.0,71.56,71.56,71.56,0.0,0.0
2019-06-23,71.41,71.41,71.41,0.0,0.0,74.25,74.25,74.25,0.0,0.0,71.41,71.41,71.41,0.0,0.0,73.65,73.65,73.65,0.0,0.0
2019-06-30,73.44,73.44,73.44,0.0,0.0,75.2,75.2,75.2,0.0,0.0,72.55,72.55,72.55,0.0,0.0,75.2,75.2,75.2,0.0,0.0
2019-07-07,72.83,72.83,72.83,0.0,0.0,74.91,74.91,74.91,0.0,0.0,72.46,72.46,72.46,0.0,0.0,74.2,74.2,74.2,0.0,0.0
2019-07-14,72.45,72.45,72.45,0.0,0.0,73.09,73.09,73.09,0.0,0.0,70.93,70.93,70.93,0.0,0.0,70.97,70.97,70.97,0.0,0.0
2019-07-21,73.16,73.16,73.16,0.0,0.0,75.7,75.7,75.7,0.0,0.0,73.13,73.13,73.13,0.0,0.0,75.37,75.37,75.37,0.0,0.0
2019-07-28,69.9,69.9,69.9,0.0,0.0,70.13,70.13,70.13,0.0,0.0,67.08,67.08,67.08,0.0,0.0,68.71,68.71,68.71,0.0,0.0
2019-08-04,67.7,67.7,67.7,0.0,0.0,67.7,67.7,67.7,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.75,65.75,65.75,0.0,0.0
2019-08-11,59.89,59.89,59.89,0.0,0.0,63.11,63.11,63.11,0.0,0.0,59.82,59.82,59.82,0.0,0.0,62.84,62.84,62.84,0.0,0.0
2019-08-18,63.45,63.45,63.45,0.0,0.0,64.5,64.5,64.5,0.0,0.0,57.98,57.98,57.98,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2019-08-25,63.92,63.92,63.92,0.0,0.0,63.92,63.92,63.92,0.0,0.0,61.58,61.58,61.58,0.0,0.0,62.63,62.63,62.63,0.0,0.0
2019-09-01,64.81,64.81,64.81,0.0,0.0,65.39,65.39,65.39,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.76,63.76,63.76,0.0,0.0
2019-09-08,74.11,74.11,74.11,0.0,0.0,75.56,75.56,75.56,0.0,0.0,73.21,73.21,73.21,0.0,0.0,73.39,73.39,73.39,0.0,0.0
2019-09-15,71.08,71.08,71.08,0.0,0.0,72.29,72.29,72.29,0.0,0.0,69.4,69.4,69.4,0.0,0.0,70.66,70.66,70.66,0.0,0.0
2019-09-22,67.83,67.83,67.83,0.0,0.0,68.19,68.19,68.19,0.0,0.0,64.72,64.72,64.72,0.0,0.0,65.63,65.63,65.63,0.0,0.0
2019-09-29,61.48,61.48,61.48,0.0,0.0,62.92,62.92,62.92,0.0,0.0,60.35,60.35,60.35,0.0,0.0,62.79,62.79,62.79,0.0,0.0
2019-10-06,63.45,63.45,63.45,0.0,0.0,66.12,66.12,66.12,0.0,0.0,63.45,63.45,63.45,0.0,0.0,64.01,64.01,64.01,0.0,0.0
2019-10-13,67.37,67.37,67.37,0.0,0.0,68.15,68.15,68.15,0.0,0.0,65.42,65.42,65.42,0.0,0.0,67.03,67.03,67.03,0.0,0.0
2019-10-20,68.67,68.67,68.67,0.0,0.0,70.8,70.8,70.8,0.0,0.0,68.67,68.67,68.67,0.0,0.0,70.1,70.1,70.1,0.0,0.0
2019-10-27,71.96,71.96,71.96,0.0,0.0,74.27,74.27,74.27,0.0,0.0,71.51,71.51,71.51,0.0,0.0,74.21,74.21,74.21,0.0,0.0
2019-11-03,74.35,74.35,74.35,0.0,0.0,75.74,75.74,75.74,0.0,0.0,74.0,74.0,74.0,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2019-11-10,75.6,75.6,75.6,0.0,0.0,75.6,75.6,75.6,0.0,0.0,74.42,74.42,74.42,0.0,0.0,75.2,75.2,75.2,0.0,0.0
2019-11-17,74.25,74.25,74.25,0.0,0.0,74.54,74.54,74.54,0.0,0.0,72.93,72.93,72.93,0.0,0.0,74.06,74.06,74.06,0.0,0.0
2019-11-24,79.98,79.98,79.98,0.0,0.0,80.54,80.54,80.54,0.0,0.0,78.92,78.92,78.92,0.0,0.0,78.96,78.96,78.96,0.0,0.0
2019-12-01,80.07,80.07,80.07,0.0,0.0,81.28,81.28,81.28,0.0,0.0,80.07,80.07,80.07,0.0,0.0,80.44,80.44,80.44,0.0,0.0
2019-12-08,81.76,81.76,81.76,0.0,0.0,83.37,83.37,83.37,0.0,0.0,80.0,80.0,80.0,0.0,0.0,81.13,81.13,81.13,0.0,0.0
2019-12-15,86.2,86.2,86.2,0.0,0.0,86.65,86.65,86.65,0.0,0.0,85.72,85.72,85.72,0.0,0.0,85.91,85.91,85.91,0.0,0.0
2019-12-22,87.54,87.54,87.54,0.0,0.0,87.54,87.54,87.54,0.0,0.0,84.95,84.95,84.95,0.0,0.0,85.59,85.59,85.59,0.0,0.0
2019-12-29,82.3,82.3,82.3,0.0,0.0,84.75,84.75,84.75,0.0,0.0,82.21,82.21,82.21,0.0,0.0,84.38,84.38,84.38,0.0,0.0
