Date,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_Open_average,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_Open_max,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_Open_min,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_Open_volatility,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_Open_change,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_High_average,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_High_max,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_High_min,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_High_volatility,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_High_change,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_Low_average,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_Low_max,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_Low_min,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_Low_volatility,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_Low_change,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_Close_average,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_Close_max,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_Close_min,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_Close_volatility,Goldman Sachs Equal Weight U.S. Large Cap EquityEtf_Close_change
2018-03-25,43.14,43.14,43.14,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2018-04-01,43.02,43.02,43.02,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2018-04-08,43.22,43.22,43.22,0.0,0.0,43.22,43.22,43.22,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2018-04-15,43.58,43.58,43.58,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.33,43.33,43.33,0.0,0.0
2018-04-22,43.37,43.37,43.37,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2018-04-29,42.54,42.54,42.54,0.0,0.0,43.21,43.21,43.21,0.0,0.0,42.54,42.54,42.54,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2018-05-06,43.97,43.97,43.97,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2018-05-13,43.89,43.89,43.89,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2018-05-20,44.04,44.04,44.04,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2018-05-27,43.81,43.81,43.81,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.81,43.81,43.81,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2018-06-03,44.61,44.61,44.61,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2018-06-10,44.98,44.98,44.98,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.73,44.73,44.73,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2018-06-17,44.72,44.72,44.72,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2018-06-24,44.19,44.19,44.19,0.0,0.0,44.19,44.19,44.19,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2018-07-01,44.25,44.25,44.25,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2018-07-08,45.06,45.06,45.06,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2018-07-15,45.23,45.23,45.23,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2018-07-22,45.47,45.47,45.47,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.11,45.11,45.11,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2018-07-29,45.24,45.24,45.24,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2018-08-05,45.29,45.29,45.29,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2018-08-12,45.81,45.81,45.81,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.48,45.48,45.48,0.0,0.0
2018-08-19,45.93,45.93,45.93,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.84,45.84,45.84,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2018-08-26,46.17,46.17,46.17,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2018-09-02,46.17,46.17,46.17,0.0,0.0,46.17,46.17,46.17,0.0,0.0,45.89,45.89,45.89,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2018-09-09,46.53,46.53,46.53,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2018-09-16,47.17,47.17,47.17,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2018-09-23,46.1,46.1,46.1,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2018-09-30,45.87,45.87,45.87,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2018-10-07,43.48,43.48,43.48,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2018-10-14,44.27,44.27,44.27,0.0,0.0,44.27,44.27,44.27,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.69,43.69,43.69,0.0,0.0
2018-10-21,41.61,41.61,41.61,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.81,41.81,41.81,0.0,0.0
2018-10-28,43.72,43.72,43.72,0.0,0.0,43.72,43.72,43.72,0.0,0.0,42.99,42.99,42.99,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2018-11-04,44.38,44.38,44.38,0.0,0.0,44.38,44.38,44.38,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2018-11-11,43.34,43.34,43.34,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2018-11-18,42.29,42.29,42.29,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2018-11-25,43.67,43.67,43.67,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2018-12-02,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2018-12-09,41.63,41.63,41.63,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2018-12-16,39.47,39.47,39.47,0.0,0.0,39.47,39.47,39.47,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2018-12-23,39.34,39.34,39.34,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2018-12-30,39.67,39.67,39.67,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.67,39.67,39.67,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2019-01-06,41.24,41.24,41.24,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.16,41.16,41.16,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2019-01-13,42.29,42.29,42.29,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2019-01-20,42.61,42.61,42.61,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2019-01-27,43.35,43.35,43.35,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.49,43.49,43.49,0.0,0.0
2019-02-03,43.4,43.4,43.4,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2019-02-10,44.47,44.47,44.47,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2019-02-17,45.01,45.01,45.01,0.0,0.0,45.18,45.18,45.18,0.0,0.0,44.95,44.95,44.95,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2019-02-24,45.09,45.09,45.09,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2019-03-03,43.8,43.8,43.8,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.71,43.71,43.71,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2019-03-10,45.21,45.21,45.21,0.0,0.0,45.32,45.32,45.32,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.14,45.14,45.14,0.0,0.0
2019-03-17,45.59,45.59,45.59,0.0,0.0,45.59,45.59,45.59,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.75,44.75,44.75,0.0,0.0
2019-03-24,45.12,45.12,45.12,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2019-03-31,45.97,45.97,45.97,0.0,0.0,46.16,46.16,46.16,0.0,0.0,45.97,45.97,45.97,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2019-04-07,46.57,46.57,46.57,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2019-04-14,46.31,46.31,46.31,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2019-04-21,46.56,46.56,46.56,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.63,46.63,46.63,0.0,0.0
2019-04-28,46.56,46.56,46.56,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2019-05-05,45.65,45.65,45.65,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.21,45.21,45.21,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2019-05-12,45.43,45.43,45.43,0.0,0.0,45.89,45.89,45.89,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2019-05-19,45.21,45.21,45.21,0.0,0.0,45.21,45.21,45.21,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2019-05-26,44.12,44.12,44.12,0.0,0.0,44.17,44.17,44.17,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2019-06-02,45.96,45.96,45.96,0.0,0.0,46.17,46.17,46.17,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2019-06-09,46.71,46.71,46.71,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2019-06-16,47.3,47.3,47.3,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.04,47.04,47.04,0.0,0.0,47.1,47.1,47.1,0.0,0.0
2019-06-23,46.8,46.8,46.8,0.0,0.0,46.93,46.93,46.93,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2019-06-30,47.29,47.29,47.29,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2019-07-07,47.78,47.78,47.78,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2019-07-14,47.75,47.75,47.75,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2019-07-21,47.78,47.78,47.78,0.0,0.0,48.11,48.11,48.11,0.0,0.0,47.78,47.78,47.78,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2019-07-28,46.77,46.77,46.77,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.61,46.61,46.61,0.0,0.0
2019-08-04,46.82,46.82,46.82,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2019-08-11,45.37,45.37,45.37,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2019-08-18,46.0,46.0,46.0,0.0,0.0,46.2,46.2,46.2,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2019-08-25,46.4,46.4,46.4,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.32,46.32,46.32,0.0,0.0
2019-09-01,47.15,47.15,47.15,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2019-09-08,48.15,48.15,48.15,0.0,0.0,48.18,48.18,48.18,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2019-09-15,48.03,48.03,48.03,0.0,0.0,48.11,48.11,48.11,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2019-09-22,47.44,47.44,47.44,0.0,0.0,47.44,47.44,47.44,0.0,0.0,46.9,46.9,46.9,0.0,0.0,47.12,47.12,47.12,0.0,0.0
2019-09-29,46.35,46.35,46.35,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.66,46.66,46.66,0.0,0.0
2019-10-06,46.88,46.88,46.88,0.0,0.0,47.29,47.29,47.29,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2019-10-13,47.07,47.07,47.07,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2019-10-20,47.44,47.44,47.44,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2019-10-27,48.14,48.14,48.14,0.0,0.0,48.44,48.44,48.44,0.0,0.0,47.9,47.9,47.9,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2019-11-03,48.77,48.77,48.77,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2019-11-10,49.25,49.25,49.25,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2019-11-17,49.33,49.33,49.33,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2019-11-24,49.91,49.91,49.91,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2019-12-01,49.6,49.6,49.6,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2019-12-08,50.32,50.32,50.32,0.0,0.0,50.32,50.32,50.32,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-12-15,50.99,50.99,50.99,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.88,50.88,50.88,0.0,0.0
2019-12-22,50.85,50.85,50.85,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2019-12-29,50.5,50.5,50.5,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.79,50.79,50.79,0.0,0.0
