Date,Goldman Sachs ActiveBeta Japan Equity_Open_average,Goldman Sachs ActiveBeta Japan Equity_Open_max,Goldman Sachs ActiveBeta Japan Equity_Open_min,Goldman Sachs ActiveBeta Japan Equity_Open_volatility,Goldman Sachs ActiveBeta Japan Equity_Open_change,Goldman Sachs ActiveBeta Japan Equity_High_average,Goldman Sachs ActiveBeta Japan Equity_High_max,Goldman Sachs ActiveBeta Japan Equity_High_min,Goldman Sachs ActiveBeta Japan Equity_High_volatility,Goldman Sachs ActiveBeta Japan Equity_High_change,Goldman Sachs ActiveBeta Japan Equity_Low_average,Goldman Sachs ActiveBeta Japan Equity_Low_max,Goldman Sachs ActiveBeta Japan Equity_Low_min,Goldman Sachs ActiveBeta Japan Equity_Low_volatility,Goldman Sachs ActiveBeta Japan Equity_Low_change,Goldman Sachs ActiveBeta Japan Equity_Close_average,Goldman Sachs ActiveBeta Japan Equity_Close_max,Goldman Sachs ActiveBeta Japan Equity_Close_min,Goldman Sachs ActiveBeta Japan Equity_Close_volatility,Goldman Sachs ActiveBeta Japan Equity_Close_change
2018-07-29,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2018-08-05,32.32,32.32,32.32,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2018-08-12,32.36,32.36,32.36,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2018-08-19,33.01,33.01,33.01,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2018-08-26,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2018-09-02,32.12,32.12,32.12,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2018-09-09,33.05,33.05,33.05,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2018-09-16,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2018-09-23,34.35,34.35,34.35,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2018-09-30,33.54,33.54,33.54,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2018-10-07,32.22,32.22,32.22,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2018-10-14,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-10-21,31.07,31.07,31.07,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2018-10-28,31.37,31.37,31.37,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2018-11-04,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2018-11-11,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2018-11-18,31.35,31.35,31.35,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2018-11-25,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2018-12-02,30.59,30.59,30.59,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2018-12-09,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2018-12-16,28.08,28.08,28.08,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2018-12-23,29.02,29.02,29.02,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2018-12-30,29.85,29.85,29.85,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2019-01-06,29.92,29.92,29.92,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2019-01-13,30.57,30.57,30.57,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2019-01-20,30.2,30.2,30.2,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2019-01-27,30.61,30.61,30.61,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2019-02-03,29.82,29.82,29.82,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2019-02-10,30.63,30.63,30.63,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2019-02-17,31.09,31.09,31.09,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2019-02-24,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2019-03-03,30.44,30.44,30.44,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-03-10,30.71,30.71,30.71,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-03-17,30.59,30.59,30.59,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2019-03-24,31.18,31.18,31.18,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2019-03-31,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2019-04-07,30.94,30.94,30.94,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-04-14,30.84,30.84,30.84,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-04-21,31.05,31.05,31.05,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2019-04-28,30.76,30.76,30.76,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.76,30.76,30.76,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2019-05-05,29.86,29.86,29.86,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-05-12,30.18,30.18,30.18,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2019-05-19,30.33,30.33,30.33,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2019-05-26,29.88,29.88,29.88,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2019-06-02,30.87,30.87,30.87,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-06-09,30.56,30.56,30.56,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2019-06-16,30.73,30.73,30.73,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-06-23,31.22,31.22,31.22,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2019-06-30,31.1,31.1,31.1,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-07-07,31.1,31.1,31.1,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-07-14,30.82,30.82,30.82,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2019-07-21,30.88,30.88,30.88,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2019-07-28,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-08-04,30.12,30.12,30.12,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-08-11,30.25,30.25,30.25,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2019-08-18,30.34,30.34,30.34,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2019-08-25,30.43,30.43,30.43,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-09-01,31.16,31.16,31.16,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-09-08,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2019-09-15,31.98,31.98,31.98,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2019-09-22,31.86,31.86,31.86,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2019-09-29,31.88,31.88,31.88,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2019-10-06,32.17,32.17,32.17,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2019-10-13,32.57,32.57,32.57,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-10-20,32.79,32.79,32.79,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2019-10-27,33.48,33.48,33.48,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2019-11-03,33.6,33.6,33.6,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2019-11-10,33.6,33.6,33.6,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2019-11-17,33.77,33.77,33.77,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-11-24,33.36,33.36,33.36,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2019-12-01,34.08,34.08,34.08,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2019-12-08,34.18,34.18,34.18,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2019-12-15,34.09,34.09,34.09,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2019-12-22,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2019-12-29,33.21,33.21,33.21,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0
