Date,FlexShares Global Quality Real Estate_Open_average,FlexShares Global Quality Real Estate_Open_max,FlexShares Global Quality Real Estate_Open_min,FlexShares Global Quality Real Estate_Open_volatility,FlexShares Global Quality Real Estate_Open_change,FlexShares Global Quality Real Estate_High_average,FlexShares Global Quality Real Estate_High_max,FlexShares Global Quality Real Estate_High_min,FlexShares Global Quality Real Estate_High_volatility,FlexShares Global Quality Real Estate_High_change,FlexShares Global Quality Real Estate_Low_average,FlexShares Global Quality Real Estate_Low_max,FlexShares Global Quality Real Estate_Low_min,FlexShares Global Quality Real Estate_Low_volatility,FlexShares Global Quality Real Estate_Low_change,FlexShares Global Quality Real Estate_Close_average,FlexShares Global Quality Real Estate_Close_max,FlexShares Global Quality Real Estate_Close_min,FlexShares Global Quality Real Estate_Close_volatility,FlexShares Global Quality Real Estate_Close_change
2018-07-22,62.82,62.82,62.82,0.0,0.0,62.82,62.82,62.82,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.32,62.32,62.32,0.0,0.0
2018-07-29,62.79,62.79,62.79,0.0,0.0,62.86,62.86,62.86,0.0,0.0,62.71,62.71,62.71,0.0,0.0,62.86,62.86,62.86,0.0,0.0
2018-08-05,62.03,62.03,62.03,0.0,0.0,62.03,62.03,62.03,0.0,0.0,61.63,61.63,61.63,0.0,0.0,61.68,61.68,61.68,0.0,0.0
2018-08-12,62.16,62.16,62.16,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.16,62.16,62.16,0.0,0.0,62.72,62.72,62.72,0.0,0.0
2018-08-19,62.23,62.23,62.23,0.0,0.0,62.56,62.56,62.56,0.0,0.0,62.23,62.23,62.23,0.0,0.0,62.55,62.55,62.55,0.0,0.0
2018-08-26,62.95,62.95,62.95,0.0,0.0,63.13,63.13,63.13,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.93,62.93,62.93,0.0,0.0
2018-09-02,61.95,61.95,61.95,0.0,0.0,61.98,61.98,61.98,0.0,0.0,61.69,61.69,61.69,0.0,0.0,61.82,61.82,61.82,0.0,0.0
2018-09-09,62.55,62.55,62.55,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.27,62.27,62.27,0.0,0.0,62.44,62.44,62.44,0.0,0.0
2018-09-16,62.52,62.52,62.52,0.0,0.0,62.58,62.58,62.58,0.0,0.0,62.37,62.37,62.37,0.0,0.0,62.37,62.37,62.37,0.0,0.0
2018-09-23,60.97,60.97,60.97,0.0,0.0,61.31,61.31,61.31,0.0,0.0,60.97,60.97,60.97,0.0,0.0,61.31,61.31,61.31,0.0,0.0
2018-09-30,59.06,59.06,59.06,0.0,0.0,59.06,59.06,59.06,0.0,0.0,59.04,59.04,59.04,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2018-10-07,57.75,57.75,57.75,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.19,57.19,57.19,0.0,0.0,57.47,57.47,57.47,0.0,0.0
2018-10-14,58.5,58.5,58.5,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.57,58.57,58.57,0.0,0.0
2018-10-21,58.26,58.26,58.26,0.0,0.0,58.26,58.26,58.26,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2018-10-28,58.35,58.35,58.35,0.0,0.0,58.35,58.35,58.35,0.0,0.0,57.83,57.83,57.83,0.0,0.0,58.05,58.05,58.05,0.0,0.0
2018-11-04,59.27,59.27,59.27,0.0,0.0,59.27,59.27,59.27,0.0,0.0,58.96,58.96,58.96,0.0,0.0,59.22,59.22,59.22,0.0,0.0
2018-11-11,58.6,58.6,58.6,0.0,0.0,59.2,59.2,59.2,0.0,0.0,58.6,58.6,58.6,0.0,0.0,59.19,59.19,59.19,0.0,0.0
2018-11-18,58.67,58.67,58.67,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.8,58.8,58.8,0.0,0.0
2018-11-25,59.23,59.23,59.23,0.0,0.0,59.49,59.49,59.49,0.0,0.0,59.14,59.14,59.14,0.0,0.0,59.49,59.49,59.49,0.0,0.0
2018-12-02,60.01,60.01,60.01,0.0,0.0,60.14,60.14,60.14,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2018-12-09,58.61,58.61,58.61,0.0,0.0,58.93,58.93,58.93,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.8,58.8,58.8,0.0,0.0
2018-12-16,55.74,55.74,55.74,0.0,0.0,56.27,56.27,56.27,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2018-12-23,55.45,55.45,55.45,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.13,55.13,55.13,0.0,0.0,55.52,55.52,55.52,0.0,0.0
2018-12-30,55.42,55.42,55.42,0.0,0.0,56.18,56.18,56.18,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2019-01-06,58.0,58.0,58.0,0.0,0.0,58.27,58.27,58.27,0.0,0.0,57.97,57.97,57.97,0.0,0.0,58.21,58.21,58.21,0.0,0.0
2019-01-13,59.27,59.27,59.27,0.0,0.0,59.32,59.32,59.32,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.31,59.31,59.31,0.0,0.0
2019-01-20,59.69,59.69,59.69,0.0,0.0,60.08,60.08,60.08,0.0,0.0,59.69,59.69,59.69,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2019-01-27,61.44,61.44,61.44,0.0,0.0,61.44,61.44,61.44,0.0,0.0,60.85,60.85,60.85,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2019-02-03,61.74,61.74,61.74,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.71,61.71,61.71,0.0,0.0
2019-02-10,61.81,61.81,61.81,0.0,0.0,62.07,62.07,62.07,0.0,0.0,61.8,61.8,61.8,0.0,0.0,62.07,62.07,62.07,0.0,0.0
2019-02-17,62.49,62.49,62.49,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.43,62.43,62.43,0.0,0.0,62.69,62.69,62.69,0.0,0.0
2019-02-24,61.85,61.85,61.85,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.39,61.39,61.39,0.0,0.0,61.8,61.8,61.8,0.0,0.0
2019-03-03,61.53,61.53,61.53,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.53,61.53,61.53,0.0,0.0,61.76,61.76,61.76,0.0,0.0
2019-03-10,62.97,62.97,62.97,0.0,0.0,63.05,63.05,63.05,0.0,0.0,62.77,62.77,62.77,0.0,0.0,62.85,62.85,62.85,0.0,0.0
2019-03-17,63.26,63.26,63.26,0.0,0.0,63.48,63.48,63.48,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.94,62.94,62.94,0.0,0.0
2019-03-24,64.06,64.06,64.06,0.0,0.0,64.06,64.06,64.06,0.0,0.0,63.85,63.85,63.85,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2019-03-31,63.93,63.93,63.93,0.0,0.0,64.12,64.12,64.12,0.0,0.0,63.9,63.9,63.9,0.0,0.0,64.12,64.12,64.12,0.0,0.0
2019-04-07,64.02,64.02,64.02,0.0,0.0,64.19,64.19,64.19,0.0,0.0,63.84,63.84,63.84,0.0,0.0,64.19,64.19,64.19,0.0,0.0
2019-04-14,62.59,62.59,62.59,0.0,0.0,62.92,62.92,62.92,0.0,0.0,62.59,62.59,62.59,0.0,0.0,62.82,62.82,62.82,0.0,0.0
2019-04-21,63.34,63.34,63.34,0.0,0.0,63.58,63.58,63.58,0.0,0.0,63.26,63.26,63.26,0.0,0.0,63.51,63.51,63.51,0.0,0.0
2019-04-28,63.53,63.53,63.53,0.0,0.0,63.86,63.86,63.86,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.86,63.86,63.86,0.0,0.0
2019-05-05,62.89,62.89,62.89,0.0,0.0,63.25,63.25,63.25,0.0,0.0,62.69,62.69,62.69,0.0,0.0,63.19,63.19,63.19,0.0,0.0
2019-05-12,63.56,63.56,63.56,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.54,63.54,63.54,0.0,0.0
2019-05-19,63.87,63.87,63.87,0.0,0.0,64.05,64.05,64.05,0.0,0.0,63.84,63.84,63.84,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2019-05-26,62.3,62.3,62.3,0.0,0.0,62.86,62.86,62.86,0.0,0.0,62.15,62.15,62.15,0.0,0.0,62.66,62.66,62.66,0.0,0.0
2019-06-02,64.25,64.25,64.25,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.09,64.09,64.09,0.0,0.0,64.09,64.09,64.09,0.0,0.0
2019-06-09,64.43,64.43,64.43,0.0,0.0,64.43,64.43,64.43,0.0,0.0,64.16,64.16,64.16,0.0,0.0,64.24,64.24,64.24,0.0,0.0
2019-06-16,64.25,64.25,64.25,0.0,0.0,64.41,64.41,64.41,0.0,0.0,64.16,64.16,64.16,0.0,0.0,64.28,64.28,64.28,0.0,0.0
2019-06-23,63.15,63.15,63.15,0.0,0.0,63.63,63.63,63.63,0.0,0.0,63.15,63.15,63.15,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2019-06-30,64.84,64.84,64.84,0.0,0.0,65.0,65.0,65.0,0.0,0.0,64.37,64.37,64.37,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2019-07-07,64.93,64.93,64.93,0.0,0.0,64.97,64.97,64.97,0.0,0.0,64.79,64.79,64.79,0.0,0.0,64.86,64.86,64.86,0.0,0.0
2019-07-14,64.77,64.77,64.77,0.0,0.0,64.77,64.77,64.77,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0
2019-07-21,64.06,64.06,64.06,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.21,64.21,64.21,0.0,0.0
2019-07-28,63.48,63.48,63.48,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.53,63.53,63.53,0.0,0.0
2019-08-04,63.64,63.64,63.64,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.28,63.28,63.28,0.0,0.0,63.62,63.62,63.62,0.0,0.0
2019-08-11,63.31,63.31,63.31,0.0,0.0,63.89,63.89,63.89,0.0,0.0,63.31,63.31,63.31,0.0,0.0,63.79,63.79,63.79,0.0,0.0
2019-08-18,64.36,64.36,64.36,0.0,0.0,64.36,64.36,64.36,0.0,0.0,63.47,63.47,63.47,0.0,0.0,63.47,63.47,63.47,0.0,0.0
2019-08-25,64.56,64.56,64.56,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.47,64.47,64.47,0.0,0.0
2019-09-01,64.85,64.85,64.85,0.0,0.0,65.11,65.11,65.11,0.0,0.0,64.85,64.85,64.85,0.0,0.0,65.02,65.02,65.02,0.0,0.0
2019-09-08,64.72,64.72,64.72,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.34,64.34,64.34,0.0,0.0
2019-09-15,64.76,64.76,64.76,0.0,0.0,64.87,64.87,64.87,0.0,0.0,64.64,64.64,64.64,0.0,0.0,64.7,64.7,64.7,0.0,0.0
2019-09-22,65.24,65.24,65.24,0.0,0.0,65.27,65.27,65.27,0.0,0.0,64.87,64.87,64.87,0.0,0.0,64.97,64.97,64.97,0.0,0.0
2019-09-29,65.34,65.34,65.34,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.29,65.29,65.29,0.0,0.0,65.5,65.5,65.5,0.0,0.0
2019-10-06,65.75,65.75,65.75,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.61,65.61,65.61,0.0,0.0,65.62,65.62,65.62,0.0,0.0
2019-10-13,66.09,66.09,66.09,0.0,0.0,66.46,66.46,66.46,0.0,0.0,66.05,66.05,66.05,0.0,0.0,66.42,66.42,66.42,0.0,0.0
2019-10-20,66.32,66.32,66.32,0.0,0.0,66.44,66.44,66.44,0.0,0.0,66.23,66.23,66.23,0.0,0.0,66.23,66.23,66.23,0.0,0.0
2019-10-27,66.84,66.84,66.84,0.0,0.0,66.84,66.84,66.84,0.0,0.0,66.51,66.51,66.51,0.0,0.0,66.75,66.75,66.75,0.0,0.0
2019-11-03,65.17,65.17,65.17,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.17,65.17,65.17,0.0,0.0,65.18,65.18,65.18,0.0,0.0
2019-11-10,65.53,65.53,65.53,0.0,0.0,65.71,65.71,65.71,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.66,65.66,65.66,0.0,0.0
2019-11-17,65.16,65.16,65.16,0.0,0.0,65.43,65.43,65.43,0.0,0.0,65.09,65.09,65.09,0.0,0.0,65.29,65.29,65.29,0.0,0.0
2019-11-24,66.59,66.59,66.59,0.0,0.0,66.6,66.6,66.6,0.0,0.0,66.25,66.25,66.25,0.0,0.0,66.29,66.29,66.29,0.0,0.0
2019-12-01,66.42,66.42,66.42,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.36,66.36,66.36,0.0,0.0
2019-12-08,65.08,65.08,65.08,0.0,0.0,65.12,65.12,65.12,0.0,0.0,64.61,64.61,64.61,0.0,0.0,64.79,64.79,64.79,0.0,0.0
2019-12-15,63.7,63.7,63.7,0.0,0.0,63.96,63.96,63.96,0.0,0.0,63.7,63.7,63.7,0.0,0.0,63.86,63.86,63.86,0.0,0.0
2019-12-22,64.27,64.27,64.27,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.31,64.31,64.31,0.0,0.0
2019-12-29,63.86,63.86,63.86,0.0,0.0,64.6,64.6,64.6,0.0,0.0,63.86,63.86,63.86,0.0,0.0,64.48,64.48,64.48,0.0,0.0
