Date,PLOW_Open_average,PLOW_Open_max,PLOW_Open_min,PLOW_Open_volatility,PLOW_Open_change,PLOW_High_average,PLOW_High_max,PLOW_High_min,PLOW_High_volatility,PLOW_High_change,PLOW_Low_average,PLOW_Low_max,PLOW_Low_min,PLOW_Low_volatility,PLOW_Low_change,PLOW_Close_average,PLOW_Close_max,PLOW_Close_min,PLOW_Close_volatility,PLOW_Close_change,PLOW_Volume_average,PLOW_Volume_max,PLOW_Volume_min,PLOW_Volume_volatility,PLOW_Volume_change
2018-01-14,40.69,41.05,40.4,0.6499999999999986,0.25,41.22,41.4,40.8,0.6000000000000014,0.14999999999999858,40.366,40.65,40.15,0.5,0.25,40.71,41.25,40.25,1.0,0.3999999999999986,70466,122256,29868,92388,-50797
2018-01-21,41.800000000000004,42.45,40.7,1.75,1.5499999999999972,42.339999999999996,43.0,41.55,1.4500000000000028,0.8000000000000043,41.398,42.14,40.2,1.9399999999999977,1.6999999999999957,42.050000000000004,42.45,41.5,0.9500000000000028,0.5,106059,215095,42746,172349,-20952
2018-01-28,41.0,41.95,39.35,2.6000000000000014,-2.3500000000000014,41.339999999999996,42.4,39.8,2.6000000000000014,-2.6000000000000014,40.184,41.65,37.75,3.8999999999999986,-3.8999999999999986,40.36,41.75,37.9,3.8500000000000014,-3.8500000000000014,82416,97847,58090,39757,-7561
2018-02-04,37.76,38.45,37.05,1.4000000000000057,0.5500000000000043,38.3,38.8,37.75,1.0499999999999972,-0.5,36.938,38.0,36.2,1.7999999999999972,0.5799999999999983,37.73,38.35,37.05,1.3000000000000043,-0.6499999999999986,92991,120367,46948,73419,-6386
2018-02-11,37.5625,37.9,37.15,0.75,0.3999999999999986,38.025,38.35,37.75,0.6000000000000014,0.6000000000000014,37.2125,37.45,37.0,0.45000000000000284,0.3999999999999986,37.6875,38.0,37.55,0.45000000000000284,0.05000000000000426,59688,72003,49765,22238,13438
2018-02-18,37.55,37.8,37.4,0.3999999999999986,0.3999999999999986,38.12,38.4,37.85,0.5499999999999972,0.29999999999999716,37.21,37.6,36.75,0.8500000000000014,0.45000000000000284,37.5,37.85,37.25,0.6000000000000014,0.45000000000000284,123605,303459,51322,252137,63929
2018-02-25,42.910000000000004,44.5,39.7,4.799999999999997,3.25,44.44,45.3,43.5,1.7999999999999972,-0.9499999999999957,42.326,44.2,39.05,5.150000000000006,3.780000000000001,43.63,44.5,42.95,1.5499999999999972,-0.6499999999999986,212996,384834,114511,270323,-270323
2018-03-04,44.95,46.3,43.55,2.75,2.6999999999999957,45.82,47.4,43.85,3.549999999999997,3.549999999999997,44.658,45.75,43.25,2.5,2.5,45.57,46.85,43.85,3.0,3.0,130187,181723,68616,113107,-64756
2018-03-11,46.68,47.05,46.3,0.75,-0.75,46.879999999999995,47.3,46.3,1.0,-1.0,46.184,46.8,45.65,1.1499999999999986,-1.1499999999999986,46.48,46.9,45.95,0.9499999999999957,-0.9499999999999957,88400,135422,61647,73775,-21117
2018-03-18,44.94,45.95,43.8,2.1500000000000057,-2.1500000000000057,45.14,46.35,43.8,2.5500000000000043,-2.5500000000000043,44.13,45.6,42.6,3.0,-3.0,44.38,45.8,43.0,2.799999999999997,-2.3499999999999943,84282,103008,74863,28145,22594
2018-03-25,43.075,43.4,42.6,0.7999999999999972,-0.19999999999999574,43.4375,44.0,43.1,0.8999999999999986,-0.25,42.4375,43.1,42.0,1.1000000000000014,-0.3500000000000014,42.7625,43.35,42.35,1.0,-0.14999999999999858,78595,98202,55153,43049,-25276
2018-04-01,43.410000000000004,44.55,42.2,2.3499999999999943,1.4500000000000028,44.13,45.0,42.95,2.049999999999997,1.0,42.85,43.8,42.15,1.6499999999999986,0.7000000000000028,43.58,44.9,42.9,2.0,0.0,73439,109189,42268,66921,-25490
2018-04-08,43.66,44.1,43.3,0.8000000000000043,0.5500000000000043,44.246,44.8,43.7,1.0999999999999943,0.5499999999999972,43.396,43.73,43.1,0.6299999999999955,0.4799999999999969,43.8,44.6,43.25,1.3500000000000014,0.7000000000000028,51563,78130,32258,45872,-31820
2018-04-15,45.26,45.55,44.9,0.6499999999999986,0.5,45.800000000000004,46.1,45.35,0.75,0.3999999999999986,44.826,45.15,44.4,0.75,0.25,45.25,45.85,44.65,1.2000000000000028,-0.20000000000000284,82411,146561,46992,99569,33307
2018-04-22,43.33,45.1,42.6,2.5,-2.450000000000003,43.37,45.1,42.6,2.5,-2.3500000000000014,42.12,42.85,41.7,1.1499999999999986,-1.1499999999999986,42.59,43.2,41.75,1.4500000000000028,-1.4500000000000028,71013,122485,35570,86915,-64113
2018-04-29,41.47,42.1,41.05,1.0500000000000043,0.45000000000000284,42.11,42.95,41.7,1.25,1.25,41.089999999999996,42.0,40.55,1.4500000000000028,1.1000000000000014,41.72,42.6,41.25,1.3500000000000014,1.1000000000000014,107231,246328,66644,179684,1361
2018-05-06,44.24,44.8,42.95,1.8499999999999943,1.8499999999999943,44.83,45.05,44.45,0.5999999999999943,0.5,43.49,44.25,41.5,2.75,2.1499999999999986,44.300000000000004,44.6,43.75,0.8500000000000014,-0.6000000000000014,76483,145294,40242,105052,-105052
