Date,First Trust ISE Global Engineering & Construction_Open_average,First Trust ISE Global Engineering & Construction_Open_max,First Trust ISE Global Engineering & Construction_Open_min,First Trust ISE Global Engineering & Construction_Open_volatility,First Trust ISE Global Engineering & Construction_Open_change,First Trust ISE Global Engineering & Construction_High_average,First Trust ISE Global Engineering & Construction_High_max,First Trust ISE Global Engineering & Construction_High_min,First Trust ISE Global Engineering & Construction_High_volatility,First Trust ISE Global Engineering & Construction_High_change,First Trust ISE Global Engineering & Construction_Low_average,First Trust ISE Global Engineering & Construction_Low_max,First Trust ISE Global Engineering & Construction_Low_min,First Trust ISE Global Engineering & Construction_Low_volatility,First Trust ISE Global Engineering & Construction_Low_change,First Trust ISE Global Engineering & Construction_Close_average,First Trust ISE Global Engineering & Construction_Close_max,First Trust ISE Global Engineering & Construction_Close_min,First Trust ISE Global Engineering & Construction_Close_volatility,First Trust ISE Global Engineering & Construction_Close_change
2018-05-20,57.56,57.56,57.56,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2018-05-27,58.01,58.01,58.01,0.0,0.0,58.05,58.05,58.05,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.05,58.05,58.05,0.0,0.0
2018-06-03,58.27,58.27,58.27,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.46,58.46,58.46,0.0,0.0
2018-06-10,56.69,56.69,56.69,0.0,0.0,57.23,57.23,57.23,0.0,0.0,56.69,56.69,56.69,0.0,0.0,57.23,57.23,57.23,0.0,0.0
2018-06-17,55.71,55.71,55.71,0.0,0.0,55.71,55.71,55.71,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2018-06-24,54.65,54.65,54.65,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2018-07-01,56.13,56.13,56.13,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.1,56.1,56.1,0.0,0.0,56.13,56.13,56.13,0.0,0.0
2018-07-08,55.49,55.49,55.49,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.42,55.42,55.42,0.0,0.0
2018-07-15,55.55,55.55,55.55,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2018-07-22,56.99,56.99,56.99,0.0,0.0,57.16,57.16,57.16,0.0,0.0,56.99,56.99,56.99,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2018-07-29,55.61,55.61,55.61,0.0,0.0,56.06,56.06,56.06,0.0,0.0,55.61,55.61,55.61,0.0,0.0,55.87,55.87,55.87,0.0,0.0
2018-08-05,54.81,54.81,54.81,0.0,0.0,55.02,55.02,55.02,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.41,54.41,54.41,0.0,0.0
2018-08-12,54.54,54.54,54.54,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2018-08-19,55.45,55.45,55.45,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.6,55.6,55.6,0.0,0.0
2018-08-26,55.62,55.62,55.62,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2018-09-02,54.74,54.74,54.74,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2018-09-09,56.19,56.19,56.19,0.0,0.0,56.27,56.27,56.27,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2018-09-16,57.51,57.51,57.51,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.21,57.21,57.21,0.0,0.0,57.21,57.21,57.21,0.0,0.0
2018-09-23,56.83,56.83,56.83,0.0,0.0,56.86,56.86,56.86,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2018-09-30,55.22,55.22,55.22,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.56,55.56,55.56,0.0,0.0
2018-10-07,52.49,52.49,52.49,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2018-10-14,52.02,52.02,52.02,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2018-10-21,49.88,49.88,49.88,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2018-10-28,51.32,51.32,51.32,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.43,51.43,51.43,0.0,0.0
2018-11-04,50.58,50.58,50.58,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2018-11-11,50.13,50.13,50.13,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2018-11-18,49.97,49.97,49.97,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2018-11-25,50.16,50.16,50.16,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2018-12-02,46.58,46.58,46.58,0.0,0.0,46.58,46.58,46.58,0.0,0.0,45.19,45.19,45.19,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2018-12-09,46.6,46.6,46.6,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.19,46.19,46.19,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2018-12-16,43.8,43.8,43.8,0.0,0.0,44.16,44.16,44.16,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.71,43.71,43.71,0.0,0.0
2018-12-23,46.14,46.14,46.14,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2018-12-30,47.3,47.3,47.3,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2019-01-06,48.25,48.25,48.25,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2019-01-13,49.28,49.28,49.28,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2019-01-20,49.1,49.1,49.1,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2019-01-27,49.47,49.47,49.47,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2019-02-03,48.15,48.15,48.15,0.0,0.0,48.15,48.15,48.15,0.0,0.0,47.95,47.95,47.95,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2019-02-10,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2019-02-17,50.98,50.98,50.98,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2019-02-24,51.17,51.17,51.17,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2019-03-03,50.25,50.25,50.25,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2019-03-10,51.08,51.08,51.08,0.0,0.0,51.15,51.15,51.15,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2019-03-17,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-03-24,50.62,50.62,50.62,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2019-03-31,51.09,51.09,51.09,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2019-04-07,51.41,51.41,51.41,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-04-14,51.67,51.67,51.67,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2019-04-21,51.91,51.91,51.91,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2019-04-28,50.48,50.48,50.48,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2019-05-05,48.3,48.3,48.3,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2019-05-12,48.21,48.21,48.21,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.13,48.13,48.13,0.0,0.0
2019-05-19,47.33,47.33,47.33,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2019-05-26,47.7,47.7,47.7,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2019-06-02,49.44,49.44,49.44,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2019-06-09,48.57,48.57,48.57,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.57,48.57,48.57,0.0,0.0
2019-06-16,49.4,49.4,49.4,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2019-06-23,50.12,50.12,50.12,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2019-06-30,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2019-07-07,49.65,49.65,49.65,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2019-07-14,48.66,48.66,48.66,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.66,48.66,48.66,0.0,0.0
2019-07-21,48.54,48.54,48.54,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2019-07-28,44.55,44.55,44.55,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2019-08-04,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2019-08-11,44.45,44.45,44.45,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-08-18,44.52,44.52,44.52,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-08-25,45.36,45.36,45.36,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2019-09-01,46.53,46.53,46.53,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2019-09-08,48.2,48.2,48.2,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2019-09-15,47.46,47.46,47.46,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2019-09-22,46.86,46.86,46.86,0.0,0.0,47.07,47.07,47.07,0.0,0.0,46.85,46.85,46.85,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2019-09-29,46.26,46.26,46.26,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2019-10-06,47.54,47.54,47.54,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2019-10-13,49.13,49.13,49.13,0.0,0.0,49.13,49.13,49.13,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.98,48.98,48.98,0.0,0.0
2019-10-20,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2019-10-27,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2019-11-03,49.93,49.93,49.93,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2019-11-10,49.81,49.81,49.81,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2019-11-17,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2019-11-24,48.86,48.86,48.86,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2019-12-01,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2019-12-08,50.56,50.56,50.56,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-12-15,50.74,50.74,50.74,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.88,50.88,50.88,0.0,0.0
2019-12-22,50.96,50.96,50.96,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-12-29,50.98,50.98,50.98,0.0,0.0,51.19,51.19,51.19,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.09,51.09,51.09,0.0,0.0
