Date,Direxion Daily S&P 500 Bull 3X SharesEtf_Open_average,Direxion Daily S&P 500 Bull 3X SharesEtf_Open_max,Direxion Daily S&P 500 Bull 3X SharesEtf_Open_min,Direxion Daily S&P 500 Bull 3X SharesEtf_Open_volatility,Direxion Daily S&P 500 Bull 3X SharesEtf_Open_change,Direxion Daily S&P 500 Bull 3X SharesEtf_High_average,Direxion Daily S&P 500 Bull 3X SharesEtf_High_max,Direxion Daily S&P 500 Bull 3X SharesEtf_High_min,Direxion Daily S&P 500 Bull 3X SharesEtf_High_volatility,Direxion Daily S&P 500 Bull 3X SharesEtf_High_change,Direxion Daily S&P 500 Bull 3X SharesEtf_Low_average,Direxion Daily S&P 500 Bull 3X SharesEtf_Low_max,Direxion Daily S&P 500 Bull 3X SharesEtf_Low_min,Direxion Daily S&P 500 Bull 3X SharesEtf_Low_volatility,Direxion Daily S&P 500 Bull 3X SharesEtf_Low_change,Direxion Daily S&P 500 Bull 3X SharesEtf_Close_average,Direxion Daily S&P 500 Bull 3X SharesEtf_Close_max,Direxion Daily S&P 500 Bull 3X SharesEtf_Close_min,Direxion Daily S&P 500 Bull 3X SharesEtf_Close_volatility,Direxion Daily S&P 500 Bull 3X SharesEtf_Close_change
2019-09-08,54.37,54.37,54.37,0.0,0.0,54.57,54.57,54.57,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.96,53.96,53.96,0.0,0.0
2019-09-15,54.28,54.28,54.28,0.0,0.0,54.44,54.44,54.44,0.0,0.0,52.74,52.74,52.74,0.0,0.0,53.06,53.06,53.06,0.0,0.0
2019-09-22,52.85,52.85,52.85,0.0,0.0,52.89,52.89,52.89,0.0,0.0,50.67,50.67,50.67,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2019-09-29,49.27,49.27,49.27,0.0,0.0,50.96,50.96,50.96,0.0,0.0,49.21,49.21,49.21,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2019-10-06,51.7,51.7,51.7,0.0,0.0,52.96,52.96,52.96,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2019-10-13,52.93,52.93,52.93,0.0,0.0,53.27,53.27,53.27,0.0,0.0,51.98,51.98,51.98,0.0,0.0,52.5,52.5,52.5,0.0,0.0
2019-10-20,53.38,53.38,53.38,0.0,0.0,54.7,54.7,54.7,0.0,0.0,53.38,53.38,53.38,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2019-10-27,56.13,56.13,56.13,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.02,56.02,56.02,0.0,0.0,56.8,56.8,56.8,0.0,0.0
2019-11-03,57.7,57.7,57.7,0.0,0.0,58.32,58.32,58.32,0.0,0.0,57.25,57.25,57.25,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2019-11-10,59.44,59.44,59.44,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.03,59.03,59.03,0.0,0.0,59.9,59.9,59.9,0.0,0.0
2019-11-17,59.4,59.4,59.4,0.0,0.0,59.48,59.48,59.48,0.0,0.0,58.69,58.69,58.69,0.0,0.0,59.33,59.33,59.33,0.0,0.0
2019-11-24,61.56,61.56,61.56,0.0,0.0,61.71,61.71,61.71,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2019-12-01,61.0,61.0,61.0,0.0,0.0,61.69,61.69,61.69,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.41,61.41,61.41,0.0,0.0
2019-12-08,62.51,62.51,62.51,0.0,0.0,63.61,63.61,63.61,0.0,0.0,62.05,62.05,62.05,0.0,0.0,62.8,62.8,62.8,0.0,0.0
2019-12-15,65.59,65.59,65.59,0.0,0.0,66.17,66.17,66.17,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.89,65.89,65.89,0.0,0.0
2019-12-22,67.3,67.3,67.3,0.0,0.0,67.31,67.31,67.31,0.0,0.0,66.37,66.37,66.37,0.0,0.0,66.74,66.74,66.74,0.0,0.0
2019-12-29,65.57,65.57,65.57,0.0,0.0,67.12,67.12,67.12,0.0,0.0,65.51,65.51,65.51,0.0,0.0,66.28,66.28,66.28,0.0,0.0
