Date,Direxion Daily S&P 500 Bull 3X SharesEtf_Open_average,Direxion Daily S&P 500 Bull 3X SharesEtf_Open_max,Direxion Daily S&P 500 Bull 3X SharesEtf_Open_min,Direxion Daily S&P 500 Bull 3X SharesEtf_Open_volatility,Direxion Daily S&P 500 Bull 3X SharesEtf_Open_change,Direxion Daily S&P 500 Bull 3X SharesEtf_High_average,Direxion Daily S&P 500 Bull 3X SharesEtf_High_max,Direxion Daily S&P 500 Bull 3X SharesEtf_High_min,Direxion Daily S&P 500 Bull 3X SharesEtf_High_volatility,Direxion Daily S&P 500 Bull 3X SharesEtf_High_change,Direxion Daily S&P 500 Bull 3X SharesEtf_Low_average,Direxion Daily S&P 500 Bull 3X SharesEtf_Low_max,Direxion Daily S&P 500 Bull 3X SharesEtf_Low_min,Direxion Daily S&P 500 Bull 3X SharesEtf_Low_volatility,Direxion Daily S&P 500 Bull 3X SharesEtf_Low_change,Direxion Daily S&P 500 Bull 3X SharesEtf_Close_average,Direxion Daily S&P 500 Bull 3X SharesEtf_Close_max,Direxion Daily S&P 500 Bull 3X SharesEtf_Close_min,Direxion Daily S&P 500 Bull 3X SharesEtf_Close_volatility,Direxion Daily S&P 500 Bull 3X SharesEtf_Close_change
2018-01-14,50.78,50.78,50.78,0.0,0.0,51.09,51.09,51.09,0.0,0.0,50.42,50.42,50.42,0.0,0.0,51.09,51.09,51.09,0.0,0.0
2018-01-21,53.19,53.19,53.19,0.0,0.0,54.49,54.49,54.49,0.0,0.0,53.04,53.04,53.04,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2018-01-28,50.75,50.75,50.75,0.0,0.0,50.86,50.86,50.86,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2018-02-04,40.46,40.46,40.46,0.0,0.0,41.68,41.68,41.68,0.0,0.0,36.82,36.82,36.82,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2018-02-11,45.83,45.83,45.83,0.0,0.0,47.38,47.38,47.38,0.0,0.0,45.82,45.82,45.82,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2018-02-18,45.57,45.57,45.57,0.0,0.0,46.98,46.98,46.98,0.0,0.0,45.27,45.27,45.27,0.0,0.0,46.98,46.98,46.98,0.0,0.0
2018-02-25,42.43,42.43,42.43,0.0,0.0,44.33,44.33,44.33,0.0,0.0,41.94,41.94,41.94,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2018-03-04,47.31,47.31,47.31,0.0,0.0,48.92,48.92,48.92,0.0,0.0,47.11,47.11,47.11,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2018-03-11,47.11,47.11,47.11,0.0,0.0,47.6,47.6,47.6,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2018-03-18,41.92,41.92,41.92,0.0,0.0,42.28,42.28,42.28,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2018-03-25,40.23,40.23,40.23,0.0,0.0,42.09,42.09,42.09,0.0,0.0,39.82,39.82,39.82,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2018-04-01,41.06,41.06,41.06,0.0,0.0,41.85,41.85,41.85,0.0,0.0,38.5,38.5,38.5,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2018-04-08,42.78,42.78,42.78,0.0,0.0,42.87,42.87,42.87,0.0,0.0,41.16,41.16,41.16,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2018-04-15,43.43,43.43,43.43,0.0,0.0,43.52,43.52,43.52,0.0,0.0,41.85,41.85,41.85,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2018-04-22,42.42,42.42,42.42,0.0,0.0,42.6,42.6,42.6,0.0,0.0,41.72,41.72,41.72,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2018-04-29,39.8,39.8,39.8,0.0,0.0,42.21,42.21,42.21,0.0,0.0,39.64,39.64,39.64,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2018-05-06,44.75,44.75,44.75,0.0,0.0,45.26,45.26,45.26,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2018-05-13,44.45,44.45,44.45,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2018-05-20,44.68,44.68,44.68,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2018-05-27,44.72,44.72,44.72,0.0,0.0,45.41,45.41,45.41,0.0,0.0,44.65,44.65,44.65,0.0,0.0,45.27,45.27,45.27,0.0,0.0
2018-06-03,46.83,46.83,46.83,0.0,0.0,47.53,47.53,47.53,0.0,0.0,46.73,46.73,46.73,0.0,0.0,47.49,47.49,47.49,0.0,0.0
2018-06-10,47.33,47.33,47.33,0.0,0.0,47.74,47.74,47.74,0.0,0.0,46.64,46.64,46.64,0.0,0.0,47.56,47.56,47.56,0.0,0.0
2018-06-17,46.74,46.74,46.74,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2018-06-24,44.88,44.88,44.88,0.0,0.0,45.61,45.61,45.61,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2018-07-01,45.3,45.3,45.3,0.0,0.0,46.62,46.62,46.62,0.0,0.0,45.07,45.07,45.07,0.0,0.0,46.37,46.37,46.37,0.0,0.0
2018-07-08,48.29,48.29,48.29,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2018-07-15,48.54,48.54,48.54,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2018-07-22,50.58,50.58,50.58,0.0,0.0,50.58,50.58,50.58,0.0,0.0,48.76,48.76,48.76,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2018-07-29,49.87,49.87,49.87,0.0,0.0,50.42,50.42,50.42,0.0,0.0,49.74,49.74,49.74,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2018-08-05,50.25,50.25,50.25,0.0,0.0,50.58,50.58,50.58,0.0,0.0,49.68,49.68,49.68,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2018-08-12,50.33,50.33,50.33,0.0,0.0,51.3,51.3,51.3,0.0,0.0,50.14,50.14,50.14,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2018-08-19,51.74,51.74,51.74,0.0,0.0,52.37,52.37,52.37,0.0,0.0,51.69,51.69,51.69,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2018-08-26,53.51,53.51,53.51,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2018-09-02,51.86,51.86,51.86,0.0,0.0,52.81,52.81,52.81,0.0,0.0,51.73,51.73,51.73,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2018-09-09,54.1,54.1,54.1,0.0,0.0,54.19,54.19,54.19,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.96,53.96,53.96,0.0,0.0
2018-09-16,55.89,55.89,55.89,0.0,0.0,55.95,55.95,55.95,0.0,0.0,55.13,55.13,55.13,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2018-09-23,53.96,53.96,53.96,0.0,0.0,54.66,54.66,54.66,0.0,0.0,53.93,53.93,53.93,0.0,0.0,54.32,54.32,54.32,0.0,0.0
2018-09-30,53.73,53.73,53.73,0.0,0.0,54.03,54.03,54.03,0.0,0.0,51.8,51.8,51.8,0.0,0.0,52.79,52.79,52.79,0.0,0.0
2018-10-07,46.61,46.61,46.61,0.0,0.0,46.7,46.7,46.7,0.0,0.0,44.37,44.37,44.37,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2018-10-14,46.6,46.6,46.6,0.0,0.0,47.64,47.64,47.64,0.0,0.0,45.71,45.71,45.71,0.0,0.0,46.06,46.06,46.06,0.0,0.0
2018-10-21,40.87,40.87,40.87,0.0,0.0,42.23,42.23,42.23,0.0,0.0,39.14,39.14,39.14,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2018-10-28,44.93,44.93,44.93,0.0,0.0,45.17,45.17,45.17,0.0,0.0,42.42,42.42,42.42,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2018-11-04,46.95,46.95,46.95,0.0,0.0,47.04,47.04,47.04,0.0,0.0,45.48,45.48,45.48,0.0,0.0,46.33,46.33,46.33,0.0,0.0
2018-11-11,43.25,43.25,43.25,0.0,0.0,44.65,44.65,44.65,0.0,0.0,42.94,42.94,42.94,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2018-11-18,39.1,39.1,39.1,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2018-11-25,43.89,43.89,43.89,0.0,0.0,45.09,45.09,45.09,0.0,0.0,43.73,43.73,43.73,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2018-12-02,41.62,41.62,41.62,0.0,0.0,42.45,42.45,42.45,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2018-12-09,38.51,38.51,38.51,0.0,0.0,39.0,39.0,39.0,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2018-12-16,32.17,32.17,32.17,0.0,0.0,33.36,33.36,33.36,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2018-12-23,32.74,32.74,32.74,0.0,0.0,33.43,33.43,33.43,0.0,0.0,31.5,31.5,31.5,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2018-12-30,31.8,31.8,31.8,0.0,0.0,33.86,33.86,33.86,0.0,0.0,31.64,31.64,31.64,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2019-01-06,35.7,35.7,35.7,0.0,0.0,36.24,36.24,36.24,0.0,0.0,35.43,35.43,35.43,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2019-01-13,38.78,38.78,38.78,0.0,0.0,39.61,39.61,39.61,0.0,0.0,38.37,38.37,38.37,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2019-01-20,38.91,38.91,38.91,0.0,0.0,39.4,39.4,39.4,0.0,0.0,38.73,38.73,38.73,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2019-01-27,40.87,40.87,40.87,0.0,0.0,41.35,41.35,41.35,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2019-02-03,40.16,40.16,40.16,0.0,0.0,40.99,40.99,40.99,0.0,0.0,39.75,39.75,39.75,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2019-02-10,43.6,43.6,43.6,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.49,43.49,43.49,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2019-02-17,44.41,44.41,44.41,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2019-02-24,45.45,45.45,45.45,0.0,0.0,45.66,45.66,45.66,0.0,0.0,44.69,44.69,44.69,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2019-03-03,41.79,41.79,41.79,0.0,0.0,42.6,42.6,42.6,0.0,0.0,41.56,41.56,41.56,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2019-03-10,45.95,45.95,45.95,0.0,0.0,46.75,46.75,46.75,0.0,0.0,45.85,45.85,45.85,0.0,0.0,46.33,46.33,46.33,0.0,0.0
2019-03-17,47.16,47.16,47.16,0.0,0.0,47.47,47.47,47.47,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2019-03-24,46.67,46.67,46.67,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2019-03-31,49.39,49.39,49.39,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.66,49.66,49.66,0.0,0.0
2019-04-07,50.37,50.37,50.37,0.0,0.0,50.6,50.6,50.6,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2019-04-14,50.37,50.37,50.37,0.0,0.0,50.45,50.45,50.45,0.0,0.0,49.59,49.59,49.59,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-04-21,51.35,51.35,51.35,0.0,0.0,52.04,52.04,52.04,0.0,0.0,50.87,50.87,50.87,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2019-04-28,51.61,51.61,51.61,0.0,0.0,52.41,52.41,52.41,0.0,0.0,51.5,51.5,51.5,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2019-05-05,47.85,47.85,47.85,0.0,0.0,49.47,49.47,49.47,0.0,0.0,46.12,46.12,46.12,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2019-05-12,47.39,47.39,47.39,0.0,0.0,49.11,49.11,49.11,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2019-05-19,46.59,46.59,46.59,0.0,0.0,46.79,46.79,46.79,0.0,0.0,45.75,45.75,45.75,0.0,0.0,46.06,46.06,46.06,0.0,0.0
2019-05-26,42.88,42.88,42.88,0.0,0.0,43.31,43.31,43.31,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2019-06-02,47.44,47.44,47.44,0.0,0.0,48.88,48.88,48.88,0.0,0.0,47.34,47.34,47.34,0.0,0.0,48.26,48.26,48.26,0.0,0.0
2019-06-09,49.03,49.03,49.03,0.0,0.0,49.36,49.36,49.36,0.0,0.0,48.6,48.6,48.6,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2019-06-16,52.18,52.18,52.18,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.16,52.16,52.16,0.0,0.0
2019-06-23,51.04,51.04,51.04,0.0,0.0,51.54,51.54,51.54,0.0,0.0,50.74,50.74,50.74,0.0,0.0,51.35,51.35,51.35,0.0,0.0
2019-06-30,53.53,53.53,53.53,0.0,0.0,54.16,54.16,54.16,0.0,0.0,52.75,52.75,52.75,0.0,0.0,53.99,53.99,53.99,0.0,0.0
2019-07-07,54.77,54.77,54.77,0.0,0.0,55.22,55.22,55.22,0.0,0.0,54.58,54.58,54.58,0.0,0.0,55.16,55.16,55.16,0.0,0.0
2019-07-14,54.8,54.8,54.8,0.0,0.0,54.8,54.8,54.8,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2019-07-21,55.09,55.09,55.09,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.74,55.74,55.74,0.0,0.0
2019-07-28,51.29,51.29,51.29,0.0,0.0,51.39,51.39,51.39,0.0,0.0,49.73,49.73,49.73,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2019-08-04,50.3,50.3,50.3,0.0,0.0,50.64,50.64,50.64,0.0,0.0,48.79,48.79,48.79,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2019-08-11,46.98,46.98,46.98,0.0,0.0,48.34,48.34,48.34,0.0,0.0,46.94,46.94,46.94,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2019-08-18,49.07,49.07,49.07,0.0,0.0,50.0,50.0,50.0,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2019-08-25,50.51,50.51,50.51,0.0,0.0,50.53,50.53,50.53,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2019-09-01,52.53,52.53,52.53,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.44,52.44,52.44,0.0,0.0
