Date,VanEck Vectors Natural ResourcesEtf_Open_average,VanEck Vectors Natural ResourcesEtf_Open_max,VanEck Vectors Natural ResourcesEtf_Open_min,VanEck Vectors Natural ResourcesEtf_Open_volatility,VanEck Vectors Natural ResourcesEtf_Open_change,VanEck Vectors Natural ResourcesEtf_High_average,VanEck Vectors Natural ResourcesEtf_High_max,VanEck Vectors Natural ResourcesEtf_High_min,VanEck Vectors Natural ResourcesEtf_High_volatility,VanEck Vectors Natural ResourcesEtf_High_change,VanEck Vectors Natural ResourcesEtf_Low_average,VanEck Vectors Natural ResourcesEtf_Low_max,VanEck Vectors Natural ResourcesEtf_Low_min,VanEck Vectors Natural ResourcesEtf_Low_volatility,VanEck Vectors Natural ResourcesEtf_Low_change,VanEck Vectors Natural ResourcesEtf_Close_average,VanEck Vectors Natural ResourcesEtf_Close_max,VanEck Vectors Natural ResourcesEtf_Close_min,VanEck Vectors Natural ResourcesEtf_Close_volatility,VanEck Vectors Natural ResourcesEtf_Close_change
2018-01-14,38.73,38.73,38.73,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2018-01-21,39.45,39.45,39.45,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2018-01-28,38.35,38.35,38.35,0.0,0.0,38.4,38.4,38.4,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2018-02-04,35.76,35.76,35.76,0.0,0.0,35.76,35.76,35.76,0.0,0.0,34.74,34.74,34.74,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2018-02-11,36.97,36.97,36.97,0.0,0.0,37.35,37.35,37.35,0.0,0.0,36.92,36.92,36.92,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2018-02-18,36.98,36.98,36.98,0.0,0.0,37.28,37.28,37.28,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2018-02-25,35.99,35.99,35.99,0.0,0.0,36.15,36.15,36.15,0.0,0.0,35.81,35.81,35.81,0.0,0.0,36.13,36.13,36.13,0.0,0.0
2018-03-04,36.96,36.96,36.96,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2018-03-11,36.31,36.31,36.31,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2018-03-18,35.89,35.89,35.89,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2018-03-25,35.93,35.93,35.93,0.0,0.0,36.29,36.29,36.29,0.0,0.0,35.93,35.93,35.93,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2018-04-01,36.34,36.34,36.34,0.0,0.0,36.34,36.34,36.34,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2018-04-08,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2018-04-15,37.7,37.7,37.7,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2018-04-22,37.34,37.34,37.34,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2018-04-29,36.85,36.85,36.85,0.0,0.0,37.23,37.23,37.23,0.0,0.0,36.83,36.83,36.83,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2018-05-06,38.0,38.0,38.0,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2018-05-13,38.3,38.3,38.3,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.32,38.32,38.32,0.0,0.0
2018-05-20,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2018-05-27,37.73,37.73,37.73,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2018-06-03,38.31,38.31,38.31,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2018-06-10,37.35,37.35,37.35,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2018-06-17,37.09,37.09,37.09,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2018-06-24,37.12,37.12,37.12,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2018-07-01,36.82,36.82,36.82,0.0,0.0,37.08,37.08,37.08,0.0,0.0,36.82,36.82,36.82,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2018-07-08,36.85,36.85,36.85,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2018-07-15,36.53,36.53,36.53,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2018-07-22,37.35,37.35,37.35,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2018-07-29,37.15,37.15,37.15,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-08-05,36.8,36.8,36.8,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2018-08-12,35.77,35.77,35.77,0.0,0.0,36.22,36.22,36.22,0.0,0.0,35.77,35.77,35.77,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2018-08-19,36.61,36.61,36.61,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2018-08-26,36.82,36.82,36.82,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2018-09-02,35.99,35.99,35.99,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.99,35.99,35.99,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2018-09-09,36.57,36.57,36.57,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2018-09-16,37.76,37.76,37.76,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2018-09-23,37.83,37.83,37.83,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.8,37.8,37.8,0.0,0.0
