Date,Vanguard S&P Small Cap 600 Value_Open_average,Vanguard S&P Small Cap 600 Value_Open_max,Vanguard S&P Small Cap 600 Value_Open_min,Vanguard S&P Small Cap 600 Value_Open_volatility,Vanguard S&P Small Cap 600 Value_Open_change,Vanguard S&P Small Cap 600 Value_High_average,Vanguard S&P Small Cap 600 Value_High_max,Vanguard S&P Small Cap 600 Value_High_min,Vanguard S&P Small Cap 600 Value_High_volatility,Vanguard S&P Small Cap 600 Value_High_change,Vanguard S&P Small Cap 600 Value_Low_average,Vanguard S&P Small Cap 600 Value_Low_max,Vanguard S&P Small Cap 600 Value_Low_min,Vanguard S&P Small Cap 600 Value_Low_volatility,Vanguard S&P Small Cap 600 Value_Low_change,Vanguard S&P Small Cap 600 Value_Close_average,Vanguard S&P Small Cap 600 Value_Close_max,Vanguard S&P Small Cap 600 Value_Close_min,Vanguard S&P Small Cap 600 Value_Close_volatility,Vanguard S&P Small Cap 600 Value_Close_change
2018-03-25,130.03,130.03,130.03,0.0,0.0,130.04,130.04,130.04,0.0,0.0,126.38,126.38,126.38,0.0,0.0,127.46,127.46,127.46,0.0,0.0
2018-04-01,130.79,130.79,130.79,0.0,0.0,130.96,130.96,130.96,0.0,0.0,130.53,130.53,130.53,0.0,0.0,130.56,130.56,130.56,0.0,0.0
2018-04-08,133.3,133.3,133.3,0.0,0.0,134.37,134.37,134.37,0.0,0.0,133.3,133.3,133.3,0.0,0.0,134.12,134.12,134.12,0.0,0.0
2018-04-15,134.12,134.12,134.12,0.0,0.0,134.49,134.49,134.49,0.0,0.0,133.6,133.6,133.6,0.0,0.0,133.69,133.69,133.69,0.0,0.0
2018-04-22,133.82,133.82,133.82,0.0,0.0,134.28,134.28,134.28,0.0,0.0,132.6,132.6,132.6,0.0,0.0,132.67,132.67,132.67,0.0,0.0
2018-04-29,134.07,134.07,134.07,0.0,0.0,135.22,135.22,135.22,0.0,0.0,134.07,134.07,134.07,0.0,0.0,134.63,134.63,134.63,0.0,0.0
2018-05-06,137.77,137.77,137.77,0.0,0.0,138.01,138.01,138.01,0.0,0.0,136.91,136.91,136.91,0.0,0.0,136.95,136.95,136.95,0.0,0.0
2018-05-13,140.47,140.47,140.47,0.0,0.0,141.43,141.43,141.43,0.0,0.0,140.47,140.47,140.47,0.0,0.0,141.36,141.36,141.36,0.0,0.0
2018-05-20,139.77,139.77,139.77,0.0,0.0,140.09,140.09,140.09,0.0,0.0,139.47,139.47,139.47,0.0,0.0,139.96,139.96,139.96,0.0,0.0
2018-05-27,142.11,142.11,142.11,0.0,0.0,142.11,142.11,142.11,0.0,0.0,141.28,141.28,141.28,0.0,0.0,142.1,142.1,142.1,0.0,0.0
2018-06-03,144.75,144.75,144.75,0.0,0.0,145.18,145.18,145.18,0.0,0.0,144.54,144.54,144.54,0.0,0.0,144.92,144.92,144.92,0.0,0.0
2018-06-10,143.45,143.45,143.45,0.0,0.0,145.0,145.0,145.0,0.0,0.0,143.45,143.45,143.45,0.0,0.0,145.0,145.0,145.0,0.0,0.0
2018-06-17,144.86,144.86,144.86,0.0,0.0,144.86,144.86,144.86,0.0,0.0,142.39,142.39,142.39,0.0,0.0,143.0,143.0,143.0,0.0,0.0
2018-06-24,140.17,140.17,140.17,0.0,0.0,141.81,141.81,141.81,0.0,0.0,139.75,139.75,139.75,0.0,0.0,141.81,141.81,141.81,0.0,0.0
2018-07-01,146.17,146.17,146.17,0.0,0.0,146.5,146.5,146.5,0.0,0.0,145.79,145.79,145.79,0.0,0.0,146.5,146.5,146.5,0.0,0.0
2018-07-08,144.39,144.39,144.39,0.0,0.0,144.39,144.39,144.39,0.0,0.0,142.98,142.98,142.98,0.0,0.0,143.41,143.41,143.41,0.0,0.0
2018-07-15,145.21,145.21,145.21,0.0,0.0,145.43,145.43,145.43,0.0,0.0,144.32,144.32,144.32,0.0,0.0,145.03,145.03,145.03,0.0,0.0
2018-07-22,143.11,143.11,143.11,0.0,0.0,144.34,144.34,144.34,0.0,0.0,143.11,143.11,143.11,0.0,0.0,143.24,143.24,143.24,0.0,0.0
2018-07-29,144.28,144.28,144.28,0.0,0.0,145.31,145.31,145.31,0.0,0.0,144.26,144.26,144.26,0.0,0.0,145.1,145.1,145.1,0.0,0.0
2018-08-05,145.17,145.17,145.17,0.0,0.0,145.54,145.54,145.54,0.0,0.0,144.0,144.0,144.0,0.0,0.0,144.68,144.68,144.68,0.0,0.0
2018-08-12,147.76,147.76,147.76,0.0,0.0,147.8,147.8,147.8,0.0,0.0,146.8,146.8,146.8,0.0,0.0,147.55,147.55,147.55,0.0,0.0
2018-08-19,149.64,149.64,149.64,0.0,0.0,150.33,150.33,150.33,0.0,0.0,148.84,148.84,148.84,0.0,0.0,148.92,148.92,148.92,0.0,0.0
2018-08-26,148.09,148.09,148.09,0.0,0.0,149.18,149.18,149.18,0.0,0.0,148.09,148.09,148.09,0.0,0.0,149.03,149.03,149.03,0.0,0.0
2018-09-02,147.84,147.84,147.84,0.0,0.0,147.84,147.84,147.84,0.0,0.0,146.56,146.56,146.56,0.0,0.0,146.6,146.6,146.6,0.0,0.0
2018-09-09,147.02,147.02,147.02,0.0,0.0,147.02,147.02,147.02,0.0,0.0,145.83,145.83,145.83,0.0,0.0,145.83,145.83,145.83,0.0,0.0
2018-09-16,146.55,146.55,146.55,0.0,0.0,146.55,146.55,146.55,0.0,0.0,144.68,144.68,144.68,0.0,0.0,145.05,145.05,145.05,0.0,0.0
2018-09-23,144.48,144.48,144.48,0.0,0.0,144.48,144.48,144.48,0.0,0.0,141.52,141.52,141.52,0.0,0.0,141.95,141.95,141.95,0.0,0.0
2018-09-30,139.06,139.06,139.06,0.0,0.0,140.07,140.07,140.07,0.0,0.0,138.76,138.76,138.76,0.0,0.0,139.92,139.92,139.92,0.0,0.0
2018-10-07,132.16,132.16,132.16,0.0,0.0,134.03,134.03,134.03,0.0,0.0,131.99,131.99,131.99,0.0,0.0,133.22,133.22,133.22,0.0,0.0
2018-10-14,132.25,132.25,132.25,0.0,0.0,132.82,132.82,132.82,0.0,0.0,131.52,131.52,131.52,0.0,0.0,131.88,131.88,131.88,0.0,0.0
2018-10-21,129.15,129.15,129.15,0.0,0.0,130.54,130.54,130.54,0.0,0.0,126.7,126.7,126.7,0.0,0.0,127.72,127.72,127.72,0.0,0.0
2018-10-28,132.67,132.67,132.67,0.0,0.0,133.29,133.29,133.29,0.0,0.0,131.86,131.86,131.86,0.0,0.0,133.02,133.02,133.02,0.0,0.0
2018-11-04,133.0,133.0,133.0,0.0,0.0,133.0,133.0,133.0,0.0,0.0,130.55,130.55,130.55,0.0,0.0,130.56,130.56,130.56,0.0,0.0
2018-11-11,130.73,130.73,130.73,0.0,0.0,130.97,130.97,130.97,0.0,0.0,128.98,128.98,128.98,0.0,0.0,129.36,129.36,129.36,0.0,0.0
2018-11-18,128.88,128.88,128.88,0.0,0.0,129.79,129.79,129.79,0.0,0.0,128.46,128.46,128.46,0.0,0.0,129.0,129.0,129.0,0.0,0.0
2018-11-25,132.36,132.36,132.36,0.0,0.0,132.36,132.36,132.36,0.0,0.0,129.81,129.81,129.81,0.0,0.0,131.24,131.24,131.24,0.0,0.0
2018-12-02,122.55,122.55,122.55,0.0,0.0,122.95,122.95,122.95,0.0,0.0,120.0,120.0,120.0,0.0,0.0,121.43,121.43,121.43,0.0,0.0
2018-12-09,117.67,117.67,117.67,0.0,0.0,118.89,118.89,118.89,0.0,0.0,115.06,115.06,115.06,0.0,0.0,115.55,115.55,115.55,0.0,0.0
2018-12-16,108.56,108.56,108.56,0.0,0.0,109.21,109.21,109.21,0.0,0.0,107.08,107.08,107.08,0.0,0.0,107.15,107.15,107.15,0.0,0.0
2018-12-23,113.78,113.78,113.78,0.0,0.0,113.87,113.87,113.87,0.0,0.0,111.85,111.85,111.85,0.0,0.0,113.62,113.62,113.62,0.0,0.0
2018-12-30,117.26,117.26,117.26,0.0,0.0,119.58,119.58,119.58,0.0,0.0,116.53,116.53,116.53,0.0,0.0,118.91,118.91,118.91,0.0,0.0
2019-01-06,121.92,121.92,121.92,0.0,0.0,122.86,122.86,122.86,0.0,0.0,121.7,121.7,121.7,0.0,0.0,121.88,121.88,121.88,0.0,0.0
2019-01-13,125.22,125.22,125.22,0.0,0.0,126.15,126.15,126.15,0.0,0.0,124.94,124.94,124.94,0.0,0.0,125.89,125.89,125.89,0.0,0.0
2019-01-20,124.69,124.69,124.69,0.0,0.0,125.62,125.62,125.62,0.0,0.0,124.51,124.51,124.51,0.0,0.0,125.41,125.41,125.41,0.0,0.0
2019-01-27,127.99,127.99,127.99,0.0,0.0,129.14,129.14,129.14,0.0,0.0,127.3,127.3,127.3,0.0,0.0,129.14,129.14,129.14,0.0,0.0
2019-02-03,127.67,127.67,127.67,0.0,0.0,128.66,128.66,128.66,0.0,0.0,127.45,127.45,127.45,0.0,0.0,128.66,128.66,128.66,0.0,0.0
2019-02-10,132.12,132.12,132.12,0.0,0.0,133.49,133.49,133.49,0.0,0.0,132.12,132.12,132.12,0.0,0.0,133.24,133.24,133.24,0.0,0.0
2019-02-17,135.85,135.85,135.85,0.0,0.0,136.2,136.2,136.2,0.0,0.0,134.91,134.91,134.91,0.0,0.0,134.91,134.91,134.91,0.0,0.0
2019-02-24,133.87,133.87,133.87,0.0,0.0,133.98,133.98,133.98,0.0,0.0,131.91,131.91,131.91,0.0,0.0,132.56,132.56,132.56,0.0,0.0
2019-03-03,127.85,127.85,127.85,0.0,0.0,129.48,129.48,129.48,0.0,0.0,127.81,127.81,127.81,0.0,0.0,129.48,129.48,129.48,0.0,0.0
2019-03-10,129.35,129.35,129.35,0.0,0.0,130.36,130.36,130.36,0.0,0.0,129.12,129.12,129.12,0.0,0.0,130.26,130.26,130.26,0.0,0.0
2019-03-17,124.18,124.18,124.18,0.0,0.0,125.76,125.76,125.76,0.0,0.0,123.88,123.88,123.88,0.0,0.0,124.87,124.87,124.87,0.0,0.0
2019-03-24,128.5,128.5,128.5,0.0,0.0,129.46,129.46,129.46,0.0,0.0,128.27,128.27,128.27,0.0,0.0,129.38,129.38,129.38,0.0,0.0
2019-03-31,131.16,131.16,131.16,0.0,0.0,131.54,131.54,131.54,0.0,0.0,130.81,130.81,130.81,0.0,0.0,131.45,131.45,131.45,0.0,0.0
2019-04-07,132.59,132.59,132.59,0.0,0.0,132.59,132.59,132.59,0.0,0.0,131.49,131.49,131.49,0.0,0.0,131.78,131.78,131.78,0.0,0.0
2019-04-14,131.77,131.77,131.77,0.0,0.0,131.97,131.97,131.97,0.0,0.0,130.77,130.77,130.77,0.0,0.0,131.19,131.19,131.19,0.0,0.0
2019-04-21,132.87,132.87,132.87,0.0,0.0,133.9,133.9,133.9,0.0,0.0,132.87,132.87,132.87,0.0,0.0,133.43,133.43,133.43,0.0,0.0
2019-04-28,132.48,132.48,132.48,0.0,0.0,134.8,134.8,134.8,0.0,0.0,132.48,132.48,132.48,0.0,0.0,134.63,134.63,134.63,0.0,0.0
2019-05-05,128.8,128.8,128.8,0.0,0.0,129.15,129.15,129.15,0.0,0.0,127.07,127.07,127.07,0.0,0.0,127.34,127.34,127.34,0.0,0.0
2019-05-12,126.11,126.11,126.11,0.0,0.0,126.65,126.65,126.65,0.0,0.0,125.75,125.75,125.75,0.0,0.0,126.03,126.03,126.03,0.0,0.0
2019-05-19,124.09,124.09,124.09,0.0,0.0,124.33,124.33,124.33,0.0,0.0,123.68,123.68,123.68,0.0,0.0,124.3,124.3,124.3,0.0,0.0
2019-05-26,120.22,120.22,120.22,0.0,0.0,120.83,120.83,120.83,0.0,0.0,119.97,119.97,119.97,0.0,0.0,120.78,120.78,120.78,0.0,0.0
2019-06-02,124.38,124.38,124.38,0.0,0.0,125.69,125.69,125.69,0.0,0.0,124.38,124.38,124.38,0.0,0.0,124.81,124.81,124.81,0.0,0.0
2019-06-09,124.85,124.85,124.85,0.0,0.0,125.11,125.11,125.11,0.0,0.0,124.51,124.51,124.51,0.0,0.0,124.51,124.51,124.51,0.0,0.0
2019-06-16,126.25,126.25,126.25,0.0,0.0,126.25,126.25,126.25,0.0,0.0,124.67,124.67,124.67,0.0,0.0,124.68,124.68,124.68,0.0,0.0
2019-06-23,130.12,130.12,130.12,0.0,0.0,130.15,130.15,130.15,0.0,0.0,128.01,128.01,128.01,0.0,0.0,128.53,128.53,128.53,0.0,0.0
2019-06-30,128.46,128.46,128.46,0.0,0.0,128.46,128.46,128.46,0.0,0.0,127.58,127.58,127.58,0.0,0.0,127.69,127.69,127.69,0.0,0.0
2019-07-07,128.42,128.42,128.42,0.0,0.0,128.42,128.42,128.42,0.0,0.0,126.65,126.65,126.65,0.0,0.0,127.04,127.04,127.04,0.0,0.0
2019-07-14,126.13,126.13,126.13,0.0,0.0,126.81,126.81,126.81,0.0,0.0,125.55,125.55,125.55,0.0,0.0,125.6,125.6,125.6,0.0,0.0
2019-07-21,129.63,129.63,129.63,0.0,0.0,129.63,129.63,129.63,0.0,0.0,128.52,128.52,128.52,0.0,0.0,128.62,128.62,128.62,0.0,0.0
2019-07-28,123.73,123.73,123.73,0.0,0.0,123.8,123.8,123.8,0.0,0.0,121.37,121.37,121.37,0.0,0.0,122.37,122.37,122.37,0.0,0.0
2019-08-04,124.03,124.03,124.03,0.0,0.0,124.03,124.03,124.03,0.0,0.0,123.28,123.28,123.28,0.0,0.0,123.44,123.44,123.44,0.0,0.0
2019-08-11,124.26,124.26,124.26,0.0,0.0,124.91,124.91,124.91,0.0,0.0,124.26,124.26,124.26,0.0,0.0,124.48,124.48,124.48,0.0,0.0
2019-08-18,121.08,121.08,121.08,0.0,0.0,121.08,121.08,121.08,0.0,0.0,120.35,120.35,120.35,0.0,0.0,120.93,120.93,120.93,0.0,0.0
2019-08-25,123.87,123.87,123.87,0.0,0.0,124.04,124.04,124.04,0.0,0.0,122.94,122.94,122.94,0.0,0.0,123.14,123.14,123.14,0.0,0.0
2019-09-01,125.69,125.69,125.69,0.0,0.0,128.12,128.12,128.12,0.0,0.0,125.57,125.57,125.57,0.0,0.0,128.12,128.12,128.12,0.0,0.0
2019-09-08,133.33,133.33,133.33,0.0,0.0,134.19,134.19,134.19,0.0,0.0,133.32,133.32,133.32,0.0,0.0,133.79,133.79,133.79,0.0,0.0
2019-09-15,130.44,130.44,130.44,0.0,0.0,131.96,131.96,131.96,0.0,0.0,130.44,130.44,130.44,0.0,0.0,131.51,131.51,131.51,0.0,0.0
2019-09-22,129.85,129.85,129.85,0.0,0.0,130.41,130.41,130.41,0.0,0.0,129.54,129.54,129.54,0.0,0.0,129.65,129.65,129.65,0.0,0.0
2019-09-29,126.38,126.38,126.38,0.0,0.0,127.53,127.53,127.53,0.0,0.0,126.03,126.03,126.03,0.0,0.0,126.66,126.66,126.66,0.0,0.0
2019-10-06,126.93,126.93,126.93,0.0,0.0,127.13,127.13,127.13,0.0,0.0,126.31,126.31,126.31,0.0,0.0,127.0,127.0,127.0,0.0,0.0
2019-10-13,130.64,130.64,130.64,0.0,0.0,131.74,131.74,131.74,0.0,0.0,130.63,130.63,130.63,0.0,0.0,130.87,130.87,130.87,0.0,0.0
2019-10-20,133.28,133.28,133.28,0.0,0.0,134.37,134.37,134.37,0.0,0.0,133.17,133.17,133.17,0.0,0.0,133.88,133.88,133.88,0.0,0.0
2019-10-27,135.68,135.68,135.68,0.0,0.0,136.05,136.05,136.05,0.0,0.0,135.11,135.11,135.11,0.0,0.0,135.97,135.97,135.97,0.0,0.0
2019-11-03,135.49,135.49,135.49,0.0,0.0,136.05,136.05,136.05,0.0,0.0,135.37,135.37,135.37,0.0,0.0,135.81,135.81,135.81,0.0,0.0
2019-11-10,135.16,135.16,135.16,0.0,0.0,135.16,135.16,135.16,0.0,0.0,134.31,134.31,134.31,0.0,0.0,134.68,134.68,134.68,0.0,0.0
2019-11-17,133.85,133.85,133.85,0.0,0.0,136.75,136.75,136.75,0.0,0.0,133.85,133.85,133.85,0.0,0.0,136.63,136.63,136.63,0.0,0.0
2019-11-24,136.18,136.18,136.18,0.0,0.0,136.18,136.18,136.18,0.0,0.0,134.22,134.22,134.22,0.0,0.0,134.37,134.37,134.37,0.0,0.0
2019-12-01,137.05,137.05,137.05,0.0,0.0,137.27,137.27,137.27,0.0,0.0,136.92,136.92,136.92,0.0,0.0,137.02,137.02,137.02,0.0,0.0
2019-12-08,138.01,138.01,138.01,0.0,0.0,138.6,138.6,138.6,0.0,0.0,137.35,137.35,137.35,0.0,0.0,137.37,137.37,137.37,0.0,0.0
2019-12-15,139.27,139.27,139.27,0.0,0.0,139.49,139.49,139.49,0.0,0.0,138.52,138.52,138.52,0.0,0.0,138.79,138.79,138.79,0.0,0.0
2019-12-22,138.61,138.61,138.61,0.0,0.0,139.25,139.25,139.25,0.0,0.0,137.97,137.97,137.97,0.0,0.0,138.46,138.46,138.46,0.0,0.0
2019-12-29,137.52,137.52,137.52,0.0,0.0,138.66,138.66,138.66,0.0,0.0,137.51,137.51,137.51,0.0,0.0,138.58,138.58,138.58,0.0,0.0
