Date,Oppenheimer Ultra Div RevenueEtf_Open_average,Oppenheimer Ultra Div RevenueEtf_Open_max,Oppenheimer Ultra Div RevenueEtf_Open_min,Oppenheimer Ultra Div RevenueEtf_Open_volatility,Oppenheimer Ultra Div RevenueEtf_Open_change,Oppenheimer Ultra Div RevenueEtf_High_average,Oppenheimer Ultra Div RevenueEtf_High_max,Oppenheimer Ultra Div RevenueEtf_High_min,Oppenheimer Ultra Div RevenueEtf_High_volatility,Oppenheimer Ultra Div RevenueEtf_High_change,Oppenheimer Ultra Div RevenueEtf_Low_average,Oppenheimer Ultra Div RevenueEtf_Low_max,Oppenheimer Ultra Div RevenueEtf_Low_min,Oppenheimer Ultra Div RevenueEtf_Low_volatility,Oppenheimer Ultra Div RevenueEtf_Low_change,Oppenheimer Ultra Div RevenueEtf_Close_average,Oppenheimer Ultra Div RevenueEtf_Close_max,Oppenheimer Ultra Div RevenueEtf_Close_min,Oppenheimer Ultra Div RevenueEtf_Close_volatility,Oppenheimer Ultra Div RevenueEtf_Close_change
2018-03-25,34.86,34.86,34.86,0.0,0.0,35.11,35.11,35.11,0.0,0.0,34.86,34.86,34.86,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2018-04-01,35.59,35.59,35.59,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2018-04-08,35.31,35.31,35.31,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2018-04-15,35.72,35.72,35.72,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2018-04-22,36.1,36.1,36.1,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2018-04-29,36.09,36.09,36.09,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2018-05-06,36.4,36.4,36.4,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2018-05-13,36.87,36.87,36.87,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2018-05-20,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2018-05-27,37.75,37.75,37.75,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2018-06-03,38.7,38.7,38.7,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2018-06-10,38.29,38.29,38.29,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2018-06-17,38.79,38.79,38.79,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.44,38.44,38.44,0.0,0.0
2018-06-24,38.57,38.57,38.57,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2018-07-01,38.5,38.5,38.5,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2018-07-08,38.47,38.47,38.47,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.42,38.42,38.42,0.0,0.0
2018-07-15,38.57,38.57,38.57,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2018-07-22,38.52,38.52,38.52,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2018-07-29,38.43,38.43,38.43,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2018-08-05,38.63,38.63,38.63,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2018-08-12,38.68,38.68,38.68,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2018-08-19,39.12,39.12,39.12,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2018-08-26,39.25,39.25,39.25,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.05,39.05,39.05,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2018-09-02,39.26,39.26,39.26,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2018-09-09,39.76,39.76,39.76,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2018-09-16,39.69,39.69,39.69,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2018-09-23,38.53,38.53,38.53,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.56,38.56,38.56,0.0,0.0
2018-09-30,38.98,38.98,38.98,0.0,0.0,39.07,39.07,39.07,0.0,0.0,38.86,38.86,38.86,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2018-10-07,37.83,37.83,37.83,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2018-10-14,37.61,37.61,37.61,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2018-10-21,37.03,37.03,37.03,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2018-10-28,37.39,37.39,37.39,0.0,0.0,37.39,37.39,37.39,0.0,0.0,36.71,36.71,36.71,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2018-11-04,37.9,37.9,37.9,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2018-11-11,37.05,37.05,37.05,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2018-11-18,36.58,36.58,36.58,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2018-11-25,37.24,37.24,37.24,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2018-12-02,36.98,36.98,36.98,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2018-12-09,36.28,36.28,36.28,0.0,0.0,36.42,36.42,36.42,0.0,0.0,35.97,35.97,35.97,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2018-12-16,34.1,34.1,34.1,0.0,0.0,34.67,34.67,34.67,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2018-12-23,33.63,33.63,33.63,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2018-12-30,33.69,33.69,33.69,0.0,0.0,34.25,34.25,34.25,0.0,0.0,33.67,33.67,33.67,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2019-01-06,35.26,35.26,35.26,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2019-01-13,35.89,35.89,35.89,0.0,0.0,36.12,36.12,36.12,0.0,0.0,35.78,35.78,35.78,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2019-01-20,35.98,35.98,35.98,0.0,0.0,36.23,36.23,36.23,0.0,0.0,35.95,35.95,35.95,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-01-27,36.88,36.88,36.88,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2019-02-03,36.76,36.76,36.76,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2019-02-10,37.77,37.77,37.77,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2019-02-17,37.68,37.68,37.68,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2019-02-24,37.64,37.64,37.64,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2019-03-03,37.05,37.05,37.05,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.9,36.9,36.9,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2019-03-10,37.9,37.9,37.9,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2019-03-17,37.82,37.82,37.82,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-03-24,37.98,37.98,37.98,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2019-03-31,38.6,38.6,38.6,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2019-04-07,38.68,38.68,38.68,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2019-04-14,38.94,38.94,38.94,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-04-21,38.58,38.58,38.58,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2019-04-28,38.44,38.44,38.44,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2019-05-05,37.53,37.53,37.53,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2019-05-12,37.21,37.21,37.21,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2019-05-19,36.91,36.91,36.91,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2019-05-26,35.21,35.21,35.21,0.0,0.0,35.21,35.21,35.21,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2019-06-02,36.61,36.61,36.61,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.57,36.57,36.57,0.0,0.0
2019-06-09,37.14,37.14,37.14,0.0,0.0,37.14,37.14,37.14,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2019-06-16,37.66,37.66,37.66,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2019-06-23,37.34,37.34,37.34,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2019-06-30,37.79,37.79,37.79,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2019-07-07,37.85,37.85,37.85,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2019-07-14,37.49,37.49,37.49,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-07-21,37.76,37.76,37.76,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2019-07-28,36.96,36.96,36.96,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2019-08-04,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2019-08-11,34.55,34.55,34.55,0.0,0.0,35.04,35.04,35.04,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2019-08-18,35.4,35.4,35.4,0.0,0.0,35.54,35.54,35.54,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2019-08-25,35.58,35.58,35.58,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2019-09-01,36.6,36.6,36.6,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2019-09-08,38.49,38.49,38.49,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2019-09-15,38.12,38.12,38.12,0.0,0.0,38.26,38.26,38.26,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2019-09-22,37.53,37.53,37.53,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2019-09-29,36.47,36.47,36.47,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2019-10-06,37.05,37.05,37.05,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2019-10-13,37.16,37.16,37.16,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2019-10-20,37.92,37.92,37.92,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.89,37.89,37.89,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2019-10-27,37.82,37.82,37.82,0.0,0.0,38.38,38.38,38.38,0.0,0.0,37.82,37.82,37.82,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-11-03,39.08,39.08,39.08,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.83,38.83,38.83,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2019-11-10,39.02,39.02,39.02,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.89,38.89,38.89,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2019-11-17,38.31,38.31,38.31,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2019-11-24,38.77,38.77,38.77,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2019-12-01,38.58,38.58,38.58,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2019-12-08,39.44,39.44,39.44,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2019-12-15,39.77,39.77,39.77,0.0,0.0,40.11,40.11,40.11,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2019-12-22,39.57,39.57,39.57,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2019-12-29,39.09,39.09,39.09,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.94,38.94,38.94,0.0,0.0,39.01,39.01,39.01,0.0,0.0
