Date,OXM_Open_average,OXM_Open_max,OXM_Open_min,OXM_Open_volatility,OXM_Open_change,OXM_High_average,OXM_High_max,OXM_High_min,OXM_High_volatility,OXM_High_change,OXM_Low_average,OXM_Low_max,OXM_Low_min,OXM_Low_volatility,OXM_Low_change,OXM_Close_average,OXM_Close_max,OXM_Close_min,OXM_Close_volatility,OXM_Close_change,OXM_Volume_average,OXM_Volume_max,OXM_Volume_min,OXM_Volume_volatility,OXM_Volume_change
2018-01-14,81.7175,83.05,80.4,2.6499999999999915,-2.6499999999999915,83.10499999999999,84.07,82.13,1.9399999999999977,-0.23999999999999488,80.76,81.54,80.4,1.1400000000000006,-1.1400000000000006,81.75,83.64,80.6,3.0400000000000063,2.0400000000000063,115007,145644,71996,73648,-1337
2018-01-21,83.166,84.15,82.05,2.1000000000000085,0.3200000000000074,83.774,84.32,83.2,1.1199999999999903,0.4899999999999949,81.94,82.85,81.15,1.6999999999999886,1.039999999999992,83.172,84.2,82.37,1.8299999999999983,1.8299999999999983,97397,123419,76999,46420,32128
2018-01-28,80.64,84.08,77.98,6.099999999999994,-5.0,81.258,84.28,79.29,4.989999999999995,-4.450000000000003,79.408,81.57,77.27,4.299999999999997,-2.5999999999999943,79.96000000000001,81.68,78.8,2.8800000000000097,-2.480000000000004,146445,188676,81560,107116,-13888
2018-02-04,77.748,79.83,75.17,4.659999999999997,-1.529999999999987,79.672,81.23,78.59,2.6400000000000006,-0.23000000000000398,76.056,77.63,74.61,3.019999999999996,-1.3299999999999983,77.67999999999999,79.91,76.52,3.3900000000000006,1.2099999999999937,114545,168976,83361,85615,26214
2018-02-11,78.942,80.42,78.0,2.4200000000000017,1.5300000000000011,79.984,80.45,79.34,1.1099999999999994,0.8299999999999983,77.864,78.91,76.69,2.219999999999999,2.219999999999999,79.33,79.94,78.38,1.5600000000000023,0.28000000000000114,78187,94538,59387,35151,-7870
2018-02-18,80.2275,81.51,78.68,2.8299999999999983,2.3699999999999903,81.41,82.55,80.19,2.3599999999999994,1.0100000000000051,79.2125,80.05,77.75,2.299999999999997,2.299999999999997,80.53,81.33,79.34,1.9899999999999949,1.6199999999999903,93737,115041,57992,57049,-44930
2018-02-25,81.156,83.26,79.7,3.5600000000000023,-1.6599999999999966,82.602,83.52,81.43,2.089999999999989,-0.9900000000000091,79.728,81.37,78.18,3.1899999999999977,-2.530000000000001,81.304,82.86,79.92,2.9399999999999977,-0.9099999999999966,96394,127203,70368,56835,-22585
2018-03-04,82.54,82.97,81.59,1.3799999999999955,0.8900000000000006,83.24,83.83,82.48,1.3499999999999943,-0.75,81.384,82.42,80.83,1.5900000000000034,0.21000000000000796,82.476,83.54,81.83,1.710000000000008,-0.4199999999999875,95745,101452,87721,13731,12039
2018-03-11,80.624,82.05,79.53,2.519999999999996,-2.519999999999996,81.382,82.36,80.52,1.8400000000000034,-1.8400000000000034,79.42,80.2,78.98,1.2199999999999989,-0.6299999999999955,80.126,80.68,79.52,1.1600000000000108,-0.18000000000000682,115521,213029,56807,156222,73147
2018-03-18,79.498,80.15,78.67,1.480000000000004,-1.480000000000004,80.384,81.46,79.03,2.4299999999999926,-1.3499999999999943,78.274,79.36,76.32,3.0400000000000063,-2.220000000000013,78.856,80.47,76.39,4.079999999999998,-3.1400000000000006,101376,142942,58680,84262,80151
