Date,Guggenheim Invest S&P 500 Equal Weight Consumer St_Open_average,Guggenheim Invest S&P 500 Equal Weight Consumer St_Open_max,Guggenheim Invest S&P 500 Equal Weight Consumer St_Open_min,Guggenheim Invest S&P 500 Equal Weight Consumer St_Open_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer St_Open_change,Guggenheim Invest S&P 500 Equal Weight Consumer St_High_average,Guggenheim Invest S&P 500 Equal Weight Consumer St_High_max,Guggenheim Invest S&P 500 Equal Weight Consumer St_High_min,Guggenheim Invest S&P 500 Equal Weight Consumer St_High_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer St_High_change,Guggenheim Invest S&P 500 Equal Weight Consumer St_Low_average,Guggenheim Invest S&P 500 Equal Weight Consumer St_Low_max,Guggenheim Invest S&P 500 Equal Weight Consumer St_Low_min,Guggenheim Invest S&P 500 Equal Weight Consumer St_Low_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer St_Low_change,Guggenheim Invest S&P 500 Equal Weight Consumer St_Close_average,Guggenheim Invest S&P 500 Equal Weight Consumer St_Close_max,Guggenheim Invest S&P 500 Equal Weight Consumer St_Close_min,Guggenheim Invest S&P 500 Equal Weight Consumer St_Close_volatility,Guggenheim Invest S&P 500 Equal Weight Consumer St_Close_change
2018-03-25,126.12,126.12,126.12,0.0,0.0,126.12,126.12,126.12,0.0,0.0,122.79,122.79,122.79,0.0,0.0,123.23,123.23,123.23,0.0,0.0
2018-04-01,126.12,126.12,126.12,0.0,0.0,126.78,126.78,126.78,0.0,0.0,125.3,125.3,125.3,0.0,0.0,126.78,126.78,126.78,0.0,0.0
2018-04-08,125.91,125.91,125.91,0.0,0.0,127.65,127.65,127.65,0.0,0.0,125.82,125.82,125.82,0.0,0.0,127.05,127.05,127.05,0.0,0.0
2018-04-15,121.79,121.79,121.79,0.0,0.0,122.3,122.3,122.3,0.0,0.0,121.76,121.76,121.76,0.0,0.0,122.28,122.28,122.28,0.0,0.0
2018-04-22,124.42,124.42,124.42,0.0,0.0,124.58,124.58,124.58,0.0,0.0,122.71,122.71,122.71,0.0,0.0,122.85,122.85,122.85,0.0,0.0
2018-04-29,120.71,120.71,120.71,0.0,0.0,120.75,120.75,120.75,0.0,0.0,120.04,120.04,120.04,0.0,0.0,120.1,120.1,120.1,0.0,0.0
2018-05-06,120.44,120.44,120.44,0.0,0.0,120.63,120.63,120.63,0.0,0.0,120.15,120.15,120.15,0.0,0.0,120.21,120.21,120.21,0.0,0.0
2018-05-13,119.88,119.88,119.88,0.0,0.0,120.4,120.4,120.4,0.0,0.0,119.69,119.69,119.69,0.0,0.0,119.85,119.85,119.85,0.0,0.0
2018-05-20,120.06,120.06,120.06,0.0,0.0,121.37,121.37,121.37,0.0,0.0,120.06,120.06,120.06,0.0,0.0,120.61,120.61,120.61,0.0,0.0
2018-05-27,119.54,119.54,119.54,0.0,0.0,120.58,120.58,120.58,0.0,0.0,119.54,119.54,119.54,0.0,0.0,120.52,120.52,120.52,0.0,0.0
2018-06-03,122.07,122.07,122.07,0.0,0.0,123.6,123.6,123.6,0.0,0.0,122.07,122.07,122.07,0.0,0.0,123.32,123.32,123.32,0.0,0.0
2018-06-10,124.1,124.1,124.1,0.0,0.0,124.1,124.1,124.1,0.0,0.0,122.59,122.59,122.59,0.0,0.0,123.04,123.04,123.04,0.0,0.0
2018-06-17,124.8,124.8,124.8,0.0,0.0,126.21,126.21,126.21,0.0,0.0,124.8,124.8,124.8,0.0,0.0,126.01,126.01,126.01,0.0,0.0
2018-06-24,124.49,124.49,124.49,0.0,0.0,124.76,124.76,124.76,0.0,0.0,123.35,123.35,123.35,0.0,0.0,123.9,123.9,123.9,0.0,0.0
2018-07-01,127.06,127.06,127.06,0.0,0.0,127.29,127.29,127.29,0.0,0.0,126.45,126.45,126.45,0.0,0.0,126.5,126.5,126.5,0.0,0.0
2018-07-08,127.4,127.4,127.4,0.0,0.0,127.4,127.4,127.4,0.0,0.0,126.41,126.41,126.41,0.0,0.0,126.65,126.65,126.65,0.0,0.0
2018-07-15,126.38,126.38,126.38,0.0,0.0,126.78,126.78,126.78,0.0,0.0,125.6,125.6,125.6,0.0,0.0,126.05,126.05,126.05,0.0,0.0
2018-07-22,126.92,126.92,126.92,0.0,0.0,127.61,127.61,127.61,0.0,0.0,126.92,126.92,126.92,0.0,0.0,127.31,127.31,127.31,0.0,0.0
2018-07-29,130.61,130.61,130.61,0.0,0.0,130.97,130.97,130.97,0.0,0.0,130.32,130.32,130.32,0.0,0.0,130.35,130.35,130.35,0.0,0.0
2018-08-05,127.77,127.77,127.77,0.0,0.0,127.98,127.98,127.98,0.0,0.0,127.05,127.05,127.05,0.0,0.0,127.68,127.68,127.68,0.0,0.0
2018-08-12,132.35,132.35,132.35,0.0,0.0,132.8,132.8,132.8,0.0,0.0,132.18,132.18,132.18,0.0,0.0,132.38,132.38,132.38,0.0,0.0
2018-08-19,130.36,130.36,130.36,0.0,0.0,130.36,130.36,130.36,0.0,0.0,129.3,129.3,129.3,0.0,0.0,129.74,129.74,129.74,0.0,0.0
2018-08-26,129.29,129.29,129.29,0.0,0.0,129.74,129.74,129.74,0.0,0.0,129.02,129.02,129.02,0.0,0.0,129.64,129.64,129.64,0.0,0.0
2018-09-02,131.79,131.79,131.79,0.0,0.0,132.4,132.4,132.4,0.0,0.0,131.6,131.6,131.6,0.0,0.0,131.6,131.6,131.6,0.0,0.0
2018-09-09,131.52,131.52,131.52,0.0,0.0,132.04,132.04,132.04,0.0,0.0,131.32,131.32,131.32,0.0,0.0,131.92,131.92,131.92,0.0,0.0
2018-09-16,131.22,131.22,131.22,0.0,0.0,131.31,131.31,131.31,0.0,0.0,129.71,129.71,129.71,0.0,0.0,129.87,129.87,129.87,0.0,0.0
2018-09-23,128.52,128.52,128.52,0.0,0.0,128.58,128.58,128.58,0.0,0.0,127.95,127.95,127.95,0.0,0.0,128.06,128.06,128.06,0.0,0.0
2018-09-30,127.88,127.88,127.88,0.0,0.0,129.74,129.74,129.74,0.0,0.0,127.88,127.88,127.88,0.0,0.0,129.63,129.63,129.63,0.0,0.0
2018-10-07,124.39,124.39,124.39,0.0,0.0,126.55,126.55,126.55,0.0,0.0,124.39,124.39,124.39,0.0,0.0,125.84,125.84,125.84,0.0,0.0
2018-10-14,128.85,128.85,128.85,0.0,0.0,129.17,129.17,129.17,0.0,0.0,127.58,127.58,127.58,0.0,0.0,127.83,127.83,127.83,0.0,0.0
2018-10-21,126.2,126.2,126.2,0.0,0.0,127.74,127.74,127.74,0.0,0.0,125.48,125.48,125.48,0.0,0.0,126.66,126.66,126.66,0.0,0.0
2018-10-28,129.07,129.07,129.07,0.0,0.0,130.39,130.39,130.39,0.0,0.0,128.87,128.87,128.87,0.0,0.0,130.22,130.22,130.22,0.0,0.0
2018-11-04,131.41,131.41,131.41,0.0,0.0,132.42,132.42,132.42,0.0,0.0,131.19,131.19,131.19,0.0,0.0,131.38,131.38,131.38,0.0,0.0
2018-11-11,130.24,130.24,130.24,0.0,0.0,131.01,131.01,131.01,0.0,0.0,129.49,129.49,129.49,0.0,0.0,129.87,129.87,129.87,0.0,0.0
2018-11-18,128.31,128.31,128.31,0.0,0.0,128.76,128.76,128.76,0.0,0.0,127.57,127.57,127.57,0.0,0.0,127.95,127.95,127.95,0.0,0.0
2018-11-25,130.08,130.08,130.08,0.0,0.0,130.54,130.54,130.54,0.0,0.0,129.42,129.42,129.42,0.0,0.0,130.54,130.54,130.54,0.0,0.0
2018-12-02,126.28,126.28,126.28,0.0,0.0,126.38,126.38,126.38,0.0,0.0,123.91,123.91,123.91,0.0,0.0,125.9,125.9,125.9,0.0,0.0
2018-12-09,125.33,125.33,125.33,0.0,0.0,125.38,125.38,125.38,0.0,0.0,121.82,121.82,121.82,0.0,0.0,122.29,122.29,122.29,0.0,0.0
2018-12-16,115.4,115.4,115.4,0.0,0.0,115.4,115.4,115.4,0.0,0.0,112.17,112.17,112.17,0.0,0.0,112.22,112.22,112.22,0.0,0.0
2018-12-23,116.31,116.31,116.31,0.0,0.0,116.48,116.48,116.48,0.0,0.0,115.29,115.29,115.29,0.0,0.0,116.48,116.48,116.48,0.0,0.0
2018-12-30,117.7,117.7,117.7,0.0,0.0,118.99,118.99,118.99,0.0,0.0,116.93,116.93,116.93,0.0,0.0,118.15,118.15,118.15,0.0,0.0
2019-01-06,119.36,119.36,119.36,0.0,0.0,119.68,119.68,119.68,0.0,0.0,119.05,119.05,119.05,0.0,0.0,119.21,119.21,119.21,0.0,0.0
2019-01-13,121.25,121.25,121.25,0.0,0.0,122.41,122.41,122.41,0.0,0.0,121.25,121.25,121.25,0.0,0.0,122.07,122.07,122.07,0.0,0.0
2019-01-20,118.81,118.81,118.81,0.0,0.0,120.11,120.11,120.11,0.0,0.0,118.76,118.76,118.76,0.0,0.0,120.11,120.11,120.11,0.0,0.0
2019-01-27,122.27,122.27,122.27,0.0,0.0,123.1,123.1,123.1,0.0,0.0,122.27,122.27,122.27,0.0,0.0,123.03,123.03,123.03,0.0,0.0
2019-02-03,124.32,124.32,124.32,0.0,0.0,124.7,124.7,124.7,0.0,0.0,124.05,124.05,124.05,0.0,0.0,124.64,124.64,124.64,0.0,0.0
2019-02-10,126.53,126.53,126.53,0.0,0.0,127.08,127.08,127.08,0.0,0.0,126.53,126.53,126.53,0.0,0.0,126.93,126.93,126.93,0.0,0.0
2019-02-17,127.0,127.0,127.0,0.0,0.0,127.0,127.0,127.0,0.0,0.0,125.4,125.4,125.4,0.0,0.0,125.59,125.59,125.59,0.0,0.0
2019-02-24,127.24,127.24,127.24,0.0,0.0,127.48,127.48,127.48,0.0,0.0,125.56,125.56,125.56,0.0,0.0,126.56,126.56,126.56,0.0,0.0
2019-03-03,125.35,125.35,125.35,0.0,0.0,126.34,126.34,126.34,0.0,0.0,125.14,125.14,125.14,0.0,0.0,126.32,126.32,126.32,0.0,0.0
2019-03-10,126.55,126.55,126.55,0.0,0.0,127.21,127.21,127.21,0.0,0.0,126.55,126.55,126.55,0.0,0.0,127.01,127.01,127.01,0.0,0.0
2019-03-17,128.07,128.07,128.07,0.0,0.0,129.13,129.13,129.13,0.0,0.0,127.98,127.98,127.98,0.0,0.0,128.89,128.89,128.89,0.0,0.0
2019-03-24,131.37,131.37,131.37,0.0,0.0,131.37,131.37,131.37,0.0,0.0,130.3,130.3,130.3,0.0,0.0,130.63,130.63,130.63,0.0,0.0
2019-03-31,129.99,129.99,129.99,0.0,0.0,130.58,130.58,130.58,0.0,0.0,129.99,129.99,129.99,0.0,0.0,130.58,130.58,130.58,0.0,0.0
2019-04-07,131.84,131.84,131.84,0.0,0.0,132.29,132.29,132.29,0.0,0.0,131.84,131.84,131.84,0.0,0.0,132.25,132.25,132.25,0.0,0.0
2019-04-14,132.61,132.61,132.61,0.0,0.0,133.26,133.26,133.26,0.0,0.0,132.54,132.54,132.54,0.0,0.0,132.87,132.87,132.87,0.0,0.0
2019-04-21,133.56,133.56,133.56,0.0,0.0,133.62,133.62,133.62,0.0,0.0,133.41,133.41,133.41,0.0,0.0,133.55,133.55,133.55,0.0,0.0
2019-04-28,132.77,132.77,132.77,0.0,0.0,134.38,134.38,134.38,0.0,0.0,132.77,132.77,132.77,0.0,0.0,134.16,134.16,134.16,0.0,0.0
2019-05-05,132.51,132.51,132.51,0.0,0.0,132.81,132.81,132.81,0.0,0.0,132.0,132.0,132.0,0.0,0.0,132.68,132.68,132.68,0.0,0.0
2019-05-12,134.78,134.78,134.78,0.0,0.0,135.39,135.39,135.39,0.0,0.0,134.49,134.49,134.49,0.0,0.0,134.5,134.5,134.5,0.0,0.0
2019-05-19,134.68,134.68,134.68,0.0,0.0,134.68,134.68,134.68,0.0,0.0,133.57,133.57,133.57,0.0,0.0,133.81,133.81,133.81,0.0,0.0
2019-05-26,128.68,128.68,128.68,0.0,0.0,130.73,130.73,130.73,0.0,0.0,128.68,128.68,128.68,0.0,0.0,130.61,130.61,130.61,0.0,0.0
2019-06-02,136.93,136.93,136.93,0.0,0.0,136.95,136.95,136.95,0.0,0.0,135.88,135.88,135.88,0.0,0.0,136.26,136.26,136.26,0.0,0.0
2019-06-09,136.84,136.84,136.84,0.0,0.0,136.84,136.84,136.84,0.0,0.0,135.62,135.62,135.62,0.0,0.0,135.85,135.85,135.85,0.0,0.0
2019-06-16,135.06,135.06,135.06,0.0,0.0,135.47,135.47,135.47,0.0,0.0,134.94,134.94,134.94,0.0,0.0,134.94,134.94,134.94,0.0,0.0
2019-06-23,134.4,134.4,134.4,0.0,0.0,134.74,134.74,134.74,0.0,0.0,133.05,133.05,133.05,0.0,0.0,133.69,133.69,133.69,0.0,0.0
2019-06-30,136.24,136.24,136.24,0.0,0.0,136.57,136.57,136.57,0.0,0.0,135.98,135.98,135.98,0.0,0.0,136.29,136.29,136.29,0.0,0.0
2019-07-07,136.37,136.37,136.37,0.0,0.0,136.69,136.69,136.69,0.0,0.0,136.22,136.22,136.22,0.0,0.0,136.49,136.49,136.49,0.0,0.0
2019-07-14,137.16,137.16,137.16,0.0,0.0,137.37,137.37,137.37,0.0,0.0,135.98,135.98,135.98,0.0,0.0,136.12,136.12,136.12,0.0,0.0
2019-07-21,137.94,137.94,137.94,0.0,0.0,138.25,138.25,138.25,0.0,0.0,137.54,137.54,137.54,0.0,0.0,138.03,138.03,138.03,0.0,0.0
2019-07-28,135.07,135.07,135.07,0.0,0.0,135.07,135.07,135.07,0.0,0.0,132.2,132.2,132.2,0.0,0.0,132.28,132.28,132.28,0.0,0.0
2019-08-04,135.31,135.31,135.31,0.0,0.0,135.31,135.31,135.31,0.0,0.0,134.59,134.59,134.59,0.0,0.0,134.81,134.81,134.81,0.0,0.0
2019-08-11,137.63,137.63,137.63,0.0,0.0,138.48,138.48,138.48,0.0,0.0,137.5,137.5,137.5,0.0,0.0,138.2,138.2,138.2,0.0,0.0
2019-08-18,136.22,136.22,136.22,0.0,0.0,136.88,136.88,136.88,0.0,0.0,135.91,135.91,135.91,0.0,0.0,136.88,136.88,136.88,0.0,0.0
2019-08-25,138.06,138.06,138.06,0.0,0.0,138.78,138.78,138.78,0.0,0.0,137.58,137.58,137.58,0.0,0.0,137.75,137.75,137.75,0.0,0.0
2019-09-01,139.9,139.9,139.9,0.0,0.0,139.9,139.9,139.9,0.0,0.0,139.32,139.32,139.32,0.0,0.0,139.8,139.8,139.8,0.0,0.0
2019-09-08,139.27,139.27,139.27,0.0,0.0,139.72,139.72,139.72,0.0,0.0,139.01,139.01,139.01,0.0,0.0,139.48,139.48,139.48,0.0,0.0
2019-09-15,138.47,138.47,138.47,0.0,0.0,138.97,138.97,138.97,0.0,0.0,138.4,138.4,138.4,0.0,0.0,138.51,138.51,138.51,0.0,0.0
2019-09-22,139.86,139.86,139.86,0.0,0.0,140.83,140.83,140.83,0.0,0.0,139.86,139.86,139.86,0.0,0.0,140.4,140.4,140.4,0.0,0.0
2019-09-29,139.25,139.25,139.25,0.0,0.0,139.66,139.66,139.66,0.0,0.0,138.61,138.61,138.61,0.0,0.0,138.81,138.81,138.81,0.0,0.0
2019-10-06,139.06,139.06,139.06,0.0,0.0,139.06,139.06,139.06,0.0,0.0,137.93,137.93,137.93,0.0,0.0,138.09,138.09,138.09,0.0,0.0
2019-10-13,138.44,138.44,138.44,0.0,0.0,139.12,139.12,139.12,0.0,0.0,138.44,138.44,138.44,0.0,0.0,139.01,139.01,139.01,0.0,0.0
2019-10-20,138.9,138.9,138.9,0.0,0.0,138.9,138.9,138.9,0.0,0.0,138.1,138.1,138.1,0.0,0.0,138.17,138.17,138.17,0.0,0.0
2019-10-27,139.41,139.41,139.41,0.0,0.0,139.41,139.41,139.41,0.0,0.0,138.43,138.43,138.43,0.0,0.0,138.64,138.64,138.64,0.0,0.0
2019-11-03,140.1,140.1,140.1,0.0,0.0,140.12,140.12,140.12,0.0,0.0,139.66,139.66,139.66,0.0,0.0,139.82,139.82,139.82,0.0,0.0
2019-11-10,141.35,141.35,141.35,0.0,0.0,142.28,142.28,142.28,0.0,0.0,141.35,141.35,141.35,0.0,0.0,141.85,141.85,141.85,0.0,0.0
2019-11-17,141.26,141.26,141.26,0.0,0.0,141.5,141.5,141.5,0.0,0.0,141.15,141.15,141.15,0.0,0.0,141.44,141.44,141.44,0.0,0.0
2019-11-24,142.45,142.45,142.45,0.0,0.0,143.05,143.05,143.05,0.0,0.0,141.85,141.85,141.85,0.0,0.0,142.92,142.92,142.92,0.0,0.0
2019-12-01,143.84,143.84,143.84,0.0,0.0,144.39,144.39,144.39,0.0,0.0,143.83,143.83,143.83,0.0,0.0,144.26,144.26,144.26,0.0,0.0
2019-12-08,143.45,143.45,143.45,0.0,0.0,144.28,144.28,144.28,0.0,0.0,143.45,143.45,143.45,0.0,0.0,143.92,143.92,143.92,0.0,0.0
2019-12-15,146.75,146.75,146.75,0.0,0.0,146.75,146.75,146.75,0.0,0.0,145.3,145.3,145.3,0.0,0.0,145.33,145.33,145.33,0.0,0.0
2019-12-22,146.06,146.06,146.06,0.0,0.0,146.08,146.08,146.08,0.0,0.0,145.48,145.48,145.48,0.0,0.0,145.53,145.53,145.53,0.0,0.0
2019-12-29,143.94,143.94,143.94,0.0,0.0,145.38,145.38,145.38,0.0,0.0,143.94,143.94,143.94,0.0,0.0,144.94,144.94,144.94,0.0,0.0
