Date,Franklin LibertyQ U.S. Mid Cap Equity_etf_Open_average,Franklin LibertyQ U.S. Mid Cap Equity_etf_Open_max,Franklin LibertyQ U.S. Mid Cap Equity_etf_Open_min,Franklin LibertyQ U.S. Mid Cap Equity_etf_Open_volatility,Franklin LibertyQ U.S. Mid Cap Equity_etf_Open_change,Franklin LibertyQ U.S. Mid Cap Equity_etf_High_average,Franklin LibertyQ U.S. Mid Cap Equity_etf_High_max,Franklin LibertyQ U.S. Mid Cap Equity_etf_High_min,Franklin LibertyQ U.S. Mid Cap Equity_etf_High_volatility,Franklin LibertyQ U.S. Mid Cap Equity_etf_High_change,Franklin LibertyQ U.S. Mid Cap Equity_etf_Low_average,Franklin LibertyQ U.S. Mid Cap Equity_etf_Low_max,Franklin LibertyQ U.S. Mid Cap Equity_etf_Low_min,Franklin LibertyQ U.S. Mid Cap Equity_etf_Low_volatility,Franklin LibertyQ U.S. Mid Cap Equity_etf_Low_change,Franklin LibertyQ U.S. Mid Cap Equity_etf_Close_average,Franklin LibertyQ U.S. Mid Cap Equity_etf_Close_max,Franklin LibertyQ U.S. Mid Cap Equity_etf_Close_min,Franklin LibertyQ U.S. Mid Cap Equity_etf_Close_volatility,Franklin LibertyQ U.S. Mid Cap Equity_etf_Close_change
2018-12-09,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2018-12-16,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2018-12-23,26.37,26.37,26.37,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2018-12-30,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2019-01-06,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-01-13,28.09,28.09,28.09,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2019-01-20,28.22,28.22,28.22,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2019-01-27,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2019-02-03,28.9,28.9,28.9,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-02-10,29.67,29.67,29.67,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-02-17,29.92,29.92,29.92,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2019-02-24,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2019-03-03,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2019-03-10,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2019-03-17,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2019-03-24,30.32,30.32,30.32,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2019-03-31,31.04,31.04,31.04,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2019-04-07,31.24,31.24,31.24,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2019-04-14,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2019-04-21,31.37,31.37,31.37,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2019-04-28,31.43,31.43,31.43,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2019-05-05,30.85,30.85,30.85,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2019-05-12,30.4,30.4,30.4,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2019-05-19,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-05-26,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2019-06-02,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2019-06-09,30.92,30.92,30.92,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2019-06-16,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2019-06-23,31.07,31.07,31.07,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2019-06-30,31.69,31.69,31.69,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-07-07,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2019-07-14,31.83,31.83,31.83,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2019-07-21,32.1,32.1,32.1,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2019-07-28,30.89,30.89,30.89,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2019-08-04,30.96,30.96,30.96,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2019-08-11,30.36,30.36,30.36,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-08-18,30.71,30.71,30.71,0.0,0.0,30.82,30.82,30.82,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-08-25,30.96,30.96,30.96,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2019-09-01,31.59,31.59,31.59,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2019-09-08,31.74,31.74,31.74,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2019-09-15,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2019-09-22,31.48,31.48,31.48,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2019-09-29,30.8,30.8,30.8,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.8,30.8,30.8,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2019-10-06,31.45,31.45,31.45,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2019-10-13,31.51,31.51,31.51,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2019-10-20,31.95,31.95,31.95,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2019-10-27,32.21,32.21,32.21,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2019-11-03,32.34,32.34,32.34,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2019-11-10,32.82,32.82,32.82,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2019-11-17,32.35,32.35,32.35,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2019-11-24,32.84,32.84,32.84,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2019-12-01,32.93,32.93,32.93,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2019-12-08,32.76,32.76,32.76,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-12-15,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2019-12-22,33.51,33.51,33.51,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2019-12-29,32.88,32.88,32.88,0.0,0.0,33.28,33.28,33.28,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.24,33.24,33.24,0.0,0.0
