Date,USAA MSCI USA Small Cap Value Momentum Blend_etf_Open_average,USAA MSCI USA Small Cap Value Momentum Blend_etf_Open_max,USAA MSCI USA Small Cap Value Momentum Blend_etf_Open_min,USAA MSCI USA Small Cap Value Momentum Blend_etf_Open_volatility,USAA MSCI USA Small Cap Value Momentum Blend_etf_Open_change,USAA MSCI USA Small Cap Value Momentum Blend_etf_High_average,USAA MSCI USA Small Cap Value Momentum Blend_etf_High_max,USAA MSCI USA Small Cap Value Momentum Blend_etf_High_min,USAA MSCI USA Small Cap Value Momentum Blend_etf_High_volatility,USAA MSCI USA Small Cap Value Momentum Blend_etf_High_change,USAA MSCI USA Small Cap Value Momentum Blend_etf_Low_average,USAA MSCI USA Small Cap Value Momentum Blend_etf_Low_max,USAA MSCI USA Small Cap Value Momentum Blend_etf_Low_min,USAA MSCI USA Small Cap Value Momentum Blend_etf_Low_volatility,USAA MSCI USA Small Cap Value Momentum Blend_etf_Low_change,USAA MSCI USA Small Cap Value Momentum Blend_etf_Close_average,USAA MSCI USA Small Cap Value Momentum Blend_etf_Close_max,USAA MSCI USA Small Cap Value Momentum Blend_etf_Close_min,USAA MSCI USA Small Cap Value Momentum Blend_etf_Close_volatility,USAA MSCI USA Small Cap Value Momentum Blend_etf_Close_change
2018-03-25,50.15,50.15,50.15,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2018-04-01,50.75,50.75,50.75,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2018-04-08,50.98,50.98,50.98,0.0,0.0,51.2,51.2,51.2,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2018-04-15,51.45,51.45,51.45,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2018-04-22,51.08,51.08,51.08,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2018-04-29,51.21,51.21,51.21,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.48,51.48,51.48,0.0,0.0
2018-05-06,52.51,52.51,52.51,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2018-05-13,53.37,53.37,53.37,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.36,53.36,53.36,0.0,0.0
2018-05-20,53.4,53.4,53.4,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2018-05-27,54.14,54.14,54.14,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2018-06-03,54.82,54.82,54.82,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2018-06-10,54.93,54.93,54.93,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2018-06-17,55.34,55.34,55.34,0.0,0.0,55.34,55.34,55.34,0.0,0.0,54.88,54.88,54.88,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2018-06-24,54.36,54.36,54.36,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2018-07-01,55.42,55.42,55.42,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2018-07-08,55.3,55.3,55.3,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2018-07-15,55.83,55.83,55.83,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.58,55.58,55.58,0.0,0.0
2018-07-22,55.68,55.68,55.68,0.0,0.0,55.68,55.68,55.68,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.74,54.74,54.74,0.0,0.0
2018-07-29,55.67,55.67,55.67,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2018-08-05,55.69,55.69,55.69,0.0,0.0,56.03,56.03,56.03,0.0,0.0,55.69,55.69,55.69,0.0,0.0,56.03,56.03,56.03,0.0,0.0
2018-08-12,55.89,55.89,55.89,0.0,0.0,56.01,56.01,56.01,0.0,0.0,55.89,55.89,55.89,0.0,0.0,56.01,56.01,56.01,0.0,0.0
2018-08-19,56.98,56.98,56.98,0.0,0.0,57.02,57.02,57.02,0.0,0.0,56.94,56.94,56.94,0.0,0.0,57.02,57.02,57.02,0.0,0.0
2018-08-26,56.86,56.86,56.86,0.0,0.0,57.0,57.0,57.0,0.0,0.0,56.86,56.86,56.86,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2018-09-02,56.3,56.3,56.3,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.01,56.01,56.01,0.0,0.0,56.15,56.15,56.15,0.0,0.0
2018-09-09,56.31,56.31,56.31,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.24,56.24,56.24,0.0,0.0,56.43,56.43,56.43,0.0,0.0
2018-09-16,56.2,56.2,56.2,0.0,0.0,56.3,56.3,56.3,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2018-09-23,55.38,55.38,55.38,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.54,55.54,55.54,0.0,0.0
2018-09-30,54.09,54.09,54.09,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2018-10-07,51.9,51.9,51.9,0.0,0.0,51.9,51.9,51.9,0.0,0.0,50.9,50.9,50.9,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2018-10-14,51.95,51.95,51.95,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2018-10-21,50.24,50.24,50.24,0.0,0.0,50.33,50.33,50.33,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2018-10-28,51.82,51.82,51.82,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2018-11-04,52.0,52.0,52.0,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2018-11-11,50.88,50.88,50.88,0.0,0.0,51.24,51.24,51.24,0.0,0.0,50.73,50.73,50.73,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2018-11-18,49.73,49.73,49.73,0.0,0.0,50.22,50.22,50.22,0.0,0.0,49.73,49.73,49.73,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2018-11-25,51.3,51.3,51.3,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2018-12-02,49.89,49.89,49.89,0.0,0.0,50.13,50.13,50.13,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2018-12-09,48.73,48.73,48.73,0.0,0.0,48.73,48.73,48.73,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2018-12-16,44.76,44.76,44.76,0.0,0.0,44.78,44.78,44.78,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2018-12-23,44.87,44.87,44.87,0.0,0.0,45.62,45.62,45.62,0.0,0.0,44.87,44.87,44.87,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2018-12-30,46.23,46.23,46.23,0.0,0.0,46.23,46.23,46.23,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2019-01-06,48.05,48.05,48.05,0.0,0.0,48.27,48.27,48.27,0.0,0.0,47.98,47.98,47.98,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2019-01-13,49.3,49.3,49.3,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2019-01-20,49.3,49.3,49.3,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2019-01-27,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.29,50.29,50.29,0.0,0.0
2019-02-03,50.26,50.26,50.26,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2019-02-10,52.02,52.02,52.02,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.78,51.78,51.78,0.0,0.0,52.22,52.22,52.22,0.0,0.0
2019-02-17,52.61,52.61,52.61,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2019-02-24,52.33,52.33,52.33,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2019-03-03,50.47,50.47,50.47,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2019-03-10,51.54,51.54,51.54,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2019-03-17,51.48,51.48,51.48,0.0,0.0,51.48,51.48,51.48,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2019-03-24,51.29,51.29,51.29,0.0,0.0,51.32,51.32,51.32,0.0,0.0,50.9,50.9,50.9,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2019-03-31,52.05,52.05,52.05,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2019-04-07,52.61,52.61,52.61,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.24,52.24,52.24,0.0,0.0
2019-04-14,51.4,51.4,51.4,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2019-04-21,51.89,51.89,51.89,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.86,51.86,51.86,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2019-04-28,52.28,52.28,52.28,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2019-05-05,51.19,51.19,51.19,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.49,51.49,51.49,0.0,0.0
2019-05-12,50.89,50.89,50.89,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2019-05-19,49.7,49.7,49.7,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2019-05-26,48.4,48.4,48.4,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2019-06-02,49.69,49.69,49.69,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2019-06-09,50.11,50.11,50.11,0.0,0.0,50.16,50.16,50.16,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-06-16,50.9,50.9,50.9,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-06-23,50.47,50.47,50.47,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.47,50.47,50.47,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2019-06-30,51.29,51.29,51.29,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2019-07-07,50.98,50.98,50.98,0.0,0.0,51.8,51.8,51.8,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2019-07-14,51.37,51.37,51.37,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2019-07-21,51.72,51.72,51.72,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.72,51.72,51.72,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2019-07-28,51.09,51.09,51.09,0.0,0.0,51.09,51.09,51.09,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2019-08-04,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2019-08-11,49.17,49.17,49.17,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2019-08-18,49.6,49.6,49.6,0.0,0.0,49.87,49.87,49.87,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.67,48.67,48.67,0.0,0.0
2019-08-25,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2019-09-01,49.92,49.92,49.92,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2019-09-08,51.3,51.3,51.3,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2019-09-15,51.08,51.08,51.08,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-09-22,50.37,50.37,50.37,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-09-29,49.26,49.26,49.26,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2019-10-06,50.3,50.3,50.3,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2019-10-13,50.94,50.94,50.94,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2019-10-20,51.33,51.33,51.33,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2019-10-27,52.1,52.1,52.1,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.11,52.11,52.11,0.0,0.0
2019-11-03,52.09,52.09,52.09,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2019-11-10,52.57,52.57,52.57,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.58,52.58,52.58,0.0,0.0
2019-11-17,52.26,52.26,52.26,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2019-11-24,53.5,53.5,53.5,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2019-12-01,53.62,53.62,53.62,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2019-12-08,53.78,53.78,53.78,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.39,53.39,53.39,0.0,0.0
2019-12-15,54.39,54.39,54.39,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2019-12-22,54.74,54.74,54.74,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.32,54.32,54.32,0.0,0.0
2019-12-29,53.68,53.68,53.68,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.98,53.98,53.98,0.0,0.0
