Date,IQ US Real Estate Small CapEtf_Open_average,IQ US Real Estate Small CapEtf_Open_max,IQ US Real Estate Small CapEtf_Open_min,IQ US Real Estate Small CapEtf_Open_volatility,IQ US Real Estate Small CapEtf_Open_change,IQ US Real Estate Small CapEtf_High_average,IQ US Real Estate Small CapEtf_High_max,IQ US Real Estate Small CapEtf_High_min,IQ US Real Estate Small CapEtf_High_volatility,IQ US Real Estate Small CapEtf_High_change,IQ US Real Estate Small CapEtf_Low_average,IQ US Real Estate Small CapEtf_Low_max,IQ US Real Estate Small CapEtf_Low_min,IQ US Real Estate Small CapEtf_Low_volatility,IQ US Real Estate Small CapEtf_Low_change,IQ US Real Estate Small CapEtf_Close_average,IQ US Real Estate Small CapEtf_Close_max,IQ US Real Estate Small CapEtf_Close_min,IQ US Real Estate Small CapEtf_Close_volatility,IQ US Real Estate Small CapEtf_Close_change
2018-03-25,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2018-04-01,23.7,23.7,23.7,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2018-04-08,23.57,23.57,23.57,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2018-04-15,23.73,23.73,23.73,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2018-04-22,24.05,24.05,24.05,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2018-04-29,24.35,24.35,24.35,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2018-05-06,25.14,25.14,25.14,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2018-05-13,24.53,24.53,24.53,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2018-05-20,25.43,25.43,25.43,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2018-05-27,25.9,25.9,25.9,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2018-06-03,26.27,26.27,26.27,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2018-06-10,26.2,26.2,26.2,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2018-06-17,26.28,26.28,26.28,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2018-06-24,26.37,26.37,26.37,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2018-07-01,27.03,27.03,27.03,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2018-07-08,26.76,26.76,26.76,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2018-07-15,26.48,26.48,26.48,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2018-07-22,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2018-07-29,26.72,26.72,26.72,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2018-08-05,26.41,26.41,26.41,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2018-08-12,26.92,26.92,26.92,0.0,0.0,27.15,27.15,27.15,0.0,0.0,26.92,26.92,26.92,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2018-08-19,27.04,27.04,27.04,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2018-08-26,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2018-09-02,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-09-09,26.58,26.58,26.58,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2018-09-16,26.11,26.11,26.11,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2018-09-23,25.8,25.8,25.8,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.8,25.8,25.8,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2018-09-30,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.94,24.94,24.94,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2018-10-07,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2018-10-14,24.54,24.54,24.54,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2018-10-21,24.2,24.2,24.2,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2018-10-28,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2018-11-04,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-11-11,24.57,24.57,24.57,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2018-11-18,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2018-11-25,24.95,24.95,24.95,0.0,0.0,25.18,25.18,25.18,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2018-12-02,25.21,25.21,25.21,0.0,0.0,25.28,25.28,25.28,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2018-12-09,24.44,24.44,24.44,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2018-12-16,22.74,22.74,22.74,0.0,0.0,23.07,23.07,23.07,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2018-12-23,21.91,21.91,21.91,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.91,21.91,21.91,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2018-12-30,22.03,22.03,22.03,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2019-01-06,23.34,23.34,23.34,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2019-01-13,23.69,23.69,23.69,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2019-01-20,23.69,23.69,23.69,0.0,0.0,24.09,24.09,24.09,0.0,0.0,23.69,23.69,23.69,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2019-01-27,24.68,24.68,24.68,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2019-02-03,25.1,25.1,25.1,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2019-02-10,25.1,25.1,25.1,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-02-17,25.07,25.07,25.07,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-02-24,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2019-03-03,24.32,24.32,24.32,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2019-03-10,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2019-03-17,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2019-03-24,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-03-31,25.24,25.24,25.24,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2019-04-07,25.25,25.25,25.25,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-04-14,24.61,24.61,24.61,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-04-21,25.06,25.06,25.06,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-04-28,25.35,25.35,25.35,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-05-05,25.0,25.0,25.0,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2019-05-12,25.39,25.39,25.39,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2019-05-19,25.24,25.24,25.24,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-05-26,24.48,24.48,24.48,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2019-06-02,24.99,24.99,24.99,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-06-09,25.3,25.3,25.3,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-06-16,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2019-06-23,24.72,24.72,24.72,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-06-30,25.09,25.09,25.09,0.0,0.0,25.18,25.18,25.18,0.0,0.0,24.79,24.79,24.79,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-07-07,25.1,25.1,25.1,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-07-14,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2019-07-21,24.86,24.86,24.86,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2019-07-28,24.73,24.73,24.73,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2019-08-04,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,24.87,24.87,24.87,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2019-08-11,24.66,24.66,24.66,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2019-08-18,24.87,24.87,24.87,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2019-08-25,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2019-09-01,25.1,25.1,25.1,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2019-09-08,25.78,25.78,25.78,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-09-15,25.84,25.84,25.84,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2019-09-22,25.72,25.72,25.72,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-09-29,25.45,25.45,25.45,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2019-10-06,25.53,25.53,25.53,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-10-13,25.81,25.81,25.81,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-10-20,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2019-10-27,26.54,26.54,26.54,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2019-11-03,25.92,25.92,25.92,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2019-11-10,26.07,26.07,26.07,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-11-17,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2019-11-24,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-12-01,26.11,26.11,26.11,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-12-08,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2019-12-15,25.8,25.8,25.8,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2019-12-22,26.0,26.0,26.0,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-12-29,25.48,25.48,25.48,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.57,25.57,25.57,0.0,0.0
