Date,KraneShares E China Commercial Paper_etf_Open_average,KraneShares E China Commercial Paper_etf_Open_max,KraneShares E China Commercial Paper_etf_Open_min,KraneShares E China Commercial Paper_etf_Open_volatility,KraneShares E China Commercial Paper_etf_Open_change,KraneShares E China Commercial Paper_etf_High_average,KraneShares E China Commercial Paper_etf_High_max,KraneShares E China Commercial Paper_etf_High_min,KraneShares E China Commercial Paper_etf_High_volatility,KraneShares E China Commercial Paper_etf_High_change,KraneShares E China Commercial Paper_etf_Low_average,KraneShares E China Commercial Paper_etf_Low_max,KraneShares E China Commercial Paper_etf_Low_min,KraneShares E China Commercial Paper_etf_Low_volatility,KraneShares E China Commercial Paper_etf_Low_change,KraneShares E China Commercial Paper_etf_Close_average,KraneShares E China Commercial Paper_etf_Close_max,KraneShares E China Commercial Paper_etf_Close_min,KraneShares E China Commercial Paper_etf_Close_volatility,KraneShares E China Commercial Paper_etf_Close_change
2018-03-25,37.19,37.19,37.19,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2018-04-01,37.06,37.06,37.06,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2018-04-08,37.42,37.42,37.42,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2018-04-15,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2018-04-22,37.16,37.16,37.16,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2018-04-29,36.93,36.93,36.93,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2018-05-06,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2018-05-13,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2018-05-20,36.8,36.8,36.8,0.0,0.0,37.04,37.04,37.04,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2018-05-27,36.87,36.87,36.87,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2018-06-03,36.91,36.91,36.91,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2018-06-10,36.66,36.66,36.66,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2018-06-17,36.29,36.29,36.29,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.05,36.05,36.05,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2018-06-24,35.37,35.37,35.37,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2018-07-01,35.1,35.1,35.1,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2018-07-08,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2018-07-15,34.64,34.64,34.64,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2018-07-22,34.42,34.42,34.42,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2018-07-29,34.2,34.2,34.2,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2018-08-05,33.99,33.99,33.99,0.0,0.0,34.37,34.37,34.37,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2018-08-12,34.06,34.06,34.06,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2018-08-19,34.25,34.25,34.25,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2018-08-26,34.27,34.27,34.27,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2018-09-02,34.27,34.27,34.27,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2018-09-09,34.12,34.12,34.12,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2018-09-16,34.0,34.0,34.0,0.0,0.0,34.14,34.14,34.14,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2018-09-23,34.2,34.2,34.2,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2018-09-30,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2018-10-07,33.57,33.57,33.57,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2018-10-14,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2018-10-21,33.75,33.75,33.75,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2018-10-28,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2018-11-04,33.77,33.77,33.77,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2018-11-11,33.91,33.91,33.91,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2018-11-18,33.55,33.55,33.55,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2018-11-25,33.75,33.75,33.75,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2018-12-02,33.91,33.91,33.91,0.0,0.0,34.14,34.14,34.14,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2018-12-09,33.9,33.9,33.9,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2018-12-16,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2018-12-23,33.49,33.49,33.49,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2018-12-30,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2019-01-06,34.08,34.08,34.08,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2019-01-13,34.03,34.03,34.03,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2019-01-20,34.25,34.25,34.25,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2019-01-27,34.55,34.55,34.55,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2019-02-03,34.4,34.4,34.4,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2019-02-10,34.2,34.2,34.2,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2019-02-17,34.68,34.68,34.68,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2019-02-24,34.72,34.72,34.72,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2019-03-03,34.4,34.4,34.4,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-03-10,34.38,34.38,34.38,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-03-17,34.47,34.47,34.47,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2019-03-24,34.22,34.22,34.22,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2019-03-31,34.38,34.38,34.38,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2019-04-07,34.34,34.34,34.34,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2019-04-14,34.32,34.32,34.32,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2019-04-21,34.03,34.03,34.03,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.92,33.92,33.92,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2019-04-28,34.18,34.18,34.18,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2019-05-05,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2019-05-12,32.82,32.82,32.82,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.82,32.82,32.82,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-05-19,33.1,33.1,33.1,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2019-05-26,33.08,33.08,33.08,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2019-06-02,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2019-06-09,33.25,33.25,33.25,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2019-06-16,33.53,33.53,33.53,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2019-06-23,33.49,33.49,33.49,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2019-06-30,33.29,33.29,33.29,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2019-07-07,33.46,33.46,33.46,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2019-07-14,33.38,33.38,33.38,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2019-07-21,33.56,33.56,33.56,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2019-07-28,33.08,33.08,33.08,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2019-08-04,31.87,31.87,31.87,0.0,0.0,32.25,32.25,32.25,0.0,0.0,31.87,31.87,31.87,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2019-08-11,32.51,32.51,32.51,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2019-08-18,32.19,32.19,32.19,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2019-08-25,31.89,31.89,31.89,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2019-09-01,31.94,31.94,31.94,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.94,31.94,31.94,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2019-09-08,32.3,32.3,32.3,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2019-09-15,32.18,32.18,32.18,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2019-09-22,31.76,31.76,31.76,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2019-09-29,31.9,31.9,31.9,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2019-10-06,32.15,32.15,32.15,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2019-10-13,32.12,32.12,32.12,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2019-10-20,32.02,32.02,32.02,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2019-10-27,32.31,32.31,32.31,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2019-11-03,32.5,32.5,32.5,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2019-11-10,32.5,32.5,32.5,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2019-11-17,32.27,32.27,32.27,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-11-24,32.58,32.58,32.58,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-12-01,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-12-08,32.75,32.75,32.75,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2019-12-15,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-12-22,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-12-29,32.75,32.75,32.75,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.68,32.68,32.68,0.0,0.0
