Date,PowerShares S&P 500 High Div Low Vol_etf_Open_average,PowerShares S&P 500 High Div Low Vol_etf_Open_max,PowerShares S&P 500 High Div Low Vol_etf_Open_min,PowerShares S&P 500 High Div Low Vol_etf_Open_volatility,PowerShares S&P 500 High Div Low Vol_etf_Open_change,PowerShares S&P 500 High Div Low Vol_etf_High_average,PowerShares S&P 500 High Div Low Vol_etf_High_max,PowerShares S&P 500 High Div Low Vol_etf_High_min,PowerShares S&P 500 High Div Low Vol_etf_High_volatility,PowerShares S&P 500 High Div Low Vol_etf_High_change,PowerShares S&P 500 High Div Low Vol_etf_Low_average,PowerShares S&P 500 High Div Low Vol_etf_Low_max,PowerShares S&P 500 High Div Low Vol_etf_Low_min,PowerShares S&P 500 High Div Low Vol_etf_Low_volatility,PowerShares S&P 500 High Div Low Vol_etf_Low_change,PowerShares S&P 500 High Div Low Vol_etf_Close_average,PowerShares S&P 500 High Div Low Vol_etf_Close_max,PowerShares S&P 500 High Div Low Vol_etf_Close_min,PowerShares S&P 500 High Div Low Vol_etf_Close_volatility,PowerShares S&P 500 High Div Low Vol_etf_Close_change
2018-01-14,42.32,42.32,42.32,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2018-01-21,42.93,42.93,42.93,0.0,0.0,43.25,43.25,43.25,0.0,0.0,42.89,42.89,42.89,0.0,0.0,43.25,43.25,43.25,0.0,0.0
2018-01-28,41.83,41.83,41.83,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2018-02-04,39.37,39.37,39.37,0.0,0.0,39.97,39.97,39.97,0.0,0.0,38.66,38.66,38.66,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2018-02-11,40.57,40.57,40.57,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2018-02-18,39.81,39.81,39.81,0.0,0.0,40.28,40.28,40.28,0.0,0.0,39.77,39.77,39.77,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2018-02-25,39.16,39.16,39.16,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2018-03-04,40.03,40.03,40.03,0.0,0.0,40.25,40.25,40.25,0.0,0.0,39.89,39.89,39.89,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2018-03-11,40.01,40.01,40.01,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2018-03-18,38.92,38.92,38.92,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2018-03-25,39.3,39.3,39.3,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2018-04-01,39.63,39.63,39.63,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2018-04-08,39.57,39.57,39.57,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2018-04-15,39.73,39.73,39.73,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.33,39.33,39.33,0.0,0.0
2018-04-22,39.52,39.52,39.52,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2018-04-29,39.27,39.27,39.27,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2018-05-06,40.18,40.18,40.18,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2018-05-13,39.8,39.8,39.8,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.72,39.72,39.72,0.0,0.0
2018-05-20,40.11,40.11,40.11,0.0,0.0,40.15,40.15,40.15,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2018-05-27,40.35,40.35,40.35,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2018-06-03,40.6,40.6,40.6,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2018-06-10,40.63,40.63,40.63,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2018-06-17,40.66,40.66,40.66,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.82,40.82,40.82,0.0,0.0
2018-06-24,41.05,41.05,41.05,0.0,0.0,41.27,41.27,41.27,0.0,0.0,40.93,40.93,40.93,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2018-07-01,41.38,41.38,41.38,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2018-07-08,41.55,41.55,41.55,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2018-07-15,41.27,41.27,41.27,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2018-07-22,41.42,41.42,41.42,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.16,41.16,41.16,0.0,0.0
2018-07-29,41.54,41.54,41.54,0.0,0.0,42.01,42.01,42.01,0.0,0.0,41.54,41.54,41.54,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2018-08-05,41.62,41.62,41.62,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2018-08-12,41.97,41.97,41.97,0.0,0.0,42.38,42.38,42.38,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2018-08-19,41.82,41.82,41.82,0.0,0.0,41.89,41.89,41.89,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2018-08-26,41.74,41.74,41.74,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2018-09-02,41.93,41.93,41.93,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2018-09-09,42.08,42.08,42.08,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.79,41.79,41.79,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2018-09-16,42.34,42.34,42.34,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2018-09-23,41.14,41.14,41.14,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2018-09-30,41.5,41.5,41.5,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2018-10-07,40.26,40.26,40.26,0.0,0.0,40.35,40.35,40.35,0.0,0.0,39.67,39.67,39.67,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2018-10-14,40.57,40.57,40.57,0.0,0.0,41.03,41.03,41.03,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2018-10-21,40.0,40.0,40.0,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2018-10-28,40.65,40.65,40.65,0.0,0.0,40.7,40.7,40.7,0.0,0.0,39.93,39.93,39.93,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2018-11-04,41.43,41.43,41.43,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2018-11-11,40.91,40.91,40.91,0.0,0.0,41.27,41.27,41.27,0.0,0.0,40.91,40.91,40.91,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2018-11-18,40.28,40.28,40.28,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2018-11-25,41.12,41.12,41.12,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2018-12-02,40.97,40.97,40.97,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.64,40.64,40.64,0.0,0.0
2018-12-09,40.31,40.31,40.31,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2018-12-16,38.4,38.4,38.4,0.0,0.0,39.21,39.21,39.21,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2018-12-23,38.24,38.24,38.24,0.0,0.0,38.43,38.43,38.43,0.0,0.0,37.86,37.86,37.86,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2018-12-30,38.2,38.2,38.2,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2019-01-06,39.59,39.59,39.59,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2019-01-13,40.31,40.31,40.31,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2019-01-20,40.44,40.44,40.44,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2019-01-27,41.48,41.48,41.48,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2019-02-03,41.08,41.08,41.08,0.0,0.0,41.23,41.23,41.23,0.0,0.0,40.78,40.78,40.78,0.0,0.0,41.23,41.23,41.23,0.0,0.0
2019-02-10,41.81,41.81,41.81,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.81,41.81,41.81,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2019-02-17,42.14,42.14,42.14,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2019-02-24,42.18,42.18,42.18,0.0,0.0,42.22,42.22,42.22,0.0,0.0,41.76,41.76,41.76,0.0,0.0,42.18,42.18,42.18,0.0,0.0
2019-03-03,41.42,41.42,41.42,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2019-03-10,42.5,42.5,42.5,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2019-03-17,42.4,42.4,42.4,0.0,0.0,42.47,42.47,42.47,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2019-03-24,42.57,42.57,42.57,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2019-03-31,42.89,42.89,42.89,0.0,0.0,43.2,43.2,43.2,0.0,0.0,42.78,42.78,42.78,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2019-04-07,43.22,43.22,43.22,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.31,43.31,43.31,0.0,0.0
2019-04-14,42.79,42.79,42.79,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2019-04-21,42.32,42.32,42.32,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2019-04-28,42.43,42.43,42.43,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2019-05-05,41.62,41.62,41.62,0.0,0.0,42.19,42.19,42.19,0.0,0.0,41.35,41.35,41.35,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2019-05-12,41.91,41.91,41.91,0.0,0.0,42.27,42.27,42.27,0.0,0.0,41.85,41.85,41.85,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2019-05-19,41.71,41.71,41.71,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2019-05-26,40.03,40.03,40.03,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2019-06-02,41.54,41.54,41.54,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2019-06-09,41.89,41.89,41.89,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.92,41.92,41.92,0.0,0.0
2019-06-16,42.53,42.53,42.53,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2019-06-23,41.85,41.85,41.85,0.0,0.0,42.11,42.11,42.11,0.0,0.0,41.85,41.85,41.85,0.0,0.0,42.11,42.11,42.11,0.0,0.0
2019-06-30,42.6,42.6,42.6,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2019-07-07,42.49,42.49,42.49,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2019-07-14,42.47,42.47,42.47,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2019-07-21,42.26,42.26,42.26,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2019-07-28,41.68,41.68,41.68,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2019-08-04,41.08,41.08,41.08,0.0,0.0,41.15,41.15,41.15,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2019-08-11,40.1,40.1,40.1,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2019-08-18,40.58,40.58,40.58,0.0,0.0,40.71,40.71,40.71,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2019-08-25,40.55,40.55,40.55,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.51,40.51,40.51,0.0,0.0
