Date,Global X Longevity Thematic_Open_average,Global X Longevity Thematic_Open_max,Global X Longevity Thematic_Open_min,Global X Longevity Thematic_Open_volatility,Global X Longevity Thematic_Open_change,Global X Longevity Thematic_High_average,Global X Longevity Thematic_High_max,Global X Longevity Thematic_High_min,Global X Longevity Thematic_High_volatility,Global X Longevity Thematic_High_change,Global X Longevity Thematic_Low_average,Global X Longevity Thematic_Low_max,Global X Longevity Thematic_Low_min,Global X Longevity Thematic_Low_volatility,Global X Longevity Thematic_Low_change,Global X Longevity Thematic_Close_average,Global X Longevity Thematic_Close_max,Global X Longevity Thematic_Close_min,Global X Longevity Thematic_Close_volatility,Global X Longevity Thematic_Close_change
2018-01-14,20.44,20.44,20.44,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.54,20.54,20.54,0.0,0.0
2018-01-21,21.35,21.35,21.35,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2018-01-28,20.35,20.35,20.35,0.0,0.0,20.35,20.35,20.35,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2018-02-04,19.64,19.64,19.64,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2018-02-11,20.32,20.32,20.32,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2018-02-18,20.48,20.48,20.48,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2018-02-25,20.07,20.07,20.07,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2018-03-04,20.65,20.65,20.65,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2018-03-11,20.51,20.51,20.51,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2018-03-18,19.91,19.91,19.91,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2018-03-25,19.29,19.29,19.29,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2018-04-01,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.58,19.58,19.58,0.0,0.0
2018-04-08,19.82,19.82,19.82,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2018-04-15,19.4,19.4,19.4,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2018-04-22,19.66,19.66,19.66,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2018-04-29,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2018-05-06,20.07,20.07,20.07,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2018-05-13,20.42,20.42,20.42,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2018-05-20,20.24,20.24,20.24,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2018-05-27,20.73,20.73,20.73,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2018-06-03,20.72,20.72,20.72,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.88,20.88,20.88,0.0,0.0
2018-06-10,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2018-06-17,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2018-06-24,20.72,20.72,20.72,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2018-07-01,21.55,21.55,21.55,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2018-07-08,21.52,21.52,21.52,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2018-07-15,21.62,21.62,21.62,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2018-07-22,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2018-07-29,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2018-08-05,21.03,21.03,21.03,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2018-08-12,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2018-08-19,22.01,22.01,22.01,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2018-08-26,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2018-09-02,21.87,21.87,21.87,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.87,21.87,21.87,0.0,0.0
2018-09-09,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2018-09-16,22.25,22.25,22.25,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2018-09-23,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2018-09-30,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2018-10-07,20.55,20.55,20.55,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2018-10-14,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.53,20.53,20.53,0.0,0.0
