Date,MDR_stock_Open_average,MDR_stock_Open_max,MDR_stock_Open_min,MDR_stock_Open_volatility,MDR_stock_Open_change,MDR_stock_High_average,MDR_stock_High_max,MDR_stock_High_min,MDR_stock_High_volatility,MDR_stock_High_change,MDR_stock_Low_average,MDR_stock_Low_max,MDR_stock_Low_min,MDR_stock_Low_volatility,MDR_stock_Low_change,MDR_stock_Close_average,MDR_stock_Close_max,MDR_stock_Close_min,MDR_stock_Close_volatility,MDR_stock_Close_change,MDR_stock_Volume_average,MDR_stock_Volume_max,MDR_stock_Volume_min,MDR_stock_Volume_volatility,MDR_stock_Volume_change
2018-01-14,23.46,23.76,23.25,0.5100000000000016,-0.14999999999999858,23.7,23.82,23.58,0.240000000000002,-0.17999999999999972,23.16375,23.25,23.01,0.23999999999999844,0.14999999999999858,23.46,23.52,23.4,0.120000000000001,0.08999999999999986,1544947,1695590,1312800,382790,117600
2018-01-21,25.266000000000002,27.21,23.52,3.6900000000000013,3.3599999999999994,25.83,27.21,23.91,3.3000000000000007,3.09,24.654,25.92,23.49,2.4300000000000033,2.34,25.416,26.94,23.58,3.360000000000003,2.1000000000000014,3955476,9748670,1059780,8688890,1176090
2018-01-28,26.022,26.34,25.77,0.5700000000000003,-0.05999999999999872,26.496,27.06,25.89,1.1699999999999982,-1.1699999999999982,25.548,26.025,24.525,1.5,-1.2750000000000021,25.908,26.34,24.75,1.5899999999999999,-1.4100000000000001,3858332,6511090,1207970,5303120,-2821670
2018-02-04,23.856,24.39,23.19,1.1999999999999993,-1.1999999999999993,24.432,25.17,23.34,1.8300000000000018,-1.8300000000000018,23.142,23.97,22.17,1.7999999999999972,-1.4699999999999989,23.49,24.39,22.26,2.129999999999999,-1.4399999999999977,2554264,3416480,1848500,1567980,434290
2018-02-11,22.919999999999998,23.43,22.41,1.0199999999999996,0.870000000000001,23.505,24.03,23.25,0.7800000000000011,0.7800000000000011,22.671,23.37,22.41,0.9600000000000009,0.9600000000000009,23.22,23.55,22.71,0.8399999999999999,0.5100000000000016,1336434,1388560,1171350,217210,-3540
2018-02-18,22.7025,23.52,22.32,1.1999999999999993,-1.1099999999999994,23.2875,24.18,22.65,1.5300000000000011,-1.5,22.353749999999998,23.37,21.9,1.4700000000000024,-1.1850000000000023,22.665,23.67,22.02,1.6500000000000021,-0.990000000000002,2438375,3696600,1842580,1854020,249620
2018-02-25,22.35,22.92,21.51,1.4100000000000001,-1.259999999999998,22.698,23.31,22.17,1.139999999999997,-0.6600000000000001,21.834,22.32,21.03,1.2899999999999991,-1.2899999999999991,22.242,22.86,21.72,1.1400000000000006,-0.7199999999999989,1670614,2234850,1406430,828420,183760
2018-03-04,22.53,22.83,21.96,0.8699999999999974,0.8699999999999974,22.947,23.4,22.68,0.7199999999999989,0.7199999999999989,22.248,22.56,21.96,0.5999999999999979,0.5700000000000003,22.776,23.22,22.53,0.6899999999999977,0.6899999999999977,1301240,2082290,986810,1095480,205710
2018-03-11,23.07,23.28,22.59,0.6900000000000013,-0.629999999999999,23.373,23.58,22.65,0.9299999999999997,-0.870000000000001,22.461,22.86,21.72,1.1400000000000006,-1.1400000000000006,22.794,23.31,21.93,1.379999999999999,-1.2300000000000004,2032466,3121700,829410,2292290,2034490
2018-03-18,21.21,21.78,20.7,1.0800000000000018,-1.0800000000000018,21.522,21.9,20.88,1.0199999999999996,-0.9000000000000021,20.613,20.955,20.07,0.884999999999998,-0.884999999999998,20.898,21.75,20.07,1.6799999999999997,-1.1400000000000006,1730786,2057470,1335640,721830,190240
2018-03-25,19.41,20.4,17.97,2.4299999999999997,-2.4299999999999997,19.67675,20.717,18.39,2.326999999999998,-2.16,18.3075,19.41,17.25,2.16,-2.16,18.825,20.28,17.88,2.400000000000002,-2.0100000000000016,3448162,5036020,1966550,3069470,2375120
2018-04-01,17.724,18.24,17.28,0.9599999999999973,-0.5399999999999991,18.21,18.48,17.97,0.5100000000000016,-0.240000000000002,16.926000000000002,17.4,16.14,1.259999999999998,-0.8550000000000004,17.472,18.18,16.83,1.3500000000000014,-0.360000000000003,5439070,7871050,3429670,4441380,4063010
2018-04-08,18.018,19.2,16.89,2.3099999999999987,2.3099999999999987,18.786,20.34,17.25,3.09,1.9800000000000004,17.565,18.75,16.68,2.0700000000000003,0.8850000000000016,18.144,19.2,16.8,2.3999999999999986,1.6799999999999997,4733518,7790870,3053210,4737660,2435800
2018-04-15,18.744,19.17,18.3,0.870000000000001,-0.21000000000000085,19.179,19.575,18.63,0.9450000000000003,-0.5100000000000016,18.33,18.63,18.0,0.629999999999999,-0.3000000000000007,18.642,18.96,18.15,0.8100000000000023,-0.6900000000000013,4997164,12798020,1684310,11113710,-942910
2018-04-22,20.574,21.72,19.89,1.8299999999999983,0.21000000000000085,21.441,22.29,20.97,1.3200000000000003,0.19500000000000028,20.118,21.09,19.74,1.3500000000000014,0.45000000000000284,20.916,21.36,20.37,0.9899999999999984,-0.3299999999999983,14263358,23878680,8232290,15646390,-15646390
2018-04-29,19.914,20.55,19.59,0.9600000000000009,-0.9600000000000009,20.391000000000002,20.67,19.89,0.7800000000000011,-0.375,19.524,19.8,19.14,0.6600000000000001,-0.33000000000000185,19.908,20.28,19.71,0.5700000000000003,0.17999999999999972,9065068,17457940,5678800,11779140,1857390
2018-05-06,20.238,20.67,19.8,0.870000000000001,0.6300000000000026,21.074,22.02,20.55,1.4699999999999989,1.3200000000000003,19.932000000000002,20.67,19.41,1.2600000000000016,0.75,20.608,22.01,19.92,2.09,2.0600000000000023,12013222,27700330,4832410,22867920,4099720
2018-05-13,22.016,22.48,21.38,1.1000000000000014,0.5100000000000016,22.574,22.87,22.16,0.7100000000000009,0.10000000000000142,21.61,22.08,21.055,1.0249999999999986,0.2099999999999973,22.176,22.8,21.17,1.629999999999999,0.6000000000000014,6141824,8302410,4310120,3992290,-3585540
2018-05-20,22.238,23.03,21.56,1.4700000000000024,-1.4700000000000024,22.47,23.36,21.63,1.7300000000000004,-1.7300000000000004,21.805,22.285,21.01,1.2749999999999986,-1.2699999999999996,22.05,22.54,21.57,0.9699999999999989,-0.9699999999999989,2865762,3673500,1764640,1908860,-1035680
2018-05-27,21.7625,22.04,21.26,0.7799999999999976,0.5899999999999999,22.07125,22.315,21.88,0.4350000000000023,0.07000000000000028,21.565,21.8,21.26,0.5399999999999991,0.29999999999999716,21.877499999999998,22.22,21.66,0.5599999999999987,0.23999999999999844,2863080,3695890,2146570,1549320,-1549320
2018-06-03,21.404,22.0,21.0,1.0,-1.0,21.583000000000002,22.14,21.23,0.9100000000000001,-0.9100000000000001,20.849,21.085,20.43,0.6550000000000011,-0.6550000000000011,21.18,21.37,20.9,0.4700000000000024,-0.39000000000000057,2936304,4390760,2350720,2040040,1891320
2018-06-10,20.696,20.84,20.4,0.4400000000000013,-0.16999999999999815,20.858,20.98,20.69,0.28999999999999915,-0.2799999999999976,20.374000000000002,20.51,20.1,0.41000000000000014,-0.41000000000000014,20.622,20.87,20.31,0.5600000000000023,-0.40000000000000213,3474922,6264150,2446790,3817360,3723890
2018-06-17,20.486,21.05,20.15,0.9000000000000021,0.9000000000000021,20.706,21.09,20.41,0.6799999999999997,0.48999999999999844,20.299,20.78,19.915,0.865000000000002,0.6799999999999997,20.562,20.94,20.31,0.6300000000000026,0.370000000000001,2639744,3649620,2124570,1525050,1247360
2018-06-24,20.362,20.84,19.8,1.0399999999999991,-1.0399999999999991,20.604,21.02,20.22,0.8000000000000007,-0.6600000000000001,19.966,20.21,19.65,0.5600000000000023,-0.5200000000000031,20.08,20.4,19.65,0.75,-0.7000000000000028,2487556,2952040,1665000,1287040,511010
2018-07-01,18.63,19.47,17.4,2.0700000000000003,-2.0700000000000003,18.845,19.49,18.08,1.4100000000000001,-1.4100000000000001,17.975,18.885,17.34,1.5450000000000017,-1.5450000000000017,18.1625,18.95,17.53,1.4199999999999982,-1.0700000000000003,3565972,5104730,1857890,3246840,749950
2018-07-08,18.396,18.71,18.1,0.6099999999999994,0.16999999999999815,18.64,19.04,18.32,0.7199999999999989,-0.33999999999999986,18.165,18.6,17.92,0.6799999999999997,0.11999999999999744,18.41,18.83,18.11,0.7199999999999989,-0.5399999999999991,2119558,3339310,1430090,1909220,-1697010
2018-07-15,17.826,18.04,17.65,0.39000000000000057,-0.10999999999999943,18.018,18.14,17.95,0.19000000000000128,-0.010000000000001563,17.595,17.73,17.425,0.3049999999999997,0.2049999999999983,17.812,18.03,17.63,0.40000000000000213,-0.08999999999999986,1676704,2035350,1340100,695250,-302630
2018-07-22,17.856,18.04,17.57,0.46999999999999886,0.39000000000000057,18.062,18.23,17.86,0.370000000000001,0.129999999999999,17.69,17.87,17.31,0.5600000000000023,0.40000000000000213,17.864,17.99,17.66,0.3299999999999983,0.129999999999999,1765288,2102920,1476830,626090,252270
2018-07-29,18.842,20.37,17.98,2.3900000000000006,2.3900000000000006,19.621,20.62,18.135,2.4849999999999994,2.3349999999999973,18.5408,19.59,17.72,1.870000000000001,1.7299999999999969,19.296,20.48,18.01,2.469999999999999,1.6700000000000017,3784096,6928210,2619320,4308890,-344110
2018-08-05,20.2,20.49,19.84,0.6499999999999986,0.28999999999999915,20.471,20.625,20.04,0.5850000000000009,0.4499999999999993,20.016,20.32,19.77,0.5500000000000007,0.129999999999999,20.3,20.51,19.88,0.6300000000000026,0.4299999999999997,1735132,2576760,1235160,1341600,-322330
2018-08-12,19.008,20.23,18.04,2.1900000000000013,-2.1900000000000013,19.22,20.29,18.53,1.759999999999998,-1.759999999999998,18.386,19.185,17.755,1.4299999999999997,-1.2349999999999994,18.628,19.35,18.07,1.2800000000000011,-0.8900000000000006,1969066,3190740,1174030,2016710,-643510
2018-08-19,19.25,19.76,18.55,1.2100000000000009,1.2100000000000009,19.535999999999998,19.86,18.88,0.9800000000000004,0.8900000000000006,19.146,19.56,18.47,1.0899999999999999,1.0899999999999999,19.372,19.66,18.81,0.8500000000000014,0.8399999999999999,1194880,1319130,986530,332600,105250
2018-08-26,19.599999999999998,19.84,19.38,0.46000000000000085,-0.370000000000001,19.724,20.0,19.45,0.5500000000000007,-0.5500000000000007,19.270599999999998,19.71,18.95,0.7600000000000016,-0.5600000000000023,19.512,19.76,19.34,0.4200000000000017,-0.4200000000000017,1297202,1875120,876060,999060,-676730
2018-09-02,18.3175,19.22,17.61,1.6099999999999994,-1.6099999999999994,18.4375,19.35,17.83,1.5200000000000031,-1.5200000000000031,17.73,18.35,17.23,1.120000000000001,-1.120000000000001,17.9975,18.4,17.68,0.7199999999999989,-0.7199999999999989,2029762,2371470,1186100,1185370,-1060140
2018-09-09,18.098,18.49,17.71,0.7799999999999976,0.5400000000000027,18.444399999999998,18.79,18.012,0.7779999999999987,0.7300000000000004,17.983999999999998,18.37,17.57,0.8000000000000007,0.6300000000000026,18.216,18.51,17.81,0.7000000000000028,0.5800000000000018,1145062,1384590,878790,505800,47490
2018-09-16,18.836,19.23,18.54,0.6900000000000013,0.6900000000000013,19.0398,19.439,18.73,0.7089999999999996,0.5399999999999991,18.59,19.0,18.28,0.7199999999999989,0.2099999999999973,18.72,19.21,18.28,0.9299999999999997,0.21999999999999886,1712940,2964950,872360,2092590,1905250
2018-09-23,18.616,18.84,18.38,0.46000000000000085,-0.46000000000000085,18.8014,18.91,18.59,0.3200000000000003,-0.3200000000000003,18.384,18.52,18.29,0.23000000000000043,0.019999999999999574,18.49,18.69,18.39,0.3000000000000007,0.03999999999999915,1501154,1872120,1227930,644190,-259680
2018-09-30,17.688,18.4,17.12,1.2799999999999976,-1.2799999999999976,17.941,18.4,17.72,0.6799999999999997,-0.6149999999999984,17.167,17.535,16.885,0.6499999999999986,-0.4400000000000013,17.528,17.87,17.16,0.7100000000000009,-0.21000000000000085,2928552,4091660,2112640,1979020,1093850
2018-10-07,17.262,17.77,16.55,1.2199999999999989,-0.9199999999999982,17.4758,18.02,16.609,1.4109999999999978,-0.9909999999999997,16.6702,17.500999999999998,15.53,1.9709999999999983,-1.58,16.894,17.75,15.81,1.9399999999999995,-1.7699999999999978,2771458,3946140,1854930,2091210,1903810
2018-10-14,15.452,16.0,14.61,1.3900000000000006,-1.3900000000000006,15.6346,16.13,15.05,1.0799999999999983,-0.923,15.066,15.76,14.17,1.5899999999999999,-1.5899999999999999,15.158,15.89,14.22,1.67,-1.629999999999999,2740504,3810810,1990950,1819860,1049880
2018-10-21,13.318,14.27,12.64,1.629999999999999,-1.4100000000000001,13.654,14.35,13.28,1.0700000000000003,-0.6500000000000004,12.948,13.79,12.48,1.3099999999999987,-1.0899999999999999,13.24,13.9,12.49,1.4100000000000001,-0.45000000000000107,3090932,3635850,2455450,1180400,1180400
2018-10-28,10.488,13.56,7.9,5.66,-4.710000000000001,10.856,13.68,8.89,4.789999999999999,-4.789999999999999,9.7,12.96,6.97,5.990000000000001,-4.5600000000000005,10.252,13.15,7.73,5.42,-4.42,16144986,42159100,2992380,39166720,4276970
2018-11-04,9.696,10.38,8.85,1.5300000000000011,0.45000000000000107,10.176,10.67,9.43,1.2400000000000002,-0.47000000000000064,9.245000000000001,9.96,8.355,1.6050000000000004,-0.4949999999999992,9.626,10.29,8.47,1.8199999999999985,-1.3199999999999985,6638928,8528370,4637520,3890850,1594320
2018-11-11,8.26,8.59,7.88,0.71,0.11999999999999922,8.58,8.7,8.43,0.2699999999999996,-0.019999999999999574,7.88,8.16,7.61,0.5499999999999998,0.009999999999999787,8.186,8.64,7.61,1.0300000000000002,0.40000000000000036,5908612,8739490,2556390,6183100,-3775690
