Date,KEP_stock_Open_average,KEP_stock_Open_max,KEP_stock_Open_min,KEP_stock_Open_volatility,KEP_stock_Open_change,KEP_stock_High_average,KEP_stock_High_max,KEP_stock_High_min,KEP_stock_High_volatility,KEP_stock_High_change,KEP_stock_Low_average,KEP_stock_Low_max,KEP_stock_Low_min,KEP_stock_Low_volatility,KEP_stock_Low_change,KEP_stock_Close_average,KEP_stock_Close_max,KEP_stock_Close_min,KEP_stock_Close_volatility,KEP_stock_Close_change,KEP_stock_Volume_average,KEP_stock_Volume_max,KEP_stock_Volume_min,KEP_stock_Volume_volatility,KEP_stock_Volume_change
2018-01-14,16.96,17.15,16.66,0.48999999999999844,-0.48999999999999844,16.9925,17.26,16.66,0.6000000000000014,-0.6000000000000014,16.815,17.05,16.51,0.5399999999999991,-0.5,16.8875,17.22,16.53,0.6899999999999977,-0.6899999999999977,385479,407611,366593,41018,-32751
2018-01-21,16.534,16.8,16.26,0.5399999999999991,0.4400000000000013,16.63,16.9,16.36,0.5399999999999991,0.5399999999999991,16.464000000000002,16.73,16.17,0.5599999999999987,0.5599999999999987,16.54,16.81,16.24,0.5700000000000003,0.5700000000000003,405148,678454,319951,358503,-358503
2018-01-28,16.594,16.74,16.41,0.3299999999999983,-0.3299999999999983,16.642,16.8,16.41,0.39000000000000057,-0.39000000000000057,16.428,16.64,16.01,0.629999999999999,-0.629999999999999,16.506,16.66,16.09,0.5700000000000003,-0.5700000000000003,500919,788005,380098,407907,246193
2018-02-04,16.098,16.34,15.77,0.5700000000000003,-0.5700000000000003,16.226,16.49,15.83,0.6599999999999984,-0.6599999999999984,15.864,16.14,15.36,0.7800000000000011,-0.740000000000002,16.01,16.27,15.66,0.6099999999999994,-0.5199999999999996,682410,876355,516203,360152,36858
2018-02-11,15.27,15.67,14.91,0.7599999999999998,-0.41999999999999993,15.426,15.74,15.06,0.6799999999999997,-0.22000000000000064,15.064,15.47,14.79,0.6800000000000015,-0.27000000000000135,15.244,15.62,14.88,0.7399999999999984,-0.15999999999999837,555777,690369,425666,264703,75007
2018-02-18,15.4525,15.6,15.28,0.3200000000000003,0.009999999999999787,15.585,15.72,15.4,0.3200000000000003,0.14000000000000057,15.379999999999999,15.45,15.17,0.27999999999999936,0.0,15.43,15.53,15.22,0.3099999999999987,-0.02999999999999936,602321,816254,476151,340103,340103
2018-02-25,15.224,15.58,14.91,0.6699999999999999,-0.6699999999999999,15.296,15.69,15.07,0.6199999999999992,-0.6199999999999992,15.1,15.57,14.82,0.75,-0.6899999999999995,15.152,15.58,14.9,0.6799999999999997,-0.5400000000000009,449374,734492,317688,416804,-385752
2018-03-04,15.018,15.3,14.81,0.4900000000000002,0.39000000000000057,15.096,15.31,14.88,0.4299999999999997,0.120000000000001,14.914,15.2,14.75,0.4499999999999993,0.33000000000000007,15.028,15.28,14.82,0.4599999999999991,0.10999999999999943,266814,378178,201078,177100,99345
2018-03-11,15.204,15.47,14.91,0.5600000000000005,-0.4499999999999993,15.254,15.49,14.91,0.5800000000000001,-0.5800000000000001,15.024,15.36,14.68,0.6799999999999997,-0.6799999999999997,15.084,15.46,14.77,0.6900000000000013,-0.6900000000000013,1109082,2555489,207960,2347529,2347529
2018-03-18,14.61,14.7,14.5,0.1999999999999993,-0.129999999999999,14.716,14.87,14.57,0.29999999999999893,-0.129999999999999,14.506,14.64,14.28,0.3600000000000012,-0.2400000000000002,14.564,14.69,14.29,0.40000000000000036,-0.27000000000000135,762620,1084077,515527,568550,-522017
