Date,ABC_Open_average,ABC_Open_max,ABC_Open_min,ABC_Open_volatility,ABC_Open_change,ABC_High_average,ABC_High_max,ABC_High_min,ABC_High_volatility,ABC_High_change,ABC_Low_average,ABC_Low_max,ABC_Low_min,ABC_Low_volatility,ABC_Low_change,ABC_Close_average,ABC_Close_max,ABC_Close_min,ABC_Close_volatility,ABC_Close_change,ABC_Volume_average,ABC_Volume_max,ABC_Volume_min,ABC_Volume_volatility,ABC_Volume_change
2018-01-14,100.31,101.53,99.1,2.430000000000007,1.1800000000000068,101.694,102.73,100.67,2.0600000000000023,2.0600000000000023,99.556,99.77,98.97,0.7999999999999972,0.6899999999999977,100.886,102.66,99.55,3.1099999999999994,3.1099999999999994,1663038,1895835,1313414,582421,-556317
2018-01-21,104.132,105.14,103.0,2.1400000000000006,2.1400000000000006,105.06,106.27,103.67,2.5999999999999943,2.5999999999999943,103.482,104.86,102.1,2.760000000000005,2.760000000000005,104.474,105.48,102.81,2.6700000000000017,2.280000000000001,1470443,2111679,992747,1118932,51492
2018-01-28,99.486,102.98,95.62,7.359999999999999,-6.3799999999999955,100.422,103.65,96.52,7.13000000000001,-7.13000000000001,96.484,100.03,91.69,8.340000000000003,-8.340000000000003,97.868,102.46,91.9,10.559999999999988,-10.559999999999988,2459634,3113941,1660267,1453674,-835407
2018-02-04,92.226,94.56,89.85,4.710000000000008,-2.730000000000004,93.67,95.56,91.54,4.019999999999996,-1.8299999999999983,88.81,91.46,85.8,5.659999999999997,1.8100000000000023,91.19,94.22,89.19,5.030000000000001,-2.0900000000000034,2930971,4574997,1742133,2832864,-2417583
2018-02-11,98.14500000000001,101.67,96.73,4.939999999999998,-4.939999999999998,99.4675,102.0,97.62,4.3799999999999955,-1.9399999999999977,95.6475,96.55,94.5,2.049999999999997,0.6099999999999994,97.7925,99.4,96.4,3.0,1.6300000000000097,4843794,9725753,2787823,6937930,-6937930
2018-02-18,98.742,99.82,97.57,2.25,-0.39000000000000057,99.72999999999999,100.96,98.49,2.469999999999999,0.9099999999999966,97.656,98.52,96.65,1.8699999999999903,-0.4200000000000017,98.926,100.58,97.12,3.4599999999999937,0.6400000000000006,2118915,3416759,1127598,2289161,-132625
2018-02-25,95.9,101.01,92.7,8.310000000000002,-8.0,97.298,101.56,94.58,6.980000000000004,-6.299999999999997,93.244,95.15,92.51,2.6400000000000006,-0.3199999999999932,94.992,97.64,93.3,4.340000000000003,-2.739999999999995,2231321,4738397,1317605,3420792,-3420792
2018-03-04,96.326,99.21,93.78,5.429999999999993,3.719999999999999,97.904,101.02,95.53,5.489999999999995,5.489999999999995,95.628,98.97,93.12,5.849999999999994,4.890000000000001,97.166,100.29,94.7,5.590000000000003,5.590000000000003,1227324,1586737,1025425,561312,248532
2018-03-11,98.828,100.88,96.34,4.539999999999992,-4.099999999999994,99.266,101.39,96.34,5.049999999999997,-5.049999999999997,97.02,100.34,92.82,7.52000000000001,-7.52000000000001,97.23,100.6,93.0,7.599999999999994,-7.599999999999994,1354664,1597497,1127156,470341,-381870
2018-03-18,88.208,92.96,84.89,8.069999999999993,-8.069999999999993,88.91799999999999,93.19,85.08,8.11,-8.11,85.754,89.27,82.88,6.390000000000001,-5.27000000000001,86.534,89.5,84.03,5.469999999999999,-4.239999999999995,2442933,4618935,1629554,2989381,-953120
2018-03-25,85.1525,86.1,84.45,1.6499999999999915,1.1699999999999875,86.04,86.62,85.2,1.4200000000000017,1.3900000000000006,83.5925,85.04,81.82,3.220000000000013,-1.5600000000000023,84.5,86.21,82.67,3.539999999999992,-1.3400000000000034,1727497,1969574,1454646,514928,503038
2018-04-01,84.73,86.29,82.76,3.530000000000001,2.6200000000000045,86.806,88.57,84.01,4.559999999999988,3.6799999999999926,83.88,85.34,81.58,3.760000000000005,3.760000000000005,85.952,87.38,83.93,3.4499999999999886,2.8599999999999994,1740942,3188226,1119640,2068586,-198926
2018-04-08,88.066,89.55,86.82,2.730000000000004,-0.8000000000000114,89.532,89.9,88.78,1.1200000000000045,0.20000000000000284,86.672,87.89,84.19,3.700000000000003,-3.1599999999999966,88.356,89.09,86.82,2.2700000000000102,-0.14000000000000057,1776177,5103493,649423,4454070,3935986
2018-04-15,91.182,92.59,89.5,3.0900000000000034,0.6500000000000057,92.208,94.22,90.82,3.4000000000000057,-0.5700000000000074,90.016,91.4,89.12,2.280000000000001,0.4000000000000057,91.218,92.75,89.87,2.8799999999999955,-0.30000000000001137,1576957,2832580,886708,1945872,-1872689
2018-04-22,91.676,93.28,89.92,3.3599999999999994,1.8799999999999955,92.55799999999999,93.28,91.46,1.8200000000000074,1.2999999999999972,90.412,91.72,89.3,2.4200000000000017,1.1400000000000006,91.46,93.07,90.14,2.9299999999999926,0.4399999999999977,992981,1108237,722434,385803,113894
2018-04-29,87.84400000000001,90.45,84.51,5.939999999999998,-4.0,89.992,95.0,87.3,7.700000000000003,-3.2099999999999937,85.61999999999999,87.69,83.49,4.200000000000003,-3.0900000000000034,87.562,92.18,84.69,7.490000000000009,-4.510000000000005,2381072,3502257,1285238,2217019,-387644
2018-05-06,85.568,87.43,84.58,2.8500000000000085,2.8500000000000085,86.976,88.47,85.47,3.0,3.0,85.002,86.91,83.77,3.1400000000000006,3.1400000000000006,85.82,87.28,84.69,2.5900000000000034,2.5900000000000034,1702474,2054238,1014965,1039273,-578384
2018-05-13,86.108,86.84,85.23,1.6099999999999994,-1.3699999999999903,86.94200000000001,87.86,85.61,2.25,-1.8700000000000045,84.962,85.43,84.04,1.3900000000000006,-1.3900000000000006,85.568,87.07,84.34,2.7299999999999898,-1.3299999999999983,1171823,1531683,972450,559233,-55748
2018-05-20,84.1225,84.59,83.56,1.0300000000000011,-0.13000000000000966,85.4325,86.13,84.63,1.5,0.39000000000000057,83.4825,84.26,82.34,1.9200000000000017,-0.28000000000000114,84.5125,85.49,83.96,1.5300000000000011,0.9799999999999898,998003,1224084,786150,437934,-272121
2018-05-27,83.47,84.57,82.66,1.9099999999999966,-1.6999999999999886,84.542,85.23,83.63,1.6000000000000085,0.39000000000000057,82.288,82.74,81.97,0.769999999999996,0.6400000000000006,83.3,84.32,82.14,2.1799999999999926,1.75,1142486,1390587,910885,479702,-352762
2018-06-03,85.892,87.34,84.4,2.9399999999999977,1.8499999999999943,87.06,87.86,85.45,2.4099999999999966,2.4099999999999966,85.32,86.43,84.07,2.3600000000000136,2.0600000000000023,86.382,87.28,84.79,2.489999999999995,2.489999999999995,1222355,1595236,976768,618468,618468
2018-06-10,90.814,94.27,87.44,6.829999999999998,6.829999999999998,92.61,94.88,88.05,6.829999999999998,6.359999999999999,89.704,92.0,86.25,5.75,5.060000000000002,91.694,94.85,88.04,6.809999999999988,3.529999999999987,1738160,2459618,1014116,1445502,256687
2018-06-17,92.626,93.67,90.93,2.739999999999995,2.219999999999999,93.574,94.34,92.18,2.1599999999999966,1.6299999999999955,91.832,92.87,90.39,2.480000000000004,0.9599999999999937,92.866,93.5,92.17,1.3299999999999983,0.04999999999999716,892925,1159071,640624,518447,-488135
2018-06-24,87.294,91.91,83.24,8.670000000000002,-7.109999999999999,88.584,92.33,85.74,6.590000000000003,-6.590000000000003,85.972,90.23,82.14,8.090000000000003,-6.640000000000001,87.46,90.39,85.27,5.1200000000000045,-4.670000000000002,1890715,5020165,811704,4208461,300390
2018-07-01,87.065,88.3,85.99,2.3100000000000023,2.3100000000000023,88.025,89.55,87.14,2.4099999999999966,2.4099999999999966,86.4325,87.97,85.03,2.9399999999999977,2.9399999999999977,87.525,88.25,86.68,1.5699999999999932,1.5699999999999932,986495,1436222,622627,813595,813595
2018-07-08,87.804,88.94,86.97,1.9699999999999989,-0.7000000000000028,88.258,89.01,87.38,1.6300000000000097,-0.7700000000000102,86.586,87.88,85.62,2.259999999999991,-1.0999999999999943,87.378,88.14,86.8,1.3400000000000034,-1.2399999999999949,1132279,1482147,843296,638851,83542
2018-07-15,85.856,86.85,84.72,2.1299999999999955,-1.9500000000000028,86.55,87.58,85.53,2.049999999999997,-1.8599999999999994,84.81,86.45,83.31,3.1400000000000006,-1.75,85.632,86.82,84.7,2.1199999999999903,-2.069999999999993,1201338,2193692,670823,1522869,-426459
2018-07-22,84.04599999999999,84.85,83.11,1.7399999999999949,-1.7399999999999949,84.978,85.58,84.37,1.2099999999999937,-1.0900000000000034,83.042,83.79,82.14,1.6500000000000057,-1.240000000000009,83.554,84.77,82.91,1.8599999999999994,-1.0200000000000102,1354162,1668546,920502,748044,748044
