Date,Oppenheimer Russell 1000 Momentum Factor_Open_average,Oppenheimer Russell 1000 Momentum Factor_Open_max,Oppenheimer Russell 1000 Momentum Factor_Open_min,Oppenheimer Russell 1000 Momentum Factor_Open_volatility,Oppenheimer Russell 1000 Momentum Factor_Open_change,Oppenheimer Russell 1000 Momentum Factor_High_average,Oppenheimer Russell 1000 Momentum Factor_High_max,Oppenheimer Russell 1000 Momentum Factor_High_min,Oppenheimer Russell 1000 Momentum Factor_High_volatility,Oppenheimer Russell 1000 Momentum Factor_High_change,Oppenheimer Russell 1000 Momentum Factor_Low_average,Oppenheimer Russell 1000 Momentum Factor_Low_max,Oppenheimer Russell 1000 Momentum Factor_Low_min,Oppenheimer Russell 1000 Momentum Factor_Low_volatility,Oppenheimer Russell 1000 Momentum Factor_Low_change,Oppenheimer Russell 1000 Momentum Factor_Close_average,Oppenheimer Russell 1000 Momentum Factor_Close_max,Oppenheimer Russell 1000 Momentum Factor_Close_min,Oppenheimer Russell 1000 Momentum Factor_Close_volatility,Oppenheimer Russell 1000 Momentum Factor_Close_change
2018-06-10,27.35,27.35,27.35,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2018-06-17,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2018-06-24,26.63,26.63,26.63,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2018-07-01,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2018-07-08,27.6,27.6,27.6,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2018-07-15,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2018-07-22,28.07,28.07,28.07,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2018-07-29,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2018-08-05,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2018-08-12,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2018-08-19,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2018-08-26,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2018-09-02,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2018-09-09,28.84,28.84,28.84,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2018-09-16,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2018-09-23,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2018-09-30,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2018-10-07,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2018-10-14,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-10-21,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-10-28,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-11-04,27.12,27.12,27.12,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2018-11-11,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2018-11-18,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2018-11-25,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2018-12-02,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2018-12-09,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2018-12-16,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2018-12-23,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2018-12-30,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2019-01-06,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2019-01-13,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-01-20,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2019-01-27,25.98,25.98,25.98,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.97,25.97,25.97,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2019-02-03,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-02-10,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2019-02-17,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2019-02-24,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2019-03-03,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2019-03-10,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-03-17,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-03-24,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2019-03-31,27.74,27.74,27.74,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2019-04-07,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-04-14,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-04-21,28.34,28.34,28.34,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2019-04-28,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2019-05-05,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2019-05-12,27.54,27.54,27.54,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2019-05-19,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2019-05-26,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2019-06-02,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2019-06-09,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-06-16,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2019-06-23,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-06-30,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2019-07-07,29.26,29.26,29.26,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-07-14,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2019-07-21,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2019-07-28,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2019-08-04,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2019-08-11,28.64,28.64,28.64,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2019-08-18,28.22,28.22,28.22,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2019-08-25,28.66,28.66,28.66,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2019-09-01,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2019-09-08,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2019-09-15,29.03,29.03,29.03,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2019-09-22,28.94,28.94,28.94,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-09-29,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2019-10-06,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-10-13,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2019-10-20,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2019-10-27,29.64,29.64,29.64,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2019-11-03,29.74,29.74,29.74,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2019-11-10,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-11-17,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2019-11-24,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2019-12-01,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2019-12-08,30.92,30.92,30.92,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2019-12-15,30.86,30.86,30.86,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2019-12-22,31.01,31.01,31.01,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.94,30.94,30.94,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2019-12-29,31.1,31.1,31.1,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.18,31.18,31.18,0.0,0.0
