Date,GROW_Open_average,GROW_Open_max,GROW_Open_min,GROW_Open_volatility,GROW_Open_change,GROW_High_average,GROW_High_max,GROW_High_min,GROW_High_volatility,GROW_High_change,GROW_Low_average,GROW_Low_max,GROW_Low_min,GROW_Low_volatility,GROW_Low_change,GROW_Close_average,GROW_Close_max,GROW_Close_min,GROW_Close_volatility,GROW_Close_change,GROW_Volume_average,GROW_Volume_max,GROW_Volume_min,GROW_Volume_volatility,GROW_Volume_change
2018-01-14,3.962,4.28,3.7,0.5800000000000001,-0.56,4.0638,4.379,3.81,0.5689999999999995,-0.47899999999999965,3.74,3.9,3.48,0.41999999999999993,-0.18999999999999995,3.87,3.96,3.77,0.18999999999999995,-0.14000000000000012,778681,1305265,308721,996544,-706312
2018-01-21,3.88,4.13,3.66,0.46999999999999975,-0.07000000000000028,4.04,4.13,3.96,0.16999999999999993,-0.13999999999999968,3.742,3.8,3.65,0.1499999999999999,-0.040000000000000036,3.87,4.03,3.73,0.30000000000000027,-0.16000000000000014,592767,1032023,281386,750637,-525782
2018-01-28,3.4259999999999997,3.75,3.15,0.6000000000000001,-0.6000000000000001,3.4697999999999998,3.85,3.2,0.6499999999999999,-0.6499999999999999,3.2142,3.51,3.0210000000000004,0.48899999999999944,-0.44999999999999973,3.344,3.55,3.1,0.44999999999999973,-0.44999999999999973,412381,527783,265696,262087,-97315
2018-02-04,3.132,3.32,3.0,0.31999999999999984,-0.020000000000000018,3.305,3.44,3.14,0.2999999999999998,0.17100000000000026,3.034,3.18,2.93,0.25,-0.009999999999999787,3.174,3.36,3.03,0.33000000000000007,0.1299999999999999,270864,386779,125638,261141,-49805
2018-02-11,3.4475,3.55,3.36,0.18999999999999995,0.1200000000000001,3.5575,3.67,3.49,0.17999999999999972,0.07999999999999963,3.27,3.39,3.11,0.28000000000000025,0.16000000000000014,3.40125,3.56,3.28,0.28000000000000025,0.28000000000000025,337929,469388,194215,275173,275173
2018-02-18,3.668,3.75,3.62,0.1299999999999999,0.10000000000000009,3.7898,3.85,3.75,0.10000000000000009,-0.06000000000000005,3.6020000000000003,3.66,3.49,0.16999999999999993,-0.1299999999999999,3.684,3.81,3.57,0.2400000000000002,-0.2400000000000002,223510,428833,118372,310461,-191910
2018-02-25,3.38,3.49,3.29,0.20000000000000018,-0.15000000000000036,3.45,3.6,3.36,0.2400000000000002,-0.20000000000000018,3.279,3.36,3.17,0.18999999999999995,-0.08999999999999986,3.35,3.4,3.29,0.10999999999999988,-0.020000000000000018,134498,233736,87009,146727,-146540
2018-03-04,3.062,3.35,2.79,0.56,-0.56,3.15,3.36,2.87,0.48999999999999977,-0.23999999999999977,2.942,3.24,2.75,0.4900000000000002,-0.4500000000000002,3.024,3.25,2.81,0.43999999999999995,-0.1499999999999999,261468,465709,117601,348108,348108
2018-03-11,2.904,3.14,2.7,0.43999999999999995,-0.43999999999999995,2.9492000000000003,3.19,2.75,0.43999999999999995,-0.43999999999999995,2.748,2.95,2.51,0.4400000000000004,-0.4400000000000004,2.784,2.99,2.59,0.40000000000000036,-0.40000000000000036,159131,189847,131293,58554,52283
2018-03-18,2.664,2.73,2.59,0.14000000000000012,0.06000000000000005,2.7506,2.8,2.693,0.10699999999999976,-0.07699999999999996,2.5924,2.661,2.53,0.13100000000000023,0.07100000000000062,2.678,2.74,2.6,0.14000000000000012,-0.06999999999999984,106432,148783,69617,79166,-41144
