Date,RiverFront Dynamic US Dividend Advantage_Open_average,RiverFront Dynamic US Dividend Advantage_Open_max,RiverFront Dynamic US Dividend Advantage_Open_min,RiverFront Dynamic US Dividend Advantage_Open_volatility,RiverFront Dynamic US Dividend Advantage_Open_change,RiverFront Dynamic US Dividend Advantage_High_average,RiverFront Dynamic US Dividend Advantage_High_max,RiverFront Dynamic US Dividend Advantage_High_min,RiverFront Dynamic US Dividend Advantage_High_volatility,RiverFront Dynamic US Dividend Advantage_High_change,RiverFront Dynamic US Dividend Advantage_Low_average,RiverFront Dynamic US Dividend Advantage_Low_max,RiverFront Dynamic US Dividend Advantage_Low_min,RiverFront Dynamic US Dividend Advantage_Low_volatility,RiverFront Dynamic US Dividend Advantage_Low_change,RiverFront Dynamic US Dividend Advantage_Close_average,RiverFront Dynamic US Dividend Advantage_Close_max,RiverFront Dynamic US Dividend Advantage_Close_min,RiverFront Dynamic US Dividend Advantage_Close_volatility,RiverFront Dynamic US Dividend Advantage_Close_change
2018-05-27,32.54,32.54,32.54,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2018-06-03,33.17,33.17,33.17,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2018-06-10,33.02,33.02,33.02,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2018-06-17,32.42,32.42,32.42,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2018-06-24,32.22,32.22,32.22,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2018-07-01,33.07,33.07,33.07,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2018-07-08,33.0,33.0,33.0,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2018-07-15,33.0,33.0,33.0,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.93,32.93,32.93,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2018-07-22,32.86,32.86,32.86,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2018-07-29,33.1,33.1,33.1,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2018-08-05,33.13,33.13,33.13,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2018-08-12,33.1,33.1,33.1,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2018-08-19,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2018-08-26,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2018-09-02,33.45,33.45,33.45,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2018-09-09,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2018-09-16,33.4,33.4,33.4,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2018-09-23,33.51,33.51,33.51,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2018-09-30,32.77,32.77,32.77,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-10-07,31.44,31.44,31.44,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2018-10-14,31.38,31.38,31.38,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2018-10-21,30.47,30.47,30.47,0.0,0.0,30.6,30.6,30.6,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2018-10-28,31.07,31.07,31.07,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2018-11-04,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0,30.99,30.99,30.99,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2018-11-11,30.86,30.86,30.86,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2018-11-18,30.33,30.33,30.33,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2018-11-25,31.49,31.49,31.49,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-12-02,29.71,29.71,29.71,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2018-12-09,28.94,28.94,28.94,0.0,0.0,29.25,29.25,29.25,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2018-12-16,26.57,26.57,26.57,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2018-12-23,28.12,28.12,28.12,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.88,27.88,27.88,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2018-12-30,28.72,28.72,28.72,0.0,0.0,29.08,29.08,29.08,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2019-01-06,29.43,29.43,29.43,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2019-01-13,30.16,30.16,30.16,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2019-01-20,30.17,30.17,30.17,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2019-01-27,30.64,30.64,30.64,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2019-02-03,30.79,30.79,30.79,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2019-02-10,31.46,31.46,31.46,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2019-02-17,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2019-02-24,31.94,31.94,31.94,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2019-03-03,31.25,31.25,31.25,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2019-03-10,32.04,32.04,32.04,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2019-03-17,31.49,31.49,31.49,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2019-03-24,32.33,32.33,32.33,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2019-03-31,32.66,32.66,32.66,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2019-04-07,32.82,32.82,32.82,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2019-04-14,32.6,32.6,32.6,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-04-21,33.04,33.04,33.04,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2019-04-28,32.78,32.78,32.78,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2019-05-05,31.45,31.45,31.45,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2019-05-12,31.61,31.61,31.61,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2019-05-19,31.38,31.38,31.38,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2019-05-26,30.16,30.16,30.16,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-06-02,31.67,31.67,31.67,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2019-06-09,31.85,31.85,31.85,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2019-06-16,32.3,32.3,32.3,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2019-06-23,32.59,32.59,32.59,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2019-06-30,32.57,32.57,32.57,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2019-07-07,32.74,32.74,32.74,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2019-07-14,32.56,32.56,32.56,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2019-07-21,32.92,32.92,32.92,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2019-07-28,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0,30.84,30.84,30.84,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2019-08-04,31.52,31.52,31.52,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-08-11,31.71,31.71,31.71,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-08-18,30.96,30.96,30.96,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.96,30.96,30.96,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2019-08-25,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2019-09-01,32.43,32.43,32.43,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-09-08,32.77,32.77,32.77,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2019-09-15,32.69,32.69,32.69,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2019-09-22,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2019-09-29,32.31,32.31,32.31,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2019-10-06,32.58,32.58,32.58,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2019-10-13,32.93,32.93,32.93,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2019-10-20,33.53,33.53,33.53,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2019-10-27,33.94,33.94,33.94,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2019-11-03,33.6,33.6,33.6,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2019-11-10,33.89,33.89,33.89,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2019-11-17,33.78,33.78,33.78,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2019-11-24,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2019-12-01,34.08,34.08,34.08,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2019-12-08,34.55,34.55,34.55,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2019-12-15,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2019-12-22,34.95,34.95,34.95,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2019-12-29,35.03,35.03,35.03,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0
