Date,IQ Enhanced Core Bond USEtf_Open_average,IQ Enhanced Core Bond USEtf_Open_max,IQ Enhanced Core Bond USEtf_Open_min,IQ Enhanced Core Bond USEtf_Open_volatility,IQ Enhanced Core Bond USEtf_Open_change,IQ Enhanced Core Bond USEtf_High_average,IQ Enhanced Core Bond USEtf_High_max,IQ Enhanced Core Bond USEtf_High_min,IQ Enhanced Core Bond USEtf_High_volatility,IQ Enhanced Core Bond USEtf_High_change,IQ Enhanced Core Bond USEtf_Low_average,IQ Enhanced Core Bond USEtf_Low_max,IQ Enhanced Core Bond USEtf_Low_min,IQ Enhanced Core Bond USEtf_Low_volatility,IQ Enhanced Core Bond USEtf_Low_change,IQ Enhanced Core Bond USEtf_Close_average,IQ Enhanced Core Bond USEtf_Close_max,IQ Enhanced Core Bond USEtf_Close_min,IQ Enhanced Core Bond USEtf_Close_volatility,IQ Enhanced Core Bond USEtf_Close_change
2018-01-14,19.3,19.3,19.3,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2018-01-21,19.33,19.33,19.33,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.34,19.34,19.34,0.0,0.0
2018-01-28,19.15,19.15,19.15,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2018-02-04,18.84,18.84,18.84,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2018-02-11,18.86,18.86,18.86,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.89,18.89,18.89,0.0,0.0
2018-02-18,18.82,18.82,18.82,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.84,18.84,18.84,0.0,0.0
2018-02-25,18.81,18.81,18.81,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.83,18.83,18.83,0.0,0.0
2018-03-04,18.72,18.72,18.72,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2018-03-11,18.75,18.75,18.75,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2018-03-18,18.72,18.72,18.72,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.73,18.73,18.73,0.0,0.0
2018-03-25,18.81,18.81,18.81,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2018-04-01,18.79,18.79,18.79,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.83,18.83,18.83,0.0,0.0
2018-04-08,18.78,18.78,18.78,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.78,18.78,18.78,0.0,0.0
2018-04-15,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.58,18.58,18.58,0.0,0.0
2018-04-22,18.55,18.55,18.55,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2018-04-29,18.56,18.56,18.56,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.56,18.56,18.56,0.0,0.0
2018-05-06,18.5,18.5,18.5,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2018-05-13,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2018-05-20,18.59,18.59,18.59,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2018-05-27,18.65,18.65,18.65,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2018-06-03,18.56,18.56,18.56,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.56,18.56,18.56,0.0,0.0
2018-06-10,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2018-06-17,18.58,18.58,18.58,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.61,18.61,18.61,0.0,0.0
