Date,Direxion Daily Mid Cap Bear 3X Shares_Open_average,Direxion Daily Mid Cap Bear 3X Shares_Open_max,Direxion Daily Mid Cap Bear 3X Shares_Open_min,Direxion Daily Mid Cap Bear 3X Shares_Open_volatility,Direxion Daily Mid Cap Bear 3X Shares_Open_change,Direxion Daily Mid Cap Bear 3X Shares_High_average,Direxion Daily Mid Cap Bear 3X Shares_High_max,Direxion Daily Mid Cap Bear 3X Shares_High_min,Direxion Daily Mid Cap Bear 3X Shares_High_volatility,Direxion Daily Mid Cap Bear 3X Shares_High_change,Direxion Daily Mid Cap Bear 3X Shares_Low_average,Direxion Daily Mid Cap Bear 3X Shares_Low_max,Direxion Daily Mid Cap Bear 3X Shares_Low_min,Direxion Daily Mid Cap Bear 3X Shares_Low_volatility,Direxion Daily Mid Cap Bear 3X Shares_Low_change,Direxion Daily Mid Cap Bear 3X Shares_Close_average,Direxion Daily Mid Cap Bear 3X Shares_Close_max,Direxion Daily Mid Cap Bear 3X Shares_Close_min,Direxion Daily Mid Cap Bear 3X Shares_Close_volatility,Direxion Daily Mid Cap Bear 3X Shares_Close_change
2018-01-14,59.7,59.7,59.7,0.0,0.0,59.7,59.7,59.7,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.9,58.9,58.9,0.0,0.0
2018-01-21,58.85,58.85,58.85,0.0,0.0,59.75,59.75,59.75,0.0,0.0,58.8,58.8,58.8,0.0,0.0,59.72,59.72,59.72,0.0,0.0
2018-01-28,67.5,67.5,67.5,0.0,0.0,72.65,72.65,72.65,0.0,0.0,65.7,65.7,65.7,0.0,0.0,72.65,72.65,72.65,0.0,0.0
2018-02-04,74.45,74.45,74.45,0.0,0.0,76.25,76.25,76.25,0.0,0.0,72.06,72.06,72.06,0.0,0.0,73.0,73.0,73.0,0.0,0.0
2018-02-11,66.65,66.65,66.65,0.0,0.0,66.65,66.65,66.65,0.0,0.0,65.05,65.05,65.05,0.0,0.0,66.0,66.0,66.0,0.0,0.0
2018-02-18,64.95,64.95,64.95,0.0,0.0,66.15,66.15,66.15,0.0,0.0,64.32,64.32,64.32,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2018-02-25,68.55,68.55,68.55,0.0,0.0,69.05,69.05,69.05,0.0,0.0,66.25,66.25,66.25,0.0,0.0,66.25,66.25,66.25,0.0,0.0
2018-03-04,60.36,60.36,60.36,0.0,0.0,61.1,61.1,61.1,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.4,60.4,60.4,0.0,0.0
2018-03-11,63.05,63.05,63.05,0.0,0.0,65.15,65.15,65.15,0.0,0.0,62.85,62.85,62.85,0.0,0.0,63.55,63.55,63.55,0.0,0.0
2018-03-18,69.4,69.4,69.4,0.0,0.0,69.98,69.98,69.98,0.0,0.0,66.85,66.85,66.85,0.0,0.0,66.85,66.85,66.85,0.0,0.0
2018-03-25,67.0,67.0,67.0,0.0,0.0,72.7,72.7,72.7,0.0,0.0,67.0,67.0,67.0,0.0,0.0,71.35,71.35,71.35,0.0,0.0
2018-04-01,68.3,68.3,68.3,0.0,0.0,68.9,68.9,68.9,0.0,0.0,66.25,66.25,66.25,0.0,0.0,68.9,68.9,68.9,0.0,0.0
2018-04-08,64.15,64.15,64.15,0.0,0.0,64.2,64.2,64.2,0.0,0.0,63.9,63.9,63.9,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2018-04-15,63.9,63.9,63.9,0.0,0.0,64.6,64.6,64.6,0.0,0.0,63.2,63.2,63.2,0.0,0.0,64.2,64.2,64.2,0.0,0.0
2018-04-22,65.25,65.25,65.25,0.0,0.0,66.8,66.8,66.8,0.0,0.0,65.25,65.25,65.25,0.0,0.0,66.8,66.8,66.8,0.0,0.0
2018-04-29,63.55,63.55,63.55,0.0,0.0,63.55,63.55,63.55,0.0,0.0,62.35,62.35,62.35,0.0,0.0,63.1,63.1,63.1,0.0,0.0
2018-05-06,60.15,60.15,60.15,0.0,0.0,60.4,60.4,60.4,0.0,0.0,59.45,59.45,59.45,0.0,0.0,60.4,60.4,60.4,0.0,0.0
2018-05-13,58.5,58.5,58.5,0.0,0.0,58.52,58.52,58.52,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2018-05-20,59.34,59.34,59.34,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2018-05-27,57.8,57.8,57.8,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2018-06-03,54.65,54.65,54.65,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2018-06-10,56.3,56.3,56.3,0.0,0.0,56.3,56.3,56.3,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2018-06-17,56.5,56.5,56.5,0.0,0.0,58.43,58.43,58.43,0.0,0.0,56.5,56.5,56.5,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2018-06-24,59.15,59.15,59.15,0.0,0.0,59.7,59.7,59.7,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.6,58.6,58.6,0.0,0.0
2018-07-01,54.3,54.3,54.3,0.0,0.0,54.3,54.3,54.3,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2018-07-08,54.5,54.5,54.5,0.0,0.0,55.8,55.8,55.8,0.0,0.0,54.5,54.5,54.5,0.0,0.0,55.65,55.65,55.65,0.0,0.0
2018-07-15,55.15,55.15,55.15,0.0,0.0,55.15,55.15,55.15,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2018-07-22,56.23,56.23,56.23,0.0,0.0,57.4,57.4,57.4,0.0,0.0,56.23,56.23,56.23,0.0,0.0,57.25,57.25,57.25,0.0,0.0
2018-07-29,54.9,54.9,54.9,0.0,0.0,54.9,54.9,54.9,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.85,53.85,53.85,0.0,0.0
2018-08-05,55.05,55.05,55.05,0.0,0.0,55.75,55.75,55.75,0.0,0.0,54.34,54.34,54.34,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2018-08-12,53.05,53.05,53.05,0.0,0.0,53.4,53.4,53.4,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2018-08-19,51.3,51.3,51.3,0.0,0.0,51.3,51.3,51.3,0.0,0.0,49.85,49.85,49.85,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2018-08-26,51.3,51.3,51.3,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2018-09-02,51.9,51.9,51.9,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2018-09-09,50.75,50.75,50.75,0.0,0.0,51.8,51.8,51.8,0.0,0.0,50.75,50.75,50.75,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2018-09-16,51.6,51.6,51.6,0.0,0.0,52.55,52.55,52.55,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2018-09-23,52.52,52.52,52.52,0.0,0.0,54.0,54.0,54.0,0.0,0.0,52.52,52.52,52.52,0.0,0.0,54.0,54.0,54.0,0.0,0.0
2018-09-30,57.3,57.3,57.3,0.0,0.0,57.83,57.83,57.83,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2018-10-07,65.85,65.85,65.85,0.0,0.0,65.85,65.85,65.85,0.0,0.0,64.07,64.07,64.07,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2018-10-14,65.25,65.25,65.25,0.0,0.0,66.85,66.85,66.85,0.0,0.0,65.25,65.25,65.25,0.0,0.0,66.85,66.85,66.85,0.0,0.0
2018-10-21,71.9,71.9,71.9,0.0,0.0,76.69,76.69,76.69,0.0,0.0,69.37,69.37,69.37,0.0,0.0,74.95,74.95,74.95,0.0,0.0
2018-10-28,65.9,65.9,65.9,0.0,0.0,66.1,66.1,66.1,0.0,0.0,64.55,64.55,64.55,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2018-11-04,63.95,63.95,63.95,0.0,0.0,66.55,66.55,66.55,0.0,0.0,63.85,63.85,63.85,0.0,0.0,66.5,66.5,66.5,0.0,0.0
2018-11-11,65.7,65.7,65.7,0.0,0.0,67.4,67.4,67.4,0.0,0.0,65.0,65.0,65.0,0.0,0.0,67.4,67.4,67.4,0.0,0.0
2018-11-18,67.4,67.4,67.4,0.0,0.0,67.4,67.4,67.4,0.0,0.0,66.28,66.28,66.28,0.0,0.0,66.71,66.71,66.71,0.0,0.0
2018-11-25,60.75,60.75,60.75,0.0,0.0,63.5,63.5,63.5,0.0,0.0,60.75,60.75,60.75,0.0,0.0,61.5,61.5,61.5,0.0,0.0
2018-12-02,73.4,73.4,73.4,0.0,0.0,78.14,78.14,78.14,0.0,0.0,73.4,73.4,73.4,0.0,0.0,74.91,74.91,74.91,0.0,0.0
2018-12-09,80.0,80.0,80.0,0.0,0.0,86.0,86.0,86.0,0.0,0.0,79.96,79.96,79.96,0.0,0.0,84.85,84.85,84.85,0.0,0.0
2018-12-16,100.7,100.7,100.7,0.0,0.0,105.95,105.95,105.95,0.0,0.0,99.5,99.5,99.5,0.0,0.0,105.95,105.95,105.95,0.0,0.0
2018-12-23,88.55,88.55,88.55,0.0,0.0,91.36,91.36,91.36,0.0,0.0,87.85,87.85,87.85,0.0,0.0,87.85,87.85,87.85,0.0,0.0
2018-12-30,83.85,83.85,83.85,0.0,0.0,83.85,83.85,83.85,0.0,0.0,79.19,79.19,79.19,0.0,0.0,80.81,80.81,80.81,0.0,0.0
2019-01-06,74.95,74.95,74.95,0.0,0.0,74.95,74.95,74.95,0.0,0.0,73.1,73.1,73.1,0.0,0.0,74.13,74.13,74.13,0.0,0.0
