Date,SPDR Citi International Government Inflation-Prote_Open_average,SPDR Citi International Government Inflation-Prote_Open_max,SPDR Citi International Government Inflation-Prote_Open_min,SPDR Citi International Government Inflation-Prote_Open_volatility,SPDR Citi International Government Inflation-Prote_Open_change,SPDR Citi International Government Inflation-Prote_High_average,SPDR Citi International Government Inflation-Prote_High_max,SPDR Citi International Government Inflation-Prote_High_min,SPDR Citi International Government Inflation-Prote_High_volatility,SPDR Citi International Government Inflation-Prote_High_change,SPDR Citi International Government Inflation-Prote_Low_average,SPDR Citi International Government Inflation-Prote_Low_max,SPDR Citi International Government Inflation-Prote_Low_min,SPDR Citi International Government Inflation-Prote_Low_volatility,SPDR Citi International Government Inflation-Prote_Low_change,SPDR Citi International Government Inflation-Prote_Close_average,SPDR Citi International Government Inflation-Prote_Close_max,SPDR Citi International Government Inflation-Prote_Close_min,SPDR Citi International Government Inflation-Prote_Close_volatility,SPDR Citi International Government Inflation-Prote_Close_change
2018-07-15,54.53,54.53,54.53,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2018-07-22,54.58,54.58,54.58,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.58,54.58,54.58,0.0,0.0
2018-07-29,54.09,54.09,54.09,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.92,53.92,53.92,0.0,0.0
2018-08-05,52.28,52.28,52.28,0.0,0.0,52.33,52.33,52.33,0.0,0.0,51.93,51.93,51.93,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2018-08-12,52.7,52.7,52.7,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2018-08-19,52.84,52.84,52.84,0.0,0.0,53.01,53.01,53.01,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.96,52.96,52.96,0.0,0.0
2018-08-26,52.0,52.0,52.0,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2018-09-02,52.05,52.05,52.05,0.0,0.0,52.06,52.06,52.06,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.83,51.83,51.83,0.0,0.0
2018-09-09,52.3,52.3,52.3,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2018-09-16,52.8,52.8,52.8,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2018-09-23,52.5,52.5,52.5,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2018-09-30,52.07,52.07,52.07,0.0,0.0,52.25,52.25,52.25,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2018-10-07,52.61,52.61,52.61,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2018-10-14,52.81,52.81,52.81,0.0,0.0,52.98,52.98,52.98,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2018-10-21,52.82,52.82,52.82,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2018-10-28,52.65,52.65,52.65,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2018-11-04,52.42,52.42,52.42,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2018-11-11,52.62,52.62,52.62,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2018-11-18,52.12,52.12,52.12,0.0,0.0,52.18,52.18,52.18,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2018-11-25,51.82,51.82,51.82,0.0,0.0,52.08,52.08,52.08,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2018-12-02,52.2,52.2,52.2,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2018-12-09,52.12,52.12,52.12,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2018-12-16,51.84,51.84,51.84,0.0,0.0,52.05,52.05,52.05,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2018-12-23,51.98,51.98,51.98,0.0,0.0,52.15,52.15,52.15,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2018-12-30,52.84,52.84,52.84,0.0,0.0,52.98,52.98,52.98,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2019-01-06,53.28,53.28,53.28,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2019-01-13,53.21,53.21,53.21,0.0,0.0,53.3,53.3,53.3,0.0,0.0,52.9,52.9,52.9,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2019-01-20,53.63,53.63,53.63,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2019-01-27,54.35,54.35,54.35,0.0,0.0,54.35,54.35,54.35,0.0,0.0,53.98,53.98,53.98,0.0,0.0,54.26,54.26,54.26,0.0,0.0
2019-02-03,53.63,53.63,53.63,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.27,53.27,53.27,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2019-02-10,53.26,53.26,53.26,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2019-02-17,53.96,53.96,53.96,0.0,0.0,54.03,54.03,54.03,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2019-02-24,53.48,53.48,53.48,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.45,53.45,53.45,0.0,0.0
2019-03-03,53.36,53.36,53.36,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2019-03-10,54.27,54.27,54.27,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2019-03-17,54.81,54.81,54.81,0.0,0.0,55.12,55.12,55.12,0.0,0.0,54.81,54.81,54.81,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-03-24,54.27,54.27,54.27,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2019-03-31,54.22,54.22,54.22,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.31,54.31,54.31,0.0,0.0
2019-04-07,53.99,53.99,53.99,0.0,0.0,54.07,54.07,54.07,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2019-04-14,53.6,53.6,53.6,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2019-04-21,53.4,53.4,53.4,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.49,53.49,53.49,0.0,0.0
2019-04-28,53.3,53.3,53.3,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2019-05-05,53.46,53.46,53.46,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2019-05-12,52.9,52.9,52.9,0.0,0.0,53.14,53.14,53.14,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.99,52.99,52.99,0.0,0.0
2019-05-19,53.37,53.37,53.37,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.46,53.46,53.46,0.0,0.0
2019-05-26,53.71,53.71,53.71,0.0,0.0,54.06,54.06,54.06,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2019-06-02,54.6,54.6,54.6,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2019-06-09,54.05,54.05,54.05,0.0,0.0,54.21,54.21,54.21,0.0,0.0,53.82,53.82,53.82,0.0,0.0,53.89,53.89,53.89,0.0,0.0
2019-06-16,55.39,55.39,55.39,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.19,55.19,55.19,0.0,0.0,55.72,55.72,55.72,0.0,0.0
2019-06-23,55.27,55.27,55.27,0.0,0.0,55.47,55.47,55.47,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.23,55.23,55.23,0.0,0.0
2019-06-30,55.32,55.32,55.32,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2019-07-07,55.16,55.16,55.16,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2019-07-14,55.51,55.51,55.51,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.64,55.64,55.64,0.0,0.0
2019-07-21,55.35,55.35,55.35,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.19,55.19,55.19,0.0,0.0
2019-07-28,54.62,54.62,54.62,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.4,54.4,54.4,0.0,0.0
2019-08-04,54.54,54.54,54.54,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2019-08-11,54.92,54.92,54.92,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2019-08-18,54.89,54.89,54.89,0.0,0.0,55.01,55.01,55.01,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2019-08-25,54.91,54.91,54.91,0.0,0.0,55.05,55.05,55.05,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.68,54.68,54.68,0.0,0.0
2019-09-01,54.82,54.82,54.82,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.58,54.58,54.58,0.0,0.0
2019-09-08,54.54,54.54,54.54,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2019-09-15,54.67,54.67,54.67,0.0,0.0,55.02,55.02,55.02,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2019-09-22,54.61,54.61,54.61,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2019-09-29,54.99,54.99,54.99,0.0,0.0,55.09,55.09,55.09,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2019-10-06,54.58,54.58,54.58,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2019-10-13,54.84,54.84,54.84,0.0,0.0,55.07,55.07,55.07,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2019-10-20,54.62,54.62,54.62,0.0,0.0,55.12,55.12,55.12,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2019-10-27,55.27,55.27,55.27,0.0,0.0,55.27,55.27,55.27,0.0,0.0,54.86,54.86,54.86,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2019-11-03,54.24,54.24,54.24,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2019-11-10,54.25,54.25,54.25,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.08,54.08,54.08,0.0,0.0
2019-11-17,53.91,53.91,53.91,0.0,0.0,54.01,54.01,54.01,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.84,53.84,53.84,0.0,0.0
2019-11-24,53.96,53.96,53.96,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.84,53.84,53.84,0.0,0.0
2019-12-01,54.41,54.41,54.41,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2019-12-08,54.95,54.95,54.95,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2019-12-15,54.53,54.53,54.53,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2019-12-22,54.88,54.88,54.88,0.0,0.0,55.13,55.13,55.13,0.0,0.0,54.86,54.86,54.86,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2019-12-29,55.14,55.14,55.14,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.26,55.26,55.26,0.0,0.0
