Date,ProShares Ultra 20+ Year Treasury_etf_Open_average,ProShares Ultra 20+ Year Treasury_etf_Open_max,ProShares Ultra 20+ Year Treasury_etf_Open_min,ProShares Ultra 20+ Year Treasury_etf_Open_volatility,ProShares Ultra 20+ Year Treasury_etf_Open_change,ProShares Ultra 20+ Year Treasury_etf_High_average,ProShares Ultra 20+ Year Treasury_etf_High_max,ProShares Ultra 20+ Year Treasury_etf_High_min,ProShares Ultra 20+ Year Treasury_etf_High_volatility,ProShares Ultra 20+ Year Treasury_etf_High_change,ProShares Ultra 20+ Year Treasury_etf_Low_average,ProShares Ultra 20+ Year Treasury_etf_Low_max,ProShares Ultra 20+ Year Treasury_etf_Low_min,ProShares Ultra 20+ Year Treasury_etf_Low_volatility,ProShares Ultra 20+ Year Treasury_etf_Low_change,ProShares Ultra 20+ Year Treasury_etf_Close_average,ProShares Ultra 20+ Year Treasury_etf_Close_max,ProShares Ultra 20+ Year Treasury_etf_Close_min,ProShares Ultra 20+ Year Treasury_etf_Close_volatility,ProShares Ultra 20+ Year Treasury_etf_Close_change
2018-06-24,77.01,77.01,77.01,0.0,0.0,77.39,77.39,77.39,0.0,0.0,76.46,76.46,76.46,0.0,0.0,76.46,76.46,76.46,0.0,0.0
2018-07-01,78.21,78.21,78.21,0.0,0.0,78.21,78.21,78.21,0.0,0.0,77.82,77.82,77.82,0.0,0.0,78.13,78.13,78.13,0.0,0.0
2018-07-08,77.91,77.91,77.91,0.0,0.0,78.05,78.05,78.05,0.0,0.0,77.89,77.89,77.89,0.0,0.0,78.05,78.05,78.05,0.0,0.0
2018-07-15,76.5,76.5,76.5,0.0,0.0,76.5,76.5,76.5,0.0,0.0,75.36,75.36,75.36,0.0,0.0,75.46,75.46,75.46,0.0,0.0
2018-07-22,73.88,73.88,73.88,0.0,0.0,74.13,74.13,74.13,0.0,0.0,73.73,73.73,73.73,0.0,0.0,73.73,73.73,73.73,0.0,0.0
2018-07-29,73.85,73.85,73.85,0.0,0.0,73.85,73.85,73.85,0.0,0.0,73.69,73.69,73.69,0.0,0.0,73.69,73.69,73.69,0.0,0.0
2018-08-05,75.22,75.22,75.22,0.0,0.0,76.01,76.01,76.01,0.0,0.0,75.15,75.15,75.15,0.0,0.0,75.61,75.61,75.61,0.0,0.0
2018-08-12,76.39,76.39,76.39,0.0,0.0,76.4,76.4,76.4,0.0,0.0,75.68,75.68,75.68,0.0,0.0,76.0,76.0,76.0,0.0,0.0
2018-08-19,76.63,76.63,76.63,0.0,0.0,77.57,77.57,77.57,0.0,0.0,76.56,76.56,76.56,0.0,0.0,77.46,77.46,77.46,0.0,0.0
2018-08-26,76.98,76.98,76.98,0.0,0.0,77.02,77.02,77.02,0.0,0.0,75.83,75.83,75.83,0.0,0.0,75.83,75.83,75.83,0.0,0.0
2018-09-02,74.06,74.06,74.06,0.0,0.0,74.14,74.14,74.14,0.0,0.0,73.68,73.68,73.68,0.0,0.0,73.73,73.73,73.73,0.0,0.0
2018-09-09,72.86,72.86,72.86,0.0,0.0,73.43,73.43,73.43,0.0,0.0,72.84,72.84,72.84,0.0,0.0,73.1,73.1,73.1,0.0,0.0
2018-09-16,70.94,70.94,70.94,0.0,0.0,71.3,71.3,71.3,0.0,0.0,70.94,70.94,70.94,0.0,0.0,71.27,71.27,71.27,0.0,0.0
2018-09-23,71.78,71.78,71.78,0.0,0.0,71.83,71.83,71.83,0.0,0.0,71.09,71.09,71.09,0.0,0.0,71.11,71.11,71.11,0.0,0.0
2018-09-30,66.69,66.69,66.69,0.0,0.0,66.85,66.85,66.85,0.0,0.0,65.87,65.87,65.87,0.0,0.0,66.26,66.26,66.26,0.0,0.0
2018-10-07,67.85,67.85,67.85,0.0,0.0,68.54,68.54,68.54,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2018-10-14,67.07,67.07,67.07,0.0,0.0,67.1,67.1,67.1,0.0,0.0,66.61,66.61,66.61,0.0,0.0,66.92,66.92,66.92,0.0,0.0
2018-10-21,68.38,68.38,68.38,0.0,0.0,68.85,68.85,68.85,0.0,0.0,68.29,68.29,68.29,0.0,0.0,68.46,68.46,68.46,0.0,0.0
2018-10-28,66.57,66.57,66.57,0.0,0.0,66.65,66.65,66.65,0.0,0.0,65.07,65.07,65.07,0.0,0.0,65.19,65.19,65.19,0.0,0.0
2018-11-04,65.98,65.98,65.98,0.0,0.0,66.72,66.72,66.72,0.0,0.0,65.98,65.98,65.98,0.0,0.0,66.6,66.6,66.6,0.0,0.0
2018-11-11,68.05,68.05,68.05,0.0,0.0,68.45,68.45,68.45,0.0,0.0,67.73,67.73,67.73,0.0,0.0,68.33,68.33,68.33,0.0,0.0
2018-11-18,69.32,69.32,69.32,0.0,0.0,69.32,69.32,69.32,0.0,0.0,68.76,68.76,68.76,0.0,0.0,68.92,68.92,68.92,0.0,0.0
2018-11-25,68.95,68.95,68.95,0.0,0.0,68.95,68.95,68.95,0.0,0.0,68.75,68.75,68.75,0.0,0.0,68.75,68.75,68.75,0.0,0.0
2018-12-02,72.27,72.27,72.27,0.0,0.0,73.04,73.04,73.04,0.0,0.0,71.98,71.98,71.98,0.0,0.0,72.92,72.92,72.92,0.0,0.0
2018-12-09,73.12,73.12,73.12,0.0,0.0,73.28,73.28,73.28,0.0,0.0,72.91,72.91,72.91,0.0,0.0,72.95,72.95,72.95,0.0,0.0
2018-12-16,76.59,76.59,76.59,0.0,0.0,76.59,76.59,76.59,0.0,0.0,75.61,75.61,75.61,0.0,0.0,75.95,75.95,75.95,0.0,0.0
2018-12-23,75.28,75.28,75.28,0.0,0.0,75.99,75.99,75.99,0.0,0.0,75.25,75.25,75.25,0.0,0.0,75.93,75.93,75.93,0.0,0.0
2018-12-30,77.83,77.83,77.83,0.0,0.0,77.83,77.83,77.83,0.0,0.0,77.0,77.0,77.0,0.0,0.0,77.46,77.46,77.46,0.0,0.0
2019-01-06,76.0,76.0,76.0,0.0,0.0,76.3,76.3,76.3,0.0,0.0,75.65,75.65,75.65,0.0,0.0,75.84,75.84,75.84,0.0,0.0
2019-01-13,74.46,74.46,74.46,0.0,0.0,74.73,74.73,74.73,0.0,0.0,73.85,73.85,73.85,0.0,0.0,74.12,74.12,74.12,0.0,0.0
2019-01-20,75.27,75.27,75.27,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.02,75.02,75.02,0.0,0.0,75.28,75.28,75.28,0.0,0.0
2019-01-27,76.8,76.8,76.8,0.0,0.0,76.8,76.8,76.8,0.0,0.0,75.92,75.92,75.92,0.0,0.0,75.98,75.98,75.98,0.0,0.0
2019-02-03,77.56,77.56,77.56,0.0,0.0,77.99,77.99,77.99,0.0,0.0,77.47,77.47,77.47,0.0,0.0,77.79,77.79,77.79,0.0,0.0
2019-02-10,76.77,76.77,76.77,0.0,0.0,77.22,77.22,77.22,0.0,0.0,76.75,76.75,76.75,0.0,0.0,77.22,77.22,77.22,0.0,0.0
2019-02-17,76.6,76.6,76.6,0.0,0.0,77.1,77.1,77.1,0.0,0.0,76.6,76.6,76.6,0.0,0.0,76.65,76.65,76.65,0.0,0.0
2019-02-24,74.13,74.13,74.13,0.0,0.0,74.52,74.52,74.52,0.0,0.0,73.3,73.3,73.3,0.0,0.0,73.35,73.35,73.35,0.0,0.0
2019-03-03,76.39,76.39,76.39,0.0,0.0,77.1,77.1,77.1,0.0,0.0,76.3,76.3,76.3,0.0,0.0,77.01,77.01,77.01,0.0,0.0
2019-03-10,77.15,77.15,77.15,0.0,0.0,77.28,77.28,77.28,0.0,0.0,76.65,76.65,76.65,0.0,0.0,77.04,77.04,77.04,0.0,0.0
2019-03-17,80.79,80.79,80.79,0.0,0.0,80.94,80.94,80.94,0.0,0.0,80.21,80.21,80.21,0.0,0.0,80.79,80.79,80.79,0.0,0.0
2019-03-24,81.69,81.69,81.69,0.0,0.0,82.73,82.73,82.73,0.0,0.0,81.66,81.66,81.66,0.0,0.0,82.62,82.62,82.62,0.0,0.0
2019-03-31,79.61,79.61,79.61,0.0,0.0,79.86,79.86,79.86,0.0,0.0,79.53,79.53,79.53,0.0,0.0,79.83,79.83,79.83,0.0,0.0
2019-04-07,78.18,78.18,78.18,0.0,0.0,78.51,78.51,78.51,0.0,0.0,78.04,78.04,78.04,0.0,0.0,78.04,78.04,78.04,0.0,0.0
2019-04-14,78.23,78.23,78.23,0.0,0.0,78.33,78.33,78.33,0.0,0.0,78.11,78.11,78.11,0.0,0.0,78.22,78.22,78.22,0.0,0.0
2019-04-21,79.66,79.66,79.66,0.0,0.0,79.67,79.67,79.67,0.0,0.0,79.43,79.43,79.43,0.0,0.0,79.43,79.43,79.43,0.0,0.0
2019-04-28,79.5,79.5,79.5,0.0,0.0,79.79,79.79,79.79,0.0,0.0,79.2,79.2,79.2,0.0,0.0,79.46,79.46,79.46,0.0,0.0
2019-05-05,81.04,81.04,81.04,0.0,0.0,81.6,81.6,81.6,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.89,80.89,80.89,0.0,0.0
2019-05-12,82.5,82.5,82.5,0.0,0.0,82.52,82.52,82.52,0.0,0.0,82.46,82.46,82.46,0.0,0.0,82.46,82.46,82.46,0.0,0.0
2019-05-19,84.45,84.45,84.45,0.0,0.0,84.68,84.68,84.68,0.0,0.0,84.24,84.24,84.24,0.0,0.0,84.68,84.68,84.68,0.0,0.0
2019-05-26,89.02,89.02,89.02,0.0,0.0,90.19,90.19,90.19,0.0,0.0,88.91,88.91,88.91,0.0,0.0,90.19,90.19,90.19,0.0,0.0
2019-06-02,90.2,90.2,90.2,0.0,0.0,90.53,90.53,90.53,0.0,0.0,90.0,90.0,90.0,0.0,0.0,90.31,90.31,90.31,0.0,0.0
2019-06-09,90.05,90.05,90.05,0.0,0.0,90.05,90.05,90.05,0.0,0.0,89.51,89.51,89.51,0.0,0.0,89.72,89.72,89.72,0.0,0.0
2019-06-16,91.29,91.29,91.29,0.0,0.0,91.29,91.29,91.29,0.0,0.0,89.75,89.75,89.75,0.0,0.0,89.83,89.83,89.83,0.0,0.0
2019-06-23,90.87,90.87,90.87,0.0,0.0,91.52,91.52,91.52,0.0,0.0,90.72,90.72,90.72,0.0,0.0,91.2,91.2,91.2,0.0,0.0
2019-06-30,91.02,91.02,91.02,0.0,0.0,91.02,91.02,91.02,0.0,0.0,89.87,89.87,89.87,0.0,0.0,90.94,90.94,90.94,0.0,0.0
2019-07-07,87.36,87.36,87.36,0.0,0.0,88.0,88.0,88.0,0.0,0.0,87.18,87.18,87.18,0.0,0.0,87.93,87.93,87.93,0.0,0.0
2019-07-14,89.8,89.8,89.8,0.0,0.0,90.0,90.0,90.0,0.0,0.0,89.77,89.77,89.77,0.0,0.0,89.84,89.84,89.84,0.0,0.0
2019-07-21,89.71,89.71,89.71,0.0,0.0,89.71,89.71,89.71,0.0,0.0,89.17,89.17,89.17,0.0,0.0,89.45,89.45,89.45,0.0,0.0
2019-07-28,95.45,95.45,95.45,0.0,0.0,96.58,96.58,96.58,0.0,0.0,95.27,95.27,95.27,0.0,0.0,96.58,96.58,96.58,0.0,0.0
2019-08-04,102.49,102.49,102.49,0.0,0.0,103.11,103.11,103.11,0.0,0.0,101.51,101.51,101.51,0.0,0.0,101.51,101.51,101.51,0.0,0.0
2019-08-11,110.36,110.36,110.36,0.0,0.0,110.77,110.77,110.77,0.0,0.0,108.71,108.71,108.71,0.0,0.0,110.45,110.45,110.45,0.0,0.0
2019-08-18,106.41,106.41,106.41,0.0,0.0,110.5,110.5,110.5,0.0,0.0,106.41,106.41,106.41,0.0,0.0,110.11,110.11,110.11,0.0,0.0
2019-08-25,111.2,111.2,111.2,0.0,0.0,112.38,112.38,112.38,0.0,0.0,110.82,110.82,110.82,0.0,0.0,112.16,112.16,112.16,0.0,0.0
2019-09-01,109.27,109.27,109.27,0.0,0.0,110.3,110.3,110.3,0.0,0.0,109.16,109.16,109.16,0.0,0.0,110.01,110.01,110.01,0.0,0.0
2019-09-08,98.87,98.87,98.87,0.0,0.0,99.38,99.38,99.38,0.0,0.0,96.37,96.37,96.37,0.0,0.0,96.44,96.44,96.44,0.0,0.0
2019-09-15,102.44,102.44,102.44,0.0,0.0,104.24,104.24,104.24,0.0,0.0,101.97,101.97,101.97,0.0,0.0,104.0,104.0,104.0,0.0,0.0
2019-09-22,104.42,104.42,104.42,0.0,0.0,107.76,107.76,107.76,0.0,0.0,104.42,104.42,104.42,0.0,0.0,104.97,104.97,104.97,0.0,0.0
2019-09-29,109.09,109.09,109.09,0.0,0.0,110.03,110.03,110.03,0.0,0.0,108.97,108.97,108.97,0.0,0.0,110.03,110.03,110.03,0.0,0.0
2019-10-06,102.51,102.51,102.51,0.0,0.0,102.74,102.74,102.74,0.0,0.0,100.78,100.78,100.78,0.0,0.0,101.83,101.83,101.83,0.0,0.0
2019-10-13,100.63,100.63,100.63,0.0,0.0,101.22,101.22,101.22,0.0,0.0,100.48,100.48,100.48,0.0,0.0,100.48,100.48,100.48,0.0,0.0
2019-10-20,99.85,99.85,99.85,0.0,0.0,100.11,100.11,100.11,0.0,0.0,98.81,98.81,98.81,0.0,0.0,98.92,98.92,98.92,0.0,0.0
2019-10-27,102.54,102.54,102.54,0.0,0.0,102.54,102.54,102.54,0.0,0.0,101.09,101.09,101.09,0.0,0.0,102.17,102.17,102.17,0.0,0.0
2019-11-03,94.47,94.47,94.47,0.0,0.0,95.25,95.25,95.25,0.0,0.0,93.96,93.96,93.96,0.0,0.0,93.96,93.96,93.96,0.0,0.0
2019-11-10,97.5,97.5,97.5,0.0,0.0,98.09,98.09,98.09,0.0,0.0,97.43,97.43,97.43,0.0,0.0,97.91,97.91,97.91,0.0,0.0
2019-11-17,100.82,100.82,100.82,0.0,0.0,101.32,101.32,101.32,0.0,0.0,100.72,100.72,100.72,0.0,0.0,100.94,100.94,100.94,0.0,0.0
2019-11-24,101.76,101.76,101.76,0.0,0.0,101.96,101.96,101.96,0.0,0.0,100.78,100.78,100.78,0.0,0.0,101.5,101.5,101.5,0.0,0.0
2019-12-01,98.29,98.29,98.29,0.0,0.0,99.65,99.65,99.65,0.0,0.0,98.29,98.29,98.29,0.0,0.0,98.74,98.74,98.74,0.0,0.0
2019-12-08,98.48,98.48,98.48,0.0,0.0,100.32,100.32,100.32,0.0,0.0,97.39,97.39,97.39,0.0,0.0,99.76,99.76,99.76,0.0,0.0
2019-12-15,95.81,95.81,95.81,0.0,0.0,96.55,96.55,96.55,0.0,0.0,95.81,95.81,95.81,0.0,0.0,96.55,96.55,96.55,0.0,0.0
2019-12-22,97.25,97.25,97.25,0.0,0.0,97.46,97.46,97.46,0.0,0.0,97.18,97.18,97.18,0.0,0.0,97.18,97.18,97.18,0.0,0.0
2019-12-29,98.3,98.3,98.3,0.0,0.0,99.58,99.58,99.58,0.0,0.0,97.84,97.84,97.84,0.0,0.0,99.5,99.5,99.5,0.0,0.0
