Date,NKSH_Open_average,NKSH_Open_max,NKSH_Open_min,NKSH_Open_volatility,NKSH_Open_change,NKSH_High_average,NKSH_High_max,NKSH_High_min,NKSH_High_volatility,NKSH_High_change,NKSH_Low_average,NKSH_Low_max,NKSH_Low_min,NKSH_Low_volatility,NKSH_Low_change,NKSH_Close_average,NKSH_Close_max,NKSH_Close_min,NKSH_Close_volatility,NKSH_Close_change,NKSH_Volume_average,NKSH_Volume_max,NKSH_Volume_min,NKSH_Volume_volatility,NKSH_Volume_change
2018-01-14,43.99,44.95,42.85,2.1000000000000014,0.75,45.29,45.95,44.45,1.5,1.0,43.46,44.0,42.85,1.1499999999999986,0.5,44.36,45.3,43.5,1.7999999999999972,0.6499999999999986,4340,6181,1405,4776,-169
2018-01-21,43.63,44.05,43.25,0.7999999999999972,-0.7999999999999972,43.74,44.05,43.6,0.44999999999999574,-0.25,43.53,43.75,43.25,0.5,-0.5,43.620000000000005,43.85,43.45,0.3999999999999986,-0.25,2219,4322,578,3744,2011
2018-01-28,42.839999999999996,43.55,40.65,2.8999999999999986,-2.8999999999999986,43.46,44.25,41.85,2.3999999999999986,-1.9499999999999957,42.26,43.45,40.4,3.0500000000000043,-3.0500000000000043,42.55,43.8,40.5,3.299999999999997,-3.1000000000000014,6158,15367,1525,13842,684
2018-02-04,40.32,43.0,39.25,3.75,0.7000000000000028,41.38,43.0,40.5,2.5,-1.2000000000000028,39.31,39.5,39.1,0.3999999999999986,-0.10000000000000142,40.08,41.35,39.25,2.1000000000000014,-1.5,6180,8821,4117,4704,-2277
2018-02-11,38.55,39.4,38.1,1.2999999999999972,-1.1000000000000014,39.2125,39.5,38.65,0.8500000000000014,-0.04999999999999716,37.9375,38.3,37.55,0.75,0.3999999999999986,38.6125,39.3,38.1,1.1999999999999957,0.8999999999999986,6203,9435,3107,6328,989
2018-02-18,39.03,40.15,38.0,2.1499999999999986,1.1999999999999957,40.728,45.49,39.05,6.440000000000005,6.190000000000005,38.67,40.15,37.75,2.3999999999999986,2.25,39.35,42.3,37.75,4.549999999999997,4.349999999999994,6397,18538,1359,17179,15157
2018-02-25,40.76,41.9,38.6,3.299999999999997,0.3500000000000014,41.536,42.6,40.38,2.219999999999999,1.0500000000000043,39.426,41.4,37.68,3.719999999999999,-1.5,40.61,41.55,38.9,2.6499999999999986,-0.04999999999999716,11508,27414,1156,26258,8800
2018-03-04,41.18,41.85,40.4,1.4500000000000028,0.3999999999999986,42.21,42.65,41.8,0.8500000000000014,0.8500000000000014,40.44,41.1,39.0,2.1000000000000014,0.0,41.660000000000004,41.95,41.0,0.9500000000000028,0.6499999999999986,10682,15081,6337,8744,-3034
2018-03-11,42.61,43.2,41.6,1.6000000000000014,1.6000000000000014,43.18,44.0,42.8,1.2000000000000028,0.4000000000000057,42.22,42.8,41.45,1.3499999999999943,1.3499999999999943,42.86,43.55,42.35,1.1999999999999957,0.7999999999999972,8175,21812,2987,18825,-4156
2018-03-18,43.86,44.5,43.45,1.0499999999999972,-0.3999999999999986,44.666000000000004,45.7,43.95,1.75,0.75,43.02,43.45,42.15,1.3000000000000043,0.05000000000000426,43.78,44.5,43.15,1.3500000000000014,0.8500000000000014,7953,12465,2543,9922,4293
2018-03-25,44.2125,44.8,43.55,1.25,1.25,45.1875,45.7,44.6,1.1000000000000014,0.19999999999999574,43.6875,44.35,43.05,1.3000000000000043,-0.45000000000000284,44.412499999999994,45.05,43.55,1.5,0.5,6360,7527,5512,2015,-730
2018-04-01,44.034,44.27,43.75,0.5200000000000031,0.14999999999999858,44.5,45.25,44.05,1.2000000000000028,0.05000000000000426,43.874,44.27,43.45,0.8200000000000003,0.44999999999999574,44.18,44.5,43.9,0.6000000000000014,0.14999999999999858,5139,8425,1562,6863,2827
2018-04-08,44.22,45.0,43.7,1.2999999999999972,-0.19999999999999574,44.99,46.0,44.05,1.9500000000000028,1.9500000000000028,43.74,44.5,42.65,1.8500000000000014,-0.14999999999999858,44.73,45.9,44.05,1.8500000000000014,1.8500000000000014,6146,14589,2039,12550,12550
2018-04-15,45.84,46.9,45.1,1.7999999999999972,0.8999999999999986,46.53,47.05,45.5,1.5499999999999972,0.5499999999999972,45.35,46.45,44.1,2.3500000000000014,2.3500000000000014,45.980000000000004,46.6,45.35,1.25,0.9500000000000028,9733,28747,2609,26138,-26138
2018-04-22,46.54,47.1,46.0,1.1000000000000014,-0.5499999999999972,46.78,47.1,46.55,0.5500000000000043,0.05000000000000426,45.95,46.15,45.75,0.3999999999999986,-0.29999999999999716,46.1,46.9,45.75,1.1499999999999986,-0.29999999999999716,3619,8981,1040,7941,7941
2018-04-29,45.01,45.85,43.4,2.450000000000003,-1.2000000000000028,46.11,46.7,45.4,1.3000000000000043,-0.9500000000000028,44.72,45.55,43.4,2.1499999999999986,0.10000000000000142,45.77,46.7,45.4,1.3000000000000043,-0.10000000000000142,4083,9290,1198,8092,-4184
2018-05-06,45.418,47.1,44.59,2.509999999999998,2.200000000000003,46.71,47.4,46.0,1.3999999999999986,1.1000000000000014,45.102,46.3,44.51,1.7899999999999991,1.7899999999999991,46.13,47.35,45.1,2.25,1.3500000000000014,15131,37882,7654,30228,-3703
2018-05-13,47.339999999999996,48.15,46.5,1.6499999999999986,1.5,48.12,48.75,47.3,1.4500000000000028,0.8999999999999986,47.016,47.95,46.25,1.7000000000000028,1.3299999999999983,47.86,48.65,46.7,1.9499999999999957,1.9499999999999957,8687,11415,4839,6576,17
2018-05-20,48.275000000000006,48.45,48.2,0.25,-0.25,48.725,49.3,48.35,0.9499999999999957,-0.9499999999999957,47.855000000000004,48.0,47.5,0.5,-0.5,48.475,48.75,48.2,0.5499999999999972,-0.25,16878,36869,5225,31644,-25039
2018-05-27,48.43,48.9,48.0,0.8999999999999986,0.3500000000000014,48.65,49.3,48.0,1.2999999999999972,0.3999999999999986,47.878,48.25,47.35,0.8999999999999986,0.8999999999999986,48.38,49.0,47.95,1.0499999999999972,0.3499999999999943,12717,16969,8934,8035,-1205
2018-06-03,47.81,48.1,47.45,0.6499999999999986,-0.5500000000000043,47.93,48.15,47.55,0.6000000000000014,-0.6000000000000014,47.27,47.85,46.4,1.4500000000000028,-0.8500000000000014,47.566,47.95,46.55,1.4000000000000057,-1.4000000000000057,8639,11092,4799,6293,-1686
2018-06-10,46.230000000000004,46.75,45.95,0.7999999999999972,-0.6000000000000014,47.25,47.9,46.65,1.25,0.7999999999999972,46.03,46.2,45.75,0.45000000000000284,0.3999999999999986,46.63,47.6,46.2,1.3999999999999986,1.3999999999999986,8139,11227,6389,4838,-529
2018-06-17,48.4,49.0,47.2,1.7999999999999972,1.3499999999999943,49.05,49.25,48.8,0.45000000000000284,0.25,48.314,48.8,47.12,1.6799999999999997,1.4299999999999997,48.85,49.15,48.6,0.5499999999999972,0.3999999999999986,17721,47978,5742,42236,2383
2018-06-24,48.22,49.55,47.1,2.4499999999999957,-2.1000000000000014,48.51,49.75,47.35,2.3999999999999986,-2.3999999999999986,47.36,48.2,46.4,1.8000000000000043,-1.1500000000000057,47.75,49.6,46.4,3.200000000000003,-2.25,7360,14008,2037,11971,-11971
