Date,First Trust Mid Cap US Equity Select_Open_average,First Trust Mid Cap US Equity Select_Open_max,First Trust Mid Cap US Equity Select_Open_min,First Trust Mid Cap US Equity Select_Open_volatility,First Trust Mid Cap US Equity Select_Open_change,First Trust Mid Cap US Equity Select_High_average,First Trust Mid Cap US Equity Select_High_max,First Trust Mid Cap US Equity Select_High_min,First Trust Mid Cap US Equity Select_High_volatility,First Trust Mid Cap US Equity Select_High_change,First Trust Mid Cap US Equity Select_Low_average,First Trust Mid Cap US Equity Select_Low_max,First Trust Mid Cap US Equity Select_Low_min,First Trust Mid Cap US Equity Select_Low_volatility,First Trust Mid Cap US Equity Select_Low_change,First Trust Mid Cap US Equity Select_Close_average,First Trust Mid Cap US Equity Select_Close_max,First Trust Mid Cap US Equity Select_Close_min,First Trust Mid Cap US Equity Select_Close_volatility,First Trust Mid Cap US Equity Select_Close_change
2018-03-25,21.26,21.26,21.26,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2018-04-01,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2018-04-08,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2018-04-15,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2018-04-22,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2018-04-29,21.17,21.17,21.17,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2018-05-06,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2018-05-13,21.86,21.86,21.86,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2018-05-20,21.89,21.89,21.89,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.87,21.87,21.87,0.0,0.0
2018-05-27,21.98,21.98,21.98,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2018-06-03,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2018-06-10,22.34,22.34,22.34,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2018-06-17,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2018-06-24,21.92,21.92,21.92,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2018-07-01,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2018-07-08,22.2,22.2,22.2,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.22,22.22,22.22,0.0,0.0
2018-07-15,22.36,22.36,22.36,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2018-07-22,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2018-07-29,22.43,22.43,22.43,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2018-08-05,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2018-08-12,22.6,22.6,22.6,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2018-08-19,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2018-08-26,22.94,22.94,22.94,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.92,22.92,22.92,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2018-09-02,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2018-09-09,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2018-09-16,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2018-09-23,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2018-09-30,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2018-10-07,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2018-10-14,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2018-10-21,20.23,20.23,20.23,0.0,0.0,20.23,20.23,20.23,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2018-10-28,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2018-11-04,21.18,21.18,21.18,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2018-11-11,20.88,20.88,20.88,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2018-11-18,20.54,20.54,20.54,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2018-11-25,21.14,21.14,21.14,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2018-12-02,20.6,20.6,20.6,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2018-12-09,19.85,19.85,19.85,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2018-12-16,18.67,18.67,18.67,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2018-12-23,18.63,18.63,18.63,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.52,18.52,18.52,0.0,0.0
2018-12-30,18.94,18.94,18.94,0.0,0.0,19.05,19.05,19.05,0.0,0.0,18.94,18.94,18.94,0.0,0.0,19.01,19.01,19.01,0.0,0.0
2019-01-06,19.79,19.79,19.79,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2019-01-13,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2019-01-20,20.55,20.55,20.55,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2019-01-27,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2019-02-03,20.86,20.86,20.86,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2019-02-10,21.65,21.65,21.65,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2019-02-17,21.89,21.89,21.89,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2019-02-24,21.75,21.75,21.75,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2019-03-03,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2019-03-10,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2019-03-17,20.95,20.95,20.95,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2019-03-24,21.36,21.36,21.36,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2019-03-31,21.99,21.99,21.99,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2019-04-07,22.19,22.19,22.19,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.25,22.25,22.25,0.0,0.0
2019-04-14,22.14,22.14,22.14,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2019-04-21,22.15,22.15,22.15,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2019-04-28,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2019-05-05,21.73,21.73,21.73,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2019-05-12,21.66,21.66,21.66,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2019-05-19,21.22,21.22,21.22,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2019-05-26,20.52,20.52,20.52,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-06-02,21.56,21.56,21.56,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2019-06-09,21.58,21.58,21.58,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2019-06-16,21.86,21.86,21.86,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.88,21.88,21.88,0.0,0.0
2019-06-23,21.79,21.79,21.79,0.0,0.0,22.13,22.13,22.13,0.0,0.0,21.79,21.79,21.79,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2019-06-30,22.17,22.17,22.17,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2019-07-07,22.2,22.2,22.2,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2019-07-14,22.26,22.26,22.26,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2019-07-21,22.5,22.5,22.5,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2019-07-28,21.96,21.96,21.96,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2019-08-04,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2019-08-11,21.01,21.01,21.01,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2019-08-18,21.31,21.31,21.31,0.0,0.0,21.37,21.37,21.37,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2019-08-25,21.37,21.37,21.37,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2019-09-01,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2019-09-08,22.59,22.59,22.59,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2019-09-15,22.52,22.52,22.52,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2019-09-22,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2019-09-29,21.64,21.64,21.64,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2019-10-06,22.08,22.08,22.08,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2019-10-13,22.17,22.17,22.17,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2019-10-20,22.51,22.51,22.51,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2019-10-27,22.82,22.82,22.82,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2019-11-03,23.06,23.06,23.06,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2019-11-10,23.05,23.05,23.05,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2019-11-17,22.82,22.82,22.82,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2019-11-24,23.25,23.25,23.25,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2019-12-01,23.27,23.27,23.27,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2019-12-08,23.39,23.39,23.39,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2019-12-15,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2019-12-22,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2019-12-29,23.31,23.31,23.31,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.4,23.4,23.4,0.0,0.0
