Date,Franklin FTSE South Korea_Open_average,Franklin FTSE South Korea_Open_max,Franklin FTSE South Korea_Open_min,Franklin FTSE South Korea_Open_volatility,Franklin FTSE South Korea_Open_change,Franklin FTSE South Korea_High_average,Franklin FTSE South Korea_High_max,Franklin FTSE South Korea_High_min,Franklin FTSE South Korea_High_volatility,Franklin FTSE South Korea_High_change,Franklin FTSE South Korea_Low_average,Franklin FTSE South Korea_Low_max,Franklin FTSE South Korea_Low_min,Franklin FTSE South Korea_Low_volatility,Franklin FTSE South Korea_Low_change,Franklin FTSE South Korea_Close_average,Franklin FTSE South Korea_Close_max,Franklin FTSE South Korea_Close_min,Franklin FTSE South Korea_Close_volatility,Franklin FTSE South Korea_Close_change
2018-03-25,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2018-04-01,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2018-04-08,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2018-04-15,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2018-04-22,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2018-04-29,25.66,25.66,25.66,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2018-05-06,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2018-05-13,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2018-05-20,25.63,25.63,25.63,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2018-05-27,25.53,25.53,25.53,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2018-06-03,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2018-06-10,24.06,24.06,24.06,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2018-06-17,23.58,23.58,23.58,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2018-06-24,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2018-07-01,23.21,23.21,23.21,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2018-07-08,23.09,23.09,23.09,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2018-07-15,22.75,22.75,22.75,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2018-07-22,23.03,23.03,23.03,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2018-07-29,22.64,22.64,22.64,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2018-08-05,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.22,22.22,22.22,0.0,0.0
2018-08-12,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2018-08-19,23.37,23.37,23.37,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2018-08-26,23.3,23.3,23.3,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2018-09-02,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2018-09-09,22.8,22.8,22.8,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2018-09-16,23.34,23.34,23.34,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2018-09-23,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2018-09-30,22.26,22.26,22.26,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0
2018-10-07,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2018-10-14,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2018-10-21,19.93,19.93,19.93,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2018-10-28,20.95,20.95,20.95,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2018-11-04,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2018-11-11,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2018-11-18,20.88,20.88,20.88,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2018-11-25,21.6,21.6,21.6,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2018-12-02,20.34,20.34,20.34,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2018-12-09,20.66,20.66,20.66,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2018-12-16,20.1,20.1,20.1,0.0,0.0,20.13,20.13,20.13,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2018-12-23,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2018-12-30,20.3,20.3,20.3,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2019-01-06,20.37,20.37,20.37,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2019-01-13,21.32,21.32,21.32,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2019-01-20,21.7,21.7,21.7,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2019-01-27,22.29,22.29,22.29,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2019-02-03,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2019-02-10,22.04,22.04,22.04,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2019-02-17,22.58,22.58,22.58,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2019-02-24,21.95,21.95,21.95,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2019-03-03,21.12,21.12,21.12,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2019-03-10,21.51,21.51,21.51,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2019-03-17,21.15,21.15,21.15,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2019-03-24,21.42,21.42,21.42,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2019-03-31,21.64,21.64,21.64,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2019-04-07,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2019-04-14,21.73,21.73,21.73,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2019-04-21,21.38,21.38,21.38,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2019-04-28,20.62,20.62,20.62,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.87,20.87,20.87,0.0,0.0
2019-05-05,19.35,19.35,19.35,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.3,19.3,19.3,0.0,0.0
2019-05-12,19.1,19.1,19.1,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2019-05-19,19.22,19.22,19.22,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.24,19.24,19.24,0.0,0.0
2019-05-26,19.58,19.58,19.58,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.6,19.6,19.6,0.0,0.0
2019-06-02,19.73,19.73,19.73,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2019-06-09,19.59,19.59,19.59,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2019-06-16,20.48,20.48,20.48,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2019-06-23,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2019-06-30,19.58,19.58,19.58,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2019-07-07,19.95,19.95,19.95,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2019-07-14,20.14,20.14,20.14,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2019-07-21,19.78,19.78,19.78,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2019-07-28,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.7,17.7,17.7,0.0,0.0
2019-08-04,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.84,17.84,17.84,0.0,0.0,17.84,17.84,17.84,0.0,0.0
2019-08-11,18.06,18.06,18.06,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.06,18.06,18.06,0.0,0.0,18.07,18.07,18.07,0.0,0.0
2019-08-18,17.92,17.92,17.92,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2019-08-25,18.58,18.58,18.58,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.58,18.58,18.58,0.0,0.0
2019-09-01,19.36,19.36,19.36,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.4,19.4,19.4,0.0,0.0
2019-09-08,19.82,19.82,19.82,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2019-09-15,19.89,19.89,19.89,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2019-09-22,19.51,19.51,19.51,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2019-09-29,19.36,19.36,19.36,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.34,19.34,19.34,0.0,0.0
2019-10-06,19.87,19.87,19.87,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.87,19.87,19.87,0.0,0.0
2019-10-13,20.16,20.16,20.16,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2019-10-20,20.5,20.5,20.5,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-10-27,21.04,21.04,21.04,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2019-11-03,20.85,20.85,20.85,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2019-11-10,21.22,21.22,21.22,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2019-11-17,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2019-11-24,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2019-12-01,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2019-12-08,21.0,21.0,21.0,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2019-12-15,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2019-12-22,21.64,21.64,21.64,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2019-12-29,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.17,21.17,21.17,0.0,0.0
