Date,Columbia Sustainable US Equity Income_Open_average,Columbia Sustainable US Equity Income_Open_max,Columbia Sustainable US Equity Income_Open_min,Columbia Sustainable US Equity Income_Open_volatility,Columbia Sustainable US Equity Income_Open_change,Columbia Sustainable US Equity Income_High_average,Columbia Sustainable US Equity Income_High_max,Columbia Sustainable US Equity Income_High_min,Columbia Sustainable US Equity Income_High_volatility,Columbia Sustainable US Equity Income_High_change,Columbia Sustainable US Equity Income_Low_average,Columbia Sustainable US Equity Income_Low_max,Columbia Sustainable US Equity Income_Low_min,Columbia Sustainable US Equity Income_Low_volatility,Columbia Sustainable US Equity Income_Low_change,Columbia Sustainable US Equity Income_Close_average,Columbia Sustainable US Equity Income_Close_max,Columbia Sustainable US Equity Income_Close_min,Columbia Sustainable US Equity Income_Close_volatility,Columbia Sustainable US Equity Income_Close_change
2018-08-19,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2018-08-26,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-09-02,30.49,30.49,30.49,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-09-09,30.75,30.75,30.75,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2018-09-16,30.81,30.81,30.81,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2018-09-23,30.56,30.56,30.56,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2018-09-30,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2018-10-07,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2018-10-14,29.03,29.03,29.03,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2018-10-21,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-10-28,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2018-11-04,28.91,28.91,28.91,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2018-11-11,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2018-11-18,28.2,28.2,28.2,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2018-11-25,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2018-12-02,27.0,27.0,27.0,0.0,0.0,27.24,27.24,27.24,0.0,0.0,26.69,26.69,26.69,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2018-12-09,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2018-12-16,22.87,22.87,22.87,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.87,22.87,22.87,0.0,0.0
2018-12-23,24.0,24.0,24.0,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2018-12-30,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2019-01-06,25.16,25.16,25.16,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-01-13,26.14,26.14,26.14,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2019-01-20,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2019-01-27,26.68,26.68,26.68,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2019-02-03,26.74,26.74,26.74,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2019-02-10,27.25,27.25,27.25,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-02-17,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2019-02-24,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-03-03,26.99,26.99,26.99,0.0,0.0,27.08,27.08,27.08,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2019-03-10,27.51,27.51,27.51,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2019-03-17,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2019-03-24,27.62,27.62,27.62,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2019-03-31,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2019-04-07,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2019-04-14,28.26,28.26,28.26,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2019-04-21,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-04-28,27.84,27.84,27.84,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.84,27.84,27.84,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2019-05-05,27.06,27.06,27.06,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-05-12,26.99,26.99,26.99,0.0,0.0,27.09,27.09,27.09,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-05-19,26.74,26.74,26.74,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-05-26,25.95,25.95,25.95,0.0,0.0,26.12,26.12,26.12,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-06-02,27.31,27.31,27.31,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2019-06-09,27.34,27.34,27.34,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2019-06-16,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2019-06-23,27.88,27.88,27.88,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2019-06-30,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-07-07,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2019-07-14,27.98,27.98,27.98,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2019-07-21,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-07-28,26.64,26.64,26.64,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2019-08-04,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-08-11,26.67,26.67,26.67,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2019-08-18,26.14,26.14,26.14,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2019-08-25,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2019-09-01,27.88,27.88,27.88,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-09-08,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2019-09-15,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2019-09-22,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-09-29,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-10-06,27.82,27.82,27.82,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2019-10-13,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-10-20,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2019-10-27,29.58,29.58,29.58,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2019-11-03,29.8,29.8,29.8,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2019-11-10,30.06,30.06,30.06,0.0,0.0,30.06,30.06,30.06,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2019-11-17,29.89,29.89,29.89,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.89,29.89,29.89,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2019-11-24,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2019-12-01,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2019-12-08,30.91,30.91,30.91,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2019-12-15,30.89,30.89,30.89,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2019-12-22,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2019-12-29,30.43,30.43,30.43,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.55,30.55,30.55,0.0,0.0
