Date,SQNS_Open_average,SQNS_Open_max,SQNS_Open_min,SQNS_Open_volatility,SQNS_Open_change,SQNS_High_average,SQNS_High_max,SQNS_High_min,SQNS_High_volatility,SQNS_High_change,SQNS_Low_average,SQNS_Low_max,SQNS_Low_min,SQNS_Low_volatility,SQNS_Low_change,SQNS_Close_average,SQNS_Close_max,SQNS_Close_min,SQNS_Close_volatility,SQNS_Close_change,SQNS_Volume_average,SQNS_Volume_max,SQNS_Volume_min,SQNS_Volume_volatility,SQNS_Volume_change
2018-01-14,7.5600000000000005,8.44,7.2,1.2399999999999993,-1.2399999999999993,7.72,8.44,7.36,1.0799999999999992,-1.0799999999999992,7.3100000000000005,8.16,6.96,1.2000000000000002,-1.1600000000000001,7.48,8.2,7.16,1.0399999999999991,-0.919999999999999,190592,399906,43663,356243,189090
2018-01-21,7.424,7.64,7.16,0.47999999999999954,-0.08000000000000007,7.802,7.96,7.6,0.3600000000000003,-0.08000000000000007,7.176,7.36,7.0,0.3600000000000003,0.2400000000000002,7.312,7.52,7.12,0.39999999999999947,0.2400000000000002,127342,173598,53297,120301,-48042
2018-01-28,7.136,7.52,6.96,0.5599999999999996,-0.4399999999999995,7.272,7.6,7.16,0.4399999999999995,-0.4399999999999995,6.952,7.12,6.88,0.2400000000000002,-0.2400000000000002,7.096,7.24,7.04,0.20000000000000018,-0.20000000000000018,78558,110075,42374,67701,-62537
2018-02-04,6.8,7.0,6.36,0.6399999999999997,-0.6399999999999997,6.944,7.16,6.36,0.7999999999999998,-0.7999999999999998,6.4879999999999995,6.88,5.76,1.12,-1.12,6.632,7.0,6.08,0.9199999999999999,-0.8799999999999999,146774,254755,68157,186598,186598
2018-02-11,6.296,6.52,6.16,0.35999999999999943,-0.040000000000000036,6.56,6.76,6.32,0.4399999999999995,0.16000000000000014,5.968,6.2,5.84,0.3600000000000003,0.28000000000000025,6.216,6.4,5.96,0.4400000000000004,0.16000000000000014,123819,249358,53932,195426,-74171
2018-02-18,6.65,6.84,6.4,0.4399999999999995,0.4399999999999995,6.97,7.28,6.68,0.6000000000000005,0.6000000000000005,6.51,6.68,6.28,0.39999999999999947,0.27999999999999936,6.699999999999999,6.8,6.6,0.20000000000000018,0.1200000000000001,72095,177944,24040,153904,120526
2018-02-25,6.576,6.64,6.4,0.23999999999999932,-0.23999999999999932,6.768,6.92,6.64,0.28000000000000025,-0.16000000000000014,6.416,6.6,6.2,0.39999999999999947,-0.28000000000000025,6.56,6.6,6.4,0.1999999999999993,0.0,50828,65751,34638,31113,-14244
2018-03-04,7.184,7.6,6.72,0.8799999999999999,0.8799999999999999,7.4079999999999995,7.64,6.88,0.7599999999999998,0.7599999999999998,7.064,7.32,6.6,0.7200000000000006,0.6000000000000005,7.24,7.36,6.88,0.4800000000000004,0.4800000000000004,57933,93036,39810,53226,-33191
2018-03-11,7.32,7.52,7.0,0.5199999999999996,-0.4400000000000004,7.4879999999999995,7.68,7.2,0.47999999999999954,-0.47999999999999954,7.096,7.36,6.84,0.5200000000000005,-0.5200000000000005,7.248,7.52,6.88,0.6399999999999997,-0.6399999999999997,40847,77032,25495,51537,-40538
2018-03-18,6.464,6.88,6.2,0.6799999999999997,-0.6799999999999997,6.712,7.04,6.4,0.6399999999999997,-0.20000000000000018,6.24,6.44,6.16,0.28000000000000025,-0.2400000000000002,6.4,6.72,6.24,0.47999999999999954,0.27999999999999936,64476,104723,23159,81564,57439
2018-03-25,6.62,6.76,6.4,0.35999999999999943,-0.040000000000000036,6.76,6.88,6.68,0.20000000000000018,0.20000000000000018,6.38,6.56,6.32,0.23999999999999932,0.23999999999999932,6.57,6.72,6.36,0.35999999999999943,0.35999999999999943,39368,50900,32774,18126,18126
2018-04-01,6.656,6.72,6.56,0.16000000000000014,0.040000000000000036,6.824,7.0,6.76,0.2400000000000002,-0.20000000000000018,6.48,6.6,6.4,0.1999999999999993,0.040000000000000036,6.608,6.68,6.52,0.16000000000000014,-0.040000000000000036,24730,48708,15309,33399,-29069
2018-04-08,6.6,6.84,6.44,0.39999999999999947,0.0,6.76,7.0,6.6,0.40000000000000036,-0.040000000000000036,6.464,6.6,6.36,0.23999999999999932,-0.08000000000000007,6.6,6.84,6.44,0.39999999999999947,0.11999999999999922,23830,29993,10234,19759,19538
2018-04-15,6.784,7.04,6.6,0.4400000000000004,0.20000000000000018,6.95,7.32,6.64,0.6800000000000006,0.16000000000000014,6.608,6.72,6.44,0.27999999999999936,-0.07999999999999918,6.712,6.92,6.52,0.40000000000000036,0.040000000000000036,36345,67993,5375,62618,22301
