Date,VNOStock_Open_average,VNOStock_Open_max,VNOStock_Open_min,VNOStock_Open_volatility,VNOStock_Open_change,VNOStock_High_average,VNOStock_High_max,VNOStock_High_min,VNOStock_High_volatility,VNOStock_High_change,VNOStock_Low_average,VNOStock_Low_max,VNOStock_Low_min,VNOStock_Low_volatility,VNOStock_Low_change,VNOStock_Close_average,VNOStock_Close_max,VNOStock_Close_min,VNOStock_Close_volatility,VNOStock_Close_change,VNOStock_Volume_average,VNOStock_Volume_max,VNOStock_Volume_min,VNOStock_Volume_volatility,VNOStock_Volume_change
2018-01-14,71.5275,72.26,70.99,1.2700000000000102,-0.7700000000000102,71.985,72.86,71.53,1.3299999999999983,-1.0400000000000063,70.7275,71.14,70.4,0.7399999999999949,-0.3100000000000023,71.41,71.79,71.21,0.5800000000000125,0.5800000000000125,1305842,1571516,953354,618162,618162
2018-01-21,72.554,73.3,71.71,1.5900000000000034,-0.3100000000000023,73.06,73.63,72.12,1.509999999999991,-1.0899999999999892,71.82600000000001,72.89,70.87,2.019999999999996,-1.1299999999999955,72.63,73.49,71.57,1.9200000000000017,-1.5500000000000114,946747,1026587,856980,169607,-63599
2018-01-28,70.85,71.71,70.01,1.6999999999999886,-1.539999999999992,71.51,71.88,71.06,0.8199999999999932,-0.4899999999999949,70.138,70.83,69.46,1.3700000000000045,-1.3700000000000045,70.77,71.68,70.2,1.480000000000004,-0.8200000000000074,1617910,2462362,1201707,1260655,1260655
2018-02-04,67.622,70.16,66.49,3.6700000000000017,-3.6700000000000017,69.074,70.8,68.24,2.5600000000000023,-2.539999999999992,66.532,67.58,65.64,1.9399999999999977,-1.9399999999999977,67.308,67.79,66.18,1.6099999999999994,0.10999999999999943,2039952,2656572,1315552,1341020,-796811
2018-02-11,67.068,67.79,66.18,1.6099999999999994,-0.7600000000000051,67.63,68.03,66.88,1.1500000000000057,0.01999999999999602,65.952,66.8,65.29,1.509999999999991,1.3100000000000023,67.19,67.66,66.08,1.5799999999999983,0.060000000000002274,1589643,2126978,940982,1185996,-638309
2018-02-18,66.705,67.36,65.52,1.8400000000000034,-0.45000000000000284,67.6525,68.44,67.07,1.3700000000000045,-0.75,66.0,67.15,65.16,1.990000000000009,-0.980000000000004,66.67,67.67,65.19,2.480000000000004,0.37999999999999545,1153161,1441444,565566,875878,-875878
2018-02-25,66.974,68.14,66.0,2.1400000000000006,-1.6800000000000068,67.574,68.48,66.46,2.0200000000000102,-1.720000000000013,66.242,67.27,65.41,1.8599999999999994,-1.8599999999999994,66.732,68.1,66.3,1.7999999999999972,-1.7099999999999937,1145966,1963386,678198,1285188,295635
2018-03-04,67.26,67.98,66.0,1.980000000000004,1.8400000000000034,67.88,68.25,67.69,0.5600000000000023,0.5600000000000023,66.688,67.28,65.97,1.3100000000000023,0.6400000000000006,67.658,68.21,67.22,0.9899999999999949,0.9899999999999949,968129,1564734,721911,842823,-676089
2018-03-11,68.414,68.69,68.09,0.5999999999999943,0.5999999999999943,68.916,69.66,68.5,1.1599999999999966,0.769999999999996,67.982,68.45,67.69,0.7600000000000051,0.5300000000000011,68.586,69.51,68.22,1.2900000000000063,1.1500000000000057,1173150,2132128,683608,1448520,-681872
2018-03-18,68.124,69.24,67.27,1.9699999999999989,-1.9699999999999989,68.468,69.24,67.39,1.8499999999999943,-1.8499999999999943,66.94,68.02,64.8,3.219999999999999,-3.219999999999999,67.292,68.43,65.15,3.280000000000001,-3.280000000000001,1292371,1868694,737208,1131486,725778
