Date,Direxion Daily FTSE China Bull 3x Shares_Open_average,Direxion Daily FTSE China Bull 3x Shares_Open_max,Direxion Daily FTSE China Bull 3x Shares_Open_min,Direxion Daily FTSE China Bull 3x Shares_Open_volatility,Direxion Daily FTSE China Bull 3x Shares_Open_change,Direxion Daily FTSE China Bull 3x Shares_High_average,Direxion Daily FTSE China Bull 3x Shares_High_max,Direxion Daily FTSE China Bull 3x Shares_High_min,Direxion Daily FTSE China Bull 3x Shares_High_volatility,Direxion Daily FTSE China Bull 3x Shares_High_change,Direxion Daily FTSE China Bull 3x Shares_Low_average,Direxion Daily FTSE China Bull 3x Shares_Low_max,Direxion Daily FTSE China Bull 3x Shares_Low_min,Direxion Daily FTSE China Bull 3x Shares_Low_volatility,Direxion Daily FTSE China Bull 3x Shares_Low_change,Direxion Daily FTSE China Bull 3x Shares_Close_average,Direxion Daily FTSE China Bull 3x Shares_Close_max,Direxion Daily FTSE China Bull 3x Shares_Close_min,Direxion Daily FTSE China Bull 3x Shares_Close_volatility,Direxion Daily FTSE China Bull 3x Shares_Close_change
2018-07-08,24.84,24.84,24.84,0.0,0.0,25.26,25.26,25.26,0.0,0.0,24.61,24.61,24.61,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-07-15,23.4,23.4,23.4,0.0,0.0,24.2,24.2,24.2,0.0,0.0,23.4,23.4,23.4,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2018-07-22,26.01,26.01,26.01,0.0,0.0,26.27,26.27,26.27,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2018-07-29,23.34,23.34,23.34,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2018-08-05,24.42,24.42,24.42,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2018-08-12,20.83,20.83,20.83,0.0,0.0,22.49,22.49,22.49,0.0,0.0,20.72,20.72,20.72,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2018-08-19,23.69,23.69,23.69,0.0,0.0,24.18,24.18,24.18,0.0,0.0,23.59,23.59,23.59,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2018-08-26,23.19,23.19,23.19,0.0,0.0,23.76,23.76,23.76,0.0,0.0,22.82,22.82,22.82,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2018-09-02,20.99,20.99,20.99,0.0,0.0,21.65,21.65,21.65,0.0,0.0,20.72,20.72,20.72,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2018-09-09,22.03,22.03,22.03,0.0,0.0,22.18,22.18,22.18,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2018-09-16,24.98,24.98,24.98,0.0,0.0,25.04,25.04,25.04,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2018-09-23,23.95,23.95,23.95,0.0,0.0,24.32,24.32,24.32,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2018-09-30,20.83,20.83,20.83,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2018-10-07,19.25,19.25,19.25,0.0,0.0,19.42,19.42,19.42,0.0,0.0,18.56,18.56,18.56,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2018-10-14,18.38,18.38,18.38,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.09,18.09,18.09,0.0,0.0,18.31,18.31,18.31,0.0,0.0
2018-10-21,17.21,17.21,17.21,0.0,0.0,18.07,18.07,18.07,0.0,0.0,17.0,17.0,17.0,0.0,0.0,17.51,17.51,17.51,0.0,0.0
2018-10-28,21.12,21.12,21.12,0.0,0.0,21.38,21.38,21.38,0.0,0.0,19.5,19.5,19.5,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2018-11-04,18.68,18.68,18.68,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.57,18.57,18.57,0.0,0.0
2018-11-11,20.0,20.0,20.0,0.0,0.0,21.15,21.15,21.15,0.0,0.0,19.86,19.86,19.86,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2018-11-18,18.76,18.76,18.76,0.0,0.0,19.26,19.26,19.26,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.93,18.93,18.93,0.0,0.0
2018-11-25,20.7,20.7,20.7,0.0,0.0,21.33,21.33,21.33,0.0,0.0,20.41,20.41,20.41,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2018-12-02,20.1,20.1,20.1,0.0,0.0,20.42,20.42,20.42,0.0,0.0,18.86,18.86,18.86,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2018-12-09,19.73,19.73,19.73,0.0,0.0,20.17,20.17,20.17,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2018-12-16,17.77,17.77,17.77,0.0,0.0,18.13,18.13,18.13,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.42,17.42,17.42,0.0,0.0
2018-12-23,17.47,17.47,17.47,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2018-12-30,17.18,17.18,17.18,0.0,0.0,18.06,18.06,18.06,0.0,0.0,17.06,17.06,17.06,0.0,0.0,17.72,17.72,17.72,0.0,0.0
2019-01-06,18.93,18.93,18.93,0.0,0.0,19.2,19.2,19.2,0.0,0.0,18.8,18.8,18.8,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2019-01-13,20.32,20.32,20.32,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2019-01-20,21.26,21.26,21.26,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2019-01-27,22.3,22.3,22.3,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2019-02-03,21.69,21.69,21.69,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2019-02-10,22.06,22.06,22.06,0.0,0.0,22.26,22.26,22.26,0.0,0.0,21.86,21.86,21.86,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2019-02-17,24.38,24.38,24.38,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2019-02-24,24.71,24.71,24.71,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2019-03-03,21.9,21.9,21.9,0.0,0.0,22.21,22.21,22.21,0.0,0.0,21.65,21.65,21.65,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2019-03-10,24.36,24.36,24.36,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2019-03-17,24.1,24.1,24.1,0.0,0.0,24.17,24.17,24.17,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2019-03-24,24.1,24.1,24.1,0.0,0.0,24.32,24.32,24.32,0.0,0.0,23.76,23.76,23.76,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2019-03-31,26.6,26.6,26.6,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2019-04-07,26.15,26.15,26.15,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.88,25.88,25.88,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-04-14,26.14,26.14,26.14,0.0,0.0,26.58,26.58,26.58,0.0,0.0,25.97,25.97,25.97,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-04-21,24.3,24.3,24.3,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2019-04-28,24.51,24.51,24.51,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2019-05-05,19.91,19.91,19.91,0.0,0.0,20.46,20.46,20.46,0.0,0.0,19.18,19.18,19.18,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2019-05-12,18.5,18.5,18.5,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.67,18.67,18.67,0.0,0.0
2019-05-19,17.57,17.57,17.57,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.24,17.24,17.24,0.0,0.0
2019-05-26,17.39,17.39,17.39,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.79,17.79,17.79,0.0,0.0
2019-06-02,17.94,17.94,17.94,0.0,0.0,18.5,18.5,18.5,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.9,17.9,17.9,0.0,0.0
2019-06-09,18.1,18.1,18.1,0.0,0.0,18.1,18.1,18.1,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.83,17.83,17.83,0.0,0.0
2019-06-16,21.09,21.09,21.09,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2019-06-23,21.36,21.36,21.36,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.37,21.37,21.37,0.0,0.0
2019-06-30,21.2,21.2,21.2,0.0,0.0,21.26,21.26,21.26,0.0,0.0,20.93,20.93,20.93,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2019-07-07,20.42,20.42,20.42,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.3,20.3,20.3,0.0,0.0
2019-07-14,21.13,21.13,21.13,0.0,0.0,21.16,21.16,21.16,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2019-07-21,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2019-07-28,17.4,17.4,17.4,0.0,0.0,17.53,17.53,17.53,0.0,0.0,16.96,16.96,16.96,0.0,0.0,17.06,17.06,17.06,0.0,0.0
2019-08-04,15.66,15.66,15.66,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2019-08-11,15.12,15.12,15.12,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.3,15.3,15.3,0.0,0.0
2019-08-18,15.61,15.61,15.61,0.0,0.0,16.0,16.0,16.0,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2019-08-25,15.99,15.99,15.99,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.66,15.66,15.66,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2019-09-01,17.78,17.78,17.78,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.62,17.62,17.62,0.0,0.0,17.65,17.65,17.65,0.0,0.0
2019-09-08,19.29,19.29,19.29,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.34,19.34,19.34,0.0,0.0
2019-09-15,17.76,17.76,17.76,0.0,0.0,17.83,17.83,17.83,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.44,17.44,17.44,0.0,0.0
2019-09-22,16.65,16.65,16.65,0.0,0.0,16.8,16.8,16.8,0.0,0.0,15.83,15.83,15.83,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2019-09-29,16.8,16.8,16.8,0.0,0.0,17.05,17.05,17.05,0.0,0.0,16.56,16.56,16.56,0.0,0.0,17.0,17.0,17.0,0.0,0.0
2019-10-06,18.58,18.58,18.58,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2019-10-13,18.5,18.5,18.5,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.23,18.23,18.23,0.0,0.0,18.23,18.23,18.23,0.0,0.0
2019-10-20,18.17,18.17,18.17,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.54,18.54,18.54,0.0,0.0
2019-10-27,18.89,18.89,18.89,0.0,0.0,19.21,19.21,19.21,0.0,0.0,18.86,18.86,18.86,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2019-11-03,20.23,20.23,20.23,0.0,0.0,20.35,20.35,20.35,0.0,0.0,19.93,19.93,19.93,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2019-11-10,17.83,17.83,17.83,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2019-11-17,18.29,18.29,18.29,0.0,0.0,18.29,18.29,18.29,0.0,0.0,17.97,17.97,17.97,0.0,0.0,18.13,18.13,18.13,0.0,0.0
2019-11-24,17.66,17.66,17.66,0.0,0.0,17.69,17.69,17.69,0.0,0.0,17.44,17.44,17.44,0.0,0.0,17.56,17.56,17.56,0.0,0.0
2019-12-01,18.07,18.07,18.07,0.0,0.0,18.1,18.1,18.1,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.9,17.9,17.9,0.0,0.0
2019-12-08,20.2,20.2,20.2,0.0,0.0,20.78,20.78,20.78,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.67,19.67,19.67,0.0,0.0
2019-12-15,21.46,21.46,21.46,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2019-12-22,22.34,22.34,22.34,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2019-12-29,22.65,22.65,22.65,0.0,0.0,23.02,23.02,23.02,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.51,22.51,22.51,0.0,0.0
