Date,IIIN_Open_average,IIIN_Open_max,IIIN_Open_min,IIIN_Open_volatility,IIIN_Open_change,IIIN_High_average,IIIN_High_max,IIIN_High_min,IIIN_High_volatility,IIIN_High_change,IIIN_Low_average,IIIN_Low_max,IIIN_Low_min,IIIN_Low_volatility,IIIN_Low_change,IIIN_Close_average,IIIN_Close_max,IIIN_Close_min,IIIN_Close_volatility,IIIN_Close_change,IIIN_Volume_average,IIIN_Volume_max,IIIN_Volume_min,IIIN_Volume_volatility,IIIN_Volume_change
2018-01-14,30.938,32.5,29.45,3.0500000000000007,2.8999999999999986,32.212,34.32,29.83,4.490000000000002,2.870000000000001,30.42,32.18,29.03,3.1499999999999986,3.1499999999999986,31.238,32.97,29.26,3.7099999999999973,3.7099999999999973,286020,474019,155102,318917,88582
2018-01-21,32.766,33.01,32.48,0.5300000000000011,0.23999999999999488,33.158,33.33,33.01,0.3200000000000003,0.14000000000000057,32.264,32.46,32.03,0.4299999999999997,0.39000000000000057,32.72,33.22,32.44,0.7800000000000011,0.28999999999999915,122846,152150,95840,56310,-56310
2018-01-28,31.482,32.58,30.26,2.3199999999999967,-2.16,31.688,32.62,30.61,2.009999999999998,-2.009999999999998,30.808,32.15,29.69,2.4599999999999973,-2.4599999999999973,31.06,32.44,29.74,2.6999999999999993,-2.6999999999999993,137468,187217,97646,89571,84295
2018-02-04,29.988,30.55,29.0,1.5500000000000007,0.879999999999999,30.558,30.72,30.27,0.4499999999999993,-0.4499999999999993,29.386,29.91,28.62,1.2899999999999991,0.7699999999999996,30.105999999999998,30.56,29.77,0.7899999999999991,-0.34999999999999787,137007,211147,75862,135285,-135285
2018-02-11,29.990000000000002,30.32,29.56,0.7600000000000016,0.46999999999999886,30.615000000000002,31.38,30.02,1.3599999999999994,1.0799999999999983,29.8425,30.32,29.37,0.9499999999999993,0.8099999999999987,30.305,31.13,29.69,1.4399999999999977,1.4399999999999977,78931,90768,71380,19388,4723
2018-02-18,30.366,31.04,29.85,1.1899999999999977,-1.1899999999999977,30.714,31.68,30.12,1.5599999999999987,-1.2300000000000004,29.9,30.71,29.62,1.0899999999999999,-1.0100000000000016,30.06,30.96,29.75,1.2100000000000009,-0.990000000000002,102474,144275,53293,90982,-62836
2018-02-25,28.686,30.04,27.66,2.379999999999999,-1.9600000000000009,29.062,30.19,28.37,1.8200000000000003,-1.8200000000000003,27.93,29.14,27.14,2.0,-1.620000000000001,28.36,29.26,27.91,1.3500000000000014,-1.25,135570,183622,96308,87314,51578
2018-03-04,28.508,29.39,27.88,1.5100000000000016,1.3399999999999999,29.03,29.9,28.2,1.6999999999999993,1.6999999999999993,28.124,29.02,27.49,1.5300000000000011,1.5300000000000011,28.88,29.79,28.16,1.629999999999999,1.629999999999999,78584,97309,64767,32542,-18706
2018-03-11,29.488,29.96,28.74,1.2200000000000024,-0.5700000000000003,29.868,30.56,29.46,1.0999999999999979,-0.9199999999999982,29.056,29.66,28.53,1.129999999999999,-0.5800000000000018,29.428,29.8,28.74,1.0600000000000023,-0.25,122696,257088,79281,177807,18752
2018-03-18,28.9,29.53,27.91,1.620000000000001,-1.620000000000001,29.514,30.07,28.34,1.7300000000000004,-1.3599999999999994,28.052,28.88,27.0,1.879999999999999,-1.879999999999999,28.436,29.57,27.41,2.16,-1.4200000000000017,130761,174161,99388,74773,68238
