Date,OSTK_Open_average,OSTK_Open_max,OSTK_Open_min,OSTK_Open_volatility,OSTK_Open_change,OSTK_High_average,OSTK_High_max,OSTK_High_min,OSTK_High_volatility,OSTK_High_change,OSTK_Low_average,OSTK_Low_max,OSTK_Low_min,OSTK_Low_volatility,OSTK_Low_change,OSTK_Close_average,OSTK_Close_max,OSTK_Close_min,OSTK_Close_volatility,OSTK_Close_change,OSTK_Volume_average,OSTK_Volume_max,OSTK_Volume_min,OSTK_Volume_volatility,OSTK_Volume_change
2018-01-14,72.9,76.15,67.35,8.800000000000011,-1.9000000000000057,77.55,78.4,75.95,2.450000000000003,0.8499999999999943,69.2125,71.4,66.7,4.700000000000003,3.1000000000000085,73.7,77.65,70.25,7.400000000000006,7.400000000000006,5947314,7506345,5357039,2149306,-1950348
2018-01-21,77.02,79.85,72.05,7.799999999999997,-3.75,81.268,83.6,77.09,6.509999999999991,-6.509999999999991,74.87,77.6,72.0,5.599999999999994,-3.75,77.15,80.9,73.95,6.950000000000003,-2.950000000000003,5113580,7848584,2825743,5022841,-5022841
2018-01-28,70.78,74.85,66.1,8.75,-8.599999999999994,73.85000000000001,80.4,67.2,13.200000000000003,-13.200000000000003,66.4,73.7,55.1,18.6,-18.6,68.03,77.55,56.0,21.549999999999997,-21.549999999999997,4091876,6136192,3056249,3079943,2530032
2018-02-04,54.38,58.55,48.85,9.699999999999996,3.049999999999997,58.41,60.8,55.55,5.25,4.450000000000003,51.77,55.45,48.55,6.900000000000006,3.799999999999997,54.64,58.6,49.5,9.100000000000001,9.100000000000001,4411597,5257680,3433882,1823798,-1276714
2018-02-11,59.870000000000005,65.65,54.1,11.550000000000004,5.700000000000003,62.748000000000005,68.4,57.75,10.650000000000006,8.160000000000004,58.08,63.5,54.0,9.5,9.5,60.58,67.1,55.65,11.449999999999996,8.500000000000007,3879162,6019259,2361338,3657921,-5494
2018-02-18,63.6875,66.35,61.55,4.799999999999997,-4.799999999999997,65.9425,68.9,63.77,5.130000000000003,-4.150000000000006,61.802499999999995,64.25,59.61,4.640000000000001,-3.200000000000003,63.3,64.95,61.05,3.9000000000000057,-1.2000000000000028,3026856,4108145,2516339,1591806,-1591806
2018-02-25,60.43,65.3,55.0,10.299999999999997,-9.449999999999996,63.036,66.75,58.7,8.049999999999997,-5.600000000000001,58.589999999999996,63.5,54.25,9.25,-8.649999999999999,60.8,64.4,57.75,6.650000000000006,-3.8500000000000085,2665342,4331426,1824167,2507259,189748
2018-03-04,60.75,62.65,59.7,2.9499999999999957,2.1000000000000014,62.644,63.5,61.1,2.3999999999999986,2.3999999999999986,59.211999999999996,60.26,58.55,1.7100000000000009,1.509999999999998,61.18,63.05,60.05,3.0,0.5500000000000043,2316623,2799528,2033042,766486,-432147
2018-03-11,51.86,61.65,40.8,20.85,-20.85,53.53,62.1,46.55,15.550000000000004,-15.550000000000004,48.37,57.65,40.3,17.35,-17.35,50.47,57.85,45.7,12.149999999999999,-12.149999999999999,4738369,7609255,2209804,5399451,5399451
2018-03-18,46.13,47.65,44.7,2.9499999999999957,0.5499999999999972,47.91,48.85,46.7,2.1499999999999986,-2.1499999999999986,44.946,46.5,43.7,2.799999999999997,0.04999999999999716,46.5,47.8,45.2,2.5999999999999943,-2.5999999999999943,2393197,4229297,1623394,2605903,-2605903
