Date,Direxion Daily Emerging Markets Bull 3X SharesEtf_Open_average,Direxion Daily Emerging Markets Bull 3X SharesEtf_Open_max,Direxion Daily Emerging Markets Bull 3X SharesEtf_Open_min,Direxion Daily Emerging Markets Bull 3X SharesEtf_Open_volatility,Direxion Daily Emerging Markets Bull 3X SharesEtf_Open_change,Direxion Daily Emerging Markets Bull 3X SharesEtf_High_average,Direxion Daily Emerging Markets Bull 3X SharesEtf_High_max,Direxion Daily Emerging Markets Bull 3X SharesEtf_High_min,Direxion Daily Emerging Markets Bull 3X SharesEtf_High_volatility,Direxion Daily Emerging Markets Bull 3X SharesEtf_High_change,Direxion Daily Emerging Markets Bull 3X SharesEtf_Low_average,Direxion Daily Emerging Markets Bull 3X SharesEtf_Low_max,Direxion Daily Emerging Markets Bull 3X SharesEtf_Low_min,Direxion Daily Emerging Markets Bull 3X SharesEtf_Low_volatility,Direxion Daily Emerging Markets Bull 3X SharesEtf_Low_change,Direxion Daily Emerging Markets Bull 3X SharesEtf_Close_average,Direxion Daily Emerging Markets Bull 3X SharesEtf_Close_max,Direxion Daily Emerging Markets Bull 3X SharesEtf_Close_min,Direxion Daily Emerging Markets Bull 3X SharesEtf_Close_volatility,Direxion Daily Emerging Markets Bull 3X SharesEtf_Close_change
2018-01-14,152.26,152.26,152.26,0.0,0.0,153.56,153.56,153.56,0.0,0.0,150.73,150.73,150.73,0.0,0.0,153.17,153.17,153.17,0.0,0.0
2018-01-21,165.53,165.53,165.53,0.0,0.0,168.7,168.7,168.7,0.0,0.0,164.33,164.33,164.33,0.0,0.0,168.6,168.6,168.6,0.0,0.0
2018-01-28,147.03,147.03,147.03,0.0,0.0,147.3,147.3,147.3,0.0,0.0,139.95,139.95,139.95,0.0,0.0,140.48,140.48,140.48,0.0,0.0
2018-02-04,116.23,116.23,116.23,0.0,0.0,119.59,119.59,119.59,0.0,0.0,107.03,107.03,107.03,0.0,0.0,117.11,117.11,117.11,0.0,0.0
2018-02-11,140.0,140.0,140.0,0.0,0.0,145.2,145.2,145.2,0.0,0.0,139.69,139.69,139.69,0.0,0.0,141.47,141.47,141.47,0.0,0.0
2018-02-18,140.33,140.33,140.33,0.0,0.0,142.91,142.91,142.91,0.0,0.0,138.9,138.9,138.9,0.0,0.0,142.68,142.68,142.68,0.0,0.0
2018-02-25,122.5,122.5,122.5,0.0,0.0,129.55,129.55,129.55,0.0,0.0,120.62,120.62,120.62,0.0,0.0,128.91,128.91,128.91,0.0,0.0
2018-03-04,136.79,136.79,136.79,0.0,0.0,142.05,142.05,142.05,0.0,0.0,136.42,136.42,136.42,0.0,0.0,142.01,142.01,142.01,0.0,0.0
2018-03-11,136.67,136.67,136.67,0.0,0.0,138.22,138.22,138.22,0.0,0.0,136.47,136.47,136.47,0.0,0.0,137.14,137.14,137.14,0.0,0.0
2018-03-18,125.74,125.74,125.74,0.0,0.0,126.39,126.39,126.39,0.0,0.0,117.38,117.38,117.38,0.0,0.0,117.56,117.56,117.56,0.0,0.0
