Date,HSYStock_Open_average,HSYStock_Open_max,HSYStock_Open_min,HSYStock_Open_volatility,HSYStock_Open_change,HSYStock_High_average,HSYStock_High_max,HSYStock_High_min,HSYStock_High_volatility,HSYStock_High_change,HSYStock_Low_average,HSYStock_Low_max,HSYStock_Low_min,HSYStock_Low_volatility,HSYStock_Low_change,HSYStock_Close_average,HSYStock_Close_max,HSYStock_Close_min,HSYStock_Close_volatility,HSYStock_Close_change,HSYStock_Volume_average,HSYStock_Volume_max,HSYStock_Volume_min,HSYStock_Volume_volatility,HSYStock_Volume_change
2018-01-14,108.255,109.06,107.31,1.75,0.8400000000000034,109.4425,109.66,109.27,0.39000000000000057,0.2599999999999909,107.7625,108.11,107.25,0.8599999999999994,0.8599999999999994,108.595,109.37,107.79,1.5799999999999983,1.0799999999999983,1224382,1641085,700136,940949,-594535
2018-01-21,110.384,111.55,109.41,2.1400000000000006,2.1400000000000006,111.124,111.81,110.0,1.8100000000000023,1.8100000000000023,109.902,110.64,109.15,1.4899999999999949,1.4899999999999949,110.676,111.23,109.96,1.2700000000000102,1.1099999999999994,897836,1137268,562935,574333,-21067
2018-01-28,107.436,110.75,102.33,8.420000000000002,-8.420000000000002,108.776,111.05,105.29,5.759999999999991,-5.759999999999991,106.592,109.65,102.14,7.510000000000005,-7.510000000000005,107.254,110.33,102.97,7.359999999999999,-6.700000000000003,1681146,3156432,798644,2357788,1534729
2018-02-04,100.21600000000001,102.84,98.42,4.420000000000002,-4.420000000000002,101.298,103.27,99.86,3.4099999999999966,-2.9799999999999898,98.7,100.17,97.62,2.549999999999997,-2.3400000000000034,99.56400000000001,101.29,97.65,3.6400000000000006,-0.5,1963139,2550984,1664127,886857,20405
2018-02-11,99.526,100.4,98.81,1.5900000000000034,0.4000000000000057,100.362,100.96,99.57,1.3900000000000006,0.3499999999999943,98.63199999999999,99.33,98.1,1.230000000000004,-0.3299999999999983,99.968,100.79,99.02,1.7700000000000102,0.9299999999999926,1355064,2472142,955810,1516332,1237942
2018-02-18,98.2625,100.43,95.87,4.560000000000002,-3.4200000000000017,99.19,100.55,97.72,2.8299999999999983,-2.8299999999999983,97.2525,99.56,95.21,4.3500000000000085,-3.1899999999999977,97.9525,99.9,96.95,2.950000000000003,-2.950000000000003,1193357,1252465,1153819,98646,98646
2018-02-25,97.898,98.73,97.08,1.6500000000000057,0.2600000000000051,99.098,99.45,98.5,0.9500000000000028,0.75,97.456,98.16,96.95,1.2099999999999937,0.39000000000000057,98.224,98.87,97.8,1.0700000000000074,0.8700000000000045,1175445,1492926,881279,611647,92442
2018-03-04,99.23400000000001,100.0,98.4,1.5999999999999943,1.2999999999999972,99.942,100.36,99.5,0.8599999999999994,0.8599999999999994,98.69800000000001,99.3,98.08,1.2199999999999989,0.789999999999992,99.742,100.36,99.37,0.9899999999999949,0.9099999999999966,965706,1210353,647903,562450,-562450
2018-03-11,101.356,101.94,100.52,1.4200000000000017,0.6300000000000097,102.3,103.0,101.8,1.2000000000000028,-0.01999999999999602,100.676,101.49,100.03,1.4599999999999937,-0.4899999999999949,101.288,101.8,100.94,0.8599999999999994,0.01999999999999602,1314374,2293211,818424,1474787,1474787
2018-03-18,99.22,100.93,97.3,3.6300000000000097,-3.6300000000000097,99.916,101.41,98.55,2.8599999999999994,-2.8599999999999994,97.97,99.85,95.92,3.9299999999999926,-3.789999999999992,98.396,100.33,96.06,4.269999999999996,-4.009999999999991,1166339,1492455,777609,714846,271592
