Date,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Open_average,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Open_max,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Open_min,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Open_volatility,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Open_change,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_High_average,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_High_max,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_High_min,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_High_volatility,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_High_change,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Low_average,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Low_max,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Low_min,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Low_volatility,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Low_change,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Close_average,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Close_max,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Close_min,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Close_volatility,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Close_change
2018-01-14,52.85,52.85,52.85,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.97,52.97,52.97,0.0,0.0
2018-01-21,53.52,53.52,53.52,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2018-01-28,52.23,52.23,52.23,0.0,0.0,52.23,52.23,52.23,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2018-02-04,48.97,48.97,48.97,0.0,0.0,48.97,48.97,48.97,0.0,0.0,47.93,47.93,47.93,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2018-02-11,50.96,50.96,50.96,0.0,0.0,51.35,51.35,51.35,0.0,0.0,50.86,50.86,50.86,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2018-02-18,51.08,51.08,51.08,0.0,0.0,51.14,51.14,51.14,0.0,0.0,50.94,50.94,50.94,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2018-02-25,49.58,49.58,49.58,0.0,0.0,50.04,50.04,50.04,0.0,0.0,49.58,49.58,49.58,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2018-03-04,51.93,51.93,51.93,0.0,0.0,52.35,52.35,52.35,0.0,0.0,51.93,51.93,51.93,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2018-03-11,52.09,52.09,52.09,0.0,0.0,52.09,52.09,52.09,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2018-03-18,50.37,50.37,50.37,0.0,0.0,50.37,50.37,50.37,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.16,49.16,49.16,0.0,0.0
