Date,IFF_stock_Open_average,IFF_stock_Open_max,IFF_stock_Open_min,IFF_stock_Open_volatility,IFF_stock_Open_change,IFF_stock_High_average,IFF_stock_High_max,IFF_stock_High_min,IFF_stock_High_volatility,IFF_stock_High_change,IFF_stock_Low_average,IFF_stock_Low_max,IFF_stock_Low_min,IFF_stock_Low_volatility,IFF_stock_Low_change,IFF_stock_Close_average,IFF_stock_Close_max,IFF_stock_Close_min,IFF_stock_Close_volatility,IFF_stock_Close_change,IFF_stock_Volume_average,IFF_stock_Volume_max,IFF_stock_Volume_min,IFF_stock_Volume_volatility,IFF_stock_Volume_change
2018-01-14,155.575,156.24,154.7,1.5400000000000205,1.1300000000000239,156.3875,157.4,155.44,1.960000000000008,0.3900000000000148,153.675,154.93,152.11,2.819999999999993,2.3799999999999955,154.8525,156.55,152.54,4.010000000000019,2.6500000000000057,449190,789037,252049,536988,146259
2018-01-21,153.94400000000002,155.27,153.0,2.2700000000000102,0.45000000000001705,154.468,155.27,153.37,1.9000000000000057,0.45000000000001705,152.442,153.23,151.31,1.9199999999999875,0.5300000000000011,153.454,154.85,152.86,1.9899999999999807,0.4300000000000068,390440,461211,291539,169672,-9933
2018-01-28,150.058,153.4,146.94,6.460000000000008,-6.460000000000008,150.862,153.89,147.81,6.079999999999984,-6.079999999999984,148.29,150.88,146.07,4.810000000000002,-4.810000000000002,149.046,150.9,146.13,4.77000000000001,-4.77000000000001,427403,542853,338342,204511,43849
2018-02-04,141.62,145.35,139.29,6.060000000000002,-5.989999999999981,143.636,146.86,141.27,5.590000000000003,-5.590000000000003,138.998,141.42,136.85,4.569999999999993,-4.090000000000003,140.894,142.7,138.0,4.699999999999989,-0.5600000000000023,425848,578458,352295,226163,-13184
2018-02-11,141.424,143.58,138.93,4.650000000000006,2.5400000000000205,144.288,145.12,143.25,1.8700000000000045,1.3400000000000034,139.672,141.43,135.08,6.349999999999994,0.8799999999999955,143.236,144.85,141.83,3.019999999999982,-0.589999999999975,517093,761257,271004,490253,176232
2018-02-18,142.45749999999998,143.67,141.36,2.309999999999974,2.309999999999974,144.325,145.89,143.41,2.4799999999999898,1.8599999999999852,141.7125,142.47,141.1,1.3700000000000045,1.3700000000000045,143.075,145.82,141.44,4.3799999999999955,3.4399999999999977,449618,545767,323744,222023,-113052
2018-02-25,142.692,145.76,137.86,7.899999999999977,-7.899999999999977,143.16,145.98,138.53,7.449999999999989,-7.449999999999989,140.508,143.88,136.86,7.019999999999982,-7.019999999999982,141.096,145.43,137.84,7.590000000000003,-7.590000000000003,390632,636396,232999,403397,403397
2018-03-04,139.042,139.97,137.34,2.6299999999999955,2.6299999999999955,140.18800000000002,141.24,139.27,1.9699999999999989,1.9699999999999989,138.244,139.4,137.05,2.3499999999999943,2.3499999999999943,139.506,141.01,138.57,2.4399999999999977,2.4399999999999977,742631,943938,527413,416525,-336181
2018-03-11,140.50199999999998,143.01,137.63,5.3799999999999955,-3.4000000000000057,141.424,143.47,139.09,4.3799999999999955,-3.719999999999999,139.232,141.03,136.41,4.6200000000000045,-4.6200000000000045,140.08,142.05,138.74,3.3100000000000023,-3.3100000000000023,520409,837166,258038,579128,17924
2018-03-18,136.068,138.01,133.0,5.009999999999991,-5.009999999999991,137.138,139.2,135.12,4.079999999999984,-4.079999999999984,134.678,137.06,132.49,4.569999999999993,-4.569999999999993,135.078,137.84,132.6,5.240000000000009,-5.240000000000009,440851,548237,357854,190383,190383
