Date,LNC_Open_average,LNC_Open_max,LNC_Open_min,LNC_Open_volatility,LNC_Open_change,LNC_High_average,LNC_High_max,LNC_High_min,LNC_High_volatility,LNC_High_change,LNC_Low_average,LNC_Low_max,LNC_Low_min,LNC_Low_volatility,LNC_Low_change,LNC_Close_average,LNC_Close_max,LNC_Close_min,LNC_Close_volatility,LNC_Close_change,LNC_Volume_average,LNC_Volume_max,LNC_Volume_min,LNC_Volume_volatility,LNC_Volume_change
2018-01-14,83.464,84.75,82.92,1.8299999999999983,-1.3700000000000045,83.798,85.2,83.2,2.0,-1.6800000000000068,82.182,82.56,81.72,0.8400000000000034,0.3499999999999943,83.014,83.35,82.51,0.8399999999999892,0.8399999999999892,1396257,1774055,864001,910054,-368961
2018-01-21,83.768,84.89,82.76,2.1299999999999955,2.1299999999999955,84.566,86.68,83.43,3.25,3.25,83.162,84.88,81.86,3.019999999999996,3.019999999999996,84.032,85.71,82.9,2.809999999999988,2.809999999999988,1318337,2314638,921777,1392861,1392861
2018-01-28,83.732,84.78,81.99,2.7900000000000063,-2.7900000000000063,84.746,86.19,82.95,3.239999999999995,-2.469999999999999,81.752,83.1,77.56,5.539999999999992,-5.390000000000001,82.764,85.91,78.09,7.819999999999993,-5.890000000000001,2062819,2362898,1686756,676142,-564556
2018-02-04,76.73,78.53,75.05,3.480000000000004,0.6599999999999966,78.206,79.85,76.05,3.799999999999997,-1.7800000000000011,74.866,77.78,72.47,5.310000000000002,-0.14000000000000057,76.358,78.57,73.86,4.709999999999994,-3.0999999999999943,2033325,2590400,1714429,875971,-558610
2018-02-11,75.85249999999999,78.0,74.1,3.9000000000000057,2.0500000000000114,77.4325,79.0,75.09,3.9099999999999966,2.8799999999999955,75.355,76.75,74.0,2.75,2.6300000000000097,76.6,77.58,74.34,3.239999999999995,3.239999999999995,1656692,1990770,1137754,853016,-853016
2018-02-18,77.91,78.72,77.19,1.5300000000000011,1.1200000000000045,78.712,79.54,78.06,1.480000000000004,0.04999999999999716,77.208,77.88,76.96,0.9200000000000017,0.10999999999999943,77.964,78.42,77.03,1.3900000000000006,0.39000000000000057,1152452,1597596,833428,764168,371481
2018-02-25,75.992,78.84,72.98,5.859999999999999,-5.719999999999999,76.898,79.83,73.87,5.959999999999994,-4.489999999999995,74.43,78.18,71.85,6.3300000000000125,-5.63000000000001,75.38,78.22,73.73,4.489999999999995,-3.319999999999993,1336035,1547982,1080748,467234,-393470
2018-03-04,76.402,78.71,74.76,3.9499999999999886,3.589999999999989,77.33,79.02,76.08,2.9399999999999977,2.9399999999999977,75.782,78.05,74.46,3.5900000000000034,3.5900000000000034,77.082,78.71,75.85,2.8599999999999994,2.5600000000000023,1362595,1929844,1051299,878545,158234
2018-03-11,77.344,78.81,76.41,2.4000000000000057,-2.4000000000000057,77.852,79.01,77.19,1.8200000000000074,-1.8200000000000074,76.23400000000001,77.61,75.18,2.4299999999999926,-2.4299999999999926,76.55199999999999,77.84,75.8,2.0400000000000063,-2.0400000000000063,1168488,1629336,762865,866471,-474129
2018-03-18,74.92,76.75,71.91,4.840000000000003,-4.430000000000007,75.872,78.35,73.17,5.179999999999993,-4.010000000000005,73.53,76.75,70.15,6.599999999999994,-4.859999999999999,74.166,77.2,70.36,6.840000000000003,-3.450000000000003,1199711,1512898,695768,817130,749907
