Date,SPDR Dow Jones REIT_etf_Open_average,SPDR Dow Jones REIT_etf_Open_max,SPDR Dow Jones REIT_etf_Open_min,SPDR Dow Jones REIT_etf_Open_volatility,SPDR Dow Jones REIT_etf_Open_change,SPDR Dow Jones REIT_etf_High_average,SPDR Dow Jones REIT_etf_High_max,SPDR Dow Jones REIT_etf_High_min,SPDR Dow Jones REIT_etf_High_volatility,SPDR Dow Jones REIT_etf_High_change,SPDR Dow Jones REIT_etf_Low_average,SPDR Dow Jones REIT_etf_Low_max,SPDR Dow Jones REIT_etf_Low_min,SPDR Dow Jones REIT_etf_Low_volatility,SPDR Dow Jones REIT_etf_Low_change,SPDR Dow Jones REIT_etf_Close_average,SPDR Dow Jones REIT_etf_Close_max,SPDR Dow Jones REIT_etf_Close_min,SPDR Dow Jones REIT_etf_Close_volatility,SPDR Dow Jones REIT_etf_Close_change
2018-03-25,86.38,86.38,86.38,0.0,0.0,86.64,86.64,86.64,0.0,0.0,85.68,85.68,85.68,0.0,0.0,86.14,86.14,86.14,0.0,0.0
2018-04-01,86.58,86.58,86.58,0.0,0.0,87.02,87.02,87.02,0.0,0.0,85.65,85.65,85.65,0.0,0.0,85.89,85.89,85.89,0.0,0.0
2018-04-08,84.89,84.89,84.89,0.0,0.0,85.47,85.47,85.47,0.0,0.0,84.73,84.73,84.73,0.0,0.0,85.44,85.44,85.44,0.0,0.0
2018-04-15,85.38,85.38,85.38,0.0,0.0,85.58,85.58,85.58,0.0,0.0,84.46,84.46,84.46,0.0,0.0,84.55,84.55,84.55,0.0,0.0
2018-04-22,85.93,85.93,85.93,0.0,0.0,87.99,87.99,87.99,0.0,0.0,85.79,85.79,85.79,0.0,0.0,87.72,87.72,87.72,0.0,0.0
2018-04-29,87.86,87.86,87.86,0.0,0.0,89.03,89.03,89.03,0.0,0.0,87.81,87.81,87.81,0.0,0.0,88.78,88.78,88.78,0.0,0.0
2018-05-06,90.31,90.31,90.31,0.0,0.0,90.71,90.71,90.71,0.0,0.0,89.93,89.93,89.93,0.0,0.0,90.04,90.04,90.04,0.0,0.0
2018-05-13,86.8,86.8,86.8,0.0,0.0,87.12,87.12,87.12,0.0,0.0,86.44,86.44,86.44,0.0,0.0,86.79,86.79,86.79,0.0,0.0
2018-05-20,89.12,89.12,89.12,0.0,0.0,89.65,89.65,89.65,0.0,0.0,89.12,89.12,89.12,0.0,0.0,89.38,89.38,89.38,0.0,0.0
2018-05-27,90.82,90.82,90.82,0.0,0.0,91.55,91.55,91.55,0.0,0.0,90.64,90.64,90.64,0.0,0.0,91.36,91.36,91.36,0.0,0.0
2018-06-03,92.25,92.25,92.25,0.0,0.0,92.7,92.7,92.7,0.0,0.0,92.25,92.25,92.25,0.0,0.0,92.61,92.61,92.61,0.0,0.0
2018-06-10,91.01,91.01,91.01,0.0,0.0,91.69,91.69,91.69,0.0,0.0,90.81,90.81,90.81,0.0,0.0,90.96,90.96,90.96,0.0,0.0
2018-06-17,92.65,92.65,92.65,0.0,0.0,93.3,93.3,93.3,0.0,0.0,92.26,92.26,92.26,0.0,0.0,93.25,93.25,93.25,0.0,0.0
2018-06-24,93.49,93.49,93.49,0.0,0.0,94.28,94.28,94.28,0.0,0.0,93.02,93.02,93.02,0.0,0.0,93.96,93.96,93.96,0.0,0.0
2018-07-01,95.28,95.28,95.28,0.0,0.0,95.46,95.46,95.46,0.0,0.0,94.99,94.99,94.99,0.0,0.0,95.29,95.29,95.29,0.0,0.0
2018-07-08,94.73,94.73,94.73,0.0,0.0,95.16,95.16,95.16,0.0,0.0,94.35,94.35,94.35,0.0,0.0,94.39,94.39,94.39,0.0,0.0
2018-07-15,93.69,93.69,93.69,0.0,0.0,93.7,93.7,93.7,0.0,0.0,92.76,92.76,92.76,0.0,0.0,93.07,93.07,93.07,0.0,0.0
2018-07-22,93.66,93.66,93.66,0.0,0.0,93.66,93.66,93.66,0.0,0.0,92.17,92.17,92.17,0.0,0.0,92.29,92.29,92.29,0.0,0.0
2018-07-29,94.41,94.41,94.41,0.0,0.0,95.54,95.54,95.54,0.0,0.0,94.41,94.41,94.41,0.0,0.0,95.49,95.49,95.49,0.0,0.0
2018-08-05,94.61,94.61,94.61,0.0,0.0,94.86,94.86,94.86,0.0,0.0,93.87,93.87,93.87,0.0,0.0,93.9,93.9,93.9,0.0,0.0
2018-08-12,95.89,95.89,95.89,0.0,0.0,97.08,97.08,97.08,0.0,0.0,95.89,95.89,95.89,0.0,0.0,97.07,97.07,97.07,0.0,0.0
2018-08-19,95.57,95.57,95.57,0.0,0.0,96.3,96.3,96.3,0.0,0.0,95.52,95.52,95.52,0.0,0.0,96.25,96.25,96.25,0.0,0.0
2018-08-26,96.71,96.71,96.71,0.0,0.0,97.34,97.34,97.34,0.0,0.0,96.65,96.65,96.65,0.0,0.0,97.08,97.08,97.08,0.0,0.0
2018-09-02,95.78,95.78,95.78,0.0,0.0,96.57,96.57,96.57,0.0,0.0,95.68,95.68,95.68,0.0,0.0,95.95,95.95,95.95,0.0,0.0
2018-09-09,96.5,96.5,96.5,0.0,0.0,96.5,96.5,96.5,0.0,0.0,95.08,95.08,95.08,0.0,0.0,95.84,95.84,95.84,0.0,0.0
2018-09-16,95.5,95.5,95.5,0.0,0.0,98.11,98.11,98.11,0.0,0.0,95.33,95.33,95.33,0.0,0.0,95.71,95.71,95.71,0.0,0.0
2018-09-23,92.04,92.04,92.04,0.0,0.0,93.29,93.29,93.29,0.0,0.0,92.04,92.04,92.04,0.0,0.0,93.25,93.25,93.25,0.0,0.0
2018-09-30,90.43,90.43,90.43,0.0,0.0,90.96,90.96,90.96,0.0,0.0,90.36,90.36,90.36,0.0,0.0,90.48,90.48,90.48,0.0,0.0
2018-10-07,89.19,89.19,89.19,0.0,0.0,89.21,89.21,89.21,0.0,0.0,87.57,87.57,87.57,0.0,0.0,87.99,87.99,87.99,0.0,0.0
2018-10-14,89.68,89.68,89.68,0.0,0.0,90.55,90.55,90.55,0.0,0.0,89.68,89.68,89.68,0.0,0.0,90.28,90.28,90.28,0.0,0.0
2018-10-21,91.31,91.31,91.31,0.0,0.0,91.31,91.31,91.31,0.0,0.0,89.31,89.31,89.31,0.0,0.0,89.92,89.92,89.92,0.0,0.0
2018-10-28,91.33,91.33,91.33,0.0,0.0,91.33,91.33,91.33,0.0,0.0,89.14,89.14,89.14,0.0,0.0,90.01,90.01,90.01,0.0,0.0
2018-11-04,93.36,93.36,93.36,0.0,0.0,93.84,93.84,93.84,0.0,0.0,93.07,93.07,93.07,0.0,0.0,93.62,93.62,93.62,0.0,0.0
2018-11-11,92.53,92.53,92.53,0.0,0.0,93.75,93.75,93.75,0.0,0.0,92.53,92.53,92.53,0.0,0.0,93.74,93.74,93.74,0.0,0.0
2018-11-18,93.09,93.09,93.09,0.0,0.0,93.42,93.42,93.42,0.0,0.0,92.44,92.44,92.44,0.0,0.0,92.92,92.92,92.92,0.0,0.0
2018-11-25,94.42,94.42,94.42,0.0,0.0,95.37,95.37,95.37,0.0,0.0,94.27,94.27,94.27,0.0,0.0,95.33,95.33,95.33,0.0,0.0
2018-12-02,96.58,96.58,96.58,0.0,0.0,96.58,96.58,96.58,0.0,0.0,95.28,95.28,95.28,0.0,0.0,95.59,95.59,95.59,0.0,0.0
2018-12-09,93.07,93.07,93.07,0.0,0.0,93.55,93.55,93.55,0.0,0.0,92.67,92.67,92.67,0.0,0.0,93.21,93.21,93.21,0.0,0.0
2018-12-16,88.36,88.36,88.36,0.0,0.0,90.05,90.05,90.05,0.0,0.0,87.19,87.19,87.19,0.0,0.0,87.34,87.34,87.34,0.0,0.0
2018-12-23,86.28,86.28,86.28,0.0,0.0,86.66,86.66,86.66,0.0,0.0,84.96,84.96,84.96,0.0,0.0,85.77,85.77,85.77,0.0,0.0
2018-12-30,84.97,84.97,84.97,0.0,0.0,86.0,86.0,86.0,0.0,0.0,84.48,84.48,84.48,0.0,0.0,85.19,85.19,85.19,0.0,0.0
2019-01-06,88.97,88.97,88.97,0.0,0.0,89.47,89.47,89.47,0.0,0.0,88.72,88.72,88.72,0.0,0.0,89.39,89.39,89.39,0.0,0.0
2019-01-13,91.34,91.34,91.34,0.0,0.0,91.43,91.43,91.43,0.0,0.0,90.69,90.69,90.69,0.0,0.0,91.4,91.4,91.4,0.0,0.0
2019-01-20,91.35,91.35,91.35,0.0,0.0,92.55,92.55,92.55,0.0,0.0,91.35,91.35,91.35,0.0,0.0,92.49,92.49,92.49,0.0,0.0
2019-01-27,95.65,95.65,95.65,0.0,0.0,96.41,96.41,96.41,0.0,0.0,93.64,93.64,93.64,0.0,0.0,95.15,95.15,95.15,0.0,0.0
2019-02-03,96.7,96.7,96.7,0.0,0.0,97.22,97.22,97.22,0.0,0.0,96.52,96.52,96.52,0.0,0.0,96.95,96.95,96.95,0.0,0.0
2019-02-10,97.41,97.41,97.41,0.0,0.0,97.7,97.7,97.7,0.0,0.0,97.11,97.11,97.11,0.0,0.0,97.66,97.66,97.66,0.0,0.0
2019-02-17,97.45,97.45,97.45,0.0,0.0,98.28,98.28,98.28,0.0,0.0,96.95,96.95,96.95,0.0,0.0,97.95,97.95,97.95,0.0,0.0
2019-02-24,97.03,97.03,97.03,0.0,0.0,97.03,97.03,97.03,0.0,0.0,95.12,95.12,95.12,0.0,0.0,96.14,96.14,96.14,0.0,0.0
2019-03-03,96.03,96.03,96.03,0.0,0.0,96.62,96.62,96.62,0.0,0.0,95.89,95.89,95.89,0.0,0.0,96.26,96.26,96.26,0.0,0.0
2019-03-10,98.74,98.74,98.74,0.0,0.0,98.79,98.79,98.79,0.0,0.0,97.92,97.92,97.92,0.0,0.0,98.09,98.09,98.09,0.0,0.0
2019-03-17,98.26,98.26,98.26,0.0,0.0,99.11,99.11,99.11,0.0,0.0,97.76,97.76,97.76,0.0,0.0,97.78,97.78,97.78,0.0,0.0
2019-03-24,99.44,99.44,99.44,0.0,0.0,99.5,99.5,99.5,0.0,0.0,98.68,98.68,98.68,0.0,0.0,98.92,98.92,98.92,0.0,0.0
2019-03-31,99.52,99.52,99.52,0.0,0.0,100.08,100.08,100.08,0.0,0.0,99.28,99.28,99.28,0.0,0.0,99.99,99.99,99.99,0.0,0.0
2019-04-07,99.66,99.66,99.66,0.0,0.0,100.22,100.22,100.22,0.0,0.0,99.03,99.03,99.03,0.0,0.0,100.22,100.22,100.22,0.0,0.0
2019-04-14,96.54,96.54,96.54,0.0,0.0,97.52,97.52,97.52,0.0,0.0,96.35,96.35,96.35,0.0,0.0,97.24,97.24,97.24,0.0,0.0
2019-04-21,98.47,98.47,98.47,0.0,0.0,99.01,99.01,99.01,0.0,0.0,98.22,98.22,98.22,0.0,0.0,98.83,98.83,98.83,0.0,0.0
2019-04-28,99.63,99.63,99.63,0.0,0.0,100.1,100.1,100.1,0.0,0.0,99.01,99.01,99.01,0.0,0.0,99.97,99.97,99.97,0.0,0.0
2019-05-05,97.61,97.61,97.61,0.0,0.0,99.1,99.1,99.1,0.0,0.0,97.61,97.61,97.61,0.0,0.0,98.91,98.91,98.91,0.0,0.0
2019-05-12,99.93,99.93,99.93,0.0,0.0,100.24,100.24,100.24,0.0,0.0,99.49,99.49,99.49,0.0,0.0,100.16,100.16,100.16,0.0,0.0
2019-05-19,100.28,100.28,100.28,0.0,0.0,100.71,100.71,100.71,0.0,0.0,100.08,100.08,100.08,0.0,0.0,100.2,100.2,100.2,0.0,0.0
2019-05-26,97.6,97.6,97.6,0.0,0.0,98.89,98.89,98.89,0.0,0.0,97.26,97.26,97.26,0.0,0.0,98.37,98.37,98.37,0.0,0.0
2019-06-02,100.89,100.89,100.89,0.0,0.0,101.38,101.38,101.38,0.0,0.0,100.52,100.52,100.52,0.0,0.0,100.6,100.6,100.6,0.0,0.0
2019-06-09,101.33,101.33,101.33,0.0,0.0,101.81,101.81,101.81,0.0,0.0,101.14,101.14,101.14,0.0,0.0,101.34,101.34,101.34,0.0,0.0
2019-06-16,102.76,102.76,102.76,0.0,0.0,102.86,102.86,102.86,0.0,0.0,101.22,101.22,101.22,0.0,0.0,101.66,101.66,101.66,0.0,0.0
2019-06-23,98.36,98.36,98.36,0.0,0.0,99.39,99.39,99.39,0.0,0.0,98.36,98.36,98.36,0.0,0.0,98.8,98.8,98.8,0.0,0.0
2019-06-30,101.0,101.0,101.0,0.0,0.0,101.46,101.46,101.46,0.0,0.0,99.59,99.59,99.59,0.0,0.0,101.19,101.19,101.19,0.0,0.0
2019-07-07,101.46,101.46,101.46,0.0,0.0,101.53,101.53,101.53,0.0,0.0,100.89,100.89,100.89,0.0,0.0,101.24,101.24,101.24,0.0,0.0
2019-07-14,100.94,100.94,100.94,0.0,0.0,101.14,101.14,101.14,0.0,0.0,98.96,98.96,98.96,0.0,0.0,99.09,99.09,99.09,0.0,0.0
2019-07-21,99.86,99.86,99.86,0.0,0.0,100.31,100.31,100.31,0.0,0.0,99.25,99.25,99.25,0.0,0.0,100.07,100.07,100.07,0.0,0.0
2019-07-28,100.01,100.01,100.01,0.0,0.0,100.97,100.97,100.97,0.0,0.0,99.77,99.77,99.77,0.0,0.0,100.47,100.47,100.47,0.0,0.0
2019-08-04,101.56,101.56,101.56,0.0,0.0,101.89,101.89,101.89,0.0,0.0,100.66,100.66,100.66,0.0,0.0,101.55,101.55,101.55,0.0,0.0
2019-08-11,101.14,101.14,101.14,0.0,0.0,102.13,102.13,102.13,0.0,0.0,101.1,101.1,101.1,0.0,0.0,101.94,101.94,101.94,0.0,0.0
2019-08-18,102.46,102.46,102.46,0.0,0.0,102.98,102.98,102.98,0.0,0.0,100.66,100.66,100.66,0.0,0.0,100.92,100.92,100.92,0.0,0.0
2019-08-25,102.85,102.85,102.85,0.0,0.0,102.96,102.96,102.96,0.0,0.0,102.29,102.29,102.29,0.0,0.0,102.72,102.72,102.72,0.0,0.0
2019-09-01,104.06,104.06,104.06,0.0,0.0,104.35,104.35,104.35,0.0,0.0,103.86,103.86,103.86,0.0,0.0,104.25,104.25,104.25,0.0,0.0
2019-09-08,103.72,103.72,103.72,0.0,0.0,104.46,104.46,104.46,0.0,0.0,102.71,102.71,102.71,0.0,0.0,102.94,102.94,102.94,0.0,0.0
2019-09-15,104.48,104.48,104.48,0.0,0.0,105.02,105.02,105.02,0.0,0.0,104.2,104.2,104.2,0.0,0.0,104.25,104.25,104.25,0.0,0.0
2019-09-22,105.0,105.0,105.0,0.0,0.0,105.03,105.03,105.03,0.0,0.0,103.94,103.94,103.94,0.0,0.0,104.6,104.6,104.6,0.0,0.0
2019-09-29,104.34,104.34,104.34,0.0,0.0,104.77,104.77,104.77,0.0,0.0,104.18,104.18,104.18,0.0,0.0,104.76,104.76,104.76,0.0,0.0
2019-10-06,104.72,104.72,104.72,0.0,0.0,105.07,105.07,105.07,0.0,0.0,104.22,104.22,104.22,0.0,0.0,104.33,104.33,104.33,0.0,0.0
2019-10-13,104.79,104.79,104.79,0.0,0.0,105.61,105.61,105.61,0.0,0.0,104.62,104.62,104.62,0.0,0.0,105.5,105.5,105.5,0.0,0.0
2019-10-20,106.55,106.55,106.55,0.0,0.0,106.55,106.55,106.55,0.0,0.0,105.43,105.43,105.43,0.0,0.0,105.59,105.59,105.59,0.0,0.0
2019-10-27,105.92,105.92,105.92,0.0,0.0,106.43,106.43,106.43,0.0,0.0,104.98,104.98,104.98,0.0,0.0,105.8,105.8,105.8,0.0,0.0
2019-11-03,102.68,102.68,102.68,0.0,0.0,103.07,103.07,103.07,0.0,0.0,102.37,102.37,102.37,0.0,0.0,102.47,102.47,102.47,0.0,0.0
2019-11-10,103.51,103.51,103.51,0.0,0.0,103.83,103.83,103.83,0.0,0.0,103.35,103.35,103.35,0.0,0.0,103.79,103.79,103.79,0.0,0.0
2019-11-17,102.62,102.62,102.62,0.0,0.0,102.65,102.65,102.65,0.0,0.0,101.63,101.63,101.63,0.0,0.0,102.39,102.39,102.39,0.0,0.0
2019-11-24,104.83,104.83,104.83,0.0,0.0,105.12,105.12,105.12,0.0,0.0,104.21,104.21,104.21,0.0,0.0,104.26,104.26,104.26,0.0,0.0
2019-12-01,103.59,103.59,103.59,0.0,0.0,104.36,104.36,104.36,0.0,0.0,103.59,103.59,103.59,0.0,0.0,103.83,103.83,103.83,0.0,0.0
2019-12-08,100.61,100.61,100.61,0.0,0.0,101.04,101.04,101.04,0.0,0.0,99.54,99.54,99.54,0.0,0.0,100.22,100.22,100.22,0.0,0.0
2019-12-15,101.42,101.42,101.42,0.0,0.0,102.08,102.08,102.08,0.0,0.0,101.42,101.42,101.42,0.0,0.0,101.68,101.68,101.68,0.0,0.0
2019-12-22,101.03,101.03,101.03,0.0,0.0,101.22,101.22,101.22,0.0,0.0,100.73,100.73,100.73,0.0,0.0,101.08,101.08,101.08,0.0,0.0
2019-12-29,99.98,99.98,99.98,0.0,0.0,101.54,101.54,101.54,0.0,0.0,99.96,99.96,99.96,0.0,0.0,101.37,101.37,101.37,0.0,0.0
