Date,UBS ETRACS Monthly Pay 2X_etf_Open_average,UBS ETRACS Monthly Pay 2X_etf_Open_max,UBS ETRACS Monthly Pay 2X_etf_Open_min,UBS ETRACS Monthly Pay 2X_etf_Open_volatility,UBS ETRACS Monthly Pay 2X_etf_Open_change,UBS ETRACS Monthly Pay 2X_etf_High_average,UBS ETRACS Monthly Pay 2X_etf_High_max,UBS ETRACS Monthly Pay 2X_etf_High_min,UBS ETRACS Monthly Pay 2X_etf_High_volatility,UBS ETRACS Monthly Pay 2X_etf_High_change,UBS ETRACS Monthly Pay 2X_etf_Low_average,UBS ETRACS Monthly Pay 2X_etf_Low_max,UBS ETRACS Monthly Pay 2X_etf_Low_min,UBS ETRACS Monthly Pay 2X_etf_Low_volatility,UBS ETRACS Monthly Pay 2X_etf_Low_change,UBS ETRACS Monthly Pay 2X_etf_Close_average,UBS ETRACS Monthly Pay 2X_etf_Close_max,UBS ETRACS Monthly Pay 2X_etf_Close_min,UBS ETRACS Monthly Pay 2X_etf_Close_volatility,UBS ETRACS Monthly Pay 2X_etf_Close_change
2018-01-14,17.62,17.62,17.62,0.0,0.0,17.69,17.69,17.69,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.68,17.68,17.68,0.0,0.0
2018-01-21,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.93,17.93,17.93,0.0,0.0,17.95,17.95,17.95,0.0,0.0
2018-01-28,17.38,17.38,17.38,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.04,17.04,17.04,0.0,0.0,17.06,17.06,17.06,0.0,0.0
2018-02-04,16.24,16.24,16.24,0.0,0.0,16.3,16.3,16.3,0.0,0.0,15.66,15.66,15.66,0.0,0.0,16.25,16.25,16.25,0.0,0.0
2018-02-11,16.44,16.44,16.44,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.48,16.48,16.48,0.0,0.0
2018-02-18,16.72,16.72,16.72,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2018-02-25,16.24,16.24,16.24,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.3,16.3,16.3,0.0,0.0
2018-03-04,16.6,16.6,16.6,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.7,16.7,16.7,0.0,0.0
2018-03-11,16.37,16.37,16.37,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.35,16.35,16.35,0.0,0.0
2018-03-18,15.86,15.86,15.86,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.55,15.55,15.55,0.0,0.0
2018-03-25,15.78,15.78,15.78,0.0,0.0,16.05,16.05,16.05,0.0,0.0,15.78,15.78,15.78,0.0,0.0,15.95,15.95,15.95,0.0,0.0
2018-04-01,16.05,16.05,16.05,0.0,0.0,16.12,16.12,16.12,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.93,15.93,15.93,0.0,0.0
2018-04-08,16.06,16.06,16.06,0.0,0.0,16.06,16.06,16.06,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.87,15.87,15.87,0.0,0.0
