Date,HP_Open_average,HP_Open_max,HP_Open_min,HP_Open_volatility,HP_Open_change,HP_High_average,HP_High_max,HP_High_min,HP_High_volatility,HP_High_change,HP_Low_average,HP_Low_max,HP_Low_min,HP_Low_volatility,HP_Low_change,HP_Close_average,HP_Close_max,HP_Close_min,HP_Close_volatility,HP_Close_change,HP_Volume_average,HP_Volume_max,HP_Volume_min,HP_Volume_volatility,HP_Volume_change
2018-01-14,70.33,71.13,69.29,1.8399999999999892,0.5899999999999892,71.352,71.64,71.14,0.5,0.04999999999999716,69.568,70.38,67.94,2.4399999999999977,0.7399999999999949,70.528,71.13,69.73,1.3999999999999915,1.3900000000000006,1789606,2156959,1488816,668143,15047
2018-01-21,72.658,74.25,71.1,3.1500000000000057,2.3300000000000125,73.586,75.02,72.07,2.950000000000003,2.950000000000003,71.212,72.73,69.39,3.3400000000000034,2.019999999999996,73.012,74.33,71.38,2.950000000000003,2.760000000000005,2381734,3512581,1588021,1924560,894897
2018-01-28,72.058,73.61,69.17,4.439999999999998,-4.439999999999998,72.816,73.92,70.65,3.269999999999996,-3.269999999999996,70.666,71.96,68.15,3.809999999999988,-3.4499999999999886,71.218,72.95,68.29,4.659999999999997,-4.4199999999999875,1861592,2443563,1458413,985150,262846
2018-02-04,66.456,68.71,64.55,4.159999999999997,-2.0900000000000034,67.666,70.28,65.19,5.090000000000003,-3.559999999999988,64.656,67.03,61.3,5.730000000000004,-2.490000000000009,65.858,68.69,63.62,5.07,-4.049999999999997,2695629,3053872,2176194,877678,161023
2018-02-11,64.54,65.87,62.88,2.990000000000002,1.1500000000000057,65.9625,66.89,64.54,2.3499999999999943,1.759999999999991,63.725,65.14,62.28,2.8599999999999994,1.7199999999999989,65.26,66.12,63.73,2.3900000000000077,1.7299999999999969,2019680,2739537,1280003,1459534,-1459534
2018-02-18,65.624,67.35,64.22,3.1299999999999955,1.7399999999999949,66.754,67.59,65.8,1.7900000000000063,1.3400000000000034,65.036,66.29,64.03,2.260000000000005,2.0900000000000034,65.73,67.43,64.46,2.970000000000013,2.9200000000000017,950683,1155703,701271,454432,-242701
2018-02-25,65.826,67.27,64.43,2.839999999999989,-1.1899999999999977,67.098,68.35,65.81,2.539999999999992,-1.0499999999999972,64.804,66.39,63.44,2.950000000000003,-0.8900000000000006,65.932,66.79,64.55,2.240000000000009,0.0799999999999983,1412760,1713516,1186183,527333,-74600
2018-03-04,66.218,67.07,65.25,1.8199999999999932,-0.47999999999998977,66.84400000000001,68.06,65.31,2.75,-0.2600000000000051,64.97,66.02,63.82,2.1999999999999957,0.20000000000000284,65.88,66.89,65.02,1.8700000000000045,-0.75,1564857,2032773,1196717,836056,172508
2018-03-11,64.616,66.11,62.65,3.460000000000001,-1.5300000000000011,65.21600000000001,66.29,64.67,1.6200000000000045,-1.4000000000000057,63.404,64.26,62.33,1.9300000000000068,-0.44000000000000483,64.224,64.68,62.64,2.0400000000000063,0.05000000000001137,2074230,4460157,1092159,3367998,-193416
2018-03-18,66.602,67.71,65.1,2.6099999999999994,2.240000000000009,67.89399999999999,69.19,65.96,3.230000000000004,2.0,65.952,66.68,64.97,1.710000000000008,1.710000000000008,66.944,68.88,65.31,3.569999999999993,2.4099999999999966,1598709,2621270,1091538,1529732,-113998
2018-03-25,66.3025,68.0,64.94,3.0600000000000023,-2.200000000000003,67.08250000000001,68.26,66.53,1.730000000000004,-1.730000000000004,64.7375,66.09,63.51,2.5800000000000054,-2.5800000000000054,65.55250000000001,66.56,64.58,1.980000000000004,-1.8900000000000006,1063146,1237149,875364,361785,-273373
2018-04-01,65.852,66.91,64.89,2.019999999999996,0.519999999999996,67.054,68.18,66.35,1.8300000000000125,0.29999999999999716,64.94800000000001,66.53,64.15,2.3799999999999955,1.1299999999999955,66.298,67.43,65.45,1.980000000000004,-0.519999999999996,1148927,1556952,880360,676592,-134524
