Date,Premise Capital Frontier Advantage Diversified Tac_Open_average,Premise Capital Frontier Advantage Diversified Tac_Open_max,Premise Capital Frontier Advantage Diversified Tac_Open_min,Premise Capital Frontier Advantage Diversified Tac_Open_volatility,Premise Capital Frontier Advantage Diversified Tac_Open_change,Premise Capital Frontier Advantage Diversified Tac_High_average,Premise Capital Frontier Advantage Diversified Tac_High_max,Premise Capital Frontier Advantage Diversified Tac_High_min,Premise Capital Frontier Advantage Diversified Tac_High_volatility,Premise Capital Frontier Advantage Diversified Tac_High_change,Premise Capital Frontier Advantage Diversified Tac_Low_average,Premise Capital Frontier Advantage Diversified Tac_Low_max,Premise Capital Frontier Advantage Diversified Tac_Low_min,Premise Capital Frontier Advantage Diversified Tac_Low_volatility,Premise Capital Frontier Advantage Diversified Tac_Low_change,Premise Capital Frontier Advantage Diversified Tac_Close_average,Premise Capital Frontier Advantage Diversified Tac_Close_max,Premise Capital Frontier Advantage Diversified Tac_Close_min,Premise Capital Frontier Advantage Diversified Tac_Close_volatility,Premise Capital Frontier Advantage Diversified Tac_Close_change
2018-05-27,30.21,30.21,30.21,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2018-06-03,30.74,30.74,30.74,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2018-06-10,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2018-06-17,29.87,29.87,29.87,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.87,29.87,29.87,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2018-06-24,29.77,29.77,29.77,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2018-07-01,30.33,30.33,30.33,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2018-07-08,30.34,30.34,30.34,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2018-07-15,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2018-07-22,30.33,30.33,30.33,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2018-07-29,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2018-08-05,30.58,30.58,30.58,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2018-08-12,30.93,30.93,30.93,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2018-08-19,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2018-08-26,31.22,31.22,31.22,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2018-09-02,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2018-09-09,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2018-09-16,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2018-09-23,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2018-09-30,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2018-10-07,29.51,29.51,29.51,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2018-10-14,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2018-10-21,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2018-10-28,29.21,29.21,29.21,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2018-11-04,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2018-11-11,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2018-11-18,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2018-11-25,28.86,28.86,28.86,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2018-12-02,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2018-12-09,28.77,28.77,28.77,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2018-12-16,28.69,28.69,28.69,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2018-12-23,28.6,28.6,28.6,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2018-12-30,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-01-06,28.85,28.85,28.85,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2019-01-13,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-01-20,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2019-01-27,29.12,29.12,29.12,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-02-03,29.22,29.22,29.22,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2019-02-10,29.33,29.33,29.33,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2019-02-17,29.44,29.44,29.44,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.43,29.43,29.43,0.0,0.0
2019-02-24,29.27,29.27,29.27,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2019-03-03,29.35,29.35,29.35,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2019-03-10,29.73,29.73,29.73,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2019-03-17,29.6,29.6,29.6,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2019-03-24,30.16,30.16,30.16,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2019-03-31,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2019-04-07,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2019-04-14,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2019-04-21,30.72,30.72,30.72,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2019-04-28,30.48,30.48,30.48,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-05-05,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2019-05-12,29.69,29.69,29.69,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2019-05-19,29.63,29.63,29.63,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-05-26,29.19,29.19,29.19,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2019-06-02,30.29,30.29,30.29,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2019-06-09,30.24,30.24,30.24,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2019-06-16,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2019-06-23,30.91,30.91,30.91,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2019-06-30,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.97,30.97,30.97,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2019-07-07,31.17,31.17,31.17,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2019-07-14,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2019-07-21,31.12,31.12,31.12,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-07-28,29.94,29.94,29.94,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2019-08-04,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2019-08-11,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2019-08-18,30.2,30.2,30.2,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.21,30.21,30.21,0.0,0.0
2019-08-25,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2019-09-01,30.97,30.97,30.97,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2019-09-08,31.03,31.03,31.03,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2019-09-15,31.15,31.15,31.15,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2019-09-22,31.0,31.0,31.0,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.99,30.99,30.99,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2019-09-29,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2019-10-06,31.01,31.01,31.01,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2019-10-13,31.39,31.39,31.39,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2019-10-20,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2019-10-27,32.01,32.01,32.01,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2019-11-03,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2019-11-10,32.08,32.08,32.08,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2019-11-17,32.07,32.07,32.07,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2019-11-24,31.95,31.95,31.95,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2019-12-01,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2019-12-08,32.77,32.77,32.77,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2019-12-15,32.95,32.95,32.95,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2019-12-22,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2019-12-29,32.41,32.41,32.41,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.43,32.43,32.43,0.0,0.0
