Date,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_Open_average,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_Open_max,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_Open_min,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_Open_volatility,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_Open_change,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_High_average,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_High_max,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_High_min,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_High_volatility,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_High_change,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_Low_average,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_Low_max,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_Low_min,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_Low_volatility,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_Low_change,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_Close_average,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_Close_max,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_Close_min,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_Close_volatility,UBS AG ETRACS Monthly Pay 2X US Small Cap High Div_Close_change
2018-01-14,18.75,18.75,18.75,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2018-01-21,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.24,18.24,18.24,0.0,0.0
2018-01-28,16.67,16.67,16.67,0.0,0.0,16.67,16.67,16.67,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.79,15.79,15.79,0.0,0.0
2018-02-04,15.14,15.14,15.14,0.0,0.0,15.69,15.69,15.69,0.0,0.0,14.51,14.51,14.51,0.0,0.0,15.64,15.64,15.64,0.0,0.0
2018-02-11,16.7,16.7,16.7,0.0,0.0,17.16,17.16,17.16,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.98,16.98,16.98,0.0,0.0
2018-02-18,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2018-02-25,15.79,15.79,15.79,0.0,0.0,16.36,16.36,16.36,0.0,0.0,15.79,15.79,15.79,0.0,0.0,16.23,16.23,16.23,0.0,0.0
2018-03-04,16.56,16.56,16.56,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.72,16.72,16.72,0.0,0.0
2018-03-11,16.31,16.31,16.31,0.0,0.0,16.31,16.31,16.31,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.98,15.98,15.98,0.0,0.0
2018-03-18,15.41,15.41,15.41,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.52,15.52,15.52,0.0,0.0
2018-03-25,15.98,15.98,15.98,0.0,0.0,16.29,16.29,16.29,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.71,15.71,15.71,0.0,0.0
2018-04-01,16.67,16.67,16.67,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.44,16.44,16.44,0.0,0.0,16.64,16.64,16.64,0.0,0.0
2018-04-08,15.98,15.98,15.98,0.0,0.0,16.35,16.35,16.35,0.0,0.0,15.98,15.98,15.98,0.0,0.0,16.09,16.09,16.09,0.0,0.0
2018-04-15,15.95,15.95,15.95,0.0,0.0,16.59,16.59,16.59,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2018-04-22,16.8,16.8,16.8,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.52,16.52,16.52,0.0,0.0
2018-04-29,17.1,17.1,17.1,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.09,17.09,17.09,0.0,0.0,17.38,17.38,17.38,0.0,0.0
2018-05-06,17.5,17.5,17.5,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.34,17.34,17.34,0.0,0.0
2018-05-13,17.4,17.4,17.4,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.58,17.58,17.58,0.0,0.0
2018-05-20,17.68,17.68,17.68,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.75,17.75,17.75,0.0,0.0
2018-05-27,18.4,18.4,18.4,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2018-06-03,19.02,19.02,19.02,0.0,0.0,19.17,19.17,19.17,0.0,0.0,18.99,18.99,18.99,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2018-06-10,18.95,18.95,18.95,0.0,0.0,19.41,19.41,19.41,0.0,0.0,18.95,18.95,18.95,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2018-06-17,20.1,20.1,20.1,0.0,0.0,20.6,20.6,20.6,0.0,0.0,19.76,19.76,19.76,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2018-06-24,19.81,19.81,19.81,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.39,19.39,19.39,0.0,0.0
2018-07-01,20.93,20.93,20.93,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2018-07-08,19.58,19.58,19.58,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.3,19.3,19.3,0.0,0.0
2018-07-15,18.98,18.98,18.98,0.0,0.0,19.05,19.05,19.05,0.0,0.0,18.71,18.71,18.71,0.0,0.0,19.01,19.01,19.01,0.0,0.0
2018-07-22,18.6,18.6,18.6,0.0,0.0,19.22,19.22,19.22,0.0,0.0,18.6,18.6,18.6,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2018-07-29,19.19,19.19,19.19,0.0,0.0,19.19,19.19,19.19,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.96,18.96,18.96,0.0,0.0
2018-08-05,18.33,18.33,18.33,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.15,18.15,18.15,0.0,0.0
2018-08-12,19.09,19.09,19.09,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.4,19.4,19.4,0.0,0.0
2018-08-19,19.66,19.66,19.66,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2018-08-26,18.95,18.95,18.95,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.92,18.92,18.92,0.0,0.0
2018-09-02,18.99,18.99,18.99,0.0,0.0,19.19,19.19,19.19,0.0,0.0,18.94,18.94,18.94,0.0,0.0,19.02,19.02,19.02,0.0,0.0
2018-09-09,18.96,18.96,18.96,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2018-09-16,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.11,18.11,18.11,0.0,0.0
2018-09-23,18.17,18.17,18.17,0.0,0.0,18.23,18.23,18.23,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2018-09-30,17.01,17.01,17.01,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.35,17.35,17.35,0.0,0.0
2018-10-07,15.65,15.65,15.65,0.0,0.0,16.1,16.1,16.1,0.0,0.0,15.55,15.55,15.55,0.0,0.0,16.02,16.02,16.02,0.0,0.0
