Date,VanEck Vectors Morningstar Wide Moat_Open_average,VanEck Vectors Morningstar Wide Moat_Open_max,VanEck Vectors Morningstar Wide Moat_Open_min,VanEck Vectors Morningstar Wide Moat_Open_volatility,VanEck Vectors Morningstar Wide Moat_Open_change,VanEck Vectors Morningstar Wide Moat_High_average,VanEck Vectors Morningstar Wide Moat_High_max,VanEck Vectors Morningstar Wide Moat_High_min,VanEck Vectors Morningstar Wide Moat_High_volatility,VanEck Vectors Morningstar Wide Moat_High_change,VanEck Vectors Morningstar Wide Moat_Low_average,VanEck Vectors Morningstar Wide Moat_Low_max,VanEck Vectors Morningstar Wide Moat_Low_min,VanEck Vectors Morningstar Wide Moat_Low_volatility,VanEck Vectors Morningstar Wide Moat_Low_change,VanEck Vectors Morningstar Wide Moat_Close_average,VanEck Vectors Morningstar Wide Moat_Close_max,VanEck Vectors Morningstar Wide Moat_Close_min,VanEck Vectors Morningstar Wide Moat_Close_volatility,VanEck Vectors Morningstar Wide Moat_Close_change
2019-03-31,47.62,47.62,47.62,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2019-04-07,48.13,48.13,48.13,0.0,0.0,48.19,48.19,48.19,0.0,0.0,47.92,47.92,47.92,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2019-04-14,47.82,47.82,47.82,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2019-04-21,48.65,48.65,48.65,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2019-04-28,48.03,48.03,48.03,0.0,0.0,48.69,48.69,48.69,0.0,0.0,47.99,47.99,47.99,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2019-05-05,46.64,46.64,46.64,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2019-05-12,46.54,46.54,46.54,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2019-05-19,46.62,46.62,46.62,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.46,46.46,46.46,0.0,0.0
2019-05-26,44.88,44.88,44.88,0.0,0.0,45.26,45.26,45.26,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2019-06-02,47.18,47.18,47.18,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.08,47.08,47.08,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2019-06-09,47.2,47.2,47.2,0.0,0.0,47.23,47.23,47.23,0.0,0.0,47.08,47.08,47.08,0.0,0.0,47.13,47.13,47.13,0.0,0.0
2019-06-16,48.17,48.17,48.17,0.0,0.0,48.18,48.18,48.18,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2019-06-23,48.71,48.71,48.71,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2019-06-30,48.5,48.5,48.5,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2019-07-07,49.21,49.21,49.21,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2019-07-14,49.34,49.34,49.34,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-07-21,50.3,50.3,50.3,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2019-07-28,48.09,48.09,48.09,0.0,0.0,48.12,48.12,48.12,0.0,0.0,46.97,46.97,46.97,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2019-08-04,47.93,47.93,47.93,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2019-08-11,48.19,48.19,48.19,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.28,48.28,48.28,0.0,0.0
2019-08-18,47.48,47.48,47.48,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.21,47.21,47.21,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2019-08-25,48.42,48.42,48.42,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2019-09-01,49.66,49.66,49.66,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2019-09-08,50.53,50.53,50.53,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-09-15,50.34,50.34,50.34,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2019-09-22,49.81,49.81,49.81,0.0,0.0,50.24,50.24,50.24,0.0,0.0,49.78,49.78,49.78,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2019-09-29,49.39,49.39,49.39,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2019-10-06,50.12,50.12,50.12,0.0,0.0,50.23,50.23,50.23,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2019-10-13,50.77,50.77,50.77,0.0,0.0,51.06,51.06,51.06,0.0,0.0,50.74,50.74,50.74,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-10-20,51.96,51.96,51.96,0.0,0.0,52.32,52.32,52.32,0.0,0.0,51.96,51.96,51.96,0.0,0.0,52.23,52.23,52.23,0.0,0.0
2019-10-27,53.24,53.24,53.24,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2019-11-03,53.41,53.41,53.41,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2019-11-10,53.93,53.93,53.93,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2019-11-17,54.07,54.07,54.07,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.43,54.43,54.43,0.0,0.0
2019-11-24,54.48,54.48,54.48,0.0,0.0,54.5,54.5,54.5,0.0,0.0,53.93,53.93,53.93,0.0,0.0,54.02,54.02,54.02,0.0,0.0
2019-12-01,54.47,54.47,54.47,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.31,54.31,54.31,0.0,0.0
2019-12-08,55.36,55.36,55.36,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.35,55.35,55.35,0.0,0.0
2019-12-15,55.22,55.22,55.22,0.0,0.0,55.22,55.22,55.22,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-12-22,55.37,55.37,55.37,0.0,0.0,55.41,55.41,55.41,0.0,0.0,54.94,54.94,54.94,0.0,0.0,55.01,55.01,55.01,0.0,0.0
2019-12-29,54.65,54.65,54.65,0.0,0.0,55.15,55.15,55.15,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.96,54.96,54.96,0.0,0.0
