Date,VanEck Vectors Morningstar Wide Moat_Open_average,VanEck Vectors Morningstar Wide Moat_Open_max,VanEck Vectors Morningstar Wide Moat_Open_min,VanEck Vectors Morningstar Wide Moat_Open_volatility,VanEck Vectors Morningstar Wide Moat_Open_change,VanEck Vectors Morningstar Wide Moat_High_average,VanEck Vectors Morningstar Wide Moat_High_max,VanEck Vectors Morningstar Wide Moat_High_min,VanEck Vectors Morningstar Wide Moat_High_volatility,VanEck Vectors Morningstar Wide Moat_High_change,VanEck Vectors Morningstar Wide Moat_Low_average,VanEck Vectors Morningstar Wide Moat_Low_max,VanEck Vectors Morningstar Wide Moat_Low_min,VanEck Vectors Morningstar Wide Moat_Low_volatility,VanEck Vectors Morningstar Wide Moat_Low_change,VanEck Vectors Morningstar Wide Moat_Close_average,VanEck Vectors Morningstar Wide Moat_Close_max,VanEck Vectors Morningstar Wide Moat_Close_min,VanEck Vectors Morningstar Wide Moat_Close_volatility,VanEck Vectors Morningstar Wide Moat_Close_change
2018-01-14,44.82,44.82,44.82,0.0,0.0,45.27,45.27,45.27,0.0,0.0,44.82,44.82,44.82,0.0,0.0,45.27,45.27,45.27,0.0,0.0
2018-01-21,45.97,45.97,45.97,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.94,45.94,45.94,0.0,0.0
2018-01-28,43.74,43.74,43.74,0.0,0.0,44.01,44.01,44.01,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2018-02-04,42.16,42.16,42.16,0.0,0.0,42.63,42.63,42.63,0.0,0.0,41.96,41.96,41.96,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2018-02-11,43.18,43.18,43.18,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2018-02-18,43.44,43.44,43.44,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2018-02-25,42.31,42.31,42.31,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.31,42.31,42.31,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2018-03-04,44.01,44.01,44.01,0.0,0.0,44.11,44.11,44.11,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2018-03-11,43.19,43.19,43.19,0.0,0.0,43.2,43.2,43.2,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2018-03-18,41.21,41.21,41.21,0.0,0.0,41.55,41.55,41.55,0.0,0.0,40.76,40.76,40.76,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2018-03-25,41.32,41.32,41.32,0.0,0.0,41.35,41.35,41.35,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2018-04-01,41.18,41.18,41.18,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2018-04-08,41.71,41.71,41.71,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2018-04-15,41.9,41.9,41.9,0.0,0.0,42.14,42.14,42.14,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2018-04-22,42.58,42.58,42.58,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.03,42.03,42.03,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2018-04-29,41.78,41.78,41.78,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2018-05-06,42.59,42.59,42.59,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2018-05-13,42.7,42.7,42.7,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2018-05-20,42.63,42.63,42.63,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2018-05-27,43.02,43.02,43.02,0.0,0.0,43.14,43.14,43.14,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2018-06-03,43.84,43.84,43.84,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2018-06-10,44.27,44.27,44.27,0.0,0.0,44.27,44.27,44.27,0.0,0.0,43.92,43.92,43.92,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2018-06-17,44.2,44.2,44.2,0.0,0.0,44.32,44.32,44.32,0.0,0.0,43.8,43.8,43.8,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2018-06-24,43.3,43.3,43.3,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2018-07-01,44.73,44.73,44.73,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2018-07-08,45.01,45.01,45.01,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.83,44.83,44.83,0.0,0.0
2018-07-15,44.52,44.52,44.52,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2018-07-22,45.11,45.11,45.11,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2018-07-29,45.45,45.45,45.45,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2018-08-05,45.15,45.15,45.15,0.0,0.0,45.21,45.21,45.21,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2018-08-12,45.91,45.91,45.91,0.0,0.0,46.1,46.1,46.1,0.0,0.0,45.91,45.91,45.91,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2018-08-19,46.12,46.12,46.12,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2018-08-26,46.03,46.03,46.03,0.0,0.0,46.25,46.25,46.25,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2018-09-02,46.18,46.18,46.18,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.22,46.22,46.22,0.0,0.0
2018-09-09,46.61,46.61,46.61,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.56,46.56,46.56,0.0,0.0
2018-09-16,47.03,47.03,47.03,0.0,0.0,47.03,47.03,47.03,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.78,46.78,46.78,0.0,0.0
2018-09-23,46.94,46.94,46.94,0.0,0.0,47.02,47.02,47.02,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2018-09-30,46.22,46.22,46.22,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2018-10-07,44.8,44.8,44.8,0.0,0.0,45.32,45.32,45.32,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2018-10-14,45.56,45.56,45.56,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.14,45.14,45.14,0.0,0.0
2018-10-21,43.72,43.72,43.72,0.0,0.0,44.16,44.16,44.16,0.0,0.0,42.82,42.82,42.82,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2018-10-28,44.55,44.55,44.55,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2018-11-04,45.67,45.67,45.67,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2018-11-11,45.48,45.48,45.48,0.0,0.0,45.51,45.51,45.51,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2018-11-18,44.67,44.67,44.67,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2018-11-25,46.5,46.5,46.5,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2018-12-02,44.25,44.25,44.25,0.0,0.0,44.43,44.43,44.43,0.0,0.0,43.38,43.38,43.38,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2018-12-09,43.63,43.63,43.63,0.0,0.0,43.79,43.79,43.79,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2018-12-16,39.61,39.61,39.61,0.0,0.0,39.74,39.74,39.74,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2018-12-23,41.17,41.17,41.17,0.0,0.0,41.26,41.26,41.26,0.0,0.0,40.75,40.75,40.75,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2018-12-30,41.72,41.72,41.72,0.0,0.0,42.25,42.25,42.25,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.91,41.91,41.91,0.0,0.0
2019-01-06,42.6,42.6,42.6,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.68,42.68,42.68,0.0,0.0
2019-01-13,44.06,44.06,44.06,0.0,0.0,44.4,44.4,44.4,0.0,0.0,43.94,43.94,43.94,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2019-01-20,43.96,43.96,43.96,0.0,0.0,44.06,44.06,44.06,0.0,0.0,43.74,43.74,43.74,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2019-01-27,45.11,45.11,45.11,0.0,0.0,45.35,45.35,45.35,0.0,0.0,44.97,44.97,44.97,0.0,0.0,45.35,45.35,45.35,0.0,0.0
2019-02-03,45.32,45.32,45.32,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2019-02-10,46.38,46.38,46.38,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.29,46.29,46.29,0.0,0.0,46.54,46.54,46.54,0.0,0.0
2019-02-17,47.01,47.01,47.01,0.0,0.0,47.05,47.05,47.05,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2019-02-24,47.17,47.17,47.17,0.0,0.0,47.2,47.2,47.2,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2019-03-03,45.7,45.7,45.7,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.68,45.68,45.68,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2019-03-10,47.03,47.03,47.03,0.0,0.0,47.2,47.2,47.2,0.0,0.0,46.9,46.9,46.9,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2019-03-17,45.94,45.94,45.94,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.86,45.86,45.86,0.0,0.0
2019-03-24,46.93,46.93,46.93,0.0,0.0,47.22,47.22,47.22,0.0,0.0,46.92,46.92,46.92,0.0,0.0,47.19,47.19,47.19,0.0,0.0
