Date,Global X China Materials_etf_Open_average,Global X China Materials_etf_Open_max,Global X China Materials_etf_Open_min,Global X China Materials_etf_Open_volatility,Global X China Materials_etf_Open_change,Global X China Materials_etf_High_average,Global X China Materials_etf_High_max,Global X China Materials_etf_High_min,Global X China Materials_etf_High_volatility,Global X China Materials_etf_High_change,Global X China Materials_etf_Low_average,Global X China Materials_etf_Low_max,Global X China Materials_etf_Low_min,Global X China Materials_etf_Low_volatility,Global X China Materials_etf_Low_change,Global X China Materials_etf_Close_average,Global X China Materials_etf_Close_max,Global X China Materials_etf_Close_min,Global X China Materials_etf_Close_volatility,Global X China Materials_etf_Close_change
2018-04-29,20.48,20.48,20.48,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.79,20.79,20.79,0.0,0.0
2018-05-06,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2018-05-13,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2018-05-20,21.5,21.5,21.5,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2018-05-27,21.02,21.02,21.02,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2018-06-03,21.54,21.54,21.54,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2018-06-10,21.07,21.07,21.07,0.0,0.0,21.07,21.07,21.07,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2018-06-17,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2018-06-24,18.61,18.61,18.61,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.74,18.74,18.74,0.0,0.0
2018-07-01,17.46,17.46,17.46,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.46,17.46,17.46,0.0,0.0
2018-07-08,18.21,18.21,18.21,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.21,18.21,18.21,0.0,0.0,18.21,18.21,18.21,0.0,0.0
2018-07-15,18.28,18.28,18.28,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.28,18.28,18.28,0.0,0.0
2018-07-22,19.04,19.04,19.04,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2018-07-29,18.46,18.46,18.46,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2018-08-05,18.35,18.35,18.35,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.18,18.18,18.18,0.0,0.0
2018-08-12,17.28,17.28,17.28,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2018-08-19,17.5,17.5,17.5,0.0,0.0,17.68,17.68,17.68,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.68,17.68,17.68,0.0,0.0
2018-08-26,18.02,18.02,18.02,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.02,18.02,18.02,0.0,0.0
2018-09-02,17.19,17.19,17.19,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.19,17.19,17.19,0.0,0.0,17.25,17.25,17.25,0.0,0.0
2018-09-09,16.74,16.74,16.74,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.74,16.74,16.74,0.0,0.0
2018-09-16,17.93,17.93,17.93,0.0,0.0,18.17,18.17,18.17,0.0,0.0,17.93,17.93,17.93,0.0,0.0,18.17,18.17,18.17,0.0,0.0
2018-09-23,17.84,17.84,17.84,0.0,0.0,17.84,17.84,17.84,0.0,0.0,17.84,17.84,17.84,0.0,0.0,17.84,17.84,17.84,0.0,0.0
2018-09-30,17.3,17.3,17.3,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2018-10-07,16.4,16.4,16.4,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.52,16.52,16.52,0.0,0.0
2018-10-14,16.48,16.48,16.48,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.5,16.5,16.5,0.0,0.0
2018-10-21,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2018-10-28,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0
2018-11-04,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2018-11-11,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2018-11-18,15.31,15.31,15.31,0.0,0.0,16.11,16.11,16.11,0.0,0.0,15.31,15.31,15.31,0.0,0.0,16.11,16.11,16.11,0.0,0.0
2018-11-25,16.26,16.26,16.26,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.41,16.41,16.41,0.0,0.0
2018-12-02,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2018-12-09,16.08,16.08,16.08,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.06,16.06,16.06,0.0,0.0,16.27,16.27,16.27,0.0,0.0
2018-12-16,15.22,15.22,15.22,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.22,15.22,15.22,0.0,0.0
2018-12-23,14.69,14.69,14.69,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.69,14.69,14.69,0.0,0.0
2018-12-30,14.41,14.41,14.41,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.21,14.21,14.21,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2019-01-06,14.79,14.79,14.79,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.79,14.79,14.79,0.0,0.0
2019-01-13,15.3,15.3,15.3,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.32,15.32,15.32,0.0,0.0
2019-01-20,15.48,15.48,15.48,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.33,15.33,15.33,0.0,0.0
2019-01-27,16.14,16.14,16.14,0.0,0.0,16.14,16.14,16.14,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.92,15.92,15.92,0.0,0.0
2019-02-03,15.95,15.95,15.95,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.95,15.95,15.95,0.0,0.0
2019-02-10,16.35,16.35,16.35,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.23,16.23,16.23,0.0,0.0
2019-02-17,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.01,17.01,17.01,0.0,0.0
2019-02-24,17.39,17.39,17.39,0.0,0.0,17.39,17.39,17.39,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2019-03-03,16.57,16.57,16.57,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.6,16.6,16.6,0.0,0.0
2019-03-10,16.93,16.93,16.93,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2019-03-17,16.93,16.93,16.93,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2019-03-24,16.83,16.83,16.83,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.83,16.83,16.83,0.0,0.0
2019-03-31,18.27,18.27,18.27,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2019-04-07,17.93,17.93,17.93,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2019-04-14,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.97,17.97,17.97,0.0,0.0
2019-04-21,16.86,16.86,16.86,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.89,16.89,16.89,0.0,0.0
2019-04-28,16.68,16.68,16.68,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.68,16.68,16.68,0.0,0.0
2019-05-05,15.13,15.13,15.13,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.05,15.05,15.05,0.0,0.0,15.53,15.53,15.53,0.0,0.0
2019-05-12,15.22,15.22,15.22,0.0,0.0,15.22,15.22,15.22,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2019-05-19,14.58,14.58,14.58,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.56,14.56,14.56,0.0,0.0
2019-05-26,15.08,15.08,15.08,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.08,15.08,15.08,0.0,0.0,15.16,15.16,15.16,0.0,0.0
2019-06-02,14.92,14.92,14.92,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2019-06-09,15.18,15.18,15.18,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.18,15.18,15.18,0.0,0.0
2019-06-16,16.03,16.03,16.03,0.0,0.0,16.04,16.04,16.04,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0
2019-06-23,16.27,16.27,16.27,0.0,0.0,16.27,16.27,16.27,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2019-06-30,15.91,15.91,15.91,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2019-07-07,15.67,15.67,15.67,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.55,15.55,15.55,0.0,0.0
2019-07-14,15.66,15.66,15.66,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.66,15.66,15.66,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2019-07-21,15.34,15.34,15.34,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.46,15.46,15.46,0.0,0.0
2019-07-28,14.39,14.39,14.39,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.39,14.39,14.39,0.0,0.0
2019-08-04,14.16,14.16,14.16,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.12,14.12,14.12,0.0,0.0
2019-08-11,14.07,14.07,14.07,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.07,14.07,14.07,0.0,0.0
2019-08-18,14.24,14.24,14.24,0.0,0.0,14.24,14.24,14.24,0.0,0.0,14.03,14.03,14.03,0.0,0.0,14.03,14.03,14.03,0.0,0.0
2019-08-25,14.16,14.16,14.16,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.26,14.26,14.26,0.0,0.0
2019-09-01,14.61,14.61,14.61,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.8,14.8,14.8,0.0,0.0
2019-09-08,15.52,15.52,15.52,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.52,15.52,15.52,0.0,0.0
2019-09-15,14.92,14.92,14.92,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.92,14.92,14.92,0.0,0.0
2019-09-22,14.44,14.44,14.44,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.32,14.32,14.32,0.0,0.0
2019-09-29,14.39,14.39,14.39,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.39,14.39,14.39,0.0,0.0
2019-10-06,14.65,14.65,14.65,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.79,14.79,14.79,0.0,0.0
2019-10-13,14.46,14.46,14.46,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.46,14.46,14.46,0.0,0.0
2019-10-20,14.51,14.51,14.51,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.7,14.7,14.7,0.0,0.0
2019-10-27,14.69,14.69,14.69,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.59,14.59,14.59,0.0,0.0
2019-11-03,15.15,15.15,15.15,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.15,15.15,15.15,0.0,0.0
2019-11-10,14.41,14.41,14.41,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.48,14.48,14.48,0.0,0.0
2019-11-17,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0
2019-11-24,15.09,15.09,15.09,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.09,15.09,15.09,0.0,0.0
2019-12-01,15.33,15.33,15.33,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.26,15.26,15.26,0.0,0.0
2019-12-08,15.83,15.83,15.83,0.0,0.0,16.11,16.11,16.11,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.93,15.93,15.93,0.0,0.0
2019-12-15,16.07,16.07,16.07,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.07,16.07,16.07,0.0,0.0
2019-12-22,16.76,16.76,16.76,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.78,16.78,16.78,0.0,0.0
2019-12-29,17.4,17.4,17.4,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.1,17.1,17.1,0.0,0.0
