Date,LULUStock_Open_average,LULUStock_Open_max,LULUStock_Open_min,LULUStock_Open_volatility,LULUStock_Open_change,LULUStock_High_average,LULUStock_High_max,LULUStock_High_min,LULUStock_High_volatility,LULUStock_High_change,LULUStock_Low_average,LULUStock_Low_max,LULUStock_Low_min,LULUStock_Low_volatility,LULUStock_Low_change,LULUStock_Close_average,LULUStock_Close_max,LULUStock_Close_min,LULUStock_Close_volatility,LULUStock_Close_change,LULUStock_Volume_average,LULUStock_Volume_max,LULUStock_Volume_min,LULUStock_Volume_volatility,LULUStock_Volume_change
2018-01-14,77.9575,78.95,77.08,1.8700000000000045,-1.2199999999999989,78.95750000000001,79.7,78.39,1.3100000000000023,0.7199999999999989,77.0625,77.67,76.45,1.2199999999999989,1.2199999999999989,77.8825,79.34,76.7,2.6400000000000006,2.6400000000000006,1320311,1525851,1130934,394917,-156007
2018-01-21,79.176,79.89,78.62,1.269999999999996,-0.789999999999992,79.662,79.96,79.39,0.5699999999999932,-0.23999999999999488,78.324,78.6,78.04,0.5599999999999881,-0.36999999999999034,79.112,79.7,78.62,1.0799999999999983,0.12000000000000455,919242,1211661,773174,438487,-438487
2018-01-28,78.79,79.65,77.23,2.4200000000000017,-0.01999999999999602,79.9,80.64,79.25,1.3900000000000006,-0.8599999999999994,78.068,78.64,77.01,1.6299999999999955,-0.46999999999999886,79.016,79.96,78.21,1.75,-1.3399999999999892,1173390,1593823,643142,950681,514620
2018-02-04,78.336,81.75,75.66,6.090000000000003,-0.47999999999998977,80.68599999999999,83.31,78.88,4.430000000000007,-0.8799999999999955,76.602,78.65,74.9,3.75,-1.9699999999999989,78.168,80.99,76.67,4.319999999999993,-0.2599999999999909,2904697,4084512,2085717,1998795,588479
2018-02-11,78.642,81.26,76.63,4.63000000000001,3.239999999999995,80.434,82.64,77.72,4.920000000000002,4.200000000000003,77.81,80.5,76.6,3.9000000000000057,3.7099999999999937,79.522,81.4,76.8,4.6000000000000085,4.6000000000000085,2707991,3424234,1545514,1878720,-966565
2018-02-18,81.0,81.3,80.58,0.7199999999999989,0.4299999999999926,82.0425,82.56,81.4,1.1599999999999966,0.5999999999999943,80.305,80.71,79.9,0.8099999999999881,-0.269999999999996,81.1075,81.86,80.58,1.2800000000000011,1.2800000000000011,1409488,1689669,1285641,404028,-79678
2018-02-25,81.376,82.65,79.78,2.8700000000000045,-2.6500000000000057,82.652,83.59,81.94,1.6500000000000057,-0.7099999999999937,80.346,81.22,79.36,1.8599999999999994,-1.8599999999999994,81.39999999999999,82.33,80.46,1.8700000000000045,-0.2600000000000051,1289445,1945571,827456,1118115,60089
2018-03-04,81.732,82.91,81.18,1.7299999999999898,-0.45999999999999375,82.742,83.98,81.99,1.990000000000009,-0.22999999999998977,80.53,80.87,80.09,0.7800000000000011,-0.6700000000000017,81.578,83.69,80.75,2.9399999999999977,-0.12999999999999545,1687540,2864745,1040185,1824560,371286
2018-03-11,80.458,81.17,79.47,1.7000000000000028,-1.7000000000000028,81.446,81.64,80.95,0.6899999999999977,-0.18000000000000682,79.384,79.78,78.66,1.1200000000000045,-0.14000000000000057,80.25,80.76,79.61,1.1500000000000057,0.4300000000000068,1498062,2110510,985266,1125244,-294830
2018-03-18,80.772,81.48,80.0,1.480000000000004,0.06999999999999318,81.598,82.21,81.03,1.1799999999999926,1.1799999999999926,79.874,80.31,79.26,1.0499999999999972,-0.519999999999996,80.614,81.48,79.51,1.9699999999999989,-0.769999999999996,1571389,2183242,1137169,1046073,1039143
2018-03-25,82.94,86.79,80.19,6.6000000000000085,6.6000000000000085,84.6875,89.54,80.52,9.02000000000001,9.02000000000001,81.41749999999999,86.32,77.97,8.349999999999994,8.0,83.5325,89.12,78.71,10.41000000000001,8.780000000000001,5541598,10706756,2603743,8103013,2245624
2018-04-01,88.874,91.08,87.44,3.6400000000000006,2.069999999999993,90.158,91.44,88.76,2.6799999999999926,1.0999999999999943,87.67,88.69,86.65,2.039999999999992,2.039999999999992,89.012,91.27,87.27,4.0,2.3400000000000034,2830915,3203293,1973982,1229311,122071
2018-04-08,90.926,92.33,90.0,2.3299999999999983,2.3299999999999983,91.78,92.89,90.85,2.0400000000000063,2.0400000000000063,90.39999999999999,91.19,89.35,1.8400000000000034,1.8400000000000034,91.092,92.02,89.64,2.3799999999999955,2.069999999999993,1491368,2017723,939740,1077983,391834
2018-04-15,94.268,95.31,92.0,3.3100000000000023,3.3100000000000023,95.254,96.37,93.81,2.5600000000000023,2.5600000000000023,93.92,95.13,91.75,3.3799999999999955,3.3799999999999955,94.992,96.31,93.76,2.549999999999997,2.549999999999997,2027329,2375771,1531966,843805,37322
2018-04-22,97.18,98.54,94.26,4.280000000000001,4.280000000000001,98.222,99.39,96.96,2.430000000000007,2.430000000000007,96.694,98.31,94.2,4.109999999999999,4.109999999999999,97.796,99.17,96.64,2.530000000000001,2.530000000000001,2023449,2778693,1463390,1315303,-743287
