Date,RBBN_Open_average,RBBN_Open_max,RBBN_Open_min,RBBN_Open_volatility,RBBN_Open_change,RBBN_High_average,RBBN_High_max,RBBN_High_min,RBBN_High_volatility,RBBN_High_change,RBBN_Low_average,RBBN_Low_max,RBBN_Low_min,RBBN_Low_volatility,RBBN_Low_change,RBBN_Close_average,RBBN_Close_max,RBBN_Close_min,RBBN_Close_volatility,RBBN_Close_change,RBBN_Volume_average,RBBN_Volume_max,RBBN_Volume_min,RBBN_Volume_volatility,RBBN_Volume_change
2018-01-14,7.032,7.26,6.71,0.5499999999999998,-0.5499999999999998,7.152,7.37,6.95,0.41999999999999993,-0.41999999999999993,6.87,7.1,6.71,0.3899999999999997,-0.2999999999999998,6.966,7.14,6.79,0.34999999999999964,-0.1999999999999993,447302,547250,349072,198178,-155786
2018-01-21,6.88,6.98,6.85,0.13000000000000078,-0.1200000000000001,6.972,7.05,6.92,0.1299999999999999,-0.10999999999999943,6.776,6.82,6.71,0.11000000000000032,-0.03000000000000025,6.84,6.9,6.78,0.1200000000000001,0.040000000000000036,310090,364835,235937,128898,-118276
2018-01-28,6.930000000000001,7.0,6.9,0.09999999999999964,0.0,7.048,7.07,7.02,0.05000000000000071,-0.05000000000000071,6.859999999999999,6.93,6.71,0.21999999999999975,-0.13999999999999968,6.958,7.01,6.86,0.14999999999999947,-0.14999999999999947,272095,353769,170412,183357,52343
2018-02-04,6.776,6.94,6.63,0.3100000000000005,-0.14999999999999947,6.852,7.0,6.7,0.2999999999999998,-0.21999999999999975,6.606,6.85,6.42,0.4299999999999997,-0.16000000000000014,6.74,6.93,6.6,0.33000000000000007,-0.29000000000000004,266835,396416,160195,236221,-222310
2018-02-11,6.8525,7.04,6.59,0.4500000000000002,0.41000000000000014,7.05,7.2,6.85,0.35000000000000053,0.35000000000000053,6.775,6.93,6.52,0.41000000000000014,0.3800000000000008,6.99,7.08,6.83,0.25,0.25,354125,632826,197560,435266,-176399
2018-02-18,6.882,7.06,6.68,0.3799999999999999,-0.35000000000000053,7.0280000000000005,7.2,6.83,0.3700000000000001,-0.27000000000000046,6.768,6.98,6.59,0.39000000000000057,-0.3000000000000007,6.834,7.04,6.67,0.3700000000000001,-0.20000000000000018,212613,249739,171701,78038,-16896
2018-02-25,6.408,6.86,5.88,0.9800000000000004,-0.9800000000000004,6.502,6.91,5.98,0.9299999999999997,-0.9299999999999997,6.018,6.57,5.46,1.1100000000000003,-1.1100000000000003,6.118,6.6,5.68,0.9199999999999999,-0.9199999999999999,635721,923879,445028,478851,250393
2018-03-04,5.772,5.88,5.67,0.20999999999999996,0.15000000000000036,5.9,5.97,5.76,0.20999999999999996,0.20000000000000018,5.602,5.79,5.25,0.54,-0.34999999999999964,5.686,5.84,5.27,0.5700000000000003,-0.4300000000000006,882518,2641542,394248,2247294,2148288
2018-03-11,5.218,5.36,5.1,0.2600000000000007,-0.2600000000000007,5.328,5.47,5.25,0.21999999999999975,-0.16999999999999993,5.088,5.22,5.01,0.20999999999999996,-0.20999999999999996,5.186,5.28,5.12,0.16000000000000014,-0.03000000000000025,2132819,6186691,1079673,5107018,-112515
2018-03-18,5.276,5.31,5.25,0.05999999999999961,-0.04999999999999982,5.354,5.41,5.3,0.11000000000000032,0.04999999999999982,5.192,5.25,5.1,0.15000000000000036,0.13000000000000078,5.258,5.35,5.19,0.15999999999999925,0.019999999999999574,451005,672520,351020,321500,-321500
2018-03-25,5.165,5.28,5.1,0.1800000000000006,-0.1800000000000006,5.2125,5.3,5.13,0.16999999999999993,-0.1200000000000001,5.0600000000000005,5.16,4.97,0.1900000000000004,-0.1900000000000004,5.0975,5.19,5.02,0.17000000000000082,-0.17000000000000082,410767,483600,353475,130125,-2526
2018-04-01,5.0440000000000005,5.11,4.99,0.1200000000000001,-0.009999999999999787,5.154,5.24,5.06,0.1800000000000006,0.15000000000000036,4.996,5.03,4.97,0.0600000000000005,0.020000000000000462,5.046,5.14,5.0,0.13999999999999968,-0.04999999999999982,345200,537468,258188,279280,-29874
2018-04-08,5.1979999999999995,5.31,5.06,0.25,0.2400000000000002,5.3100000000000005,5.37,5.15,0.21999999999999975,0.20999999999999996,5.17,5.28,5.03,0.25,0.25,5.248,5.35,5.11,0.23999999999999932,0.23999999999999932,244256,361970,195780,166190,-8990
2018-04-15,5.354,5.37,5.32,0.04999999999999982,0.0,5.408,5.43,5.4,0.02999999999999936,0.0,5.314,5.34,5.26,0.08000000000000007,-0.07000000000000028,5.348,5.38,5.3,0.08000000000000007,-0.08000000000000007,260788,363138,166601,196537,-31213
2018-04-22,5.538,5.75,5.3,0.4500000000000002,0.4500000000000002,5.68,5.85,5.43,0.41999999999999993,0.2599999999999998,5.484,5.66,5.3,0.3600000000000003,0.3600000000000003,5.63,5.82,5.43,0.39000000000000057,0.3600000000000003,394211,662127,161573,500554,407011
2018-04-29,5.79,5.93,5.71,0.21999999999999975,0.1200000000000001,5.894,6.04,5.78,0.2599999999999998,0.17999999999999972,5.708,5.83,5.61,0.21999999999999975,0.08999999999999986,5.8,5.88,5.73,0.14999999999999947,0.07000000000000028,290009,341519,232728,108791,-70552
2018-05-06,5.7940000000000005,5.86,5.7,0.16000000000000014,-0.16000000000000014,5.85,5.9,5.77,0.13000000000000078,-0.13000000000000078,5.702,5.75,5.66,0.08999999999999986,-0.07000000000000028,5.768,5.86,5.69,0.16999999999999993,-0.1299999999999999,228074,285754,195076,90678,11438
2018-05-13,5.536,5.68,5.44,0.23999999999999932,-0.23999999999999932,5.598,5.71,5.52,0.1900000000000004,-0.1900000000000004,5.462,5.55,5.41,0.13999999999999968,-0.1299999999999999,5.492,5.55,5.42,0.1299999999999999,-0.040000000000000036,222957,314688,129704,184984,-104715
2018-05-20,5.635,5.76,5.51,0.25,0.23000000000000043,5.7425,5.83,5.56,0.27000000000000046,0.27000000000000046,5.58,5.7,5.46,0.2400000000000002,0.2400000000000002,5.717499999999999,5.81,5.51,0.2999999999999998,0.2999999999999998,220587,262419,159603,102816,-834
2018-05-27,5.97,6.14,5.77,0.3700000000000001,0.3700000000000001,6.092,6.25,5.85,0.40000000000000036,0.40000000000000036,5.958,6.14,5.72,0.41999999999999993,0.41999999999999993,6.028,6.17,5.8,0.3700000000000001,0.3700000000000001,236300,338522,132673,205849,37562
2018-06-03,6.182,6.22,6.15,0.0699999999999994,-0.019999999999999574,6.288,6.41,6.22,0.1900000000000004,0.1200000000000001,6.136,6.17,6.09,0.08000000000000007,0.010000000000000675,6.204,6.33,6.13,0.20000000000000018,0.13999999999999968,193298,283590,114924,168666,79694
2018-06-10,6.5840000000000005,6.69,6.36,0.33000000000000007,0.1899999999999995,6.73,6.8,6.61,0.1899999999999995,-0.04999999999999982,6.54,6.65,6.36,0.29000000000000004,0.13999999999999968,6.634,6.73,6.53,0.20000000000000018,-0.1299999999999999,238588,256900,211055,45845,-9712
2018-06-17,6.566,6.66,6.5,0.16000000000000014,0.07000000000000028,6.65,6.72,6.58,0.13999999999999968,0.05999999999999961,6.422,6.48,6.36,0.1200000000000001,-0.02999999999999936,6.572,6.64,6.52,0.1200000000000001,-0.020000000000000462,449695,988076,225036,763040,206371
2018-06-24,6.934,7.09,6.53,0.5599999999999996,0.5599999999999996,7.182,7.28,7.09,0.1900000000000004,0.13999999999999968,6.734,6.99,6.52,0.47000000000000064,0.40000000000000036,7.086,7.25,7.0,0.25,0.23000000000000043,280014,414404,182174,232230,-232230
2018-07-01,7.3,7.43,7.22,0.20999999999999996,0.13999999999999968,7.415,7.55,7.33,0.21999999999999975,0.21999999999999975,7.2475000000000005,7.37,7.15,0.21999999999999975,0.21999999999999975,7.3149999999999995,7.39,7.18,0.20999999999999996,0.20999999999999996,165238,188813,122468,66345,50557
2018-07-08,7.376,7.41,7.34,0.07000000000000028,-0.05000000000000071,7.454,7.52,7.35,0.16999999999999993,-0.16999999999999993,7.266,7.37,7.19,0.17999999999999972,-0.17999999999999972,7.362,7.42,7.3,0.1200000000000001,-0.1200000000000001,168435,217390,101767,115623,9281
2018-07-15,7.204,7.29,7.12,0.16999999999999993,-0.13999999999999968,7.284,7.36,7.18,0.1800000000000006,0.0,7.09,7.27,7.0,0.2699999999999996,-0.2699999999999996,7.1899999999999995,7.29,7.13,0.16000000000000014,-0.07000000000000028,144412,187759,101018,86741,68983
2018-07-22,7.252,7.33,7.1,0.23000000000000043,-0.16000000000000014,7.322,7.38,7.22,0.16000000000000014,-0.08999999999999986,7.124,7.22,7.06,0.16000000000000014,-0.05000000000000071,7.224,7.3,7.1,0.20000000000000018,-0.16000000000000014,164958,207341,138863,68478,10906
