Date,CCC_Open_average,CCC_Open_max,CCC_Open_min,CCC_Open_volatility,CCC_Open_change,CCC_High_average,CCC_High_max,CCC_High_min,CCC_High_volatility,CCC_High_change,CCC_Low_average,CCC_Low_max,CCC_Low_min,CCC_Low_volatility,CCC_Low_change,CCC_Close_average,CCC_Close_max,CCC_Close_min,CCC_Close_volatility,CCC_Close_change,CCC_Volume_average,CCC_Volume_max,CCC_Volume_min,CCC_Volume_volatility,CCC_Volume_change
2018-01-14,21.28,21.3,21.2,0.10000000000000142,-0.10000000000000142,21.366,21.48,21.3,0.17999999999999972,-0.05000000000000071,21.246,21.3,21.18,0.120000000000001,-0.07000000000000028,21.3,21.4,21.2,0.1999999999999993,-0.10000000000000142,1285757,1963035,538239,1424796,761405
2018-01-21,21.27,21.3,21.25,0.05000000000000071,0.05000000000000071,21.310000000000002,21.35,21.25,0.10000000000000142,0.10000000000000142,21.23,21.25,21.2,0.05000000000000071,0.05000000000000071,21.27,21.35,21.2,0.15000000000000213,0.10000000000000142,910483,1660511,395690,1264821,513379
2018-01-28,21.32,21.35,21.3,0.05000000000000071,0.05000000000000071,21.407999999999998,21.48,21.38,0.10000000000000142,0.0,21.292,21.3,21.26,0.03999999999999915,0.03999999999999915,21.310000000000002,21.35,21.3,0.05000000000000071,0.0,1566056,2023841,995350,1028491,397444
2018-02-04,21.32,21.35,21.3,0.05000000000000071,0.05000000000000071,21.36,21.4,21.35,0.04999999999999716,0.04999999999999716,21.3,21.3,21.3,0.0,0.0,21.34,21.4,21.3,0.09999999999999787,0.09999999999999787,1154071,1573018,620789,952229,-854836
2018-02-11,21.375,21.4,21.35,0.04999999999999716,-0.04999999999999716,21.4,21.4,21.4,0.0,0.0,21.325000000000003,21.35,21.3,0.05000000000000071,-0.05000000000000071,21.35,21.4,21.3,0.09999999999999787,-0.04999999999999716,957147,1477105,607300,869805,363726
2018-02-18,21.35,21.4,21.3,0.09999999999999787,0.04999999999999716,21.416,21.45,21.38,0.07000000000000028,0.07000000000000028,21.336000000000002,21.38,21.3,0.0799999999999983,0.0799999999999983,21.38,21.45,21.3,0.14999999999999858,0.14999999999999858,675672,829229,288398,540831,-99319
2018-02-25,21.39,21.45,21.35,0.09999999999999787,-0.09999999999999787,21.41,21.45,21.4,0.05000000000000071,-0.05000000000000071,21.27,21.35,21.05,0.3000000000000007,-0.3000000000000007,21.3,21.4,21.1,0.29999999999999716,-0.25,1499365,4628056,455297,4172759,3946127
2018-03-04,21.5,21.5,21.5,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.483333333333334,21.5,21.45,0.05000000000000071,-0.05000000000000071,21.516666666666666,21.55,21.5,0.05000000000000071,0.0,2829595,4406786,1277783,3129003,-1602569
2018-03-11,9.7,9.7,9.7,0.0,0.0,9.7,9.7,9.7,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.6,9.6,9.6,0.0,0.0,261100,261100,261100,0,0
2018-03-18,9.6,9.6,9.6,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.6,9.6,9.6,0.0,0.0,20101,20101,20101,0,0
