Date,Franklin FTSE Europe_Open_average,Franklin FTSE Europe_Open_max,Franklin FTSE Europe_Open_min,Franklin FTSE Europe_Open_volatility,Franklin FTSE Europe_Open_change,Franklin FTSE Europe_High_average,Franklin FTSE Europe_High_max,Franklin FTSE Europe_High_min,Franklin FTSE Europe_High_volatility,Franklin FTSE Europe_High_change,Franklin FTSE Europe_Low_average,Franklin FTSE Europe_Low_max,Franklin FTSE Europe_Low_min,Franklin FTSE Europe_Low_volatility,Franklin FTSE Europe_Low_change,Franklin FTSE Europe_Close_average,Franklin FTSE Europe_Close_max,Franklin FTSE Europe_Close_min,Franklin FTSE Europe_Close_volatility,Franklin FTSE Europe_Close_change
2018-01-14,26.86,26.86,26.86,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.78,26.78,26.78,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2018-01-21,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2018-01-28,25.85,25.85,25.85,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2018-02-04,25.0,25.0,25.0,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-02-11,25.77,25.77,25.77,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2018-02-18,25.7,25.7,25.7,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2018-02-25,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2018-03-04,25.47,25.47,25.47,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2018-03-11,25.24,25.24,25.24,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2018-03-18,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2018-03-25,24.97,24.97,24.97,0.0,0.0,25.06,25.06,25.06,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2018-04-01,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2018-04-08,25.73,25.73,25.73,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2018-04-15,25.74,25.74,25.74,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2018-04-22,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2018-04-29,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2018-05-06,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2018-05-13,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2018-05-20,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2018-05-27,25.24,25.24,25.24,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2018-06-03,25.51,25.51,25.51,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2018-06-10,24.88,24.88,24.88,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2018-06-17,24.09,24.09,24.09,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2018-06-24,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2018-07-01,24.57,24.57,24.57,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2018-07-08,24.5,24.5,24.5,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2018-07-15,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2018-07-22,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2018-07-29,24.46,24.46,24.46,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2018-08-05,23.92,23.92,23.92,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2018-08-12,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2018-08-19,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2018-08-26,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2018-09-02,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2018-09-09,24.06,24.06,24.06,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2018-09-16,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2018-09-23,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2018-09-30,23.43,23.43,23.43,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2018-10-07,22.83,22.83,22.83,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2018-10-14,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2018-10-21,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2018-10-28,22.83,22.83,22.83,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2018-11-04,22.73,22.73,22.73,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2018-11-11,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2018-11-18,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2018-11-25,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2018-12-02,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2018-12-09,21.32,21.32,21.32,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2018-12-16,20.57,20.57,20.57,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2018-12-23,20.9,20.9,20.9,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2018-12-30,21.25,21.25,21.25,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2019-01-06,21.6,21.6,21.6,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2019-01-13,22.0,22.0,22.0,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2019-01-20,21.99,21.99,21.99,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.98,21.98,21.98,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2019-01-27,22.23,22.23,22.23,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.37,22.37,22.37,0.0,0.0
2019-02-03,22.08,22.08,22.08,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2019-02-10,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2019-02-17,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2019-02-24,23.24,23.24,23.24,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2019-03-03,22.82,22.82,22.82,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2019-03-10,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2019-03-17,23.11,23.11,23.11,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2019-03-24,23.5,23.5,23.5,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2019-03-31,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2019-04-07,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-04-14,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2019-04-21,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2019-04-28,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2019-05-05,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2019-05-12,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2019-05-19,23.29,23.29,23.29,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2019-05-26,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2019-06-02,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2019-06-09,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-06-16,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-06-23,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2019-06-30,23.84,23.84,23.84,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2019-07-07,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2019-07-14,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-07-21,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2019-07-28,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2019-08-04,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,0.0,0.0
2019-08-11,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2019-08-18,22.63,22.63,22.63,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2019-08-25,22.86,22.86,22.86,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2019-09-01,23.39,23.39,23.39,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2019-09-08,23.54,23.54,23.54,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2019-09-15,23.53,23.53,23.53,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.54,23.54,23.54,0.0,0.0
2019-09-22,23.47,23.47,23.47,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2019-09-29,23.02,23.02,23.02,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2019-10-06,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.54,23.54,23.54,0.0,0.0
2019-10-13,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2019-10-20,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2019-10-27,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2019-11-03,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2019-11-10,24.64,24.64,24.64,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2019-11-17,24.7,24.7,24.7,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2019-11-24,24.5,24.5,24.5,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2019-12-01,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2019-12-08,25.15,25.15,25.15,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2019-12-15,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-12-22,25.24,25.24,25.24,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2019-12-29,25.29,25.29,25.29,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0
