Date,DYNT_Open_average,DYNT_Open_max,DYNT_Open_min,DYNT_Open_volatility,DYNT_Open_change,DYNT_High_average,DYNT_High_max,DYNT_High_min,DYNT_High_volatility,DYNT_High_change,DYNT_Low_average,DYNT_Low_max,DYNT_Low_min,DYNT_Low_volatility,DYNT_Low_change,DYNT_Close_average,DYNT_Close_max,DYNT_Close_min,DYNT_Close_volatility,DYNT_Close_change,DYNT_Volume_average,DYNT_Volume_max,DYNT_Volume_min,DYNT_Volume_volatility,DYNT_Volume_change
2018-01-14,3.0514,3.25,2.85,0.3999999999999999,-0.25,3.15,3.25,2.95,0.2999999999999998,-0.25,2.9699999999999998,3.1,2.8,0.30000000000000027,-0.30000000000000027,3.04,3.25,2.9,0.3500000000000001,-0.25,32370,67809,5108,62701,16067
2018-01-21,2.8934,2.95,2.8,0.15000000000000036,-0.001000000000000334,2.9406,3.0,2.9,0.10000000000000009,-0.10000000000000009,2.8447999999999998,2.9,2.75,0.1499999999999999,-0.10000000000000009,2.88,2.95,2.8,0.15000000000000036,-0.15000000000000036,5721,14929,647,14282,-3979
2018-01-28,2.6836,2.75,2.65,0.10000000000000009,-0.08300000000000018,2.7234,2.8,2.65,0.1499999999999999,-0.08300000000000018,2.63,2.65,2.55,0.10000000000000009,0.10000000000000009,2.6633999999999998,2.687,2.65,0.03699999999999992,0.004999999999999893,6891,17303,546,16757,-13517
2018-02-04,2.5598,2.6489999999999996,2.5,0.14899999999999958,0.10000000000000009,2.6852,3.0,2.563,0.43699999999999983,0.43699999999999983,2.5302000000000002,2.6,2.45,0.1499999999999999,0.10099999999999998,2.6588,3.0,2.55,0.4500000000000002,0.4500000000000002,9430,20007,1739,18268,3543
2018-02-11,3.00425,3.217,2.75,0.4670000000000001,-0.3999999999999999,3.0404999999999998,3.245,2.8,0.4450000000000003,-0.4450000000000003,2.63625,2.795,2.4,0.395,-0.14500000000000002,2.845,3.2,2.68,0.52,-0.52,40469,74126,9618,64508,-64508
2018-02-18,2.79,2.9,2.6,0.2999999999999998,0.1499999999999999,2.85,2.9,2.75,0.1499999999999999,-0.10000000000000009,2.668,2.75,2.5610000000000004,0.1889999999999996,0.08899999999999952,2.74,2.85,2.65,0.20000000000000018,0.050000000000000266,12068,23753,5174,18579,-2307
2018-02-25,2.7236000000000002,2.85,2.679,0.17100000000000026,0.17100000000000026,2.7696,2.9,2.7,0.19999999999999973,0.1499999999999999,2.6824,2.75,2.65,0.10000000000000009,0.07100000000000017,2.7384,2.875,2.65,0.2250000000000001,0.1499999999999999,6486,15556,1682,13874,6633
2018-03-04,2.9498,3.049,2.85,0.19899999999999984,0.10000000000000009,3.016,3.05,2.9,0.1499999999999999,0.1499999999999999,2.86,3.0,2.75,0.25,0.25,2.9346,3.05,2.75,0.2999999999999998,0.2650000000000001,27004,74175,4209,69966,-9459
2018-03-11,3.05,3.2,2.9,0.30000000000000027,0.10000000000000009,3.0576,3.2,2.923,0.27700000000000014,0.08499999999999996,2.9452000000000003,3.0,2.8510000000000004,0.14899999999999958,-0.08999999999999986,2.951,3.015,2.865,0.1499999999999999,-0.10499999999999998,2451,4536,910,3626,-538
2018-03-18,2.982,3.1,2.917,0.18300000000000027,0.0,3.0734,3.25,2.917,0.3330000000000002,-0.25,2.944,2.9930000000000003,2.91,0.08300000000000018,0.0,3.033,3.1,2.917,0.18300000000000027,-0.10000000000000009,11574,36567,771,35796,-10996
2018-03-25,2.9,3.0,2.8,0.20000000000000018,0.10000000000000009,2.9435000000000002,3.0,2.865,0.1349999999999998,0.09100000000000019,2.8375,2.9,2.8,0.10000000000000009,0.050000000000000266,2.8815,3.0,2.826,0.17399999999999993,0.02400000000000002,9531,17874,1280,16594,-13399
2018-04-01,2.9302,2.95,2.9,0.050000000000000266,0.0,2.9612,3.025,2.9010000000000002,0.12399999999999967,0.02499999999999991,2.9024,2.95,2.85,0.10000000000000009,0.10000000000000009,2.9024,2.95,2.85,0.10000000000000009,0.10000000000000009,2471,5843,738,5105,5105
2018-04-08,2.98,3.0,2.95,0.04999999999999982,0.0,2.984,3.005,2.95,0.054999999999999716,0.004999999999999893,2.9542,3.0,2.9,0.10000000000000009,0.028999999999999915,2.9682,3.005,2.95,0.054999999999999716,0.03399999999999981,1153,2625,0,2625,1028
2018-04-15,2.91,3.05,2.85,0.19999999999999973,-0.10000000000000009,2.9224,3.05,2.85,0.19999999999999973,-0.10000000000000009,2.8618,2.909,2.85,0.05899999999999972,0.0,2.8816,2.95,2.85,0.10000000000000009,-0.0519999999999996,1906,4966,0,4966,-4532
2018-04-22,2.878,2.975,2.85,0.125,0.0,2.878,2.975,2.85,0.125,0.0,2.875,2.975,2.85,0.125,0.0,2.875,2.975,2.85,0.125,0.0,956,4556,0,4556,0
2018-04-29,2.981,3.25,2.855,0.395,0.2999999999999998,3.04,3.25,2.9,0.3500000000000001,0.2999999999999998,2.88,2.95,2.85,0.10000000000000009,-0.10000000000000009,2.95,3.15,2.85,0.2999999999999998,-0.050000000000000266,23226,61617,0,61617,47763
2018-05-06,3.066,3.2,2.88,0.3200000000000003,-0.3200000000000003,3.0812,3.2,2.906,0.29400000000000004,-0.25,2.8922,2.95,2.85,0.10000000000000009,0.006000000000000227,2.939,2.995,2.9,0.0950000000000002,-0.050000000000000266,3609,5880,2405,3475,1316
2018-05-13,3.0,3.1,2.9,0.20000000000000018,-0.050000000000000266,3.019,3.1,2.946,0.15399999999999991,-0.050000000000000266,2.9232,2.966,2.9,0.06600000000000028,-0.06600000000000028,2.9456,2.966,2.9160000000000004,0.04999999999999982,-0.04999999999999982,3773,8654,900,7754,-6242
2018-05-20,2.9,2.9,2.9,0.0,0.0,2.92625,2.9560000000000004,2.9,0.056000000000000494,-0.04899999999999993,2.9,2.9,2.9,0.0,0.0,2.92475,2.95,2.9,0.050000000000000266,-0.04899999999999993,1751,4727,0,4727,-1722
2018-05-27,2.9298,2.95,2.9,0.050000000000000266,0.050000000000000266,2.9598,3.0,2.949,0.051000000000000156,0.0,2.9095999999999997,2.925,2.9,0.02499999999999991,0.0,2.945,3.0,2.9,0.10000000000000009,0.0,3522,8217,473,7744,1345
2018-06-03,2.971,3.05,2.918,0.13199999999999967,0.03200000000000003,3.0164,3.05,2.9819999999999998,0.06800000000000006,0.04999999999999982,2.948,2.98,2.918,0.06199999999999983,0.03200000000000003,3.005,3.05,2.95,0.09999999999999964,0.04999999999999982,10210,20822,945,19877,-4822
2018-06-10,2.991,3.05,2.951,0.09899999999999975,-0.04899999999999993,3.0008,3.05,2.97,0.07999999999999963,0.0,2.977,3.05,2.9,0.1499999999999999,-0.04899999999999993,2.9868,3.05,2.9,0.1499999999999999,0.0,1201,2530,0,2530,-980
2018-06-17,3.03,3.15,2.9,0.25,0.0,3.0814,3.15,3.0069999999999997,0.14300000000000024,-0.10000000000000009,2.9356,3.0,2.9,0.10000000000000009,0.07800000000000029,2.9856,3.05,2.9,0.1499999999999999,0.07800000000000029,3042,5256,511,4745,-1859
2018-06-24,2.9036,2.9539999999999997,2.85,0.10399999999999965,-0.0039999999999995595,2.9179999999999997,2.9539999999999997,2.875,0.07899999999999974,-0.0039999999999995595,2.8935999999999997,2.9539999999999997,2.8,0.15399999999999991,-0.0039999999999995595,2.9086,2.9539999999999997,2.85,0.10399999999999965,-0.0039999999999995595,1150,2996,174,2822,248
2018-07-01,2.9076666666666666,3.0,2.859,0.14100000000000001,0.14100000000000001,2.9076666666666666,3.0,2.859,0.14100000000000001,0.14100000000000001,2.857666666666667,2.864,2.85,0.01399999999999979,-0.008999999999999897,2.857666666666667,2.864,2.85,0.01399999999999979,-0.008999999999999897,749,1584,260,1324,1181
2018-07-08,2.9945,3.0389999999999997,2.95,0.08899999999999952,0.08899999999999952,3.0439999999999996,3.049,3.0389999999999997,0.010000000000000231,-0.010000000000000231,2.9945,3.0389999999999997,2.95,0.08899999999999952,0.08899999999999952,3.02,3.0389999999999997,3.0010000000000003,0.03799999999999937,0.03799999999999937,2714,5291,137,5154,-5154
2018-07-15,2.9370000000000003,2.975,2.886,0.08899999999999997,-0.08899999999999997,2.941666666666667,2.975,2.9,0.07500000000000018,-0.07500000000000018,2.9203333333333332,2.95,2.886,0.06400000000000006,-0.06400000000000006,2.925,2.95,2.9,0.050000000000000266,-0.050000000000000266,513,957,213,744,-156
2018-07-22,2.875,2.9,2.85,0.04999999999999982,0.04999999999999982,2.875,2.9,2.85,0.04999999999999982,0.04999999999999982,2.85,2.85,2.85,0.0,0.0,2.85,2.85,2.85,0.0,0.0,1659,3204,115,3089,3089
2018-07-29,2.876,2.95,2.85,0.10000000000000009,0.10000000000000009,2.8844000000000003,2.95,2.85,0.10000000000000009,0.09399999999999986,2.8728,2.95,2.84,0.11000000000000032,0.11000000000000032,2.88,2.95,2.84,0.11000000000000032,0.11000000000000032,2258,4508,225,4283,-1564
