Date,iShares MSCI ACWI Low Carbon Target_etf_Open_average,iShares MSCI ACWI Low Carbon Target_etf_Open_max,iShares MSCI ACWI Low Carbon Target_etf_Open_min,iShares MSCI ACWI Low Carbon Target_etf_Open_volatility,iShares MSCI ACWI Low Carbon Target_etf_Open_change,iShares MSCI ACWI Low Carbon Target_etf_High_average,iShares MSCI ACWI Low Carbon Target_etf_High_max,iShares MSCI ACWI Low Carbon Target_etf_High_min,iShares MSCI ACWI Low Carbon Target_etf_High_volatility,iShares MSCI ACWI Low Carbon Target_etf_High_change,iShares MSCI ACWI Low Carbon Target_etf_Low_average,iShares MSCI ACWI Low Carbon Target_etf_Low_max,iShares MSCI ACWI Low Carbon Target_etf_Low_min,iShares MSCI ACWI Low Carbon Target_etf_Low_volatility,iShares MSCI ACWI Low Carbon Target_etf_Low_change,iShares MSCI ACWI Low Carbon Target_etf_Close_average,iShares MSCI ACWI Low Carbon Target_etf_Close_max,iShares MSCI ACWI Low Carbon Target_etf_Close_min,iShares MSCI ACWI Low Carbon Target_etf_Close_volatility,iShares MSCI ACWI Low Carbon Target_etf_Close_change
2018-01-14,122.97,122.97,122.97,0.0,0.0,123.21,123.21,123.21,0.0,0.0,122.81,122.81,122.81,0.0,0.0,123.2,123.2,123.2,0.0,0.0
2018-01-21,125.13,125.13,125.13,0.0,0.0,125.87,125.87,125.87,0.0,0.0,125.13,125.13,125.13,0.0,0.0,125.8,125.8,125.8,0.0,0.0
2018-01-28,122.66,122.66,122.66,0.0,0.0,122.66,122.66,122.66,0.0,0.0,121.03,121.03,121.03,0.0,0.0,121.03,121.03,121.03,0.0,0.0
2018-02-04,114.88,114.88,114.88,0.0,0.0,115.66,115.66,115.66,0.0,0.0,111.52,111.52,111.52,0.0,0.0,114.88,114.88,114.88,0.0,0.0
2018-02-11,119.64,119.64,119.64,0.0,0.0,120.8,120.8,120.8,0.0,0.0,119.64,119.64,119.64,0.0,0.0,120.09,120.09,120.09,0.0,0.0
2018-02-18,119.47,119.47,119.47,0.0,0.0,120.47,120.47,120.47,0.0,0.0,119.4,119.4,119.4,0.0,0.0,120.47,120.47,120.47,0.0,0.0
2018-02-25,116.03,116.03,116.03,0.0,0.0,117.53,117.53,117.53,0.0,0.0,115.44,115.44,115.44,0.0,0.0,117.29,117.29,117.29,0.0,0.0
2018-03-04,119.61,119.61,119.61,0.0,0.0,120.74,120.74,120.74,0.0,0.0,119.61,119.61,119.61,0.0,0.0,120.73,120.73,120.73,0.0,0.0
2018-03-11,119.72,119.72,119.72,0.0,0.0,120.18,120.18,120.18,0.0,0.0,119.72,119.72,119.72,0.0,0.0,119.87,119.87,119.87,0.0,0.0
2018-03-18,116.22,116.22,116.22,0.0,0.0,116.35,116.35,116.35,0.0,0.0,114.1,114.1,114.1,0.0,0.0,114.15,114.15,114.15,0.0,0.0
2018-03-25,115.56,115.56,115.56,0.0,0.0,116.99,116.99,116.99,0.0,0.0,115.39,115.39,115.39,0.0,0.0,116.71,116.71,116.71,0.0,0.0
2018-04-01,116.3,116.3,116.3,0.0,0.0,116.94,116.94,116.94,0.0,0.0,114.98,114.98,114.98,0.0,0.0,115.21,115.21,115.21,0.0,0.0
2018-04-08,118.07,118.07,118.07,0.0,0.0,118.1,118.1,118.1,0.0,0.0,116.95,116.95,116.95,0.0,0.0,117.28,117.28,117.28,0.0,0.0
2018-04-15,118.32,118.32,118.32,0.0,0.0,118.36,118.36,118.36,0.0,0.0,117.29,117.29,117.29,0.0,0.0,117.42,117.42,117.42,0.0,0.0
2018-04-22,117.68,117.68,117.68,0.0,0.0,117.68,117.68,117.68,0.0,0.0,117.19,117.19,117.19,0.0,0.0,117.54,117.54,117.54,0.0,0.0
2018-04-29,115.71,115.71,115.71,0.0,0.0,117.35,117.35,117.35,0.0,0.0,115.71,115.71,115.71,0.0,0.0,117.28,117.28,117.28,0.0,0.0
2018-05-06,119.5,119.5,119.5,0.0,0.0,119.86,119.86,119.86,0.0,0.0,119.29,119.29,119.29,0.0,0.0,119.56,119.56,119.56,0.0,0.0
2018-05-13,118.7,118.7,118.7,0.0,0.0,118.78,118.78,118.78,0.0,0.0,118.46,118.46,118.46,0.0,0.0,118.6,118.6,118.6,0.0,0.0
2018-05-20,118.23,118.23,118.23,0.0,0.0,118.42,118.42,118.42,0.0,0.0,117.88,117.88,117.88,0.0,0.0,118.13,118.13,118.13,0.0,0.0
2018-05-27,118.1,118.1,118.1,0.0,0.0,118.57,118.57,118.57,0.0,0.0,118.1,118.1,118.1,0.0,0.0,118.56,118.56,118.56,0.0,0.0
2018-06-03,119.39,119.39,119.39,0.0,0.0,119.95,119.95,119.95,0.0,0.0,119.39,119.39,119.39,0.0,0.0,119.91,119.91,119.91,0.0,0.0
2018-06-10,119.0,119.0,119.0,0.0,0.0,119.37,119.37,119.37,0.0,0.0,118.38,118.38,118.38,0.0,0.0,118.51,118.51,118.51,0.0,0.0
2018-06-17,116.64,116.64,116.64,0.0,0.0,116.77,116.77,116.77,0.0,0.0,116.37,116.37,116.37,0.0,0.0,116.38,116.38,116.38,0.0,0.0
2018-06-24,115.08,115.08,115.08,0.0,0.0,115.49,115.49,115.49,0.0,0.0,115.08,115.08,115.08,0.0,0.0,115.28,115.28,115.28,0.0,0.0
2018-07-01,115.41,115.41,115.41,0.0,0.0,116.29,116.29,116.29,0.0,0.0,115.38,115.38,115.38,0.0,0.0,116.29,116.29,116.29,0.0,0.0
2018-07-08,117.19,117.19,117.19,0.0,0.0,117.31,117.31,117.31,0.0,0.0,116.87,116.87,116.87,0.0,0.0,117.31,117.31,117.31,0.0,0.0
2018-07-15,117.51,117.51,117.51,0.0,0.0,117.92,117.92,117.92,0.0,0.0,117.51,117.51,117.51,0.0,0.0,117.79,117.79,117.79,0.0,0.0
2018-07-22,119.26,119.26,119.26,0.0,0.0,119.26,119.26,119.26,0.0,0.0,117.94,117.94,117.94,0.0,0.0,118.45,118.45,118.45,0.0,0.0
2018-07-29,118.19,118.19,118.19,0.0,0.0,118.75,118.75,118.75,0.0,0.0,118.19,118.19,118.19,0.0,0.0,118.61,118.61,118.61,0.0,0.0
2018-08-05,117.73,117.73,117.73,0.0,0.0,118.03,118.03,118.03,0.0,0.0,117.49,117.49,117.49,0.0,0.0,117.66,117.66,117.66,0.0,0.0
2018-08-12,116.79,116.79,116.79,0.0,0.0,117.63,117.63,117.63,0.0,0.0,116.64,116.64,116.64,0.0,0.0,117.45,117.45,117.45,0.0,0.0
2018-08-19,118.85,118.85,118.85,0.0,0.0,118.93,118.93,118.93,0.0,0.0,118.79,118.79,118.79,0.0,0.0,118.87,118.87,118.87,0.0,0.0
2018-08-26,119.27,119.27,119.27,0.0,0.0,119.81,119.81,119.81,0.0,0.0,119.17,119.17,119.17,0.0,0.0,119.46,119.46,119.46,0.0,0.0
2018-09-02,116.89,116.89,116.89,0.0,0.0,117.54,117.54,117.54,0.0,0.0,116.7,116.7,116.7,0.0,0.0,116.7,116.7,116.7,0.0,0.0
2018-09-09,118.89,118.89,118.89,0.0,0.0,119.02,119.02,119.02,0.0,0.0,118.51,118.51,118.51,0.0,0.0,118.77,118.77,118.77,0.0,0.0
2018-09-16,120.84,120.84,120.84,0.0,0.0,120.96,120.96,120.96,0.0,0.0,120.7,120.7,120.7,0.0,0.0,120.7,120.7,120.7,0.0,0.0
2018-09-23,119.71,119.71,119.71,0.0,0.0,120.1,120.1,120.1,0.0,0.0,119.71,119.71,119.71,0.0,0.0,119.89,119.89,119.89,0.0,0.0
2018-09-30,118.86,118.86,118.86,0.0,0.0,118.92,118.92,118.92,0.0,0.0,117.62,117.62,117.62,0.0,0.0,118.09,118.09,118.09,0.0,0.0
2018-10-07,114.07,114.07,114.07,0.0,0.0,114.07,114.07,114.07,0.0,0.0,112.44,112.44,112.44,0.0,0.0,113.62,113.62,113.62,0.0,0.0
2018-10-14,113.43,113.43,113.43,0.0,0.0,113.9,113.9,113.9,0.0,0.0,113.02,113.02,113.02,0.0,0.0,113.02,113.02,113.02,0.0,0.0
2018-10-21,108.8,108.8,108.8,0.0,0.0,109.87,109.87,109.87,0.0,0.0,108.01,108.01,108.01,0.0,0.0,108.82,108.82,108.82,0.0,0.0
2018-10-28,113.09,113.09,113.09,0.0,0.0,113.09,113.09,113.09,0.0,0.0,111.07,111.07,111.07,0.0,0.0,112.1,112.1,112.1,0.0,0.0
2018-11-04,113.52,113.52,113.52,0.0,0.0,113.52,113.52,113.52,0.0,0.0,112.6,112.6,112.6,0.0,0.0,113.04,113.04,113.04,0.0,0.0
2018-11-11,111.27,111.27,111.27,0.0,0.0,112.27,112.27,112.27,0.0,0.0,111.27,111.27,111.27,0.0,0.0,111.97,111.97,111.97,0.0,0.0
2018-11-18,108.71,108.71,108.71,0.0,0.0,109.11,109.11,109.11,0.0,0.0,108.66,108.66,108.66,0.0,0.0,108.91,108.91,108.91,0.0,0.0
2018-11-25,112.2,112.2,112.2,0.0,0.0,112.55,112.55,112.55,0.0,0.0,111.93,111.93,111.93,0.0,0.0,112.52,112.52,112.52,0.0,0.0
2018-12-02,110.18,110.18,110.18,0.0,0.0,110.46,110.46,110.46,0.0,0.0,107.81,107.81,107.81,0.0,0.0,108.15,108.15,108.15,0.0,0.0
2018-12-09,107.93,107.93,107.93,0.0,0.0,108.28,108.28,108.28,0.0,0.0,107.25,107.25,107.25,0.0,0.0,107.29,107.29,107.29,0.0,0.0
2018-12-16,102.42,102.42,102.42,0.0,0.0,102.42,102.42,102.42,0.0,0.0,100.24,100.24,100.24,0.0,0.0,100.47,100.47,100.47,0.0,0.0
2018-12-23,103.28,103.28,103.28,0.0,0.0,103.84,103.84,103.84,0.0,0.0,102.53,102.53,102.53,0.0,0.0,103.03,103.03,103.03,0.0,0.0
2018-12-30,102.82,102.82,102.82,0.0,0.0,104.98,104.98,104.98,0.0,0.0,102.82,102.82,102.82,0.0,0.0,104.77,104.77,104.77,0.0,0.0
2019-01-06,107.16,107.16,107.16,0.0,0.0,107.65,107.65,107.65,0.0,0.0,107.11,107.11,107.11,0.0,0.0,107.6,107.6,107.6,0.0,0.0
2019-01-13,110.07,110.07,110.07,0.0,0.0,110.48,110.48,110.48,0.0,0.0,110.07,110.07,110.07,0.0,0.0,110.35,110.35,110.35,0.0,0.0
2019-01-20,110.28,110.28,110.28,0.0,0.0,111.19,111.19,111.19,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.56,110.56,110.56,0.0,0.0
2019-01-27,112.17,112.17,112.17,0.0,0.0,112.47,112.47,112.47,0.0,0.0,111.88,111.88,111.88,0.0,0.0,112.09,112.09,112.09,0.0,0.0
2019-02-03,111.29,111.29,111.29,0.0,0.0,111.64,111.64,111.64,0.0,0.0,111.23,111.23,111.23,0.0,0.0,111.53,111.53,111.53,0.0,0.0
2019-02-10,113.86,113.86,113.86,0.0,0.0,114.09,114.09,114.09,0.0,0.0,113.86,113.86,113.86,0.0,0.0,113.91,113.91,113.91,0.0,0.0
2019-02-17,114.72,114.72,114.72,0.0,0.0,115.26,115.26,115.26,0.0,0.0,114.72,114.72,114.72,0.0,0.0,115.14,115.14,115.14,0.0,0.0
2019-02-24,115.85,115.85,115.85,0.0,0.0,115.88,115.88,115.88,0.0,0.0,115.23,115.23,115.23,0.0,0.0,115.65,115.65,115.65,0.0,0.0
2019-03-03,112.63,112.63,112.63,0.0,0.0,113.18,113.18,113.18,0.0,0.0,112.59,112.59,112.59,0.0,0.0,113.18,113.18,113.18,0.0,0.0
2019-03-10,116.14,116.14,116.14,0.0,0.0,116.67,116.67,116.67,0.0,0.0,116.14,116.14,116.14,0.0,0.0,116.46,116.46,116.46,0.0,0.0
2019-03-17,116.8,116.8,116.8,0.0,0.0,116.8,116.8,116.8,0.0,0.0,115.48,115.48,115.48,0.0,0.0,115.48,115.48,115.48,0.0,0.0
2019-03-24,116.46,116.46,116.46,0.0,0.0,116.57,116.57,116.57,0.0,0.0,116.25,116.25,116.25,0.0,0.0,116.52,116.52,116.52,0.0,0.0
