Date,iShares MSCI ACWI Low Carbon Target_etf_Open_average,iShares MSCI ACWI Low Carbon Target_etf_Open_max,iShares MSCI ACWI Low Carbon Target_etf_Open_min,iShares MSCI ACWI Low Carbon Target_etf_Open_volatility,iShares MSCI ACWI Low Carbon Target_etf_Open_change,iShares MSCI ACWI Low Carbon Target_etf_High_average,iShares MSCI ACWI Low Carbon Target_etf_High_max,iShares MSCI ACWI Low Carbon Target_etf_High_min,iShares MSCI ACWI Low Carbon Target_etf_High_volatility,iShares MSCI ACWI Low Carbon Target_etf_High_change,iShares MSCI ACWI Low Carbon Target_etf_Low_average,iShares MSCI ACWI Low Carbon Target_etf_Low_max,iShares MSCI ACWI Low Carbon Target_etf_Low_min,iShares MSCI ACWI Low Carbon Target_etf_Low_volatility,iShares MSCI ACWI Low Carbon Target_etf_Low_change,iShares MSCI ACWI Low Carbon Target_etf_Close_average,iShares MSCI ACWI Low Carbon Target_etf_Close_max,iShares MSCI ACWI Low Carbon Target_etf_Close_min,iShares MSCI ACWI Low Carbon Target_etf_Close_volatility,iShares MSCI ACWI Low Carbon Target_etf_Close_change
2019-03-31,118.77,118.77,118.77,0.0,0.0,119.21,119.21,119.21,0.0,0.0,118.77,118.77,118.77,0.0,0.0,119.12,119.12,119.12,0.0,0.0
2019-04-07,119.51,119.51,119.51,0.0,0.0,119.66,119.66,119.66,0.0,0.0,119.5,119.5,119.5,0.0,0.0,119.54,119.54,119.54,0.0,0.0
2019-04-14,119.71,119.71,119.71,0.0,0.0,120.02,120.02,120.02,0.0,0.0,119.49,119.49,119.49,0.0,0.0,119.9,119.9,119.9,0.0,0.0
2019-04-21,119.97,119.97,119.97,0.0,0.0,120.37,120.37,120.37,0.0,0.0,119.83,119.83,119.83,0.0,0.0,120.37,120.37,120.37,0.0,0.0
2019-04-28,120.26,120.26,120.26,0.0,0.0,120.93,120.93,120.93,0.0,0.0,120.26,120.26,120.26,0.0,0.0,120.85,120.85,120.85,0.0,0.0
2019-05-05,117.19,117.19,117.19,0.0,0.0,117.97,117.97,117.97,0.0,0.0,116.3,116.3,116.3,0.0,0.0,117.79,117.79,117.79,0.0,0.0
2019-05-12,116.54,116.54,116.54,0.0,0.0,117.33,117.33,117.33,0.0,0.0,116.54,116.54,116.54,0.0,0.0,116.74,116.74,116.74,0.0,0.0
2019-05-19,115.96,115.96,115.96,0.0,0.0,115.96,115.96,115.96,0.0,0.0,115.78,115.78,115.78,0.0,0.0,115.78,115.78,115.78,0.0,0.0
2019-05-26,113.65,113.65,113.65,0.0,0.0,113.84,113.84,113.84,0.0,0.0,113.5,113.5,113.5,0.0,0.0,113.52,113.52,113.52,0.0,0.0
2019-06-02,117.76,117.76,117.76,0.0,0.0,118.26,118.26,118.26,0.0,0.0,117.71,117.71,117.71,0.0,0.0,118.1,118.1,118.1,0.0,0.0
2019-06-09,118.15,118.15,118.15,0.0,0.0,118.17,118.17,118.17,0.0,0.0,117.77,117.77,117.77,0.0,0.0,118.04,118.04,118.04,0.0,0.0
2019-06-16,119.8,119.8,119.8,0.0,0.0,120.02,120.02,120.02,0.0,0.0,119.66,119.66,119.66,0.0,0.0,119.81,119.81,119.81,0.0,0.0
2019-06-23,119.61,119.61,119.61,0.0,0.0,119.71,119.71,119.71,0.0,0.0,119.5,119.5,119.5,0.0,0.0,119.62,119.62,119.62,0.0,0.0
2019-06-30,121.05,121.05,121.05,0.0,0.0,121.35,121.35,121.35,0.0,0.0,120.67,120.67,120.67,0.0,0.0,121.13,121.13,121.13,0.0,0.0
2019-07-07,121.46,121.46,121.46,0.0,0.0,121.69,121.69,121.69,0.0,0.0,121.35,121.35,121.35,0.0,0.0,121.69,121.69,121.69,0.0,0.0
2019-07-14,121.59,121.59,121.59,0.0,0.0,121.7,121.7,121.7,0.0,0.0,120.78,120.78,120.78,0.0,0.0,120.79,120.79,120.79,0.0,0.0
2019-07-21,121.77,121.77,121.77,0.0,0.0,122.05,122.05,122.05,0.0,0.0,121.72,121.72,121.72,0.0,0.0,122.05,122.05,122.05,0.0,0.0
2019-07-28,118.55,118.55,118.55,0.0,0.0,118.55,118.55,118.55,0.0,0.0,117.7,117.7,117.7,0.0,0.0,118.12,118.12,118.12,0.0,0.0
2019-08-04,117.67,117.67,117.67,0.0,0.0,117.73,117.73,117.73,0.0,0.0,116.8,116.8,116.8,0.0,0.0,117.26,117.26,117.26,0.0,0.0
2019-08-11,115.17,115.17,115.17,0.0,0.0,115.94,115.94,115.94,0.0,0.0,115.17,115.17,115.17,0.0,0.0,115.94,115.94,115.94,0.0,0.0
2019-08-18,116.6,116.6,116.6,0.0,0.0,117.55,117.55,117.55,0.0,0.0,114.56,114.56,114.56,0.0,0.0,114.56,114.56,114.56,0.0,0.0
2019-08-25,118.0,118.0,118.0,0.0,0.0,118.15,118.15,118.15,0.0,0.0,117.4,117.4,117.4,0.0,0.0,117.66,117.66,117.66,0.0,0.0
2019-09-01,120.02,120.02,120.02,0.0,0.0,120.35,120.35,120.35,0.0,0.0,120.02,120.02,120.02,0.0,0.0,120.11,120.11,120.11,0.0,0.0
2019-09-08,121.91,121.91,121.91,0.0,0.0,122.14,122.14,122.14,0.0,0.0,121.71,121.71,121.71,0.0,0.0,121.76,121.76,121.76,0.0,0.0
2019-09-15,121.65,121.65,121.65,0.0,0.0,121.76,121.76,121.76,0.0,0.0,120.99,120.99,120.99,0.0,0.0,120.99,120.99,120.99,0.0,0.0
2019-09-22,120.11,120.11,120.11,0.0,0.0,120.7,120.7,120.7,0.0,0.0,119.37,119.37,119.37,0.0,0.0,119.49,119.49,119.49,0.0,0.0
2019-09-29,118.37,118.37,118.37,0.0,0.0,119.22,119.22,119.22,0.0,0.0,118.25,118.25,118.25,0.0,0.0,119.22,119.22,119.22,0.0,0.0
2019-10-06,120.44,120.44,120.44,0.0,0.0,121.28,121.28,121.28,0.0,0.0,120.44,120.44,120.44,0.0,0.0,120.64,120.64,120.64,0.0,0.0
2019-10-13,121.7,121.7,121.7,0.0,0.0,121.7,121.7,121.7,0.0,0.0,120.91,120.91,120.91,0.0,0.0,121.4,121.4,121.4,0.0,0.0
2019-10-20,122.19,122.19,122.19,0.0,0.0,122.84,122.84,122.84,0.0,0.0,122.19,122.19,122.19,0.0,0.0,122.81,122.81,122.81,0.0,0.0
2019-10-27,124.15,124.15,124.15,0.0,0.0,124.41,124.41,124.41,0.0,0.0,124.13,124.13,124.13,0.0,0.0,124.37,124.37,124.37,0.0,0.0
2019-11-03,125.22,125.22,125.22,0.0,0.0,125.43,125.43,125.43,0.0,0.0,125.09,125.09,125.09,0.0,0.0,125.43,125.43,125.43,0.0,0.0
2019-11-10,125.73,125.73,125.73,0.0,0.0,126.13,126.13,126.13,0.0,0.0,125.73,125.73,125.73,0.0,0.0,126.1,126.1,126.1,0.0,0.0
2019-11-17,125.64,125.64,125.64,0.0,0.0,125.65,125.65,125.65,0.0,0.0,125.36,125.36,125.36,0.0,0.0,125.63,125.63,125.63,0.0,0.0
2019-11-24,126.55,126.55,126.55,0.0,0.0,126.82,126.82,126.82,0.0,0.0,126.46,126.46,126.46,0.0,0.0,126.53,126.53,126.53,0.0,0.0
2019-12-01,126.95,126.95,126.95,0.0,0.0,127.27,127.27,127.27,0.0,0.0,126.92,126.92,126.92,0.0,0.0,127.08,127.08,127.08,0.0,0.0
2019-12-08,128.53,128.53,128.53,0.0,0.0,129.1,129.1,129.1,0.0,0.0,128.39,128.39,128.39,0.0,0.0,128.71,128.71,128.71,0.0,0.0
2019-12-15,129.08,129.08,129.08,0.0,0.0,129.29,129.29,129.29,0.0,0.0,128.93,128.93,128.93,0.0,0.0,128.93,128.93,128.93,0.0,0.0
2019-12-22,130.22,130.22,130.22,0.0,0.0,130.33,130.33,130.33,0.0,0.0,129.95,129.95,129.95,0.0,0.0,130.07,130.07,130.07,0.0,0.0
2019-12-29,129.29,129.29,129.29,0.0,0.0,130.17,130.17,130.17,0.0,0.0,129.29,129.29,129.29,0.0,0.0,129.79,129.79,129.79,0.0,0.0
