Date,Rogers International Commodity Metals Total ReturnEtf_Open_average,Rogers International Commodity Metals Total ReturnEtf_Open_max,Rogers International Commodity Metals Total ReturnEtf_Open_min,Rogers International Commodity Metals Total ReturnEtf_Open_volatility,Rogers International Commodity Metals Total ReturnEtf_Open_change,Rogers International Commodity Metals Total ReturnEtf_High_average,Rogers International Commodity Metals Total ReturnEtf_High_max,Rogers International Commodity Metals Total ReturnEtf_High_min,Rogers International Commodity Metals Total ReturnEtf_High_volatility,Rogers International Commodity Metals Total ReturnEtf_High_change,Rogers International Commodity Metals Total ReturnEtf_Low_average,Rogers International Commodity Metals Total ReturnEtf_Low_max,Rogers International Commodity Metals Total ReturnEtf_Low_min,Rogers International Commodity Metals Total ReturnEtf_Low_volatility,Rogers International Commodity Metals Total ReturnEtf_Low_change,Rogers International Commodity Metals Total ReturnEtf_Close_average,Rogers International Commodity Metals Total ReturnEtf_Close_max,Rogers International Commodity Metals Total ReturnEtf_Close_min,Rogers International Commodity Metals Total ReturnEtf_Close_volatility,Rogers International Commodity Metals Total ReturnEtf_Close_change
2018-03-25,8.53,8.53,8.53,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.53,8.53,8.53,0.0,0.0
2018-04-01,8.47,8.47,8.47,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.47,8.47,8.47,0.0,0.0,8.5,8.5,8.5,0.0,0.0
2018-04-08,8.7,8.7,8.7,0.0,0.0,8.78,8.78,8.78,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.76,8.76,8.76,0.0,0.0
2018-04-15,9.02,9.02,9.02,0.0,0.0,9.02,9.02,9.02,0.0,0.0,9.02,9.02,9.02,0.0,0.0,9.02,9.02,9.02,0.0,0.0
2018-04-22,8.68,8.68,8.68,0.0,0.0,8.68,8.68,8.68,0.0,0.0,8.68,8.68,8.68,0.0,0.0,8.68,8.68,8.68,0.0,0.0
2018-04-29,8.69,8.69,8.69,0.0,0.0,8.69,8.69,8.69,0.0,0.0,8.67,8.67,8.67,0.0,0.0,8.67,8.67,8.67,0.0,0.0
2018-05-06,8.73,8.73,8.73,0.0,0.0,8.73,8.73,8.73,0.0,0.0,8.73,8.73,8.73,0.0,0.0,8.73,8.73,8.73,0.0,0.0
2018-05-13,8.66,8.66,8.66,0.0,0.0,8.73,8.73,8.73,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.73,8.73,8.73,0.0,0.0
2018-05-20,8.64,8.64,8.64,0.0,0.0,8.64,8.64,8.64,0.0,0.0,8.64,8.64,8.64,0.0,0.0,8.64,8.64,8.64,0.0,0.0
2018-05-27,8.73,8.73,8.73,0.0,0.0,8.73,8.73,8.73,0.0,0.0,8.73,8.73,8.73,0.0,0.0,8.73,8.73,8.73,0.0,0.0
2018-06-03,8.76,8.76,8.76,0.0,0.0,8.93,8.93,8.93,0.0,0.0,8.76,8.76,8.76,0.0,0.0,8.9,8.9,8.9,0.0,0.0
2018-06-10,8.66,8.66,8.66,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.66,8.66,8.66,0.0,0.0
2018-06-17,8.58,8.58,8.58,0.0,0.0,8.58,8.58,8.58,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.53,8.53,8.53,0.0,0.0
2018-06-24,8.25,8.25,8.25,0.0,0.0,8.38,8.38,8.38,0.0,0.0,8.25,8.25,8.25,0.0,0.0,8.36,8.36,8.36,0.0,0.0
2018-07-01,8.18,8.18,8.18,0.0,0.0,8.22,8.22,8.22,0.0,0.0,8.18,8.18,8.18,0.0,0.0,8.22,8.22,8.22,0.0,0.0
2018-07-08,8.04,8.04,8.04,0.0,0.0,8.05,8.05,8.05,0.0,0.0,8.03,8.03,8.03,0.0,0.0,8.05,8.05,8.05,0.0,0.0
2018-07-15,7.93,7.93,7.93,0.0,0.0,7.93,7.93,7.93,0.0,0.0,7.93,7.93,7.93,0.0,0.0,7.93,7.93,7.93,0.0,0.0
2018-07-22,8.06,8.06,8.06,0.0,0.0,8.06,8.06,8.06,0.0,0.0,8.06,8.06,8.06,0.0,0.0,8.06,8.06,8.06,0.0,0.0
2018-07-29,7.92,7.92,7.92,0.0,0.0,7.94,7.94,7.94,0.0,0.0,7.91,7.91,7.91,0.0,0.0,7.91,7.91,7.91,0.0,0.0
2018-08-05,7.98,7.98,7.98,0.0,0.0,8.02,8.02,8.02,0.0,0.0,7.98,7.98,7.98,0.0,0.0,8.02,8.02,8.02,0.0,0.0
2018-08-12,7.64,7.64,7.64,0.0,0.0,7.64,7.64,7.64,0.0,0.0,7.58,7.58,7.58,0.0,0.0,7.58,7.58,7.58,0.0,0.0
2018-08-19,7.82,7.82,7.82,0.0,0.0,7.82,7.82,7.82,0.0,0.0,7.82,7.82,7.82,0.0,0.0,7.82,7.82,7.82,0.0,0.0
2018-08-26,7.86,7.86,7.86,0.0,0.0,7.86,7.86,7.86,0.0,0.0,7.86,7.86,7.86,0.0,0.0,7.86,7.86,7.86,0.0,0.0
2018-09-02,7.62,7.62,7.62,0.0,0.0,7.62,7.62,7.62,0.0,0.0,7.62,7.62,7.62,0.0,0.0,7.62,7.62,7.62,0.0,0.0
2018-09-09,7.58,7.58,7.58,0.0,0.0,7.59,7.59,7.59,0.0,0.0,7.58,7.58,7.58,0.0,0.0,7.59,7.59,7.59,0.0,0.0
2018-09-16,7.78,7.78,7.78,0.0,0.0,7.84,7.84,7.84,0.0,0.0,7.78,7.78,7.78,0.0,0.0,7.84,7.84,7.84,0.0,0.0
2018-09-23,7.7,7.7,7.7,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.68,7.68,7.68,0.0,0.0,7.69,7.69,7.69,0.0,0.0
2018-09-30,7.89,7.89,7.89,0.0,0.0,7.89,7.89,7.89,0.0,0.0,7.88,7.88,7.88,0.0,0.0,7.88,7.88,7.88,0.0,0.0
2018-10-07,7.82,7.82,7.82,0.0,0.0,7.86,7.86,7.86,0.0,0.0,7.82,7.82,7.82,0.0,0.0,7.83,7.83,7.83,0.0,0.0
2018-10-14,7.83,7.83,7.83,0.0,0.0,7.83,7.83,7.83,0.0,0.0,7.81,7.81,7.81,0.0,0.0,7.83,7.83,7.83,0.0,0.0
2018-10-21,7.81,7.81,7.81,0.0,0.0,7.82,7.82,7.82,0.0,0.0,7.81,7.81,7.81,0.0,0.0,7.82,7.82,7.82,0.0,0.0
2018-10-28,7.74,7.74,7.74,0.0,0.0,7.79,7.79,7.79,0.0,0.0,7.74,7.74,7.74,0.0,0.0,7.77,7.77,7.77,0.0,0.0
2018-11-04,7.65,7.65,7.65,0.0,0.0,7.91,7.91,7.91,0.0,0.0,7.63,7.63,7.63,0.0,0.0,7.67,7.67,7.67,0.0,0.0
2018-11-11,7.66,7.66,7.66,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.66,7.66,7.66,0.0,0.0,7.68,7.68,7.68,0.0,0.0
2018-11-18,7.67,7.67,7.67,0.0,0.0,7.68,7.68,7.68,0.0,0.0,7.67,7.67,7.67,0.0,0.0,7.68,7.68,7.68,0.0,0.0
2018-11-25,7.63,7.63,7.63,0.0,0.0,7.66,7.66,7.66,0.0,0.0,7.63,7.63,7.63,0.0,0.0,7.65,7.65,7.65,0.0,0.0
2018-12-02,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.75,7.75,7.75,0.0,0.0
2018-12-09,7.67,7.67,7.67,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.67,7.67,7.67,0.0,0.0,7.68,7.68,7.68,0.0,0.0
2018-12-16,7.67,7.67,7.67,0.0,0.0,7.69,7.69,7.69,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.66,7.66,7.66,0.0,0.0
2018-12-23,7.71,7.71,7.71,0.0,0.0,7.71,7.71,7.71,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.71,7.71,7.71,0.0,0.0
2018-12-30,7.74,7.74,7.74,0.0,0.0,7.77,7.77,7.77,0.0,0.0,7.74,7.74,7.74,0.0,0.0,7.77,7.77,7.77,0.0,0.0
2019-01-06,7.8,7.8,7.8,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.79,7.79,7.79,0.0,0.0,7.79,7.79,7.79,0.0,0.0
2019-01-13,7.85,7.85,7.85,0.0,0.0,7.85,7.85,7.85,0.0,0.0,7.83,7.83,7.83,0.0,0.0,7.83,7.83,7.83,0.0,0.0
2019-01-20,7.99,7.99,7.99,0.0,0.0,8.01,8.01,8.01,0.0,0.0,7.99,7.99,7.99,0.0,0.0,8.01,8.01,8.01,0.0,0.0
2019-01-27,8.09,8.09,8.09,0.0,0.0,8.09,8.09,8.09,0.0,0.0,8.09,8.09,8.09,0.0,0.0,8.09,8.09,8.09,0.0,0.0
2019-02-03,8.05,8.05,8.05,0.0,0.0,8.05,8.05,8.05,0.0,0.0,8.04,8.04,8.04,0.0,0.0,8.04,8.04,8.04,0.0,0.0
2019-02-10,8.0,8.0,8.0,0.0,0.0,8.04,8.04,8.04,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.04,8.04,8.04,0.0,0.0
2019-02-17,8.22,8.22,8.22,0.0,0.0,8.22,8.22,8.22,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.21,8.21,8.21,0.0,0.0
2019-02-24,8.18,8.18,8.18,0.0,0.0,8.19,8.19,8.19,0.0,0.0,8.14,8.14,8.14,0.0,0.0,8.14,8.14,8.14,0.0,0.0
2019-03-03,8.06,8.06,8.06,0.0,0.0,8.06,8.06,8.06,0.0,0.0,8.06,8.06,8.06,0.0,0.0,8.06,8.06,8.06,0.0,0.0
2019-03-10,8.1,8.1,8.1,0.0,0.0,8.11,8.11,8.11,0.0,0.0,8.1,8.1,8.1,0.0,0.0,8.11,8.11,8.11,0.0,0.0
2019-03-17,8.15,8.15,8.15,0.0,0.0,8.16,8.16,8.16,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0
2019-03-24,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0
2019-03-31,8.1,8.1,8.1,0.0,0.0,8.11,8.11,8.11,0.0,0.0,8.07,8.07,8.07,0.0,0.0,8.11,8.11,8.11,0.0,0.0
2019-04-07,8.06,8.06,8.06,0.0,0.0,8.08,8.08,8.08,0.0,0.0,8.06,8.06,8.06,0.0,0.0,8.08,8.08,8.08,0.0,0.0
2019-04-14,8.01,8.01,8.01,0.0,0.0,8.01,8.01,8.01,0.0,0.0,8.01,8.01,8.01,0.0,0.0,8.01,8.01,8.01,0.0,0.0
2019-04-21,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0
2019-04-28,7.84,7.84,7.84,0.0,0.0,7.85,7.85,7.85,0.0,0.0,7.83,7.83,7.83,0.0,0.0,7.84,7.84,7.84,0.0,0.0
2019-05-05,7.78,7.78,7.78,0.0,0.0,7.78,7.78,7.78,0.0,0.0,7.78,7.78,7.78,0.0,0.0,7.78,7.78,7.78,0.0,0.0
2019-05-12,7.68,7.68,7.68,0.0,0.0,7.69,7.69,7.69,0.0,0.0,7.67,7.67,7.67,0.0,0.0,7.67,7.67,7.67,0.0,0.0
2019-05-19,7.67,7.67,7.67,0.0,0.0,7.67,7.67,7.67,0.0,0.0,7.67,7.67,7.67,0.0,0.0,7.67,7.67,7.67,0.0,0.0
2019-05-26,7.62,7.62,7.62,0.0,0.0,7.62,7.62,7.62,0.0,0.0,7.62,7.62,7.62,0.0,0.0,7.62,7.62,7.62,0.0,0.0
2019-06-02,7.68,7.68,7.68,0.0,0.0,7.68,7.68,7.68,0.0,0.0,7.68,7.68,7.68,0.0,0.0,7.68,7.68,7.68,0.0,0.0
2019-06-09,7.68,7.68,7.68,0.0,0.0,7.68,7.68,7.68,0.0,0.0,7.68,7.68,7.68,0.0,0.0,7.68,7.68,7.68,0.0,0.0
2019-06-16,7.84,7.84,7.84,0.0,0.0,7.84,7.84,7.84,0.0,0.0,7.84,7.84,7.84,0.0,0.0,7.84,7.84,7.84,0.0,0.0
2019-06-23,7.93,7.93,7.93,0.0,0.0,7.93,7.93,7.93,0.0,0.0,7.93,7.93,7.93,0.0,0.0,7.93,7.93,7.93,0.0,0.0
2019-06-30,7.79,7.79,7.79,0.0,0.0,7.81,7.81,7.81,0.0,0.0,7.78,7.78,7.78,0.0,0.0,7.81,7.81,7.81,0.0,0.0
2019-07-07,7.95,7.95,7.95,0.0,0.0,7.95,7.95,7.95,0.0,0.0,7.95,7.95,7.95,0.0,0.0,7.95,7.95,7.95,0.0,0.0
2019-07-14,8.16,8.16,8.16,0.0,0.0,8.16,8.16,8.16,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0
2019-07-21,8.1,8.1,8.1,0.0,0.0,8.1,8.1,8.1,0.0,0.0,8.1,8.1,8.1,0.0,0.0,8.1,8.1,8.1,0.0,0.0
2019-07-28,7.96,7.96,7.96,0.0,0.0,7.96,7.96,7.96,0.0,0.0,7.96,7.96,7.96,0.0,0.0,7.96,7.96,7.96,0.0,0.0
2019-08-04,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0
2019-08-11,8.12,8.12,8.12,0.0,0.0,8.16,8.16,8.16,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.16,8.16,8.16,0.0,0.0
2019-08-18,8.15,8.15,8.15,0.0,0.0,8.15,8.15,8.15,0.0,0.0,8.15,8.15,8.15,0.0,0.0,8.15,8.15,8.15,0.0,0.0
2019-08-25,8.31,8.31,8.31,0.0,0.0,8.32,8.32,8.32,0.0,0.0,8.28,8.28,8.28,0.0,0.0,8.3,8.3,8.3,0.0,0.0
2019-09-01,8.4,8.4,8.4,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.4,8.4,8.4,0.0,0.0
2019-09-08,8.45,8.45,8.45,0.0,0.0,8.45,8.45,8.45,0.0,0.0,8.41,8.41,8.41,0.0,0.0,8.41,8.41,8.41,0.0,0.0
2019-09-15,8.38,8.38,8.38,0.0,0.0,8.38,8.38,8.38,0.0,0.0,8.38,8.38,8.38,0.0,0.0,8.38,8.38,8.38,0.0,0.0
2019-09-22,8.26,8.26,8.26,0.0,0.0,8.26,8.26,8.26,0.0,0.0,8.26,8.26,8.26,0.0,0.0,8.26,8.26,8.26,0.0,0.0
2019-09-29,8.26,8.26,8.26,0.0,0.0,8.26,8.26,8.26,0.0,0.0,8.26,8.26,8.26,0.0,0.0,8.26,8.26,8.26,0.0,0.0
2019-10-06,8.28,8.28,8.28,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.28,8.28,8.28,0.0,0.0,8.3,8.3,8.3,0.0,0.0
2019-10-13,8.32,8.32,8.32,0.0,0.0,8.32,8.32,8.32,0.0,0.0,8.32,8.32,8.32,0.0,0.0,8.32,8.32,8.32,0.0,0.0
2019-10-20,8.46,8.46,8.46,0.0,0.0,8.46,8.46,8.46,0.0,0.0,8.46,8.46,8.46,0.0,0.0,8.46,8.46,8.46,0.0,0.0
2019-10-27,8.48,8.48,8.48,0.0,0.0,8.48,8.48,8.48,0.0,0.0,8.48,8.48,8.48,0.0,0.0,8.48,8.48,8.48,0.0,0.0
2019-11-03,8.3,8.3,8.3,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.3,8.3,8.3,0.0,0.0
2019-11-10,8.12,8.12,8.12,0.0,0.0,8.16,8.16,8.16,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.15,8.15,8.15,0.0,0.0
2019-11-17,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.12,8.12,8.12,0.0,0.0
2019-11-24,8.11,8.11,8.11,0.0,0.0,8.11,8.11,8.11,0.0,0.0,8.11,8.11,8.11,0.0,0.0,8.11,8.11,8.11,0.0,0.0
2019-12-01,8.07,8.07,8.07,0.0,0.0,8.08,8.08,8.08,0.0,0.0,8.07,8.07,8.07,0.0,0.0,8.08,8.08,8.08,0.0,0.0
2019-12-08,8.19,8.19,8.19,0.0,0.0,8.19,8.19,8.19,0.0,0.0,8.19,8.19,8.19,0.0,0.0,8.19,8.19,8.19,0.0,0.0
2019-12-15,8.28,8.28,8.28,0.0,0.0,8.28,8.28,8.28,0.0,0.0,8.26,8.26,8.26,0.0,0.0,8.26,8.26,8.26,0.0,0.0
2019-12-22,8.41,8.41,8.41,0.0,0.0,8.41,8.41,8.41,0.0,0.0,8.39,8.39,8.39,0.0,0.0,8.39,8.39,8.39,0.0,0.0
2019-12-29,8.44,8.44,8.44,0.0,0.0,8.44,8.44,8.44,0.0,0.0,8.44,8.44,8.44,0.0,0.0,8.44,8.44,8.44,0.0,0.0
